"기간","과일","신선수산물","냉동수산물","어육","김","라면","나프타","휘발유","제트유","등유","경유","벙커C유","정제혼합용원료유","윤활유","아스팔트"
"1996.06",0,157.31,86.85,124.47,0,74.12,34.68,0,37.21,37.86,37.89,31.91,0,0,0
"1996.07",0,152.77,89.44,124.47,0,74.12,35.82,0,39.41,40.09,38.44,29.71,0,0,0
"1996.08",0,157.47,98.63,124.47,0,74.12,36.09,0,43.94,44.7,40.33,34.11,0,0,0
"1996.09",0,157.47,99.43,124.47,0,74.12,38.19,0,46.16,46.94,44.52,39.35,0,0,0
"1996.10",0,157.47,98.35,124.47,0,74.12,41.49,0,47.22,48.03,48.87,40.81,0,0,0
"1996.11",0,157.47,101.25,124.47,0,74.12,41.87,0,49.03,49.87,48.39,39.73,0,0,0
"1996.12",0,139.31,90.24,124.47,0,74.12,44.32,0,52.56,53.45,51.71,41.29,0,0,0
"1997.01",0,139.31,87.93,124.47,0,74.12,44.67,0,48.21,49.03,43.72,35.87,0,0,0
"1997.02",0,139.31,83.38,124.47,0,71.44,43.76,0,44.87,45.63,41.05,36.38,0,0,0
"1997.03",0,129.9,79.99,124.47,0,71.44,44.8,0,42.62,43.35,44.75,34.27,0,0,0
"1997.04",0,122.6,75.63,124.47,0,71.44,38.59,0,39.13,39.79,43.28,32.78,0,0,0
"1997.05",0,125.2,75.35,122.05,0,71.44,40.55,0,38.63,39.29,40.5,33.94,0,0,0
"1997.06",0,125.2,87.15,122.05,0,71.44,40.77,0,36.96,37.59,37.73,34.11,0,0,0
"1997.07",0,117.9,88.8,122.05,0,71.44,39.43,0,36.7,37.33,33.68,34.37,0,0,0
"1997.08",0,119.69,80.64,133.59,0,71.44,40.5,0,36.33,36.94,35.39,35.77,0,0,0
"1997.09",0,122.93,78.82,129.03,0,71.44,38.46,0,34.96,35.56,35.44,37.25,0,0,0
"1997.10",0,120.98,78.43,124.47,0,71.44,40.83,0,37.08,37.7,37.36,39.05,0,0,0
"1997.11",0,120.98,78.72,108.69,0,71.44,41.49,0,39.69,40.38,38.28,37.49,0,0,0
"1997.12",0,107.68,75.41,103.99,0,71.44,38.36,0,34.96,35.56,34.48,34.68,0,0,0
"1998.01",0,116.45,70.66,85.63,0,61.25,34.16,0,34.96,30.42,29.08,26.11,0,0,0
"1998.02",0,108.49,68.98,80.23,0,61.25,31.26,0,27.46,27.94,27.82,19.7,0,0,0
"1998.03",0,108.97,65.87,76.82,0,59.51,29.01,0,24.28,24.7,25.32,21.87,0,0,0
"1998.04",0,105.89,63.95,74.4,0,59.51,30.05,0,25.93,26.36,26.46,25.33,0,0,0
"1998.05",0,109.96,62.75,72.12,0,59.51,31.39,0,27.91,28.4,27.64,27.09,0,0,0
"1998.06",0,108.34,60.28,69.71,0,59.51,28.13,0,24.43,24.84,23.82,21.38,0,0,0
"1998.07",0,106.72,60.13,69.71,0,59.51,26.93,0,24.04,24.45,23.75,21.87,0,0,0
"1998.08",0,106.72,59.92,69.71,0,59.51,26.42,0,24.36,24.77,22.62,20.83,0,0,0
"1998.09",0,112.23,50.52,75.97,0,59.51,25.79,0,25.67,26.11,21.99,22.66,0,0,0
"1998.10",0,109.96,53.7,90.05,0,59.51,29.07,0,28.45,28.93,24.5,29.74,0,0,0
"1998.11",0,106.72,55.95,87.48,0,59.51,28.85,0,25.03,25.46,22.65,27.16,0,0,0
"1998.12",0,120.83,56.31,84.79,0,59.51,26.18,0,22.08,22.45,19.52,22.28,0,0,0
"1999.01",0,127.15,61.15,84.79,0,59.51,24.49,0,24.71,25.14,22.38,22.53,0,0,0
"1999.02",0,122.44,67.66,87.48,0,59.04,22.3,0,21.68,22.06,20.45,20.69,0,0,0
"1999.03",0,118.54,65.57,82.23,0,60.18,23.96,0,22.62,23,19.97,21.61,0,0,0
"1999.04",0,124.07,63.44,83.5,0,60.18,29.2,0,29.48,29.99,25.67,25.4,0,0,0
"1999.05",0,130.06,66.13,83.5,0,60.18,32.37,0,28.84,29.33,26.79,30.38,0,0,0
"1999.06",0,128.11,73.5,85.36,0,60.18,32.2,0,28.41,28.9,26.59,29.84,0,0,0
"1999.07",0,123.43,71.47,101,0,58.84,36.24,0,32.65,33.2,28.58,32.2,0,0,0
"1999.08",0,121.8,74,112.1,0,58.84,40.77,0,37.08,37.7,32.05,38.1,0,0,0
"1999.09",0,126.99,76.39,100.87,0,58.84,43.89,0,40.05,40.74,34.8,43.85,0,0,0
"1999.10",0,131.53,78.35,114.38,0,58.84,45.07,0,40.98,41.69,37.18,47.58,0,0,0
"1999.11",0,125.04,75.31,113.82,0,58.84,46.04,0,41.41,42.12,37.21,50.32,0,0,0
"1999.12",0,121.64,76.18,108.69,0,58.84,46.66,0,45.51,46.29,40.26,50.67,0,0,0
"2000.01",0,130.79,73.83,106.85,0,58.97,47.04,51.23,48.29,49.12,44.22,48.19,0,0,0
"2000.02",0,129.23,70.08,114.45,0,58.97,50.76,54.59,47.97,48.78,46.81,50.87,0,0,0
"2000.03",0,132.17,63.16,120.56,0,58.97,54.1,56.94,49.91,50.76,51.75,59.64,0,0,0
"2000.04",0,132.95,62.96,126.78,0,60.81,47.36,52.62,43.15,43.89,41.99,54.07,0,0,0
"2000.05",0,127.28,61.82,120.13,0,60.81,51.62,54.94,44.86,45.62,44.17,56.99,0,0,0
"2000.06",0,122.73,53.65,120.13,0,60.81,53.62,55.67,48.16,48.98,48.21,61.14,0,0,0
"2000.07",0,122.38,51.84,128.64,0,60.81,53.28,59.27,51.43,52.31,50.06,53.36,0,0,0
"2000.08",0,121.86,51.79,129.97,0,60.81,57.15,60.72,58.57,59.57,58.85,52.3,0,0,0
"2000.09",0,120.64,52.31,129.97,0,60.81,64.26,65.37,65.08,66.2,63.04,60.07,0,0,0
"2000.10",0,121.25,53.36,127.76,0,60.81,60.83,59.68,66.65,67.79,61.34,64.16,0,0,0
"2000.11",0,121.33,53.99,118.09,0,60.81,56.89,54.04,60.82,61.85,54.78,58.87,0,0,0
"2000.12",0,124.15,53.66,118.09,0,60.81,50.07,49.01,49.31,50.16,46.08,47.25,0,0,0
"2001.01",0,121.17,52.18,117.22,0,60.81,51.26,51.23,44.79,45.56,44.63,43.18,0,0,0
"2001.02",0,111.86,58.36,117.22,0,60.81,54.9,53.08,47.18,47.99,43.23,47.66,0,0,0
"2001.03",0,110.76,61.73,120.86,0,60.81,52.19,51.67,44.36,45.13,42.12,48.39,0,0,0
"2001.04",0,115.11,60.84,119.93,0,60.44,52.1,53.27,46.36,47.15,46.78,49.8,0,0,0
"2001.05",0,143.02,60.77,119.93,0,60.44,54.1,54.1,47.28,48.09,48.55,53.13,0,0,0
"2001.06",0,142.95,58.74,122.83,0,60.44,51.91,50.78,47.58,48.39,47.12,48.55,0,0,0
"2001.07",0,134.61,58.14,122.83,0,60.44,45.79,46.08,44.44,45.2,44.86,46.66,0,0,0
"2001.08",0,133.59,58.14,126.33,0,60.44,45.23,47.07,45.53,46.3,45.09,50.44,0,0,0
"2001.09",0,136.25,60.37,123.24,0,60.44,45.74,48.55,48.09,48.92,46.07,52.67,0,0,0
"2001.10",0,129.81,59.24,123.24,0,60.44,39.71,38.76,39.71,40.38,40.13,45.21,0,0,0
"2001.11",0,127.34,57.97,123.24,0,60.44,34.51,35.06,34.59,35.2,34.39,37.79,0,0,0
"2001.12",0,119.83,57.66,117.87,0,59.46,34.4,36.19,33.94,34.51,31.53,39.73,0,0,0
"2002.01",0,114.95,56.32,113.39,0,59.46,35.77,35.39,35.36,35.96,32.77,39.22,0,0,0
"2002.02",0,114.05,53.86,112.94,0,59.46,38.8,38.1,34.76,35.35,34.12,41.96,0,0,0
"2002.03",0,111.58,53.09,112.94,0,59.46,46.52,44.59,38.79,39.46,39.08,47.65,0,0,0
"2002.04",0,113.11,54.52,118.76,0,59.46,49.09,48.22,42.05,42.78,43.54,52.53,0,0,0
"2002.05",0,112.53,53.92,120.98,0,59.46,47.1,48.01,42.9,43.63,43.89,55.52,0,0,0
"2002.06",0,113.08,54.65,116.97,0,59.46,45.44,47.5,40.85,41.55,42.99,53.08,0,0,0
"2002.07",0,114.66,59.25,121.03,0,59.46,46.67,47.34,42.48,43.21,43.38,55.27,0,0,0
"2002.08",0,125.28,59.06,117.64,0,59.46,48.42,47.79,45.16,45.94,44.24,58.19,0,0,0
"2002.09",0,130.55,58.33,115.5,0,59.46,52.1,49.82,50.77,51.64,48.26,61.22,0,0,0
"2002.10",0,133.29,55.24,108.66,0,59.46,50.73,48.01,50.05,50.91,51.16,56.68,0,0,0
"2002.11",0,131.08,57.37,112.45,0,59.46,47.6,47.04,45.29,46.06,45.35,52.72,0,0,0
"2002.12",0,133.71,57.6,107.46,0,59.46,55.62,49.58,49.5,50.34,48.67,58.52,0,0,0
"2003.01",0,127.86,53.82,103.49,0,59.46,60.23,54.83,52.99,53.9,52.46,65.14,0,0,0
"2003.02",0,123.39,52.66,103.49,0,59.46,67.75,63.03,60.55,61.59,60.4,70.83,0,0,0
"2003.03",0,124.83,50.77,112.44,0,59.46,63.57,60.13,54.47,55.4,58.08,64.36,0,0,0
"2003.04",0,121.72,50.7,112.44,0,59.26,45.72,48.1,43.72,44.46,45.93,55.83,0,0,0
"2003.05",0,121.72,51.49,112.44,0,59.26,45.29,48.59,43.56,44.3,44.6,55.91,0,0,0
"2003.06",0,129.18,56.37,112.19,0,59.26,46.39,50.95,43.9,44.66,45.13,59.21,0,0,0
"2003.07",0,133.92,56.78,110.51,0,62.18,49.66,52.86,45.92,46.69,45.49,63.24,0,0,0
"2003.08",0,129.31,58.25,117.44,0,62.18,56.92,56.39,51.78,52.66,50.8,60.18,0,0,0
"2003.09",0,140.83,62.08,110.94,0,62.18,53.15,53.16,48.42,49.26,49.03,57.47,0,0,0
"2003.10",0,144.69,64.41,113.99,0,62.18,56.47,55.71,52.17,53.06,50.91,58.88,0,0,0
"2003.11",0,155.25,66.15,111.4,0,62.18,59.86,57.55,55.33,56.28,52.91,58,0,0,0
"2003.12",0,161.47,66.74,110.96,0,62.18,62.83,58.78,57.83,58.81,55.14,57.47,0,0,0
"2004.01",0,161.52,70.69,110.96,0,64.27,70.34,66.91,61.06,62.1,61.82,60.36,0,0,0
"2004.02",0,153.75,68.04,110.96,0,64.27,65.82,60.3,57.76,58.76,59.44,60.26,0,0,0
"2004.03",0,142.02,64.62,120.31,0,64.27,68.75,64.76,58.16,59.15,59.26,59.36,0,0,0
"2004.04",0,142.02,68.13,126.09,0,65.34,68.97,66.95,63.1,64.18,61.14,61.68,0,0,0
"2004.05",0,142.02,69.16,126.09,0,65.34,74.96,72.57,70.48,71.69,67.24,67.21,0,0,0
"2004.06",0,140.07,68.02,115.95,0,65.34,71.09,69.3,66.56,67.7,64.77,64.91,0,0,0
"2004.07",0,145.5,69.58,130.77,0,65.34,74.18,70.22,74.14,75.41,71.31,65.16,0,0,0
"2004.08",0,147.47,79.78,130.77,0,65.34,83.42,79.23,80.63,82,79.12,68.09,0,0,0
"2004.09",0,149.11,82.34,125.8,0,65.34,83.14,76.68,85.26,86.72,83,65.65,0,0,0
"2004.10",0,153.01,85.46,123.55,0,66.09,92.95,84.02,94.43,96.06,89.45,72.34,0,0,0
"2004.11",0,158.07,80.27,123.55,0,66.09,90.53,81.03,88.88,90.4,86.74,67.61,0,0,0
"2004.12",0,158.07,67.02,124.91,0,66.09,81.83,72.28,77.2,78.52,77.36,57.98,0,0,0
"2005.01",70.61,173.71,71.91,130.57,94.79,66.2,80.61,74.08,78.79,80.13,77.33,64.27,72.36,0,54.67
"2005.02",66.21,167.98,70.72,136.51,97.14,69.02,85.34,80.73,84.09,85.54,82.53,70.73,72.87,0,56.18
"2005.03",77.23,157.04,71.87,143.73,98.46,69.02,95.99,89.12,102.32,104.08,98.31,81.2,73.61,0,54.83
"2005.04",85.48,156.86,73.45,148.32,99.53,69.02,94.7,93.59,110.1,111.99,100.41,91.19,75.5,0,55.27
"2005.05",84.16,160.03,74.51,127.01,99.53,72.45,85.13,84.94,97.73,99.42,92.51,89.82,75.89,0,57.43
"2005.06",108.07,151.95,72.33,112.04,100.74,72.45,86.82,88.53,106.29,108.11,106.31,92.07,76.99,0,57.72
"2005.07",93.05,149.29,72.82,115.05,94.52,72.45,92.58,96.47,108.05,109.9,108.94,93.62,82.81,0,59.14
"2005.08",95.66,142.33,74.93,114.94,94.56,72.45,107.41,112.23,116.94,118.94,111.01,99.89,90.48,0,59.43
"2005.09",93.32,146.71,76.99,109.24,94.21,72.45,117.36,119.3,120.39,122.45,116.66,110.29,92.01,0,61.45
"2005.10",78.91,145.55,76.26,101.09,92.39,72.45,113.63,102.31,115.12,117.09,112.22,107.2,92.5,0,88.09
"2005.11",73.44,142.02,73.22,92.29,92.44,72.45,103.65,88.83,98.51,100.2,95.52,100.91,95.51,0,87.51
"2005.12",77.36,151.41,68.86,94.07,94.47,72.45,102.9,92.87,107.02,108.85,98.64,99.73,102.69,0,93.37
"2006.01",73.65,137.17,70.63,94.06,95.58,72.45,113.77,101.58,117.09,119.11,107.24,106.32,108.59,0,92.83
"2006.02",61.7,164.5,71.74,99.44,98.14,72.45,109.37,96.48,114.01,115.96,102.15,112.46,107.33,0,100.33
"2006.03",66.25,147.9,68.56,113.65,98.14,72.45,111.89,105.48,115.07,117.04,111.6,112.77,110.09,0,102.01
"2006.04",70.35,166.4,70.13,112.5,99.46,72.45,121.13,122.62,124.24,131.05,128.19,118.79,115.32,0,113.75
"2006.05",56.63,173.38,79.52,105.67,101.72,76.79,125.59,133.34,127.38,132.26,129.41,117.41,121.96,0,122.96
"2006.06",48.81,168.96,80.41,98.38,101.61,76.79,128.43,126.91,128.45,133.29,133.1,113,120.01,0,123.12
"2006.07",48.81,168.96,76.63,109.8,101.46,78.18,133.72,130.07,130.25,135.38,133.35,117.95,120.01,0,124.15
"2006.08",92.83,163.13,75.66,109.36,100.22,78.18,129.15,123.71,133.23,138.39,133.4,113.14,120.75,0,123.81
"2006.09",87.19,152.51,74.62,106.36,100.11,78.18,112.23,103.65,119.87,124.54,115.91,100.19,121.43,0,115.47
"2006.10",81.3,154.56,70.27,102.09,100.15,78.18,107.87,96.26,111.04,114.45,108.83,100.29,123.04,0,111.4
"2006.11",77,160.31,70.46,104.09,101.28,78.18,109.39,96.26,109.69,113.84,107.13,94.83,122.71,0,91.72
"2006.12",85.8,158.33,72.84,104.18,101.71,78.18,115.6,104.18,115.32,119.72,107.12,95.49,123.59,0,94.38
"2007.01",83.21,152.35,70.96,101.94,101.32,78.18,107.08,96.91,103.74,107.76,101.96,94.62,123.54,0,99.78
"2007.02",90.75,139.39,69.97,101.11,101.25,78.18,116.78,108.09,107.07,111.01,108.78,105.04,114.56,0,102.33
"2007.03",90.28,130.42,71.3,107.44,100.72,78.18,129.57,117.96,111.67,116.01,112.62,105.94,115.7,0,100.76
"2007.04",98.89,125.41,70.02,102.91,100.72,78.18,137.22,128.11,120.46,125.11,123.02,118.52,117.27,0,104.44
"2007.05",103.24,125.41,70.43,101.97,100.72,80.6,143.72,133.58,122.27,127.01,125.31,118.33,116.38,0,110.08
"2007.06",107.6,123.51,67.67,95.25,100.72,80.6,137.84,128.37,124.66,129.49,126.45,123.52,117.32,0,112.57
"2007.07",107.6,154.97,73.25,107.18,100.72,80.61,142.13,132.47,129.74,134.75,131.44,133.69,120.36,0,112.57
"2007.08",107.6,154.97,75.36,103.51,100.72,80.61,135.95,121.28,125.49,130.36,127.27,129.8,117.66,0,118.28
"2007.09",107.6,161.11,74.68,103.63,100.72,80.61,143.58,126.52,135.87,141.73,139.11,135.46,121.66,0,115.06
"2007.10",107.6,161.11,76.38,102.49,100.72,80.61,152.98,134.36,143.84,149.41,145.8,152.98,115.71,0,117.11
"2007.11",107.6,161.11,77.86,106.56,100.72,80.61,172.1,150.98,167.92,174.44,164.05,173.91,119.36,0,117.11
"2007.12",107.6,161.11,79.23,107.07,100.72,80.61,174.44,149.24,161.25,167.5,162.07,166.07,122.98,0,128.86
"2008.01",101.59,161.11,80.71,110.75,101.73,82.82,174.54,149.24,158.1,164.22,162.09,165.3,129.15,0,140.74
"2008.02",96.74,176.03,81.25,112.41,106.24,82.82,176.02,160.57,165.42,171.83,170.52,164.89,129.5,0,143.66
"2008.03",106.72,177.81,85.54,116.5,106.24,82.82,182.21,167.12,186.66,193.9,193.65,174.02,144.45,0,145.98
"2008.04",85.38,162.05,88.46,126.43,111.16,82.82,191.25,179.51,206.32,214.33,212.13,186.36,150.71,0,152.29
"2008.05",87.03,162.66,91.84,119.72,111.16,82.82,212.37,198.05,237.59,246.79,243.23,209.12,153.94,0,162.38
"2008.06",85.04,167.22,98.74,120.9,111.16,82.82,232.84,210.62,245.48,254.99,255.24,223.17,186.75,0,168.15
"2008.07",85.04,172.54,101.8,126.98,111.16,86.67,235.21,207.84,249.06,258.71,254.5,254.14,194.84,0,179.69
"2008.08",85.04,181.27,97.77,125.37,108.46,86.67,206.19,181.56,204.94,212.88,202.68,234.09,194.84,0,188.48
"2008.09",87.89,170.43,92.13,119.39,96.21,86.67,177.66,152.65,180.9,187.9,182.38,205.49,206.19,0,169.47
"2008.10",80.46,170.46,86.18,123.4,90.63,86.67,106.18,116.67,134.14,139.34,128.78,138.9,196.09,0,161.66
"2008.11",65.12,166.5,75.33,123.65,80.72,86.67,61.64,71.74,111.78,116.11,105.47,83.46,163.1,0,123.46
"2008.12",57.56,162,69.11,129.6,83.8,86.67,59.87,58.79,87.87,91.28,88.95,78.68,151.81,0,110.47
"2009.01",55.46,158,74,123.39,80.95,86.67,78.68,74.04,89.55,93.02,89.5,88.82,135.88,0,101.7
"2009.02",51.5,137.73,75.87,124.54,74.92,86.67,85.76,83.8,78.69,81.75,75.29,89.81,100.26,0,90.97
"2009.03",53.59,131.58,72.77,120.92,79.35,86.67,85.7,81.06,79.01,82.07,78.5,86.7,91.05,0,98.71
"2009.04",53.18,130.29,73.55,129.01,81.05,86.67,90.99,88.1,88,91.41,89.08,101.31,91.25,0,104.09
"2009.05",55.44,139.51,81.98,130.22,83.84,86.67,100.86,99,95.4,99.08,98.23,121.02,90.19,0,105.28
"2009.06",79.6,149.95,87.02,127.71,84.22,86.67,121.6,113.41,113.83,118.23,117.02,140.43,90.01,0,109.41
"2009.07",92.03,153.33,91.46,137.38,83.91,86.67,116.63,107.11,107.78,111.96,108.99,140.93,106.67,0,113.62
"2009.08",92.03,155.38,93.23,131.09,84.17,86.67,130.61,121.15,117.13,121.67,121.18,153.13,121.58,0,121.46
"2009.09",75.96,159.71,90.31,134.71,86.17,86.67,124.31,111.63,111.04,115.34,114.33,149.1,121.54,0,123.73
"2009.10",66.74,165.06,88.53,133.52,87.54,86.67,129.77,114.98,119.21,123.83,122.12,155.1,121.64,0,122.87
"2009.11",67.42,168.33,91.52,126.34,87.92,86.67,141.06,120.79,126.48,131.38,128.85,164.28,115.07,0,123.62
"2009.12",61.62,163.34,94.22,125.54,87.64,86.67,144.06,119.29,123.93,128.73,124.66,163.79,111.54,0,131.87
"2010.01",69.01,169.96,94.93,125.22,89.79,86.73,148.26,128.3,127.88,132.83,129.16,168.62,110.25,0,158.01
"2010.02",66.91,166.11,94.55,122.71,89.33,86.73,139.9,126.33,122.43,127.17,126.17,161.01,109.4,0,166.34
"2010.03",64.02,162.18,108.72,133.56,89.91,84.84,148.98,133.79,130.24,135.28,134.64,163.21,110.31,0,168.52
"2010.04",71.84,152.59,120,116.53,89.86,84.84,153.59,138.97,141.14,146.61,145.36,171.08,110.71,0,169.39
"2010.05",66.42,148.09,123.98,123.45,91.46,84.84,143.93,126.74,131.23,136.31,134.77,161.26,125.66,0,169.96
"2010.06",56.81,155.99,128.88,118.91,90.25,84.84,135.42,123.29,129,134,131.4,154.79,127.12,0,161.42
"2010.07",54.41,158.62,132.5,132.05,91.64,84.84,129.23,121.5,127.02,131.94,129.9,156.43,128.28,0,152.81
"2010.08",50.77,164.95,130.68,129.87,92.62,84.84,137.16,122.22,129.74,134.77,133.65,157.81,129.46,0,154.39
"2010.09",81.33,157.91,131.62,123.3,95.01,84.84,139.75,121.86,130.73,135.8,133.52,156.76,129.52,0,154.98
"2010.10",73.81,159.94,132.21,126.84,95.86,84.84,154.31,132.53,140.4,145.84,142.37,166.99,132.45,0,154.95
"2010.11",78.13,167.14,129.49,124.76,96.08,84.84,161.65,137.84,145.73,151.38,147.98,174.02,130.78,0,155.69
"2010.12",72.95,170.06,132.74,123.99,95.18,84.84,174.04,151.2,154.15,160.13,157.33,179.59,134.2,0,155.82
"2011.01",79.67,172.43,130.4,129.28,95.98,84.84,177,157.71,163.56,169.89,165.82,188.04,126.62,0,155.82
"2011.02",82.8,164.48,135.16,128.58,96.41,84.84,182.05,165.72,178.97,185.9,180.14,213.9,140.78,0,172.46
"2011.03",76.6,177.74,135.6,145.49,96.04,84.84,199.62,179.71,196.39,204,199.96,226.47,167.91,0,181.27
"2011.04",73.97,163.02,139.2,139.91,99.43,84.84,213.55,193.24,206.56,214.57,211.6,239.94,187.75,0,193.56
"2011.05",66.39,167.24,144.5,141.77,101.49,84.84,200.85,184.02,190.22,197.59,194.15,227.55,201.24,0,189.12
"2011.06",86.31,168.11,152.65,137.72,101.65,84.84,190.93,177.97,188.99,196.31,193.04,230.95,201.51,0,191.65
"2011.07",60.62,170.19,150.82,158,102.41,84.84,198.06,186.59,192.38,199.84,196.97,235.09,204.44,0,193.53
"2011.08",92.8,177.34,154.28,158.78,102.1,84.84,192.32,181,185.9,193.11,188.48,229.16,205.57,0,195.24
"2011.09",101.41,179.18,157.87,155.89,100.28,84.84,192.66,184.46,183.91,191.03,188.17,229.89,212,0,193.67
"2011.10",93.52,189.44,154.65,153.17,96.02,92.57,179.61,181.14,183.44,190.54,186.12,231.13,211.38,0,195.24
"2011.11",86.67,186.06,154.85,144.86,97.27,92.57,178.56,167.98,190.53,197.91,196.19,242.09,204.4,0,200.77
"2011.12",81.27,185.48,153.32,144.38,96.45,92.57,183.45,168.6,182.83,189.92,189.41,235.09,177.38,0,207.41
"2012.01",84.03,188.38,147.44,146.08,95.51,92.57,194.22,182.47,188.53,195.84,196.79,253.33,190.92,122.52,220.36
"2012.02",84.62,185.22,144.31,143.44,97.74,92.57,209.78,194.48,197.09,204.73,203.9,256.7,188.98,122.52,217.99
"2012.03",87.25,143.86,137.27,141.77,97.74,92.57,218.38,203.33,202.63,210.48,208.77,262.38,190.44,121.32,221.75
"2012.04",89.15,144.24,131.43,143.64,96.68,92.57,210.43,198.61,198.3,205.98,203.78,256.03,196.05,124.31,218.52
"2012.05",89.65,146.03,132.14,144.2,94.49,92.57,182.4,178.7,183.6,190.71,188.01,236.44,199.8,120.52,217.38
"2012.06",107.56,139.57,133.37,144.98,94.99,92.57,151.64,152.95,164.11,170.47,168.18,209.35,177.22,108.37,193.96
"2012.07",122.21,140.51,131.01,144.98,95.36,92.57,169.48,166.6,174.88,181.65,179.07,217.92,148.84,108.37,198.25
"2012.08",122.21,142.02,128.43,145.68,96.12,92.57,191.01,187.14,192.71,200.17,198.22,235.98,149.03,108.37,212.14
"2012.09",102.72,145.05,126.23,146.6,97.26,92.57,197.23,184.83,197.29,204.94,200.11,240.02,150.62,108.37,210.73
"2012.10",100.45,140.89,124.06,144.25,99.08,92.57,193.15,182.04,193.7,201.2,195.68,227.96,174.48,108.37,202.91
"2012.11",102.74,135.78,121.83,141.26,100.59,92.57,190.01,176.09,186.31,193.53,189.98,215.36,176.95,108.37,196.3
"2012.12",105.4,139.41,118.7,136.7,101.14,92.57,191.57,175.22,185.64,192.83,191.76,214.54,164.11,108.37,195.86
"2013.01",107.72,135.7,117.36,121.12,102.89,92.57,194.96,181.54,190.61,198,194.74,222.11,161.11,108.37,203.92
"2013.02",104.17,139.67,111.42,115.74,101.64,94.6,203.25,196.23,199.06,206.78,203.53,228.41,151.76,108.37,208.26
"2013.03",108.83,140.31,109.91,112.19,99.5,94.6,187.89,182.61,183.78,190.91,189.58,223.26,150.41,108.37,204.13
"2013.04",108.83,137.38,108.5,108.97,97.54,94.6,174.12,167.48,172.92,179.62,179.03,216.1,153.58,108.37,203.63
"2013.05",108.83,137.98,106.8,106.96,97.97,94.6,173.9,166.45,171.67,178.32,178.95,214.74,153.58,110.61,200.97
"2013.06",108.83,143.1,108.59,118.72,95.8,94.6,175.62,173.5,173.74,180.47,182.88,218.11,151.18,110,202.96
"2013.07",108.83,127.55,102.91,117.63,95.56,94.6,181.46,179.6,180.32,187.31,188.81,212.14,153.74,110.39,200.11
"2013.08",108.83,125.6,103.16,118.67,98.12,94.6,188.16,173.38,185.6,192.79,190.35,212.65,147.36,112.29,201.41
"2013.09",108.83,115.05,103.23,118.62,99.04,94.6,191.5,172.78,184.32,191.46,189.45,214.03,146.93,113.81,194.61
"2013.10",108.83,117.72,111.93,124.92,101.44,94.6,186.69,168.74,183.15,190.25,189.96,216.17,151.34,114.48,195.93
"2013.11",105.48,117.74,110,120.53,101.68,94.6,191.75,169.25,182.48,189.55,189.11,212.21,164.81,114.7,193.89
"2013.12",106.2,117.19,108.63,115.47,101.91,94.6,198.48,175.34,188.53,195.84,193.72,215.46,161.71,113.72,189.71
"2014.01",108.27,112.69,106.42,114.73,103.33,94.6,192.16,173.36,181.01,188.02,186.38,214.84,153.84,113.29,189.5
"2014.02",109.92,113.21,108.18,117.41,102.61,98,189.32,176.45,182.71,189.79,188.74,214.61,145.3,114.26,182.65
"2014.03",114.23,117.72,102.53,115.94,102.29,98,188.38,176.19,178.55,185.47,187.41,211.73,150.39,114.27,180.93
"2014.04",114.23,114.76,103.61,115.98,104.11,98,190.88,177.87,179.41,186.36,188.26,209.09,153.4,116.17,177.57
"2014.05",114.23,117.38,102.23,117.08,105.4,98,193.25,178.35,178.39,185.3,187.1,212.21,153.85,116.17,177.07
"2014.06",114.23,121.12,110.85,119.89,106.57,98,195.92,182.12,179.76,186.73,185.53,216.71,154.59,116.45,179.38
"2014.07",114.23,121.77,111.74,120.93,107.23,98,195.62,181.1,176.77,183.62,182.33,210.68,149.31,116.43,174.45
"2014.08",114.23,117.9,111.57,118.04,106.89,98,184.13,165.18,173.52,180.25,178.48,206.11,147.96,116.16,176.06
"2014.09",106.66,111.47,109.01,112.11,105.44,98,176.96,164.2,167.38,173.86,171.72,202.5,145.84,115.78,180.25
"2014.10",96.66,113.42,108.85,111.55,106.57,98,150.92,148.45,151.12,156.98,154.49,176.14,150.89,114.51,169.74
"2014.11",95.26,104.93,107.34,105.17,103.72,98,136.01,132.98,143.48,149.04,145.02,159.76,139.8,112.92,163.22
"2014.12",100.38,101.09,105.74,103.63,102.37,98,106.25,105.21,116.61,121.13,118.42,123.73,125.17,112.53,151.33
"2015.01",100.38,100.96,105.34,103.42,102.65,98,85.26,82.19,97.25,97.75,95.89,93.62,109.79,106.37,102.36
"2015.02",100.38,96.36,103.1,105.08,102.68,98,107.87,101.36,113.27,113.39,109.31,118.36,109.79,105.98,109.95
"2015.03",99.95,96.15,100.44,103.11,101.86,98,108.97,106.08,106.6,108.85,109.26,114.48,103.21,104.91,110.07
"2015.04",99.56,94.04,100.32,103.79,102.65,101.01,113.24,110.62,109.55,111.26,111.4,118.61,105.9,105.89,117.21
"2015.05",99.48,100.17,99.8,100.4,102.46,100.83,118.92,122.94,119.52,119.59,120.82,131.34,107.34,100.13,126.58
"2015.06",99.48,97.02,99.91,98.04,101.83,100.33,115.05,122.78,119.52,115.02,116.8,125.16,107.34,99.33,117.2
"2015.07",99.48,103.03,101.67,98.14,97.6,100.4,102.56,110.15,100.1,102.45,103.55,107.98,101.51,98.15,100.44
"2015.08",103.23,99.01,99.11,96.2,97.22,100.43,89.19,93.71,89.78,87.95,90.01,85.7,87.93,96.35,85.53
