"년","월","곡류_수입","맥류및잡곡_수입","콩류_수입","과실_수입","도축육_수입","가금육_수입","신선어류_수입","냉동수산물_수입","낙농품_수입","수산물가공품_수입","원당_수입","유지_수입","과실및채소가공품_수입","인삼및건강보조식품_수입","농림수산품_수출","농림수산품.1_수출","농산물_수출","채소및과실_수출","과실_수출","수산물_수출","신선수산물_수출","신선어류_수출","냉동건조수산물_수출","냉동수산물_수출"
"2004",1,55.26,62.71,85.73,76.62,71.18,0,0,69.18,0,39.97,46.14,75.76,66.09,0,89.88,89.88,146.31,146.31,146.31,86.15,156.18,156.18,77.53,77.53
"2004",10,53.38,59.45,78.37,76.05,75.76,0,0,74.71,0,40.05,52.76,72.48,65.56,0,95.01,95.01,85.62,85.62,85.62,99.88,155.89,155.89,93.94,93.94
"2004",11,52.99,60.52,68.4,78.2,77.23,0,0,71.02,0,40.05,55.25,73.08,60.54,0,91.48,91.48,87.84,87.84,87.84,95.49,157.79,157.79,88.4,88.4
"2004",12,54.29,60.83,69.34,68.85,77.53,0,0,68.98,0,40.05,56.47,62.65,61.04,0,81.19,81.19,88.34,88.34,88.34,83.42,157.05,157.05,74.13,74.13
"2004",2,55.26,65.57,89.19,75.28,70,0,0,65.93,0,39.03,46.93,83.81,66.09,0,87.46,87.46,146.18,146.18,146.18,83.34,153.09,153.09,74.67,74.67
"2004",3,55.26,66.51,92.73,77.26,69.9,0,0,70.6,0,39.03,47.74,91.25,65.63,0,83.37,83.37,144.52,144.52,144.52,78.78,142.24,142.24,70.99,70.99
"2004",4,53.01,67.73,102.09,85.64,70.01,0,0,71.17,0,37.53,50.07,89.49,65.31,0,86.55,86.55,145.58,145.58,145.58,82.35,142.04,142.04,75.27,75.27
"2004",5,51.63,64.72,99.63,80.83,70.89,0,0,70.74,0,37.41,51.55,81.92,65.3,0,86.81,86.81,141.89,141.89,141.89,83.13,140.91,140.91,76.39,76.39
"2004",6,54.96,61.57,94.94,80.83,71.24,0,0,71.07,0,38.03,51.84,76.91,65.49,0,86.02,86.02,144,144,144,81.94,139.71,139.71,75.16,75.16
"2004",7,54.96,59.43,94.23,66.61,72.5,0,0,71.73,0,38.65,51.91,75.89,65.64,0,87.7,87.7,144.12,144.12,144.12,83.89,143.71,143.71,76.84,76.84
"2004",8,58.68,58.81,85.33,70.38,73.6,0,0,71.97,0,39.73,52.1,73.85,65.55,0,95.67,95.67,143.34,143.34,143.34,93.29,145.06,145.06,87.82,87.82
"2004",9,58.68,60.11,82.63,71.44,74.84,0,0,74.71,0,39.73,52.46,73.47,65.56,0,91.92,91.92,80.23,80.23,80.23,96.96,155.13,155.13,90.58,90.58
"2005",1,54.29,60.37,61.81,71.3,80.59,0,112.73,67.75,87.71,46.82,56.45,60.56,57.24,0,81.74,81.74,70.62,70.62,70.62,89.05,173.73,173.73,78.89,78.89
"2005",10,54.29,61.75,62.39,78,73.49,0,106.08,69.24,90.08,50.9,67.78,60.58,55.08,0,84.92,84.92,78.91,78.91,78.91,90.31,145.56,145.56,83.7,83.7
"2005",11,54.29,60.7,62.2,66.74,73.75,0,104.99,71.21,90.08,50.45,70.1,58.73,54.35,0,80.96,80.96,73.45,73.45,73.45,86.8,142.04,142.04,80.19,80.19
"2005",12,54.29,60.79,63.54,68.07,73.3,0,91.61,72.89,90.08,50.9,76.99,59.79,54.35,0,79.59,79.59,77.36,77.36,77.36,83.3,151.44,151.44,75.14,75.14
"2005",2,54.29,59.76,61.81,82.09,80.23,0,111.77,69.25,87.71,47.08,56.45,61.01,56.97,0,79.1,79.1,66.21,66.21,66.21,87,168,168,77.29,77.29
"2005",3,54.29,60.96,64.94,87.43,80.02,0,111.66,74.81,87.71,46.99,61.17,63.33,57.02,0,82.07,82.07,77.23,77.23,77.23,86.91,157.06,157.06,78.5,78.5
"2005",4,54.29,60.02,68.85,88.83,77.6,0,115.83,75.79,87.71,46.92,61.17,63.02,54.17,0,85.48,85.48,85.49,85.49,85.49,88.52,156.88,156.88,80.33,80.33
"2005",5,54.29,59.77,68.96,82.03,77.52,0,115.97,74.41,87.71,47.83,63.39,63.05,53.84,0,86.12,86.12,84.16,84.16,84.16,89.96,160.05,160.05,81.56,81.56
"2005",6,54.29,60.63,69.32,74.98,76.17,0,115.31,73.75,89.02,47.9,65.29,63.41,54.53,0,90.53,90.53,108.07,108.07,108.07,86.84,151.96,151.96,79.03,79.03
"2005",7,54.29,60.11,67.76,76.63,75.14,0,106.15,71.01,90.08,48.94,65.29,63.05,54.53,0,86.62,86.62,93.05,93.05,93.05,87.17,149.3,149.3,79.72,79.72
"2005",8,54.29,60.5,65.73,84.18,75.11,0,106.55,71.01,90.08,51.65,65.9,63.03,54.53,0,88.34,88.34,95.67,95.67,95.67,88.6,142.35,142.35,82.17,82.17
"2005",9,54.29,62.01,64.38,87.41,74.93,0,106.46,69.24,90.08,51.88,66.49,62.77,54.53,0,89.51,89.51,93.32,93.32,93.32,91.2,146.73,146.73,84.55,84.55
"2006",1,58.8,59.91,62.32,70.12,74.05,0,89.02,67.65,88.73,50.18,89.35,59.24,57.26,0,78.77,78.77,73.65,73.65,73.65,83.6,137.18,137.18,77.18,77.18
"2006",10,65.31,78.61,62.84,95.01,81.29,0,86.08,71.44,84.78,47.62,93.5,65.01,59.38,0,82.66,82.66,81.3,81.3,81.3,86.15,154.57,154.57,77.95,77.95
"2006",11,65.31,87.13,64.3,84,83.58,0,86.22,70.74,84.78,47.8,92.24,66.52,58.09,0,82.03,82.03,77.01,77.01,77.01,86.94,160.32,160.32,78.14,78.14
"2006",12,65.31,85.72,65.74,76.7,84.52,0,93.96,71.94,84.78,47.8,92.21,69.49,62.89,0,86.05,86.05,85.81,85.81,85.81,89.21,158.34,158.34,80.92,80.92
"2006",2,58.8,61.57,62.54,87.48,73.51,0,84.24,72.29,88.73,50.29,95.1,60.52,57.26,0,78.33,78.33,61.71,61.71,61.71,87.69,164.52,164.52,78.47,78.47
"2006",3,65.31,62.6,61.69,90.54,73.77,0,81.57,74.91,88.73,50.39,97.67,59.84,58.48,0,76.37,76.37,66.26,66.26,66.26,83.08,147.92,147.92,75.31,75.31
"2006",4,65.31,63.49,61.69,93.91,73.83,0,81.8,78.23,88.73,50.61,102.82,60.11,58.53,0,80.28,80.28,70.35,70.35,70.35,87.05,166.41,166.41,77.54,77.54
"2006",5,65.31,64.61,58.77,97.35,75.2,0,82.33,78.23,88.73,50.61,100.73,60.37,59.24,0,83.88,83.88,56.63,56.63,56.63,97.62,173.39,173.39,88.54,88.54
"2006",6,65.31,66.4,58.94,92.02,75.73,0,82.04,79.27,87.42,50.1,101.72,60.44,59.24,0,82.05,82.05,48.81,48.81,48.81,98.08,168.98,168.98,89.58,89.58
"2006",7,65.31,68.28,59.45,86.94,76.32,0,85.54,79.27,84.78,50.56,100.86,62.71,59.24,0,79.33,79.33,48.81,48.81,48.81,94.2,168.98,168.98,85.23,85.23
"2006",8,65.31,69.53,59.45,83.7,77.41,0,85.53,79.37,84.78,48.79,100.27,63.64,60.31,0,90.39,90.39,92.84,92.84,92.84,92.64,163.15,163.15,84.19,84.19
"2006",9,65.31,72.9,60.6,98.39,78.6,0,85.4,79.61,84.78,48.05,96.86,63.42,59.49,0,87.2,87.2,87.19,87.19,87.19,90.32,152.53,152.53,82.86,82.86
"2007",1,66.79,87.07,69.23,94.5,84.59,0,93.62,71.11,84.78,48.03,88.94,71.38,64.69,0,83.52,83.52,83.22,83.22,83.22,86.62,152.37,152.37,78.74,78.74
"2007",10,75.25,132.51,104.68,108.67,78.78,0,101.66,70.86,84.79,48.79,71.09,101.7,73.4,0,95.62,95.62,107.61,107.61,107.61,94.3,161.14,161.14,86.29,86.29
"2007",11,75.25,135.63,112.56,91.81,80.18,0,106.04,70.42,100.99,48.79,68.77,105.47,74.95,0,96.65,96.65,107.61,107.61,107.61,95.78,161.14,161.14,87.95,87.95
"2007",12,75.25,146.18,122.85,83.25,81.1,0,104.86,70.54,130.93,48.79,71.6,108.97,76.56,0,97.6,97.6,107.61,107.61,107.61,97.13,161.14,161.14,89.46,89.46
"2007",2,66.79,89.44,75.94,106.97,84.5,0,95.57,73.62,84.78,47.81,83.02,72.72,70.16,0,83.96,83.96,90.76,90.76,90.76,84.27,139.41,139.41,77.66,77.66
"2007",3,66.79,91.27,76.61,106.41,81.88,0,96.16,75.04,84.78,47.89,79.09,74.5,70.2,0,84.17,84.17,90.29,90.29,90.29,84.76,130.43,130.43,79.29,79.29
"2007",4,66.79,92.21,78.28,107.87,79.47,0,100.52,73.73,84.78,47.7,77.56,77.38,71.16,0,85.47,85.47,98.9,98.9,98.9,83.22,125.42,125.42,78.16,78.16
"2007",5,66.79,92.3,82.09,107.45,79,0,100.21,72.94,84.78,47.7,74.4,80.3,71.16,0,87.18,87.18,103.25,103.25,103.25,83.95,125.42,125.42,78.99,78.99
"2007",6,66.79,95.36,83.91,101.92,78.9,0,99.89,72.94,84.78,47.25,70.43,81.65,71.13,0,86.51,86.51,107.61,107.61,107.61,81.28,123.53,123.53,76.22,76.22
"2007",7,66.79,97.87,87.97,94.42,75.75,0,100.7,72.93,84.79,47.84,71.62,85.01,72.44,0,92.93,92.93,107.61,107.61,107.61,90.45,154.99,154.99,82.72,82.72
"2007",8,66.79,105.68,87.04,94.81,76.01,0,101.49,73.26,84.79,48.79,71.23,85.52,73.23,0,94.44,94.44,107.61,107.61,107.61,92.61,154.99,154.99,85.14,85.14
"2007",9,66.79,122.06,99.01,102.26,76.13,0,101.79,72.66,84.79,48.79,68.52,97.36,73.29,0,94.46,94.46,107.61,107.61,107.61,92.64,161.14,161.14,84.43,84.43
"2008",1,75.25,156.22,127.89,88.48,80.43,0,106.26,71.09,130.93,56.94,70.21,114.92,77.77,0,97.01,97.01,101.59,101.59,101.59,98.66,161.14,161.14,91.17,91.17
"2008",10,84.78,118.59,98.69,101.04,83.99,0,90.12,68.79,136.01,82.33,87.13,99.41,77.85,0,95.9,95.9,80.47,80.47,80.47,105.41,170.49,170.49,97.62,97.62
"2008",11,104.25,114.52,91.58,97.51,75.22,0,87.2,67.13,134.91,82.09,87.13,89.59,78.14,0,83.53,83.53,65.13,65.13,65.13,93.77,166.52,166.52,85.05,85.05
"2008",12,103.97,112.88,82.58,90.47,71.87,0,92.35,71.18,111.53,79.19,88.64,85.78,75.4,0,76.57,76.57,57.57,57.57,57.57,86.8,162.02,162.02,77.78,77.78
"2008",2,75.25,169.23,139.52,94.19,82.16,0,106.94,72.31,142.66,77.68,75.36,134.52,77.8,0,96.96,96.96,96.74,96.74,96.74,100.5,176.05,176.05,91.45,91.45
"2008",3,75.25,164.6,134,102.77,83.5,0,113.76,73.14,142.66,80.39,79.3,129.69,78.06,0,102.89,102.89,106.73,106.73,106.73,105.05,177.82,177.82,96.33,96.33
"2008",4,79.87,162.28,126.72,105.19,84.26,0,111.54,70.35,142.06,80.39,82.12,129.93,78.14,0,97.97,97.97,85.38,85.38,85.38,106.42,162.08,162.08,99.76,99.76
"2008",5,84.78,158.32,129.75,106,85.87,0,106.37,70.35,140.48,80.39,87.18,134.86,78.08,0,100.96,100.96,87.04,87.04,87.04,110.05,162.68,162.68,103.75,103.75
"2008",6,84.78,151.88,147.47,100.99,87.83,0,101.62,71.42,138.35,80.85,87.13,133.29,81.42,0,105.74,105.74,85.04,85.04,85.04,117.68,167.24,167.24,111.76,111.76
"2008",7,84.78,145.86,152.62,96.61,90.3,0,98,71.42,138.8,82.95,87.13,133.31,81.48,0,108.34,108.34,85.04,85.04,85.04,121.39,172.56,172.56,115.27,115.27
"2008",8,84.78,143.36,132.84,98.26,87.37,0,80.63,71.42,136.01,88.36,87.13,118.39,81.24,0,106.08,106.08,85.04,85.04,85.04,118.16,181.3,181.3,110.6,110.6
"2008",9,84.78,137.8,124.85,98.41,87.01,0,92.41,71.42,136.01,82.53,87.13,112.99,79.47,0,102.12,102.12,87.89,87.89,87.89,111.38,170.46,170.46,104.31,104.31
"2009",1,111.91,108.64,89.64,94.24,68.85,0,96.01,71.18,80.98,78.42,88.34,92.79,72.7,0,79.23,79.23,55.46,55.46,55.46,91.43,158.02,158.02,83.45,83.45
"2009",10,125.8,104.98,97.84,106.13,77.26,0,94.62,80.9,82.74,76.12,111.25,101.89,77.45,0,92.25,92.25,66.74,66.74,66.74,105.6,165.09,165.09,98.48,98.48
"2009",11,125.8,108.73,105.49,92.89,77.73,0,94.12,81.68,82.74,78.65,116.79,102.26,77.7,0,94.7,94.7,67.42,67.42,67.42,108.85,168.35,168.35,101.72,101.72
"2009",12,107.96,109.71,106.31,83.61,77.17,0,99.2,87.97,99.32,80.09,118.75,103.81,77.6,0,94.67,94.67,61.63,61.63,61.63,111.08,163.35,163.35,104.82,104.82
"2009",2,125.64,107.47,87.4,88.91,65.25,0,91.93,71.57,80.98,77.85,88.52,88.72,73.36,0,78.05,78.05,51.5,51.5,51.5,91.3,137.75,137.75,85.74,85.74
"2009",3,125.05,107.97,81.87,95.58,62.97,0,89.68,75.32,80.98,77.76,85.31,89.01,72.07,0,75.83,75.83,53.6,53.6,53.6,87.3,131.6,131.6,82,82
"2009",4,125.79,107.89,93.31,105.04,61.35,0,87.78,82.24,78.62,77.8,87.57,95.36,76.68,0,75.99,75.99,53.18,53.18,53.18,87.69,130.31,130.31,82.59,82.59
"2009",5,125.86,111.73,103.23,104.76,64.51,0,88.91,84.73,78,77.24,86.06,105.15,74.39,0,82.93,82.93,55.45,55.45,55.45,96.73,139.52,139.52,91.62,91.62
"2009",6,125.8,112.86,113.73,106.18,67.09,0,91.99,84.73,80.37,77.24,90.1,103.74,75.79,0,94.03,94.03,79.61,79.61,79.61,103.07,149.96,149.96,97.46,97.46
"2009",7,125.8,106.31,107.4,102.72,68.72,0,93.67,80.57,80.37,77.35,93.98,101.85,75.96,0,100.62,100.62,92.04,92.04,92.04,107.6,153.36,153.36,102.13,102.13
"2009",8,125.8,103.54,112.13,100.59,70.64,0,97.2,80.9,80.37,76.99,95.86,103.42,76.35,0,102.02,102.02,92.04,92.04,92.04,109.6,155.4,155.4,104.12,104.12
"2009",9,125.8,100.33,100.39,100.97,73.65,0,94.85,80.63,80.37,75.25,101.35,100.18,79.38,0,95.81,95.81,75.97,75.97,75.97,107.06,159.74,159.74,100.76,100.76
"2010",1,107.59,107.95,99.63,93.18,79.87,0,97.46,85.47,112,87.8,128.85,98.26,77.41,0,89.87,89.87,69.01,69.01,69.01,102.47,169.99,169.99,94.93,94.93
"2010",10,99.36,143.8,117.95,100.25,85.34,0,104.71,96.36,110.8,90.03,137.06,121.69,81.44,0,114.91,114.91,73.82,73.82,73.82,135.34,159.96,159.96,132.23,132.23
"2010",11,99.36,139.65,118.52,93.34,87.76,0,107.23,96.36,110.8,89.95,173.31,125.87,81.35,0,114.56,114.56,78.13,78.13,78.13,133.57,167.17,167.17,129.51,129.51
"2010",12,100.4,145.77,122.36,95.12,91.03,0,112.9,99.24,110.8,89.74,182.05,129.52,81.44,0,115.78,115.78,72.96,72.96,72.96,136.79,170.07,170.07,132.76,132.76
"2010",2,99.93,106.59,93.05,94.63,81.65,0,98.37,85.47,109.27,88.95,135.5,99.36,78.94,0,88.89,88.89,66.92,66.92,66.92,101.76,166.13,166.13,94.56,94.56
"2010",3,97.92,106.86,93.68,109.07,84.58,0,100.39,91.5,106.13,87.8,136.82,100.28,78.99,0,97.37,97.37,64.02,64.02,64.02,114.24,162.2,162.2,108.74,108.74
"2010",4,98.79,106.34,94.37,114.52,86.26,0,102.11,92.65,106.63,91.69,136.83,103.05,79.74,0,105.88,105.88,71.85,71.85,71.85,123.56,152.61,152.61,120.02,120.02
"2010",5,97.95,106.02,93.9,109.85,86.14,0,104.12,95.31,112.93,94.02,137.51,100.92,79.42,0,107.01,107.01,66.43,66.43,66.43,126.73,148.12,148.12,123.99,123.99
"2010",6,101.73,105.59,94.38,106.91,84.61,0,100.92,96.3,112.93,93.48,120.55,100.71,81.85,0,108.7,108.7,56.81,56.81,56.81,131.94,156,156,128.9,128.9
"2010",7,99.97,108.88,95.57,102.7,83.34,0,102.52,96.3,108.68,93.83,124.95,103.41,81.85,0,110.76,110.76,54.41,54.41,54.41,135.48,158.64,158.64,132.51,132.51
"2010",8,99.36,125.27,104.48,104.92,83.12,0,106.92,96.3,109.74,94.37,125.37,107.52,81.48,0,109.21,109.21,50.77,50.77,50.77,134.44,164.97,164.97,130.7,130.7
"2010",9,99.36,131.02,108.21,105.86,85.62,0,106.94,96.3,111.84,90.26,118.69,114.73,81.32,0,116.02,116.02,81.34,81.34,81.34,134.61,157.93,157.93,131.64,131.64
"2011",1,97.69,150.17,129.38,99.67,97.37,0,111.98,99.24,116.53,89.95,196.15,135.91,83.6,0,115.73,115.73,79.67,79.67,79.67,134.8,172.43,172.43,130.42,130.42
"2011",10,104.76,148.25,114.33,99.45,95.95,0,123.68,108.22,110.78,105.98,173.83,124.87,85.2,0,136.19,136.19,93.53,93.53,93.53,158.69,189.46,189.46,154.66,154.66
"2011",11,107.99,145.54,112.76,102.78,96.47,0,123.17,100.4,110.78,107.75,170.57,122.28,85.98,0,134.69,134.69,86.67,86.67,86.67,158.63,186.07,186.07,154.87,154.87
"2011",12,103.54,132.4,108.99,99.07,95.43,0,124.27,96.35,110.78,111.11,168.38,120.22,87.35,0,132.47,132.47,81.27,81.27,81.27,157.15,185.5,185.5,153.33,153.33
"2011",2,97.69,159.68,129.38,98.45,95.28,0,114.38,99.24,116.53,89.95,202.83,135.87,83.6,0,119.19,119.19,82.81,82.81,82.81,138.61,164.49,164.49,135.17,135.17
"2011",3,99.13,160.11,125.22,100.94,94.98,0,116.87,110.48,116.53,91,194.96,134.83,84.49,0,118.94,118.94,76.61,76.61,76.61,140.05,177.76,177.76,135.62,135.62
"2011",4,95.74,165.98,125.91,104.44,94.19,0,124.47,108.22,116.53,91.44,183.49,133.06,85.07,0,120.01,120.01,73.98,73.98,73.98,142.27,163.03,163.03,139.22,139.22
"2011",5,101.67,159.08,125.78,103.54,94.01,0,121.34,110.83,116.53,93.98,168.62,130.19,85.33,0,122.26,122.26,66.39,66.39,66.39,147.53,167.25,167.25,144.51,144.51
"2011",6,101.61,161.24,125.78,96.91,94.22,0,124.75,110.83,113.82,94.7,176.92,128.95,85.33,0,132.1,132.1,86.31,86.31,86.31,155.19,168.11,168.11,152.67,152.67
"2011",7,101.58,153.49,127.41,89.31,95.9,0,121.11,108.22,113.82,95.78,183.57,128.77,84.45,0,125.52,125.52,60.63,60.63,60.63,153.64,170.21,170.21,150.83,150.83
"2011",8,101.61,157.52,127.05,85.95,95.45,0,136.21,108.22,113.82,97.32,179.96,130.02,84.45,0,135.1,135.1,92.8,92.8,92.8,157.42,177.35,177.35,154.3,154.3
"2011",9,100.27,152.93,122.56,92.95,97.07,0,131.83,108.22,113.82,103.17,177.48,126.97,85.2,0,139.49,139.49,101.41,101.41,101.41,160.91,179.19,179.19,157.89,157.89
"2012",1,103.92,137.17,112.99,89.89,95.02,0,123.57,96.35,106.91,118.99,163.09,120.58,87.78,0,130.07,130.07,84.04,84.04,84.04,152.36,188.39,188.39,147.46,147.46
"2012",10,94.67,150.17,151.17,86.5,98.6,0,124.23,87.86,104.34,114.47,142.84,127.23,87.74,0,117.23,117.23,100.46,100.46,100.46,126.03,140.9,140.9,124.08,124.08
"2012",11,97.82,154.56,143.93,86.03,98.22,0,118.23,84.89,104.34,114.47,140.62,126.92,86.84,0,116.17,116.17,102.74,102.74,102.74,123.44,135.8,135.8,121.84,121.84
"2012",12,97.82,149.67,145.46,92.1,98.46,0,119.01,85.52,104.34,114.47,139.67,123.22,87.56,0,115.44,115.44,105.4,105.4,105.4,121.14,139.42,139.42,118.7,118.7
"2012",2,102.33,141.28,119.07,93.81,96.29,0,122.32,95.12,106.91,119.31,165.13,125.67,88.5,0,128.12,128.12,84.62,84.62,84.62,149.24,185.24,185.24,144.34,144.34
"2012",3,102.13,140.93,124.28,100.51,97.46,0,125.02,99.68,106.91,119.31,159.61,130.59,88.81,0,121.25,121.25,87.26,87.26,87.26,137.96,143.87,143.87,137.28,137.28
"2012",4,102.13,139.83,131.76,99.53,97.4,0,128.55,98.96,104.34,119.74,154.41,134.25,88.03,0,118.38,118.38,89.15,89.15,89.15,132.89,144.26,144.26,131.44,131.44
"2012",5,95.35,133.28,129.99,97.88,97.53,0,114.24,98.69,104.34,119.44,148.98,129.64,88.14,0,119.12,119.12,89.65,89.65,89.65,133.74,146.04,146.04,132.16,132.16
"2012",6,95.35,131.39,130.93,95.7,94.37,0,116.81,90.36,104.34,119.6,153.18,128.88,89.46,0,124.88,124.88,107.56,107.56,107.56,134.01,139.59,139.59,133.38,133.38
"2012",7,95.75,140.68,143.09,87.08,94.47,0,121.66,89.13,104.34,119.6,153.16,134.38,89.61,0,128.12,128.12,122.21,122.21,122.21,132.07,140.51,140.51,131.02,131.02
"2012",8,95.75,149.62,157.63,83.33,95.32,0,125.06,88.53,104.34,113.41,151.83,134.93,88.45,0,126.71,126.71,122.21,122.21,122.21,129.99,142.03,142.03,128.44,128.44
"2012",9,94.67,148.92,155.18,87.19,97.73,0,124.48,88.53,104.34,114.47,145.9,133.22,88.45,0,119.57,119.57,102.72,102.72,102.72,128.43,145.06,145.06,126.23,126.23
"2013",1,102.97,148.3,141.41,93.99,99.17,0,110.67,86.81,103.53,114.47,139.17,124.41,87.56,100,115.27,115.27,107.71,107.71,107.71,119.45,135.71,135.71,117.37,117.37
"2013",10,91.66,123.01,135.65,93.36,100.56,0,113.52,94.31,116.8,99.99,123.02,124.98,97.74,100,111.14,111.14,108.83,108.83,108.83,112.1,117.73,117.73,111.94,111.94
"2013",11,97.28,121.24,135.45,97.54,101.94,0,109.81,94.66,118.32,99.49,118.23,123.73,97.61,100,108.86,108.86,105.48,105.48,105.48,110.49,117.74,117.74,110.01,110.01
"2013",12,97.3,119.86,137.5,97.04,101.72,0,88.31,94.66,124.23,99.24,116.54,121.5,97.69,100,108.37,108.37,106.21,106.21,106.21,109.26,117.2,117.2,108.64,108.64
"2013",2,102.97,146.28,142.84,91.24,98.35,0,108.12,86.81,103.53,114.47,138.19,124.16,88.41,100,111.21,111.21,104.17,104.17,104.17,115.08,139.67,139.67,111.43,111.43
"2013",3,102.23,143.34,136.93,95.65,98.59,0,115.99,88.64,107.36,110.51,132.69,120.02,94.11,100,112.27,112.27,108.83,108.83,108.83,113.92,140.32,140.32,109.92,109.92
"2013",4,103.89,138.72,133.28,97.29,99.37,0,139.17,89.4,116.78,105.55,128.6,119.69,94.51,100,111.24,111.24,108.83,108.83,108.83,112.27,137.38,137.38,108.5,108.5
"2013",5,103.89,137.13,142.53,102.35,99.47,0,110.51,89.24,117.81,105.55,128.28,122.17,94.04,100,110.42,110.42,108.83,108.83,108.83,110.94,137.98,137.98,106.8,106.8
"2013",6,102.12,132.73,144.77,96.77,97.86,0,109.95,88.92,114.69,105.07,124.62,122.26,92.26,100,111.84,111.84,108.83,108.83,108.83,113.24,143.11,143.11,108.59,108.59
"2013",7,102.87,124.5,140.06,97.33,98.47,0,110.45,92.04,112.13,105.07,122.88,117.86,93.86,100,107.39,107.39,108.83,108.83,108.83,106.07,127.55,127.55,102.92,102.92
"2013",8,101.51,124.41,136.91,95.39,98.83,0,109.83,92.65,115.19,105.07,121.11,122.81,94.95,100,107.33,107.33,108.83,108.83,108.83,105.97,125.6,125.6,103.17,103.17
"2013",9,99.71,123.47,139.35,92.27,99.8,0,108.6,92.85,115.19,105.07,126.1,122.91,97,100,106.36,106.36,108.83,108.83,108.83,104.4,115.06,115.06,103.24,103.24
"2014",1,97.3,121.28,134.53,96.66,104.71,0,87.6,95.02,132.48,98.65,116.45,120.71,99.7,100,106.93,106.93,108.27,108.27,108.27,106.81,112.71,112.71,106.42,106.42
"2014",10,103.86,117.51,114.51,103.31,116.1,0,103.05,107.35,116.27,100.61,115.97,110.16,102.95,100,106.1,106.1,96.66,96.66,96.66,109.06,113.42,113.42,108.86,108.86
"2014",11,103.86,116.14,115.02,102.06,115.45,0,97.45,102.21,110.81,100.14,115.97,108.8,102.27,100,104.06,104.06,95.26,95.26,95.26,106.83,104.92,104.92,107.35,107.35
"2014",12,105.39,116.44,112.83,100.22,113.56,0,101.08,102.21,108.12,100.14,114.49,106.45,101.64,100,103.77,103.77,100.39,100.39,100.39,105,101.09,101.09,105.74,105.74
"2014",2,97.3,124.4,138.56,101.05,104.6,0,105,95.02,134.45,96.31,121.47,124.59,100.56,100,108.56,108.56,109.92,109.92,109.92,108.44,113.21,113.21,108.18,108.18
"2014",3,97.3,129.71,143.07,103.45,108.99,0,109.33,100.59,134.45,97.53,121.93,125.54,100.89,100,105.96,105.96,114.23,114.23,114.23,103.86,117.73,117.73,102.54,102.54
"2014",4,97.3,129.07,146.38,110.17,112.01,0,111.08,107.71,132.02,98.64,120.1,127.98,100.5,100,106.47,106.47,114.23,114.23,114.23,104.51,114.76,114.76,103.61,103.61
"2014",5,99.15,127.22,146.03,110.13,113.74,0,109.36,108.75,125.29,98.64,118.01,126.15,101.03,100,105.73,105.73,114.23,114.23,114.23,103.56,117.39,117.39,102.25,102.25
"2014",6,100.93,123.42,142.26,109.55,114.18,0,100.96,109.26,123.81,99.01,118.54,122.65,102.3,100,112,112,114.23,114.23,114.23,111.65,121.13,121.13,110.85,110.85
"2014",7,100.93,121.47,132.69,107.92,115.92,0,101.87,108.74,119.09,98.62,114.97,118.9,102.21,100,112.67,112.67,114.23,114.23,114.23,112.51,121.77,121.77,111.75,111.75
"2014",8,100.93,115.74,128.12,104.52,118.06,0,108.14,107.99,120.48,99.47,113.24,110.7,102.34,100,112.24,112.24,114.23,114.23,114.23,111.95,117.91,117.91,111.57,111.57
"2014",9,102.71,115.18,116.44,103.31,116.94,0,105.9,109.33,120.48,100.09,113.24,108.43,104.24,100,108.27,108.27,106.66,106.66,106.66,109.01,111.48,111.48,109.02,109.02
"2015",1,101.71,109.15,109.16,102.58,111.42,0,91.74,104.63,106.47,100.26,114,104.01,101.53,100,103.51,103.51,100.39,100.39,100.39,104.64,100.97,100.97,105.34,105.34
"2015",10,100.33,96.51,96.7,95.48,96.23,0,105.68,96.35,96.78,99.74,91.86,95.84,98.75,100,99.01,99.01,96.89,96.89,96.89,99.78,107.58,107.58,98.29,98.29
"2015",11,100.33,95.86,94.43,97.52,95.14,0,109.4,91.37,98.8,99.74,96.93,94.18,97.02,100,97.54,97.54,95.85,95.85,95.85,98.16,101.53,101.53,97.51,97.51
"2015",12,96.16,92.9,93.36,95.23,94.56,0,103.02,93.22,96.82,99.74,96.69,94.22,90.21,100,97.16,97.16,102.05,102.05,102.05,95.39,97.56,97.56,94.97,94.97
"2015",2,100.09,106.95,101.99,104.06,106.77,0,89.09,104.61,105.29,100.26,109.94,103.29,101.83,100,101.58,101.58,100.39,100.39,100.39,102.02,96.36,96.36,103.09,103.09
"2015",3,100.45,104.46,101.1,103.5,105.42,0,96.6,103.65,106.92,100.26,105.66,101.41,102.07,100,99.8,99.8,99.95,99.95,99.95,99.75,96.14,96.14,100.44,100.44
"2015",4,100.45,102.94,102.88,103.57,102.11,0,98.76,104.96,101.78,99.71,103.72,101.31,102.34,100,99.38,99.38,99.56,99.56,99.56,99.32,94.04,94.04,100.32,100.32
"2015",5,99.75,98.47,99.63,101.13,100.66,0,96.21,102.86,102.21,100.11,100.95,101.97,101.92,100,99.75,99.75,99.48,99.48,99.48,99.85,100.17,100.17,99.79,99.79
"2015",6,99.75,101.06,100.6,99.47,97.8,0,94.21,103.4,102.21,100.11,100.04,104.69,102.23,100,99.46,99.46,99.48,99.48,99.48,99.45,97.02,97.02,99.91,99.91
