"±â°£","½Ò","¹Ð","¿Á¼ö¼ö","Äá","°úÀÏ","¼è°í±â","µÅÁö°í±â","´ß°í±â","½Å¼±¼ö»ê¹°","³Ãµ¿¼ö»ê¹°","¿øÀ¯","Ä¡Áî","¾îÀ°"
"1997.02",0,65.8,64.54,71.11,78.35,72.77,66.51,0,0,62.81,39.96,0,40.44
"1997.03",0,67.21,64.1,76.69,82.52,69.84,67.81,0,0,62.81,36.28,0,41.22
"1997.04",0,70.03,61.91,77.13,80.11,69.84,67.81,0,0,62.81,34.51,0,44.24
"1997.05",0,68.63,57.09,78.55,77.78,69.84,70.64,0,0,62.81,35.75,0,44.24
"1997.06",0,61.97,55.4,76.69,76.33,68.26,72.54,0,0,62.81,35.98,0,44.24
"1997.07",0,59.86,54.09,72.23,66.87,68.56,71.35,0,0,62.81,34.07,0,44.24
"1997.08",0,63.82,56.57,72.23,73.61,68.56,71.35,0,0,62.81,35.17,0,44.24
"1997.09",0,63.6,56.2,78.37,73.99,71.34,71.35,0,0,62.81,35,0,44.24
"1997.10",0,63.53,59.42,66.08,69.33,71.34,71.35,0,0,62.81,37.51,0,47.47
"1997.11",0,61.7,58.77,66.71,60.86,74.72,71.35,0,0,62.81,37.29,0,47.47
"1997.12",0,59.72,55.99,65.46,53.35,74.72,71.35,0,0,62.81,33.78,0,47.47
"1998.01",0,58.16,56.35,62.36,52.22,74.72,71.35,0,0,62.81,28.13,0,47.47
"1998.02",0,57.03,53.94,62.11,59.34,74.72,71.35,0,0,62.81,25.51,0,47.47
"1998.03",0,58.31,55.62,61.61,74.12,74.72,71.35,0,0,62.81,22.08,0,47.47
"1998.04",0,56.26,51.25,60.19,83.97,74.72,71.35,0,0,62.81,24.19,0,41.74
"1998.05",0,55.2,50.52,60.8,95.14,74.72,71.35,0,0,62.81,25.16,0,35.35
"1998.06",0,51.59,51.61,58.57,82.13,62.33,71.35,0,0,62.81,23.7,0,35.35
"1998.07",0,50.38,48.69,58.01,79.05,61.21,71.35,0,0,62.81,23.17,0,34.22
"1998.08",0,49.25,46.06,53.74,87.57,61.21,71.35,0,0,69.91,24.2,0,34.22
"1998.09",0,48.13,44.38,53.74,84.41,61.73,71.35,0,0,69.91,24.44,0,34.96
"1998.10",0,54.21,47.16,53.37,74.95,63.91,69.84,0,0,69.91,25.85,0,35.73
"1998.11",0,55.4,47.67,54.17,69.2,59.33,69.84,0,0,69.91,23.56,0,35.73
"1998.12",0,53.22,44.82,53.61,70.33,58.12,69.39,0,0,69.91,20.29,0,37.98
"1999.01",0,53.65,45.12,50.81,82.9,58.12,69.39,0,0,69.91,20.49,0,39.49
"1999.02",0,52.65,44.9,49.27,78.79,58.12,69.39,0,0,69.91,20,0,39.49
"1999.03",0,53.14,45.55,46.48,95.58,59.33,69.39,0,0,69.91,21.93,0,43.63
"1999.04",0,51.24,44.9,46.48,95.58,60.38,69.39,0,0,69.91,27.78,0,43.93
"1999.05",0,51.09,46.14,45.35,85.55,60.38,69.39,0,0,67.49,30.86,0,42.81
"1999.06",0,51.66,44.01,45.35,79.05,60.98,69.39,0,0,66.1,29.96,0,44.19
"1999.07",0,48.97,41.24,41.39,79.3,60.98,69.39,0,0,66.1,33.37,0,44.19
"1999.08",0,52.23,44.31,43.43,68.88,60.98,69.71,0,0,66.1,37.18,0,44.19
"1999.09",0,52.01,44.46,48.9,75.89,62.03,69.71,0,0,67.31,41.34,0,44.67
"1999.10",0,50.53,43.94,48.58,76.89,62.03,69.71,0,0,67.31,43.33,0,46.18
"1999.11",0,51.24,45.33,48.58,72.35,62.03,69.71,0,0,59.19,44.19,0,47.04
"1999.12",0,47.06,43.66,46.48,70.08,62.33,69.71,0,0,59.19,47.67,0,46.79
"2000.01",38.17,48.21,47.05,49.78,68.27,60.82,69.83,0,0,68.98,47.25,0,46.71
"2000.02",38.17,48.92,46.63,50.23,71.74,60.4,69.83,0,0,70,49.61,0,45.43
"2000.03",38.17,48.17,46.63,50.9,73.52,61.38,70.42,0,0,70.95,50.15,0,45.43
"2000.04",38.17,48.52,46.63,50.9,65.08,64.7,71.63,0,0,68.42,44.56,0,45.61
"2000.05",38.17,49.5,46.94,52.11,65.39,63.8,71.63,0,0,72.58,50.92,0,44.99
"2000.06",38.17,49.4,46.53,50,56.97,63.8,71.63,0,0,73.52,54.57,0,44.99
"2000.07",38.17,46.77,43.89,47.1,62.21,62.24,71.63,0,0,75.73,52.23,0,43.75
"2000.08",38.17,44.98,43.68,46.56,55.99,62.24,71.63,0,0,75.73,54.03,0,43.12
"2000.09",38.17,46.42,43.68,48.11,61.91,61.73,74.93,0,0,75.73,59.6,0,42.13
"2000.10",38.17,47.52,45.73,48.33,64.98,62.74,75.53,0,0,70.6,59.31,0,41.88
"2000.11",38.17,50.58,47.22,49.9,54.79,63.32,75.53,0,0,70.6,58.96,0,41.88
"2000.12",38.17,51,47.22,49.9,55.68,61.99,75.53,0,0,67.06,44.44,0,41.15
"2001.01",38.17,51.26,45.44,48.33,53.54,60.14,75.23,0,0,67.83,45.1,0,40.97
"2001.02",38.17,51.82,45.53,46.56,61.45,59.75,74.62,0,0,67.83,48.22,0,40.97
"2001.03",38.17,51.85,44.39,44.79,72.24,59.12,74.62,0,0,68.33,45.9,0,40.04
"2001.04",38.17,52.74,43.02,44.13,80.78,60.78,75.99,0,0,68.33,47.82,0,38.87
"2001.05",38.17,52.44,41.83,47.4,68.1,60.78,75.99,0,0,68.33,50.81,0,39.03
"2001.06",38.17,50.99,41.23,47.05,65.15,60.78,80.68,0,0,68.33,50.53,0,38.24
"2001.07",38.17,52.23,46.03,48.69,63.14,60.78,82.05,0,0,68.33,46.75,0,36.92
"2001.08",38.17,53.06,45.62,49.5,60.01,59.87,84.77,0,0,68.33,48.22,0,37.14
"2001.09",37.02,53.65,44.24,48.36,64.24,63.89,84.77,0,0,68.59,45.96,0,38.47
"2001.10",40.13,55.98,43.55,46.1,62.95,59.57,84.77,0,0,67.41,39.2,0,39.53
"2001.11",40.13,54.26,43.96,44.78,61.92,57.75,84.77,0,0,72.43,34.81,0,37.99
"2001.12",40.13,52.63,43.96,44.43,63.74,56.58,83.33,0,0,76.81,35.41,0,38.54
"2002.01",40.13,53.61,45.05,43.86,65.98,55.51,84.73,0,0,79.06,36.63,0,38.54
"2002.02",40.13,53.01,44.65,45.26,74.1,54.59,85.27,0,0,76.13,37.72,0,39.88
"2002.03",40.13,51.75,43.49,46.34,78.29,54.59,84.6,0,0,77.07,45.51,0,39.88
"2002.04",40.13,50.3,43.49,46.34,84.56,55.41,84.26,0,0,78.31,48.64,0,40.62
"2002.05",40.13,50.75,44.28,49.27,81.25,55.41,82.93,0,0,78.27,48.99,0,42.89
"2002.06",40.13,53.83,46.33,49.03,71.76,55.73,82.36,0,0,78.27,47.27,0,43.06
"2002.07",40.13,59.13,47.98,51.01,62.75,55.29,82.36,0,0,71.33,48.84,0,44.72
"2002.08",39.4,64.82,50.72,55.84,53.75,56.96,76.45,0,0,71.69,50.15,0,46.96
"2002.09",39.6,73.15,51.51,57.1,61.64,56.96,76.45,0,0,70.99,52.95,0,48.94
"2002.10",39.81,72.82,50.31,56.08,57.55,57.87,76.45,0,0,69.78,52.1,0,49.06
"2002.11",39.81,69.7,49.74,55.71,53.94,62.71,75.59,0,0,66.19,45.93,0,49.06
"2002.12",39.81,69.7,49.93,58.44,52.39,64.13,75.59,0,0,68.37,51.24,0,49.06
"2003.01",39.81,67.09,49.34,57.33,65.44,68.99,75.59,0,0,66.62,56.23,0,49.06
"2003.02",39.81,64.03,49,58.04,67.07,70.96,77.96,0,0,66.62,60.03,0,48.56
"2003.03",39.81,61.39,49.54,58.27,77.08,76.09,77.96,0,0,66.62,54.61,0,48.74
"2003.04",39.81,59.63,49.54,59.21,81.51,75.16,76.61,0,0,65.76,47.18,0,48.74
"2003.05",39.81,60.17,50.04,60.62,73.29,74.68,76.61,0,0,63.39,48.52,0,48.74
"2003.06",39.81,58.09,50.07,60.03,76.57,74.28,73.95,0,0,61.27,50.9,0,47.27
"2003.07",39.81,58.09,49.81,58.48,72.35,74.1,73.1,0,0,59.54,53.15,0,47.27
"2003.08",39.81,61.79,49.81,57.14,70.42,73.02,70.41,0,0,56.29,54.92,0,47.27
"2003.09",41.44,60.48,50.6,63.88,75.32,74.23,70.41,0,0,58.31,50.6,0,42.65
"2003.10",55.26,60.8,58,73.52,70.13,80.07,71.75,0,0,59.69,54.21,0,43.68
"2003.11",55.26,63.87,62.97,74.24,59.24,80.07,71.18,0,0,66.25,54.72,0,40.31
"2003.12",55.26,65.17,63.36,81.05,65.87,80.57,71.8,0,0,67.7,55.71,0,40.31
"2004.01",55.26,64.17,64.55,85.73,76.62,80.57,73.29,0,0,69.17,57.23,0,39.7
"2004.02",55.26,65.17,68.48,89.19,75.28,78.58,79.36,0,0,65.92,56.55,0,38.77
"2004.03",55.26,66.1,69.46,92.73,77.25,79.12,83.22,0,0,70.58,60.9,0,38.77
"2004.04",53.01,66.72,71.03,102.09,85.64,80.84,83.22,0,0,71.17,62.02,0,37.28
"2004.05",51.64,66.41,66.52,99.63,80.82,81.37,83.22,0,0,70.73,68.4,0,37.16
"2004.06",54.96,64.53,62.59,94.94,80.82,80.58,86.35,0,0,71.06,66.26,0,37.78
"2004.07",54.96,61.87,60.62,94.23,66.61,82.16,88.46,0,0,71.71,68.76,0,38.39
"2004.08",58.69,59.23,61.02,85.32,70.37,84.8,88.46,0,0,71.96,75.92,0,39.46
"2004.09",58.69,63.93,60.62,82.62,71.44,86.78,90.15,0,0,74.7,71.18,0,39.46
"2004.10",53.38,63.86,59.64,78.37,76.04,88.37,89.59,0,0,74.7,76.69,0,39.77
"2004.11",52.99,65.18,60.62,68.4,78.21,91.8,89.01,0,0,71.02,71.14,0,39.77
"2004.12",54.29,64.99,61.21,69.33,68.86,92.86,91.1,0,0,68.97,68.7,0,39.77
"2005.01",54.29,66.93,59.46,61.81,71.3,97.01,94.54,0,112.73,67.74,76,87.73,44.92
"2005.02",54.29,65.65,59.18,61.81,82.09,96.04,94.54,0,111.77,69.24,79.82,87.73,44.92
"2005.03",54.29,65.72,61.03,64.94,87.42,96.04,95.48,0,111.66,74.79,91.72,87.73,44.92
"2005.04",54.29,64.48,60.21,68.85,88.83,88.99,94.78,0,115.83,75.78,94.02,87.73,45.19
"2005.05",54.29,64.02,60.06,68.96,82.02,88.99,94.78,0,115.97,74.4,90.51,87.73,45.19
"2005.06",54.29,64.5,61.16,69.31,74.98,89.65,88.44,0,115.3,73.74,101.5,89.03,45.19
"2005.07",54.29,63.61,60.81,67.76,76.63,90.58,83.23,0,106.15,71.01,104.76,90.09,47.36
"2005.08",54.29,64.46,60.98,65.73,84.18,91.51,81.64,0,106.55,71.01,112.79,90.09,51.53
"2005.09",54.29,67.22,61.91,64.38,87.4,91.91,81.64,0,106.47,69.23,113.59,90.09,53.77
"2005.10",54.29,67.72,61.22,62.38,78,91.65,77.39,0,106.08,69.23,107.54,90.09,53.77
"2005.11",54.29,67.07,59.91,62.21,66.73,91.77,76.89,0,104.99,71.2,102.47,90.09,53.77
"2005.12",54.29,66.51,60.35,63.53,68.07,90.52,76.89,0,91.6,72.88,105.9,90.09,53.77
"2006.01",58.81,66.78,58.84,62.31,70.12,90.17,78.92,0,89.02,67.63,115.96,88.74,53.77
"2006.02",58.81,68.21,60.68,62.53,87.48,87.24,80.14,0,84.24,72.28,114.54,88.74,53.77
"2006.03",65.31,68.99,61.88,61.69,90.54,85.12,83.1,0,81.58,74.9,115.42,88.74,54.66
"2006.04",65.31,71.4,62.01,61.69,93.91,84.45,83.57,0,81.8,78.21,127.89,88.74,54.66
"2006.05",65.31,72.86,63,58.76,97.35,85.12,85.72,0,82.33,78.21,129.66,88.74,54.66
"2006.06",65.31,72.18,66.17,58.94,92.03,85.51,87,0,82.04,79.27,129.55,87.43,53.23
"2006.07",65.31,73.87,68.23,59.44,86.94,85.91,88.06,0,85.54,79.27,137.27,84.78,53.23
"2006.08",65.31,71.38,71.51,59.44,83.7,88.96,88.73,0,85.53,79.36,136.7,84.78,50.46
"2006.09",65.31,73.38,75.75,60.6,98.38,90.11,91.22,0,85.4,79.6,119.18,84.78,50.46
"2006.10",65.31,79.73,81.37,62.84,95.01,96.8,91.22,0,86.09,71.44,112.37,84.78,49.64
"2006.11",65.31,81.05,94.06,64.3,84,99.41,91.76,0,86.22,70.73,112.59,84.78,49.78
"2006.12",65.31,79.61,92.59,65.73,76.7,99.99,92.47,0,93.96,71.93,116.17,84.78,49.78
"2007.01",66.79,79.8,94.62,69.22,94.5,98.42,92.81,0,93.62,71.1,102.3,84.78,49.78
"2007.02",66.79,82.45,96.94,75.94,106.97,97.44,93.33,0,95.57,73.61,110.18,84.78,49.78
"2007.03",66.79,84.92,98.52,76.61,106.41,90.5,92.13,0,96.17,75.04,116.45,84.78,49.78
"2007.04",66.79,86.87,98.96,78.27,107.87,85.98,91.23,0,100.52,73.72,126.4,84.78,49.78
"2007.05",66.79,84.65,100.28,82.09,107.45,86.26,90.14,0,100.21,72.92,127.71,84.78,49.78
"2007.06",66.79,90.49,102,83.91,101.92,90.26,89.09,0,99.89,72.92,130.06,84.78,49.78
"2007.07",66.79,96.52,102.75,87.97,94.41,84.03,87.32,0,100.7,72.91,137.95,84.8,51.18
"2007.08",66.79,104.85,110.62,87.03,94.8,84.36,87.4,0,101.5,73.25,133.4,84.8,52.83
"2007.09",66.79,130.65,122.72,99.01,102.26,85.87,86.47,0,101.79,72.64,144.46,84.8,52.83
"2007.10",75.26,145.87,131.09,104.69,108.67,91.22,89.68,0,101.66,70.86,152.56,84.8,52.83
"2007.11",75.26,141.37,138.36,112.55,91.81,94.14,90.13,0,106.04,70.41,171.13,101,52.83
"2007.12",75.26,169.08,140.29,122.85,83.25,98.7,89.16,0,104.87,70.53,169.51,130.95,52.83
"2008.01",75.26,190.55,144.72,127.88,88.48,97.46,88.77,0,106.26,71.07,173.1,130.95,52.83
"2008.02",75.26,222.41,148.29,139.51,94.19,102.5,89.62,0,106.94,72.3,178.24,142.69,90.29
"2008.03",75.26,196.85,154.54,133.99,102.77,104.08,92.2,0,113.76,73.13,191.61,142.69,95.94
"2008.04",79.88,185.36,156.99,126.71,105.19,103.55,95.27,0,111.54,70.34,204.63,142.08,95.94
"2008.05",84.77,172.38,157.63,129.75,106,99.85,104.43,0,106.36,70.34,235.61,140.49,95.94
"2008.06",84.77,151.9,158.34,147.46,100.99,100.56,108.5,0,101.62,71.41,252.3,138.36,95.94
"2008.07",84.77,128.87,161.07,152.61,96.6,103.8,112.42,0,98,71.41,259.91,138.82,99.24
"2008.08",84.77,131.68,155.66,132.84,98.26,94.81,112.74,0,80.63,71.41,223.02,136.02,108.42
"2008.09",84.77,118.98,153.64,124.84,98.41,95.68,110.63,0,92.41,71.41,189.77,136.02,97.27
"2008.10",84.77,98.62,134.22,98.69,101.04,90.62,106.68,0,90.12,68.77,133.85,136.02,96.71
"2008.11",104.25,96.24,129.06,91.57,97.5,85.44,99.41,0,87.21,67.12,98.59,134.93,96.53
"2008.12",103.97,95.5,126.89,82.58,90.47,80.72,96.99,0,92.35,71.17,80.37,111.55,91.78
"2009.01",111.91,99.34,118.18,89.64,94.24,76.71,95.33,0,96.01,71.17,87.24,80.99,90.2
"2009.02",125.64,94.19,119.08,87.4,88.9,71.28,92.31,0,91.94,71.56,85.33,80.99,88.72
"2009.03",125.05,93.13,120.43,81.87,95.57,71.31,90.75,0,89.69,75.31,90.09,80.99,88.47
"2009.04",125.79,92.14,120.82,93.3,105.04,69.59,89.92,0,87.78,82.22,98.68,78.62,88.1
"2009.05",125.85,97.65,123.93,103.23,104.75,75.22,91.24,0,88.91,84.71,114.22,78.02,86.18
"2009.06",125.8,96.99,126.07,113.73,106.17,79.7,89.98,0,91.99,84.71,136.7,80.38,86.18
"2009.07",125.8,86.77,121.18,107.39,102.71,80.82,87.21,0,93.68,80.56,128.17,80.38,86.29
"2009.08",125.8,81.94,119.38,112.12,100.59,81.32,85.81,0,97.2,80.89,140.84,80.38,86.29
"2009.09",125.8,76.13,117.41,100.38,100.97,87.33,87.42,0,94.85,80.62,133.79,80.38,83.91
"2009.10",125.8,79.26,123.07,97.85,106.12,93.01,89.47,0,94.62,80.89,144.32,82.75,83.79
"2009.11",125.8,84.29,126.31,105.49,92.89,91.19,87.35,0,94.13,81.66,153.17,82.75,85.47
"2009.12",107.97,82.95,128.54,106.31,83.61,90.51,87.67,0,99.2,87.96,148.71,99.33,86.13
"2010.01",107.59,81.97,125.86,99.63,93.17,90.38,88.54,0,97.46,85.46,151.4,112.01,87.8
"2010.02",99.94,81.17,124.17,93.05,94.63,92.25,91.4,0,98.37,85.46,145.31,109.29,88.94
"2010.03",97.92,80.18,125.02,93.67,109.07,93.55,95.09,0,100.4,91.49,152.74,106.15,87.8
"2010.04",98.79,80.9,123.92,94.36,114.51,94.93,95.34,0,102.11,92.63,164.8,106.64,91.69
"2010.05",97.95,79.12,124.23,93.9,109.84,96.15,93.76,0,104.12,95.29,151.56,112.95,94.01
"2010.06",101.74,76.43,124.81,94.37,106.91,93.25,91.69,0,100.92,96.28,145.91,112.95,93.47
"2010.07",99.98,83.42,126.61,95.57,102.69,90.06,91.87,0,102.53,96.28,142.93,108.69,93.83
"2010.08",99.37,107.19,140.57,104.48,104.92,91.01,90.78,0,106.92,96.28,146.35,109.75,94.37
"2010.09",99.37,119.15,143.85,108.21,105.86,96.06,93.32,0,106.94,96.28,148.29,111.84,90.25
"2010.10",99.37,118.88,163.27,117.95,100.25,96.06,92.4,0,104.7,96.35,158.25,110.81,90.03
"2010.11",99.37,121.93,155.62,118.51,93.34,101.56,93.17,0,107.22,96.35,164.8,110.81,89.95
"2010.12",100.41,135.43,158.73,122.36,95.11,109.05,95.15,0,112.9,99.23,175.36,110.81,89.73
"2011.01",97.69,141.61,162.54,129.38,99.66,120.69,100.73,0,111.99,99.23,182.38,116.54,89.95
"2011.02",97.69,148.79,173.67,129.38,98.44,113.17,100.73,0,114.38,99.23,197.81,116.54,89.95
"2011.03",99.14,145.5,175.87,125.21,100.94,102.55,104.07,0,116.87,110.48,214.12,116.54,91
"2011.04",95.75,148.83,183.25,125.9,104.43,99.99,103.07,0,124.47,108.21,228.85,116.54,91.44
"2011.05",101.67,146.81,173.69,125.77,103.54,99.3,104.46,0,121.34,110.82,213.59,116.54,93.97
"2011.06",101.61,139.02,180.6,125.77,96.91,94.84,107.41,0,124.75,110.82,212.01,113.82,94.69
"2011.07",101.58,134.5,170.92,127.4,89.31,93.05,114.29,0,121.1,108.21,217.1,113.82,95.79
"2011.08",101.61,133.74,177.4,127.05,85.95,90.73,114.66,0,136.21,108.21,207.45,113.82,97.31
"2011.09",100.28,128.81,172.7,122.56,92.94,96.11,114.65,0,131.83,108.21,209.21,113.82,103.16
"2011.10",104.76,121.09,169.19,114.33,99.45,95.16,115.03,0,123.69,108.21,205.17,110.79,105.98
"2011.11",108,115.44,167.67,112.75,102.78,95.16,114.65,0,123.18,100.39,213.95,110.79,107.75
"2011.12",103.55,110.43,150.02,108.99,99.07,93.38,113.83,0,124.27,96.35,209.56,110.79,111.11
"2012.01",103.92,110.93,158.28,112.99,89.88,91.7,113.83,0,123.57,96.35,217.03,106.92,118.99
"2012.02",102.34,115.61,161.9,119.08,93.81,91,114.31,0,122.32,95.11,229.58,106.92,119.31
"2012.03",102.13,115.95,160.99,124.29,100.5,90.68,112.95,0,125.02,99.68,241.68,106.92,119.31
"2012.04",102.13,113.09,161.36,131.76,99.52,92.08,112.33,0,128.55,98.96,231.22,104.35,119.74
"2012.05",95.36,111.79,150.5,129.99,97.88,92.19,111.94,0,114.24,98.68,211.42,104.35,119.44
"2012.06",95.36,112.59,146.41,130.93,95.69,89.07,104.78,0,116.81,90.35,186,104.35,119.6
"2012.07",95.75,133.16,146.41,143.1,87.07,88.88,106.52,0,121.65,89.12,195.47,104.35,119.6
"2012.08",95.75,134.64,161.45,157.63,83.33,90.82,105.82,0,125.06,88.52,214.16,104.35,113.41
"2012.09",94.68,136.61,158.56,155.18,87.19,93.5,109.87,0,124.47,88.52,219.12,104.35,114.47
"2012.10",94.68,137.57,160.05,151.17,86.5,95.16,108.68,0,124.22,87.86,214.56,104.35,114.47
"2012.11",97.82,137.87,167.77,143.93,86.02,94.28,110.23,0,118.23,84.88,211.3,104.35,114.47
"2012.12",97.82,133.11,162.79,145.45,92.1,94.97,108.3,0,119.01,85.51,209.48,104.35,114.47
"2013.01",102.98,131.56,161.55,141.41,93.98,97.01,106.37,0,110.67,86.8,212.61,103.53,114.47
"2013.02",102.98,130.27,158.98,142.84,91.24,94.38,105.36,0,108.12,86.8,218.83,103.53,114.47
"2013.03",102.24,128.14,155.41,136.94,95.66,97.57,103.93,0,115.99,88.63,207.91,107.37,110.51
"2013.04",103.9,126.07,148.85,133.28,97.3,99.08,103.93,0,139.17,89.38,200.29,116.78,105.55
"2013.05",103.9,125.32,146.63,142.53,102.35,99.55,103.1,0,110.51,89.23,197.8,117.82,105.55
"2013.06",102.13,122.91,140.7,144.78,96.76,98.52,101.05,0,109.95,88.91,197.46,114.7,105.07
"2013.07",102.87,117.95,129.99,140.06,97.33,99.71,101.67,0,110.45,92.03,203.91,112.13,105.07
"2013.08",101.51,117.71,130,136.91,95.39,101.28,101.42,0,109.83,92.64,211.05,115.21,105.07
"2013.09",99.72,117.39,128.58,139.35,92.27,101.96,102.77,0,108.59,92.85,213.21,115.21,105.07
"2013.10",91.66,117.43,127.75,135.65,93.36,102.88,102.77,0,113.52,94.3,209.08,116.8,99.99
"2013.11",97.28,114.04,127.21,135.44,97.54,101.67,105.32,0,109.81,94.65,208.22,118.34,99.5
"2013.12",97.3,112.33,126.05,137.5,97.04,100.74,105.32,0,88.31,94.65,212.15,124.23,99.24
"2014.01",97.3,112.91,128.19,134.54,96.65,99.5,108.02,0,87.6,95.02,204.86,132.48,98.65
"2014.02",97.3,116.96,130.52,138.56,101.05,99.32,108.19,0,105.01,95.02,206.77,134.46,96.31
"2014.03",97.3,121.56,136.43,143.08,103.45,101.27,118.86,0,109.33,100.59,205.56,134.46,97.52
"2014.04",97.3,120.79,135.89,146.38,110.17,101.7,125.59,0,111.08,107.7,206.08,132.03,98.63
"2014.05",99.16,120.22,132.98,146.03,110.12,101.84,127.6,0,109.36,108.75,208.03,125.29,98.63
"2014.06",100.93,113.69,131.45,142.26,109.55,102.7,128.87,0,100.96,109.26,212.58,123.81,99.02
"2014.07",100.93,111.09,130.04,132.69,107.92,106.9,128.92,0,101.87,108.73,209.02,119.09,98.62
"2014.08",100.93,110.92,119.68,128.13,104.51,110.06,128.61,0,108.14,107.99,200.77,120.49,99.47
"2014.09",102.71,116.28,114.18,116.44,103.3,111.95,124.94,0,105.9,109.33,190.34,120.49,100.09
"2014.10",103.86,116.43,118.31,114.51,103.3,112.27,123.19,0,103.06,107.34,171,116.28,100.62
"2014.11",103.86,116.4,115.83,115.02,102.05,110.7,122.07,0,97.44,102.21,151.83,110.82,100.13
"2014.12",105.38,118.53,114.6,112.83,100.22,109.07,119.28,0,101.08,102.21,118.64,108.12,100.13
"2015.01",101.71,111.69,106.93,109.16,102.59,108.86,114.28,0,91.74,104.63,90.15,106.48,100.25
"2015.02",100.09,107.98,106.04,101.99,104.05,103.02,108.13,0,89.09,104.61,109.69,105.29,100.25
"2015.03",100.46,107.16,102.1,101.1,103.5,104.31,105.63,0,96.59,103.65,107.72,106.92,100.25
"2015.04",100.46,104.53,101.55,102.88,103.56,102.61,101.52,0,98.76,104.96,113.69,101.78,99.72
"2015.05",99.75,97.03,99.72,99.63,101.13,102.58,97.81,0,96.21,102.86,124.13,102.21,100.11
"2015.06",99.75,98.61,103.2,100.61,99.47,98.53,96.92,0,94.21,103.39,119.84,102.21,100.11
"2015.07",100.33,99.75,97.84,103.21,99.85,96.41,94.6,0,96.56,100.18,109.54,95.83,100.11
"2015.08",100.33,95.26,96.79,100.48,99.28,97.99,96.26,0,105.6,98.36,94.08,94.19,100.11
"2015.09",100.33,94.36,99.11,96.47,98.34,97.17,98.06,0,113.13,96.42,90.15,92.71,99.86
"2015.10",100.33,96.04,96.92,96.7,95.48,97.3,97.42,0,105.68,96.35,90.26,96.78,99.74
"2015.11",100.33,94.54,97.01,94.43,97.52,95.96,95.52,0,109.4,91.38,81.96,98.79,99.74
"2015.12",96.16,93.04,92.78,93.35,95.22,95.26,93.85,0,103.02,93.23,68.78,96.82,99.74
"2016.01",96.16,93.18,93.7,91.99,96.36,90.9,93.92,0,102.94,96.65,52.91,95.81,99.37
"2016.02",96.23,90.97,92.66,91.37,93.16,92.32,93.93,0,105.16,96.2,56.86,96.32,99.37
"2016.03",93.61,90.15,90.15,88.14,96.82,89.21,98.63,0,108.25,92.93,69.41,96.32,99.37
"2016.04",93.61,90.64,92.33,92.3,96.34,88.14,104.77,0,117.31,95.65,76.8,96.32,99.74
"2016.05",90.42,89.83,97.04,97.07,96.17,87.06,112.35,0,118.35,98.85,87.18,96.58,99.74
"2016.06",90.34,89.27,102.37,100.24,95.61,88.81,116.18,0,117.18,101,91.2,96.61,108.37
"2016.07",91.15,87.97,96.85,101.54,95.77,89.5,115.06,0,115.82,100.11,83.76,97.61,108.37
"2016.08",91.15,88.75,97.28,98.73,97.54,89.85,122.07,0,130.47,98.82,85.95,105.15,108.37
"2016.09",90.3,88.04,97.53,101.39,98.68,90.18,130.43,0,116.82,101.1,85.35,109.52,108.37
"2016.10",90.3,87.7,96.92,100.78,96.73,90.8,133.8,0,127.49,100.98,96.45,116.67,108.37
"2016.11",90.3,86.91,96.33,101.7,101.65,87.99,132.54,0,116.33,102.1,86.47,116.95,108.37
"2016.12",89.8,86.91,94.3,101.89,99.82,87.8,127.54,0,107.73,105.18,102.58,116.14,106.57
"2017.01",89.8,88.88,95.78,102.88,99.45,86.86,124.16,0,111.67,105.47,105.8,117.92,104.51
"2017.02",89.8,90.25,97.98,101,95.28,84.79,123.14,0,112.82,106.02,107.14,114.25,104.51
"2017.03",90.64,88.43,97.38,98.45,95.87,85.73,125.72,0,118.32,106.61,100.84,109.94,104.51
"2017.04",90.64,85.63,94.68,95.08,98.8,81.58,130.19,0,121.39,105.7,103.01,109.42,102.26
"2017.05",89.4,85.61,94.09,95.23,97.62,81.91,133.27,0,103.36,104.48,99.9,112.15,100.54
"2017.06",89.4,88.47,92.77,93.09,98.67,82.16,131.41,0,109.71,102.87,91.54,111.55,100.54
"2017.07",89.4,99.52,94.17,97.94,97.75,81.71,129.06,0,105.85,100.92,93.69,112.06,100.54
"2017.08",89.05,91.98,94.69,95.86,99.73,85.49,120.46,0,106.59,99.05,98.91,111.08,100.54
"2017.09",89.05,92.43,94.9,95.51,97.11,86.14,118.81,0,100.56,99.64,105.69,111.08,100.54
"2017.10",89.05,91.33,94.68,98.5,96.32,87.49,122.21,0,104.54,99.82,109.38,111.35,101.46
"2017.11",95.76,90.18,95.36,97.79,106.88,86.2,122.59,0,106.32,99.82,119.79,110.48,103.78
"2017.12",96.45,89.38,96.33,96.88,108.1,85.72,122.66,100,113.3,100.42,121.35,98.26,103.78
"2018.01",96.45,90.89,98.98,96.21,109.99,88.6,123.18,101.33,107.06,100.42,130.39,102.75,106.27
"2018.02",96.45,93.33,102.13,99.14,111.17,90.7,123.54,103.64,107.47,101.69,123.53,103.02,106.27
"2018.03",96.45,94.69,109.07,104.56,108.4,88.35,123.2,107.19,111.42,101.69,123.57,104.42,106.27
"2018.04",96.45,95.69,109.15,106.41,119.09,88.13,123.35,106.92,113.14,102.44,134.47,105.91,105.75
"2018.05",94.83,97.25,108.75,105.43,114.08,90.34,123.11,108.5,105.75,104.91,146.57,108.45,106.5
