"기간","곡류","맥류및잡곡","콩류","과실","도축육","가금육","신선어류","냉동수산물","낙농품","수산물가공품","원당","유지","과실및채소가공품","인삼및건강보조식품"
"1995.09",0,73.54,63.79,60.74,60.96,0,0,63.83,0,44.58,78.45,61.5,65.41,0
"1995.10",0,76.11,64.9,63.07,64.64,0,0,63.83,0,41.93,80.01,64.44,65.41,0
"1995.11",0,76.86,66.02,59.85,66.63,0,0,63.83,0,41.54,80.01,64.25,65.41,0
"1995.12",0,77.67,68.94,63.2,64.35,0,0,63.83,0,41.54,80.79,63.12,65.41,0
"1996.01",0,76.49,69.93,66.1,64.44,0,0,63.83,0,41.54,79.23,62.54,69.02,0
"1996.02",0,78,69.93,67.11,61.26,0,0,63.83,0,41.54,79.49,62.39,69.02,0
"1996.03",0,79.42,69.93,80.18,60.67,0,0,63.83,0,41.54,79.92,61.47,70.44,0
"1996.04",0,84.03,71.11,86.12,59.54,0,0,63.83,0,35.54,79.14,60.86,70.44,0
"1996.05",0,90.73,74.34,83.97,58.43,0,0,63.83,0,35.54,78.27,63.67,70.44,0
"1996.06",0,89.73,73.22,79.8,59.8,0,0,63.83,0,35.54,83.92,61.74,70.44,0
"1996.07",0,85.59,73.78,78.48,63.97,0,0,65.48,0,35.54,82.7,60.75,70.56,0
"1996.08",0,82.84,72.97,83.66,65.53,0,0,65.48,0,35.54,83.49,61.32,70.56,0
"1996.09",0,75.75,72.97,81.89,69.62,0,0,62.81,0,36.67,80.36,62.93,70.56,0
"1996.10",0,67.82,69.62,82.2,69.9,0,0,62.81,0,40.72,80.36,62.64,70.56,0
"1996.11",0,63.95,66.58,92.24,68.53,0,0,62.81,0,40.72,78.71,63.64,70.56,0
"1996.12",0,64.34,66.58,86.5,68.48,0,0,62.81,0,40.72,78.71,65.02,70.56,0
"1997.01",0,64.34,68.81,73.49,68.68,0,0,62.81,0,40.72,76.71,67.47,65.41,0
"1997.02",0,63.28,71.11,78.35,68.74,0,0,62.81,0,40.72,72.97,69.46,65.41,0
"1997.03",0,63.42,76.69,82.52,67.78,0,0,62.81,0,41.5,73.32,71.15,65.41,0
"1997.04",0,62.84,77.13,80.12,67.78,0,0,62.81,0,44.54,69.93,71.72,65.41,0
"1997.05",0,59.2,78.55,77.78,66.99,0,0,62.81,0,44.54,70.54,71.8,65.41,0
"1997.06",0,56.03,76.69,76.33,61.79,0,0,62.81,0,44.54,71.5,68.77,60.01,0
"1997.07",0,54.5,72.23,66.86,61.21,0,0,62.81,0,44.54,71.5,67.27,60.01,0
"1997.08",0,57.37,72.23,73.62,61.36,0,0,62.81,0,44.54,73.49,65.04,60.01,0
"1997.09",0,57.06,78.37,74,64.81,0,0,62.81,0,44.54,75.15,65.06,57.11,0
"1997.10",0,59.18,66.08,69.32,64.66,0,0,62.81,0,47.8,75.58,66.87,57.11,0
"1997.11",0,58.17,66.7,60.86,67.35,0,0,62.81,0,47.8,76.62,67.38,49.05,0
"1997.12",0,55.72,65.46,53.35,67.35,0,0,62.81,0,47.8,76.62,66.94,49.05,0
"1998.01",0,55.48,62.36,52.21,67.35,0,0,62.81,0,47.8,76.1,65.35,49.05,0
"1998.02",0,53.53,62.11,59.35,58.9,0,0,62.81,0,47.8,74.8,65.07,74.29,0
"1998.03",0,55.04,61.62,74.12,60.85,0,0,62.81,0,47.8,73.76,66.35,74.29,0
"1998.04",0,51.49,60.19,83.97,60.16,0,0,62.81,0,42.02,67.93,65.05,74.29,0
"1998.05",0,50.68,60.81,95.15,60.45,0,0,62.81,0,35.59,66.55,68.33,80.81,0
"1998.06",0,50.29,58.57,82.14,54.75,0,0,62.81,0,35.59,65.59,65.5,80.81,0
"1998.07",0,47.98,58.02,79.05,54.35,0,0,62.81,0,34.46,62.11,65.42,80.81,0
"1998.08",0,45.88,53.74,87.57,55.36,0,0,69.92,0,34.46,61.68,63.44,80.81,0
"1998.09",0,44.41,53.74,84.41,55.55,0,0,69.92,0,35.2,60.64,66.1,80.81,0
"1998.10",0,48.13,53.36,74.94,54.16,0,0,69.92,0,35.98,60.64,64.8,80.81,0
"1998.11",0,48.85,54.17,69.2,53.18,0,0,69.92,0,35.98,60.64,64.07,80.81,0
"1998.12",0,46.27,53.61,70.33,55.09,0,0,69.92,0,38.24,58.64,63.57,80.81,0
"1999.01",0,46.6,50.82,82.9,52.34,0,0,69.92,0,39.76,58.64,60.99,86.32,0
"1999.02",0,46.15,49.27,78.79,52.34,0,0,69.92,0,39.76,57.51,57.31,85.37,0
"1999.03",0,46.74,46.48,95.59,53.13,0,0,69.92,0,43.93,52.12,52.78,82.35,0
"1999.04",0,45.71,46.48,95.59,52.53,0,0,69.92,0,44.24,51.78,52.69,82.35,0
"1999.05",0,46.49,45.36,85.55,53.18,0,0,67.51,0,43.11,50.39,51.19,77.31,0
"1999.06",0,45.26,45.36,79.05,53.4,0,0,66.11,0,44.5,48.21,49.46,76.54,0
"1999.07",0,42.58,41.39,79.3,54.27,0,0,66.11,0,44.5,47.26,46.26,66.95,0
"1999.08",0,45.63,43.43,68.88,55.24,0,0,66.11,0,44.5,47.69,44.98,63.51,0
"1999.09",0,45.66,48.9,75.89,58.07,0,0,67.32,0,44.97,49.17,48.3,62.68,0
"1999.10",0,44.86,48.58,76.9,56.34,0,0,67.32,0,46.49,50.82,50.31,62.68,0
"1999.11",0,46,48.58,72.35,58.32,0,0,59.2,0,47.36,50.47,50.68,62.56,0
"1999.12",0,43.6,46.48,70.08,58.83,0,0,59.2,0,47.1,48.82,48.65,59.96,0
"2000.01",38.16,46.19,49.78,68.28,56.75,0,0,68.99,0,47.03,44.76,49.04,58.99,0
"2000.02",38.16,46.15,50.23,71.73,55.89,0,0,70.01,0,45.74,43.01,47.91,58.99,0
"2000.03",38.16,45.9,50.89,73.52,57.01,0,0,70.96,0,45.74,42.95,48.15,58.99,0
"2000.04",38.16,46.02,50.89,65.09,58.91,0,0,68.44,0,45.92,43.95,48.91,58.99,0
"2000.05",38.16,46.55,52.12,65.39,58.44,0,0,72.59,0,45.3,43.95,50.48,58.99,0
"2000.06",38.16,46.25,50,56.98,59.22,0,0,73.53,0,45.3,47.9,49.28,58.99,0
"2000.07",38.16,43.68,47.11,62.21,58.48,0,0,75.75,0,44.04,60.25,47.79,58.99,0
"2000.08",38.16,42.96,46.56,55.99,59.83,0,0,75.75,0,43.42,60.72,47.3,58.23,0
"2000.09",38.16,43.43,48.11,61.91,61.88,0,0,75.75,0,42.42,58.35,45.81,58.23,0
"2000.10",38.16,45.11,48.33,64.98,62.16,0,0,70.61,0,42.17,59.52,46.47,58.23,0
"2000.11",38.16,47.08,49.89,54.79,62.44,0,0,70.61,0,42.17,59.52,44.7,51.24,0
"2000.12",38.16,47.22,49.89,55.68,62.19,0,0,67.07,0,41.42,64.26,47.88,53.18,0
"2001.01",38.16,46.15,48.34,53.54,61.27,0,0,67.84,0,41.25,63.23,46.41,52.03,0
"2001.02",38.16,46.39,46.56,61.46,61.6,0,0,67.84,0,41.25,62.65,44.61,51.16,0
"2001.03",38.16,45.67,44.79,72.25,64.12,0,0,68.34,0,40.32,60.06,46.11,51.16,0
"2001.04",38.16,45.08,44.14,80.78,66.18,0,0,68.34,0,39.14,59.76,43.16,51.16,0
"2001.05",38.16,44.22,47.41,68.1,63.6,0,0,68.34,0,39.29,59.18,42.84,51.16,0
"2001.06",38.16,43.35,47.05,65.16,61.78,0,0,68.34,0,38.5,58.47,44.96,51.16,0
"2001.07",38.16,46.86,48.69,63.15,58.05,0,0,68.34,0,37.18,58.35,52.8,51.16,0
"2001.08",38.16,46.87,49.5,60.01,60,0,0,68.34,0,37.39,58.35,52.14,51.16,0
"2001.09",37.02,46.17,48.36,64.24,59.48,0,0,68.6,0,38.73,57.15,47.22,51.16,0
"2001.10",40.13,46.49,46.1,62.95,58.6,0,0,67.43,0,39.79,56.54,45.51,51.16,0
"2001.11",40.13,46.18,44.78,61.93,59.23,0,0,72.43,0,38.24,55.14,50.68,50.45,0
"2001.12",40.13,45.65,44.43,63.74,56.14,0,0,76.82,0,38.8,53.11,50.05,59.67,0
"2002.01",40.13,46.67,43.86,65.98,56.66,0,0,79.06,0,38.8,52.23,50.95,65.36,0
"2002.02",40.13,46.23,45.26,74.1,58.02,0,0,76.13,0,40.15,50.46,50.04,65.58,0
"2002.03",40.13,45.06,46.35,78.29,57.78,0,0,77.08,0,40.15,49.63,49.96,65.58,0
"2002.04",40.13,44.59,46.35,84.57,58.51,0,0,78.31,0,40.9,48.93,51.53,65.58,0
"2002.05",40.13,45.24,49.27,81.25,58.03,0,0,78.28,0,43.19,48.04,53.88,65.58,0
"2002.06",40.13,47.57,49.03,71.76,59.04,0,0,78.28,0,43.35,47.41,56.55,65.58,0
"2002.07",40.13,50.38,51.01,62.74,58.4,0,0,71.34,0,45.03,46.67,57.51,65.58,0
"2002.08",39.4,54.02,55.84,53.75,59.41,0,0,71.7,0,47.28,45.7,58.68,65.58,0
"2002.09",39.59,57.27,57.1,61.65,59.95,0,0,71,0,49.27,46.38,57.09,66.3,0
"2002.10",39.81,56.39,56.08,57.56,59.81,0,0,69.79,0,49.39,46.69,59.46,66.3,0
"2002.11",39.81,54.99,55.71,53.95,61.45,0,0,66.2,0,49.39,48.7,60.34,67.02,0
"2002.12",39.81,55.12,58.44,52.39,62.25,0,0,68.38,0,49.39,48.7,62.42,66.09,0
"2003.01",39.81,53.88,57.34,65.44,65.02,0,0,66.63,0,49.39,49.15,61.53,66.09,0
"2003.02",39.81,52.65,58.04,67.08,65.87,0,0,66.63,0,48.89,48.91,60.36,66.09,0
"2003.03",39.81,52.13,58.27,77.09,68.12,0,0,66.63,0,49.08,48.91,61.21,66.09,0
"2003.04",39.81,51.55,59.21,81.51,66.88,0,0,65.78,0,49.08,49.85,60.12,66.09,0
"2003.05",39.81,52.05,60.62,73.3,66.07,0,0,63.4,0,49.08,49.85,61.85,66.09,0
"2003.06",39.81,51.39,60.03,76.57,66.32,0,0,61.28,0,47.59,47.42,62.38,66.09,0
"2003.07",39.81,51.22,58.48,72.35,65.73,0,0,59.54,0,47.59,49.31,61.47,66.09,0
"2003.08",39.81,52.44,57.13,70.42,66.12,0,0,56.3,0,47.59,48.52,63.48,66.09,0
"2003.09",41.45,52.52,63.88,75.33,66.37,0,0,58.32,0,42.94,47.68,66.55,66.09,0
"2003.10",55.26,57.39,73.51,70.13,69.88,0,0,59.69,0,43.97,45.73,78.3,66.09,0
"2003.11",55.26,61.6,74.24,59.24,69.53,0,0,66.26,0,40.59,47.06,75.79,66.09,0
"2003.12",55.26,62.29,81.04,65.88,70.62,0,0,67.71,0,40.59,47.06,77.94,66.09,0
"2004.01",55.26,62.71,85.73,76.62,71.18,0,0,69.18,0,39.97,46.14,75.76,66.09,0
"2004.02",55.26,65.57,89.19,75.28,70,0,0,65.93,0,39.03,46.93,83.81,66.09,0
"2004.03",55.26,66.51,92.73,77.26,69.9,0,0,70.6,0,39.03,47.74,91.25,65.63,0
"2004.04",53.01,67.73,102.09,85.64,70.01,0,0,71.17,0,37.53,50.07,89.49,65.31,0
"2004.05",51.63,64.72,99.63,80.83,70.89,0,0,70.74,0,37.41,51.55,81.92,65.3,0
"2004.06",54.96,61.57,94.94,80.83,71.24,0,0,71.07,0,38.03,51.84,76.91,65.49,0
"2004.07",54.96,59.43,94.23,66.61,72.5,0,0,71.73,0,38.65,51.91,75.89,65.64,0
"2004.08",58.68,58.81,85.33,70.38,73.6,0,0,71.97,0,39.73,52.1,73.85,65.55,0
"2004.09",58.68,60.11,82.63,71.44,74.84,0,0,74.71,0,39.73,52.46,73.47,65.56,0
"2004.10",53.38,59.45,78.37,76.05,75.76,0,0,74.71,0,40.05,52.76,72.48,65.56,0
"2004.11",52.99,60.52,68.4,78.2,77.23,0,0,71.02,0,40.05,55.25,73.08,60.54,0
"2004.12",54.29,60.83,69.34,68.85,77.53,0,0,68.98,0,40.05,56.47,62.65,61.04,0
"2005.01",54.29,60.37,61.81,71.3,80.59,0,112.73,67.75,87.71,46.82,56.45,60.56,57.24,0
"2005.02",54.29,59.76,61.81,82.09,80.23,0,111.77,69.25,87.71,47.08,56.45,61.01,56.97,0
"2005.03",54.29,60.96,64.94,87.43,80.02,0,111.66,74.81,87.71,46.99,61.17,63.33,57.02,0
"2005.04",54.29,60.02,68.85,88.83,77.6,0,115.83,75.79,87.71,46.92,61.17,63.02,54.17,0
"2005.05",54.29,59.77,68.96,82.03,77.52,0,115.97,74.41,87.71,47.83,63.39,63.05,53.84,0
"2005.06",54.29,60.63,69.32,74.98,76.17,0,115.31,73.75,89.02,47.9,65.29,63.41,54.53,0
"2005.07",54.29,60.11,67.76,76.63,75.14,0,106.15,71.01,90.08,48.94,65.29,63.05,54.53,0
"2005.08",54.29,60.5,65.73,84.18,75.11,0,106.55,71.01,90.08,51.65,65.9,63.03,54.53,0
"2005.09",54.29,62.01,64.38,87.41,74.93,0,106.46,69.24,90.08,51.88,66.49,62.77,54.53,0
"2005.10",54.29,61.75,62.39,78,73.49,0,106.08,69.24,90.08,50.9,67.78,60.58,55.08,0
"2005.11",54.29,60.7,62.2,66.74,73.75,0,104.99,71.21,90.08,50.45,70.1,58.73,54.35,0
"2005.12",54.29,60.79,63.54,68.07,73.3,0,91.61,72.89,90.08,50.9,76.99,59.79,54.35,0
"2006.01",58.8,59.91,62.32,70.12,74.05,0,89.02,67.65,88.73,50.18,89.35,59.24,57.26,0
"2006.02",58.8,61.57,62.54,87.48,73.51,0,84.24,72.29,88.73,50.29,95.1,60.52,57.26,0
"2006.03",65.31,62.6,61.69,90.54,73.77,0,81.57,74.91,88.73,50.39,97.67,59.84,58.48,0
"2006.04",65.31,63.49,61.69,93.91,73.83,0,81.8,78.23,88.73,50.61,102.82,60.11,58.53,0
"2006.05",65.31,64.61,58.77,97.35,75.2,0,82.33,78.23,88.73,50.61,100.73,60.37,59.24,0
"2006.06",65.31,66.4,58.94,92.02,75.73,0,82.04,79.27,87.42,50.1,101.72,60.44,59.24,0
"2006.07",65.31,68.28,59.45,86.94,76.32,0,85.54,79.27,84.78,50.56,100.86,62.71,59.24,0
"2006.08",65.31,69.53,59.45,83.7,77.41,0,85.53,79.37,84.78,48.79,100.27,63.64,60.31,0
"2006.09",65.31,72.9,60.6,98.39,78.6,0,85.4,79.61,84.78,48.05,96.86,63.42,59.49,0
"2006.10",65.31,78.61,62.84,95.01,81.29,0,86.08,71.44,84.78,47.62,93.5,65.01,59.38,0
"2006.11",65.31,87.13,64.3,84,83.58,0,86.22,70.74,84.78,47.8,92.24,66.52,58.09,0
"2006.12",65.31,85.72,65.74,76.7,84.52,0,93.96,71.94,84.78,47.8,92.21,69.49,62.89,0
"2007.01",66.79,87.07,69.23,94.5,84.59,0,93.62,71.11,84.78,48.03,88.94,71.38,64.69,0
"2007.02",66.79,89.44,75.94,106.97,84.5,0,95.57,73.62,84.78,47.81,83.02,72.72,70.16,0
"2007.03",66.79,91.27,76.61,106.41,81.88,0,96.16,75.04,84.78,47.89,79.09,74.5,70.2,0
"2007.04",66.79,92.21,78.28,107.87,79.47,0,100.52,73.73,84.78,47.7,77.56,77.38,71.16,0
"2007.05",66.79,92.3,82.09,107.45,79,0,100.21,72.94,84.78,47.7,74.4,80.3,71.16,0
"2007.06",66.79,95.36,83.91,101.92,78.9,0,99.89,72.94,84.78,47.25,70.43,81.65,71.13,0
"2007.07",66.79,97.87,87.97,94.42,75.75,0,100.7,72.93,84.79,47.84,71.62,85.01,72.44,0
"2007.08",66.79,105.68,87.04,94.81,76.01,0,101.49,73.26,84.79,48.79,71.23,85.52,73.23,0
"2007.09",66.79,122.06,99.01,102.26,76.13,0,101.79,72.66,84.79,48.79,68.52,97.36,73.29,0
"2007.10",75.25,132.51,104.68,108.67,78.78,0,101.66,70.86,84.79,48.79,71.09,101.7,73.4,0
"2007.11",75.25,135.63,112.56,91.81,80.18,0,106.04,70.42,100.99,48.79,68.77,105.47,74.95,0
"2007.12",75.25,146.18,122.85,83.25,81.1,0,104.86,70.54,130.93,48.79,71.6,108.97,76.56,0
"2008.01",75.25,156.22,127.89,88.48,80.43,0,106.26,71.09,130.93,56.94,70.21,114.92,77.77,0
"2008.02",75.25,169.23,139.52,94.19,82.16,0,106.94,72.31,142.66,77.68,75.36,134.52,77.8,0
"2008.03",75.25,164.6,134,102.77,83.5,0,113.76,73.14,142.66,80.39,79.3,129.69,78.06,0
"2008.04",79.87,162.28,126.72,105.19,84.26,0,111.54,70.35,142.06,80.39,82.12,129.93,78.14,0
"2008.05",84.78,158.32,129.75,106,85.87,0,106.37,70.35,140.48,80.39,87.18,134.86,78.08,0
"2008.06",84.78,151.88,147.47,100.99,87.83,0,101.62,71.42,138.35,80.85,87.13,133.29,81.42,0
"2008.07",84.78,145.86,152.62,96.61,90.3,0,98,71.42,138.8,82.95,87.13,133.31,81.48,0
"2008.08",84.78,143.36,132.84,98.26,87.37,0,80.63,71.42,136.01,88.36,87.13,118.39,81.24,0
"2008.09",84.78,137.8,124.85,98.41,87.01,0,92.41,71.42,136.01,82.53,87.13,112.99,79.47,0
"2008.10",84.78,118.59,98.69,101.04,83.99,0,90.12,68.79,136.01,82.33,87.13,99.41,77.85,0
"2008.11",104.25,114.52,91.58,97.51,75.22,0,87.2,67.13,134.91,82.09,87.13,89.59,78.14,0
"2008.12",103.97,112.88,82.58,90.47,71.87,0,92.35,71.18,111.53,79.19,88.64,85.78,75.4,0
"2009.01",111.91,108.64,89.64,94.24,68.85,0,96.01,71.18,80.98,78.42,88.34,92.79,72.7,0
"2009.02",125.64,107.47,87.4,88.91,65.25,0,91.93,71.57,80.98,77.85,88.52,88.72,73.36,0
"2009.03",125.05,107.97,81.87,95.58,62.97,0,89.68,75.32,80.98,77.76,85.31,89.01,72.07,0
"2009.04",125.79,107.89,93.31,105.04,61.35,0,87.78,82.24,78.62,77.8,87.57,95.36,76.68,0
"2009.05",125.86,111.73,103.23,104.76,64.51,0,88.91,84.73,78,77.24,86.06,105.15,74.39,0
"2009.06",125.8,112.86,113.73,106.18,67.09,0,91.99,84.73,80.37,77.24,90.1,103.74,75.79,0
"2009.07",125.8,106.31,107.4,102.72,68.72,0,93.67,80.57,80.37,77.35,93.98,101.85,75.96,0
"2009.08",125.8,103.54,112.13,100.59,70.64,0,97.2,80.9,80.37,76.99,95.86,103.42,76.35,0
"2009.09",125.8,100.33,100.39,100.97,73.65,0,94.85,80.63,80.37,75.25,101.35,100.18,79.38,0
"2009.10",125.8,104.98,97.84,106.13,77.26,0,94.62,80.9,82.74,76.12,111.25,101.89,77.45,0
"2009.11",125.8,108.73,105.49,92.89,77.73,0,94.12,81.68,82.74,78.65,116.79,102.26,77.7,0
"2009.12",107.96,109.71,106.31,83.61,77.17,0,99.2,87.97,99.32,80.09,118.75,103.81,77.6,0
"2010.01",107.59,107.95,99.63,93.18,79.87,0,97.46,85.47,112,87.8,128.85,98.26,77.41,0
"2010.02",99.93,106.59,93.05,94.63,81.65,0,98.37,85.47,109.27,88.95,135.5,99.36,78.94,0
"2010.03",97.92,106.86,93.68,109.07,84.58,0,100.39,91.5,106.13,87.8,136.82,100.28,78.99,0
"2010.04",98.79,106.34,94.37,114.52,86.26,0,102.11,92.65,106.63,91.69,136.83,103.05,79.74,0
"2010.05",97.95,106.02,93.9,109.85,86.14,0,104.12,95.31,112.93,94.02,137.51,100.92,79.42,0
"2010.06",101.73,105.59,94.38,106.91,84.61,0,100.92,96.3,112.93,93.48,120.55,100.71,81.85,0
"2010.07",99.97,108.88,95.57,102.7,83.34,0,102.52,96.3,108.68,93.83,124.95,103.41,81.85,0
"2010.08",99.36,125.27,104.48,104.92,83.12,0,106.92,96.3,109.74,94.37,125.37,107.52,81.48,0
"2010.09",99.36,131.02,108.21,105.86,85.62,0,106.94,96.3,111.84,90.26,118.69,114.73,81.32,0
"2010.10",99.36,143.8,117.95,100.25,85.34,0,104.71,96.36,110.8,90.03,137.06,121.69,81.44,0
"2010.11",99.36,139.65,118.52,93.34,87.76,0,107.23,96.36,110.8,89.95,173.31,125.87,81.35,0
"2010.12",100.4,145.77,122.36,95.12,91.03,0,112.9,99.24,110.8,89.74,182.05,129.52,81.44,0
"2011.01",97.69,150.17,129.38,99.67,97.37,0,111.98,99.24,116.53,89.95,196.15,135.91,83.6,0
"2011.02",97.69,159.68,129.38,98.45,95.28,0,114.38,99.24,116.53,89.95,202.83,135.87,83.6,0
"2011.03",99.13,160.11,125.22,100.94,94.98,0,116.87,110.48,116.53,91,194.96,134.83,84.49,0
"2011.04",95.74,165.98,125.91,104.44,94.19,0,124.47,108.22,116.53,91.44,183.49,133.06,85.07,0
"2011.05",101.67,159.08,125.78,103.54,94.01,0,121.34,110.83,116.53,93.98,168.62,130.19,85.33,0
"2011.06",101.61,161.24,125.78,96.91,94.22,0,124.75,110.83,113.82,94.7,176.92,128.95,85.33,0
"2011.07",101.58,153.49,127.41,89.31,95.9,0,121.11,108.22,113.82,95.78,183.57,128.77,84.45,0
"2011.08",101.61,157.52,127.05,85.95,95.45,0,136.21,108.22,113.82,97.32,179.96,130.02,84.45,0
"2011.09",100.27,152.93,122.56,92.95,97.07,0,131.83,108.22,113.82,103.17,177.48,126.97,85.2,0
"2011.10",104.76,148.25,114.33,99.45,95.95,0,123.68,108.22,110.78,105.98,173.83,124.87,85.2,0
"2011.11",107.99,145.54,112.76,102.78,96.47,0,123.17,100.4,110.78,107.75,170.57,122.28,85.98,0
"2011.12",103.54,132.4,108.99,99.07,95.43,0,124.27,96.35,110.78,111.11,168.38,120.22,87.35,0
"2012.01",103.92,137.17,112.99,89.89,95.02,0,123.57,96.35,106.91,118.99,163.09,120.58,87.78,0
"2012.02",102.33,141.28,119.07,93.81,96.29,0,122.32,95.12,106.91,119.31,165.13,125.67,88.5,0
"2012.03",102.13,140.93,124.28,100.51,97.46,0,125.02,99.68,106.91,119.31,159.61,130.59,88.81,0
"2012.04",102.13,139.83,131.76,99.53,97.4,0,128.55,98.96,104.34,119.74,154.41,134.25,88.03,0
"2012.05",95.35,133.28,129.99,97.88,97.53,0,114.24,98.69,104.34,119.44,148.98,129.64,88.14,0
"2012.06",95.35,131.39,130.93,95.7,94.37,0,116.81,90.36,104.34,119.6,153.18,128.88,89.46,0
"2012.07",95.75,140.68,143.09,87.08,94.47,0,121.66,89.13,104.34,119.6,153.16,134.38,89.61,0
"2012.08",95.75,149.62,157.63,83.33,95.32,0,125.06,88.53,104.34,113.41,151.83,134.93,88.45,0
"2012.09",94.67,148.92,155.18,87.19,97.73,0,124.48,88.53,104.34,114.47,145.9,133.22,88.45,0
"2012.10",94.67,150.17,151.17,86.5,98.6,0,124.23,87.86,104.34,114.47,142.84,127.23,87.74,0
"2012.11",97.82,154.56,143.93,86.03,98.22,0,118.23,84.89,104.34,114.47,140.62,126.92,86.84,0
"2012.12",97.82,149.67,145.46,92.1,98.46,0,119.01,85.52,104.34,114.47,139.67,123.22,87.56,0
"2013.01",102.97,148.3,141.41,93.99,99.17,0,110.67,86.81,103.53,114.47,139.17,124.41,87.56,100
"2013.02",102.97,146.28,142.84,91.24,98.35,0,108.12,86.81,103.53,114.47,138.19,124.16,88.41,100
"2013.03",102.23,143.34,136.93,95.65,98.59,0,115.99,88.64,107.36,110.51,132.69,120.02,94.11,100
"2013.04",103.89,138.72,133.28,97.29,99.37,0,139.17,89.4,116.78,105.55,128.6,119.69,94.51,100
"2013.05",103.89,137.13,142.53,102.35,99.47,0,110.51,89.24,117.81,105.55,128.28,122.17,94.04,100
"2013.06",102.12,132.73,144.77,96.77,97.86,0,109.95,88.92,114.69,105.07,124.62,122.26,92.26,100
"2013.07",102.87,124.5,140.06,97.33,98.47,0,110.45,92.04,112.13,105.07,122.88,117.86,93.86,100
"2013.08",101.51,124.41,136.91,95.39,98.83,0,109.83,92.65,115.19,105.07,121.11,122.81,94.95,100
"2013.09",99.71,123.47,139.35,92.27,99.8,0,108.6,92.85,115.19,105.07,126.1,122.91,97,100
"2013.10",91.66,123.01,135.65,93.36,100.56,0,113.52,94.31,116.8,99.99,123.02,124.98,97.74,100
"2013.11",97.28,121.24,135.45,97.54,101.94,0,109.81,94.66,118.32,99.49,118.23,123.73,97.61,100
"2013.12",97.3,119.86,137.5,97.04,101.72,0,88.31,94.66,124.23,99.24,116.54,121.5,97.69,100
"2014.01",97.3,121.28,134.53,96.66,104.71,0,87.6,95.02,132.48,98.65,116.45,120.71,99.7,100
"2014.02",97.3,124.4,138.56,101.05,104.6,0,105,95.02,134.45,96.31,121.47,124.59,100.56,100
"2014.03",97.3,129.71,143.07,103.45,108.99,0,109.33,100.59,134.45,97.53,121.93,125.54,100.89,100
"2014.04",97.3,129.07,146.38,110.17,112.01,0,111.08,107.71,132.02,98.64,120.1,127.98,100.5,100
"2014.05",99.15,127.22,146.03,110.13,113.74,0,109.36,108.75,125.29,98.64,118.01,126.15,101.03,100
"2014.06",100.93,123.42,142.26,109.55,114.18,0,100.96,109.26,123.81,99.01,118.54,122.65,102.3,100
"2014.07",100.93,121.47,132.69,107.92,115.92,0,101.87,108.74,119.09,98.62,114.97,118.9,102.21,100
"2014.08",100.93,115.74,128.12,104.52,118.06,0,108.14,107.99,120.48,99.47,113.24,110.7,102.34,100
"2014.09",102.71,115.18,116.44,103.31,116.94,0,105.9,109.33,120.48,100.09,113.24,108.43,104.24,100
"2014.10",103.86,117.51,114.51,103.31,116.1,0,103.05,107.35,116.27,100.61,115.97,110.16,102.95,100
"2014.11",103.86,116.14,115.02,102.06,115.45,0,97.45,102.21,110.81,100.14,115.97,108.8,102.27,100
"2014.12",105.39,116.44,112.83,100.22,113.56,0,101.08,102.21,108.12,100.14,114.49,106.45,101.64,100
"2015.01",101.71,109.15,109.16,102.58,111.42,0,91.74,104.63,106.47,100.26,114,104.01,101.53,100
"2015.02",100.09,106.95,101.99,104.06,106.77,0,89.09,104.61,105.29,100.26,109.94,103.29,101.83,100
"2015.03",100.45,104.46,101.1,103.5,105.42,0,96.6,103.65,106.92,100.26,105.66,101.41,102.07,100
"2015.04",100.45,102.94,102.88,103.57,102.11,0,98.76,104.96,101.78,99.71,103.72,101.31,102.34,100
"2015.05",99.75,98.47,99.63,101.13,100.66,0,96.21,102.86,102.21,100.11,100.95,101.97,101.92,100
"2015.06",99.75,101.06,100.6,99.47,97.8,0,94.21,103.4,102.21,100.11,100.04,104.69,102.23,100
"2015.07",100.33,98.74,103.21,99.85,95.62,0,96.56,100.18,95.82,100.11,96.95,103.83,101.93,100
"2015.08",100.33,96.08,100.48,99.29,96.98,0,105.59,98.36,94.18,100.11,91.41,98.84,101.04,100
"2015.09",100.33,96.89,96.46,98.34,97.27,0,113.12,96.42,92.71,99.86,91.86,96.4,99.13,100
"2015.10",100.33,96.51,96.7,95.48,96.23,0,105.68,96.35,96.78,99.74,91.86,95.84,98.75,100
"2015.11",100.33,95.86,94.43,97.52,95.14,0,109.4,91.37,98.8,99.74,96.93,94.18,97.02,100
"2015.12",96.16,92.9,93.36,95.23,94.56,0,103.02,93.22,96.82,99.74,96.69,94.22,90.21,100
"2016.01",96.16,93.5,92,96.37,92.59,0,102.94,96.64,95.8,99.38,99.04,94.75,89.08,100
"2016.02",96.23,91.99,91.37,93.17,92.85,0,105.16,96.2,96.33,99.38,99.11,96.46,82.78,100
"2016.03",93.61,90.16,88.15,96.83,92.41,0,108.25,92.93,96.33,99.38,104.03,96.98,79.49,111.44
"2016.04",93.61,91.65,92.3,96.34,93.55,0,117.3,95.65,96.33,99.74,101.63,101.52,81.47,111.44
"2016.05",90.42,94.12,97.07,96.17,96.17,0,118.35,98.85,96.58,99.74,101.63,104.83,82.47,111.44
"2016.06",90.35,97.06,100.24,95.62,98.41,0,117.18,100.99,96.61,108.37,104.41,105.5,83.1,111.44
