"년","월","쌀 _수입","밀 _수입","옥수수 _수입","콩 _수입","과일 _수입","쇠고기 _수입","돼지고기 _수입","닭고기 _수입","신선수산물 _수입","냉동수산물 _수입","원유 _수입","치즈 _수입","어육 _수입","과일 _수출","신선수산물 _수출","냉동수산물 _수출","어육 _수출","김 _수출","라면 _수출","나프타 _수출","휘발유 _수출","제트유 _수출","등유 _수출","경유 _수출","벙커C유 _수출","정제혼합용원료유 _수출","윤활유 _수출","아스팔트 _수출"
"2018",12,96.49,95.04,105.85,84.07,103.24,96.46,113.52,100,92.99,101.36,112.9,97.35,117.32,123.76,115.95,118.83,105.99,134.05,101.32,98.74,87.46,111.03,109.83,106.56,126.27,113.23,89.98,121.28
"2018",2,96.45,93.33,102.13,99.14,111.17,90.7,123.54,103.64,107.47,101.69,123.53,103.02,106.27,94.66,116.22,126.22,114.52,139.66,102.1,115.71,111.91,122.56,123.64,119.27,126.96,134.78,90.97,93.25
"2018",3,96.45,94.69,109.07,104.56,108.4,88.35,123.2,107.19,111.42,101.69,123.57,104.42,106.27,97.67,118.51,130.54,119.55,140.78,102.51,118.56,112.05,121.98,122.01,119.72,126.57,139.09,91.16,95.34
"2018",4,96.45,95.69,109.15,106.41,119.09,88.13,123.35,106.92,113.14,102.44,134.47,105.91,105.75,97.67,113.64,130.14,117.76,140.92,102.23,125.46,118.34,132.1,131.53,128.83,135.32,144.92,91.98,103.92
"2018",5,94.83,97.25,108.75,105.43,114.08,90.34,123.11,108.5,105.75,104.91,146.57,108.45,106.5,97.67,113.67,124.5,115.48,140.13,101.82,139.44,128.74,140.4,138.9,138.07,151.31,149.19,92.62,121.08
"2018",6,94.83,95.45,108.26,100.06,111.35,90.4,121.11,120.14,97.18,108.4,144.99,108.45,106.85,97.67,111.11,123.29,114.67,137.78,101.76,132.71,123.02,135.71,134.27,133.64,153.82,156.38,92.93,122.7
"2018",7,96.55,95.47,108.95,85.24,103.93,91.39,114.25,129.69,84.18,107.02,144.02,107.1,106.85,97.67,102.67,121.26,113.26,136.36,101.5,135.52,122.41,136.47,134.92,132.2,157.01,150.51,92.78,125.81
"2018",8,97.21,97.17,106.85,86.15,105.95,92.1,113.82,126.84,83.71,107.55,142.78,107.38,114.34,110.7,107.49,121.62,110.88,135.83,101.56,134.78,124.4,137.08,134.79,135.05,154.04,152.27,93.55,125.77
"2018",9,97.21,94.84,106.34,84.86,104.78,93.55,117.85,108.84,76.98,102.76,152.11,107.22,114.34,109.33,110.27,123.34,106.96,134.33,101.44,141.87,132.07,142.83,141.56,143.11,157.84,147.09,91.19,131.77
"2019",1,96.99,94.9,106.65,83.64,99.96,96.46,112.23,109.97,92.37,99.27,116.39,96.77,116.04,123.19,120.23,119.51,107.2,134.22,101.97,98.52,89.24,114.43,110.92,109.97,129.4,113.3,89.66,104.63
"2019",10,97.25,93.17,104.41,88.14,98.89,99.36,138.63,100.94,85.28,112.95,116.98,105.06,119.36,107.18,114.72,106.21,94.81,128.08,102.09,106.5,102.84,119.39,116.36,117.13,105.04,131.21,87.11,130.12
"2019",11,96.87,94.03,104.22,86.33,102.21,108.04,138.78,104.04,85.89,114.05,122.1,105.06,119.98,104.81,114.51,106.22,94.13,128.51,101.98,111.52,107.65,117.85,115.65,116.02,87.04,131.13,87.26,114.02
"2019",12,96.49,95.47,106.31,85.84,99.31,100.54,136.14,105.1,88.89,114.05,127.85,106.35,119.36,109.48,114.28,107.46,93.62,128.69,101.92,118.14,107.59,122.14,120.07,120.74,95.23,130.35,87.56,110.49
"2019",2,96.99,94.75,103.43,81.41,99.9,97.66,112.36,113.94,88.53,99.27,127.22,106.19,116.04,117.08,118.4,117.05,105.2,134.28,101.67,106.72,97.16,122.91,120.25,120.16,142.66,112.94,87.62,118.77
"2019",3,96.99,93.24,100.8,80.52,103.03,98.3,126.87,118.68,92.49,100.41,131.84,104.68,116.04,113.1,120.92,118.01,107.31,133.59,101.54,113.52,109.91,124.23,123.3,123.75,147.42,113.08,88.89,122.18
"2019",4,96.99,91.16,100.94,79.86,105.35,99.83,132.76,126.21,86.05,100.41,139.73,104.68,116.04,113.1,114.91,115.43,106.93,132.27,101.45,120.14,120.61,128.61,127.31,127.25,148.97,116.89,89.2,131.26
"2019",5,96.99,90.25,107.04,77.76,113.17,99.9,133.9,129.5,82.85,99.79,136.65,104.68,116.04,113.1,112.49,112.77,102.43,128.78,101.76,113.82,112.42,127.84,125.92,126.45,142.7,121.56,89.29,129.79
"2019",6,98.79,92.55,109.44,84.24,108.8,101.22,131.14,129.5,87.14,99.79,121.68,104.68,117.45,113.1,115.17,110.45,102.32,128.7,102.12,98.28,99.41,117.4,115.24,114.63,132.02,124.89,89.54,118.79
"2019",7,98.79,91.11,107.49,83.86,103.85,99.02,125.8,125.4,86,99.79,124.64,102.61,117.84,113.1,115.41,110.2,102.21,128.69,102.09,105.29,107.31,123.5,121.12,120.31,147.37,132.85,89.86,127.83
"2019",8,98.79,87.84,103.02,83.62,106.71,99.61,123.27,114.14,92.61,105.7,116.47,104.54,116.28,113.1,114.83,108.86,97.42,125.65,102.45,95.96,100.49,116.84,115.21,114.82,121.32,133.01,87.6,117.22
"2019",9,99.09,88.14,104.06,85.19,105.22,97.69,133.95,99.78,91.36,112.95,120.41,104.54,118.41,110.48,114.73,109.69,96.22,125.87,102.25,102.57,104.88,121.7,120.06,119,137.08,132.93,87.06,117.98
"2020",1,96.84,97.3,106.87,85.68,98.28,97.8,133.04,111.43,92.13,114.05,126.69,107.48,120.21,109.48,114.55,109.41,90.94,129.44,101.89,114.21,104.29,116.39,116.37,117,114.08,127.42,88.27,111.69
"2020",10,101.67,105.26,124.1,102.68,98.55,92.38,142.52,79.75,87.4,103.32,80.11,99.54,118,109.48,124.92,105.25,88.63,130.97,102.67,79.58,67.64,66.57,64.29,66.97,90.31,115.52,80.27,107.96
"2020",11,101.67,104.56,125.19,106.72,99.58,97.89,135.87,81,89.34,96.42,85.52,99.54,120.02,109.48,127.62,107.5,92.29,133.79,102.83,77.77,68.7,72.49,70.52,72.61,96.76,135.12,80.96,109.86
"2020",12,101,103.5,128.92,108.38,104.18,96.04,134.97,81,90.51,96.42,98.16,102.55,118.81,109.48,127.79,107.15,92.72,136.19,102.95,91.09,79.1,84.81,82.88,84.25,104.86,139.29,83.07,116.78
"2020",2,96.84,95.79,104.81,83.26,95.35,98.06,126.43,109.17,82.69,114.05,106.82,109.52,118.15,109.48,111.73,109.16,90.05,128.07,101.76,98.59,94.41,98.9,97.36,100.17,102.51,126.26,87.2,104.87
"2020",3,98.26,94.73,98.71,82.22,95.92,98.47,130.61,95.33,84.15,114.73,66.39,109.52,116.35,109.48,111.81,109.23,91.73,123.08,102.23,58.4,53.1,61.75,60.72,68.95,69.22,119.19,85.41,73.02
"2020",4,98.26,94.89,95.53,80.15,98.52,96.23,125.66,94.67,80.97,113.62,40.16,105.95,116.19,109.48,112.14,102.44,90.17,122.63,102.15,36.12,29.34,36.19,32.83,46.1,51.27,93.54,83.09,64.37
"2020",5,98.26,94.06,97.94,79.99,105.19,97.55,123.64,92.7,85.74,114.95,60.01,103.16,116.64,109.48,115.06,100.95,87.1,123.95,102.28,52.23,46.52,44.87,44.62,53.68,58.21,91.74,83.46,65.95
"2020",6,98.62,92.31,99.59,83.25,105.94,91.1,126.77,90.7,96.79,111.71,80.37,99.1,116.16,109.48,115.23,102.7,86.32,124.89,102.22,73.8,64.58,64.15,63.61,71.1,80.7,93.37,84.15,93.5
"2020",7,98.62,93.24,102.91,86.11,99.76,89.03,123.27,85.04,94.13,111.71,85.29,101.08,116.94,109.48,115.85,105.13,85.62,125.6,102.36,81.43,67.61,69.56,67.85,76.73,87.21,95.39,82.3,113.45
"2020",8,98.62,94.31,103.94,89.41,99.88,89.12,122.87,74.28,89.43,110.41,86.67,99.01,115.21,109.48,116.26,106.9,85.88,126.23,102.52,81.67,70.88,69.95,66.87,74.74,93.11,113.12,80.53,117.7
"2020",9,101.67,98.06,115.64,97.29,103.07,91.33,133.14,72.71,82.93,110.41,81.76,99.54,115.62,109.48,118.65,104.18,86.13,128.07,102.59,81.39,68.91,63.42,60.73,67.12,87.35,115.52,80.39,109.97
"2021",1,101,109.15,138.38,113.97,108.84,98.3,138.05,84.16,90.2,98.32,107.97,103.02,118.62,109.48,126.17,106.1,92.82,136.33,102.98,105.26,88.92,91.35,89.6,91.12,114.18,145.98,82.85,123.07
"2021",10,113.52,149.16,166.87,124,108.76,113.43,149.68,136.89,84.6,94.91,160.73,124.06,118.1,91.01,127.67,132.33,109.88,128.45,101.18,158.73,144.52,137.6,143.67,144.92,171.31,281.96,112.09,157.99
"2021",2,104.05,110.09,148.57,114.61,103.09,103.37,142.07,88.42,88.44,98.32,119.92,102.55,116.53,109.5,123.38,106.64,91.64,134.72,102.65,116.23,100.16,102.93,100.59,103.27,127.3,156.6,84.35,132.95
"2021",3,104.11,106.76,151.21,117.09,104.96,100.62,150.92,97.62,85.67,98.32,126.91,102.55,114.58,102.8,121.72,108.41,92.5,133.14,102.01,122.15,107.92,106.17,103.13,106.18,134.35,162.04,89.59,145.53
"2021",4,109.94,108.1,156.65,128.69,106.6,106.09,158.56,105.88,86.48,98.32,123.92,117.6,117.6,102.8,125.06,110.72,94.88,132.5,101.93,117.4,108.22,106.39,103.05,104.73,130.45,180.94,96.29,146.68
"2021",5,111.65,114.76,161.94,132.98,110.53,108.75,158.01,103.2,89.37,99.71,130.66,117.6,117.3,102.8,126.95,113.49,98.01,132.74,101.92,123.87,112.32,113.01,110.76,111.96,131.95,194.71,103.95,141.81
"2021",6,111.65,119.8,157.37,131.2,107.06,108.69,155.57,99.18,86.34,99.71,141.02,117.6,117.46,102.8,126.83,118.06,104.24,133.15,101.76,132.76,119.01,119.68,117.25,119.33,143,220.69,106.77,145.03
"2021",7,111.65,126.58,161.45,129.33,107.25,109.96,151.36,99.18,88.46,97.14,143.64,119.79,115.93,117.68,126.18,128.53,111.1,132.53,101.71,141.58,125.41,121.71,119.3,121.03,145.9,258.55,108.99,145.38
"2021",8,111.65,142.1,163.75,126.83,108.24,111.58,150.86,106.53,87.58,97.14,136.88,118.15,115.77,100.8,125.99,131.92,112.13,129.53,101.8,133.94,119.09,116.95,114.34,115.2,143.52,275.5,113.5,149.72
"2021",9,113.52,149.16,164.46,124,109.41,112.04,148.75,124.58,95.44,97.09,143.05,120.63,118.61,99.43,127.73,131.92,112.27,129.6,101.72,141.71,123.88,127.49,123.33,124.62,160.96,275.65,111.8,149.57
