"³â","¿ù","½Ò","Çö¹Ì","Âý½Ò","º¸¸®½Ò","Äá","¶ó¸é","»§","±¹»ê¼è°í±â","¼öÀÔ¼è°í±â","µÅÁö°í±â","´ß°í±â","ÇÜ¹×º£ÀÌÄÁ","°¥Ä¡","¸íÅÂ","Á¶±â","°íµî¾î","¿ÀÂ¡¾î","¿ìÀ¯","´Þ°¿","»ç°ú","¹èÃß","Àü±â·á","µµ½Ã°¡½º","µîÀ¯"
"1975",1,"11.834","","7.791","4.909","2.462","12.857","","3.060","","6.196","11.604","","1.257","2.021","3.058","2.133","7.547","","11.364","","6.471","48.313","","6.827"
"1975",2,"11.834","","7.835","5.041","2.545","12.680","","3.171","","6.746","12.530","","1.257","2.186","3.233","2.164","7.997","","13.174","","6.471","48.313","","6.827"
"1975",3,"11.710","","7.653","4.942","2.545","12.680","","3.355","","8.213","12.748","","1.257","2.063","3.372","2.321","8.197","","13.341","","6.471","48.313","","6.827"
"1975",4,"12.082","","7.610","5.338","2.545","12.811","","3.465","","8.250","13.075","","1.257","1.938","3.301","2.227","8.197","","13.720","","6.471","48.313","","6.827"
"1975",5,"12.268","","7.700","5.832","2.585","13.960","","3.465","","8.322","13.294","","1.257","1.979","3.406","2.352","8.197","","13.636","","6.471","48.313","","6.827"
"1975",6,"12.268","","7.653","5.798","2.626","13.960","","3.540","","8.616","13.347","","1.795","1.938","3.372","2.916","8.197","","13.594","","9.531","48.313","","6.827"
"1975",7,"13.135","","7.610","5.766","2.668","13.960","","3.613","","9.752","13.347","","1.615","1.938","3.372","3.073","8.197","","13.341","","9.679","48.313","","6.827"
"1975",8,"13.444","","7.610","5.832","2.832","13.960","","3.650","","9.863","13.729","","1.579","1.938","3.301","3.230","7.697","","13.720","","14.963","48.313","","6.827"
"1975",9,"13.568","","7.564","5.832","2.996","13.960","","3.650","","10.523","13.892","","1.471","2.433","3.545","3.700","7.347","","14.772","","20.397","48.313","","6.827"
"1975",10,"14.126","","7.473","5.865","3.160","13.960","","3.650","","10.926","13.020","","1.364","2.516","3.927","3.449","8.097","","14.646","","20.002","48.313","","6.827"
"1975",11,"14.064","","7.564","5.798","3.037","13.960","","3.650","","11.182","12.639","","1.471","2.847","3.963","3.418","9.096","","13.131","","14.866","48.313","","7.028"
"1975",12,"14.188","","7.700","5.766","2.996","13.960","","3.724","","11.367","12.748","","1.831","3.176","4.067","3.041","9.847","","12.878","","10.519","48.313","","7.454"
"1976",1,"14.126","","8.062","5.798","3.037","13.960","","3.982","","11.915","14.110","","1.974","3.836","4.241","2.792","10.296","","12.499","","10.124","48.313","","7.454"
"1976",2,"14.313","","8.651","5.766","3.200","13.960","","4.166","","12.099","15.580","","1.974","3.918","4.136","2.853","10.496","","12.795","","10.124","48.313","","7.454"
"1976",3,"14.374","","8.968","5.798","3.324","13.960","","4.646","","12.136","18.087","","1.974","3.672","3.233","3.324","10.496","","13.720","","10.124","48.313","","7.454"
"1976",4,"14.250","","8.968","5.832","3.365","13.960","","5.161","","12.136","19.177","","1.974","3.795","3.197","3.230","10.496","","14.520","","10.124","48.313","","7.454"
"1976",5,"14.623","","9.377","5.832","3.734","13.960","","5.161","","12.062","17.106","","1.974","3.877","3.337","3.230","10.496","","14.267","","10.124","48.313","","7.454"
"1976",6,"15.613","","9.783","5.832","4.022","13.960","","5.161","","11.989","16.235","","2.477","3.877","3.406","3.481","10.496","","13.720","","8.642","48.313","","7.454"
"1976",7,"16.543","","10.780","6.062","4.186","13.960","","5.161","","11.989","17.215","","2.513","3.877","3.406","4.233","10.496","","14.267","","13.975","48.313","","7.454"
"1976",8,"17.286","","11.640","6.590","4.227","13.960","","5.161","","11.989","17.434","","2.477","3.877","3.684","3.637","10.046","","14.225","","14.667","48.313","","7.454"
"1976",9,"17.410","","11.822","6.721","4.227","13.960","","5.161","","11.989","16.344","","2.513","3.918","3.927","3.575","10.396","","15.109","","15.655","48.313","","7.454"
"1976",10,"16.604","","10.870","6.656","4.022","13.829","","5.161","","11.733","15.091","","2.334","3.713","3.823","3.324","10.696","","14.688","","11.803","48.313","","7.454"
"1976",11,"16.419","","10.418","6.656","4.063","13.829","","5.161","","11.952","16.616","","2.405","3.877","3.927","3.293","11.795","","13.383","","7.802","48.313","","7.454"
"1976",12,"16.109","","11.186","6.656","4.145","13.829","","5.161","","11.256","16.344","","2.656","4.083","4.067","3.606","13.545","","13.004","","7.605","48.313","","7.454"
"1977",1,"15.862","","11.323","6.623","4.309","13.829","","5.199","","11.109","18.087","","2.621","4.373","3.997","3.575","13.594","","13.047","","7.605","48.313","","7.454"
"1977",2,"16.047","","11.505","6.721","4.555","13.829","","5.862","","12.062","19.177","","2.621","4.497","4.206","3.575","13.995","","14.394","","7.605","48.313","","7.454"
"1977",3,"16.295","","11.505","6.952","4.760","13.829","","5.898","","12.136","17.597","","2.621","4.248","4.031","3.889","14.294","","14.057","","7.605","48.313","","7.454"
"1977",4,"16.171","","11.505","7.611","5.007","14.005","","5.898","","12.136","16.834","","2.621","4.414","4.102","4.202","14.294","","14.772","","7.605","48.313","","7.454"
"1977",5,"16.295","","11.594","7.809","5.089","15.816","","6.267","","12.099","18.087","","2.621","4.950","4.693","5.393","14.294","","15.236","","7.605","48.313","","7.504"
"1977",6,"16.419","","11.549","7.710","5.171","15.816","","6.636","","12.099","18.359","","3.087","4.950","4.797","6.209","14.294","","14.646","","9.926","48.313","","7.680"
"1977",7,"17.039","","11.549","7.809","5.171","15.816","","6.674","","12.099","19.286","","3.302","4.950","4.797","5.770","14.294","","14.141","","16.002","48.313","","7.003"
"1977",8,"17.101","","11.549","7.809","5.130","15.816","","6.674","","12.099","21.410","","2.764","4.950","5.214","4.610","14.444","","15.657","","20.792","48.313","","7.003"
"1977",9,"16.915","","11.594","7.842","5.130","15.816","","6.674","","12.283","19.776","","2.944","4.702","5.873","4.359","15.443","","17.507","","18.866","48.313","","7.003"
"1977",10,"16.667","","10.780","7.809","4.720","15.816","","6.674","","12.392","18.196","","2.800","4.414","6.778","4.046","15.894","","15.445","","17.087","48.313","","7.003"
"1977",11,"16.109","","10.689","7.775","4.678","15.816","","6.821","","13.382","18.741","","3.051","4.579","7.265","4.014","17.493","","14.899","","15.803","48.313","","7.003"
"1977",12,"16.171","","10.780","7.775","4.966","15.816","","6.894","","13.859","19.286","","3.158","4.620","7.022","3.481","18.143","","14.814","","15.803","48.313","","7.003"
"1978",1,"16.915","","10.961","7.875","5.047","15.816","","7.042","","16.426","21.682","","3.302","4.661","6.152","3.073","18.242","","14.730","","15.803","48.313","","7.003"
"1978",2,"17.410","","11.368","7.875","5.047","15.861","","7.595","","18.478","20.376","","3.375","4.826","6.638","3.826","19.692","","15.782","","15.803","48.313","","7.128"
"1978",3,"17.286","","11.368","8.072","5.047","15.861","","7.706","","16.975","18.142","","3.375","5.198","6.291","4.171","19.792","","16.035","","15.803","48.313","","7.128"
"1978",4,"17.039","","11.368","8.072","5.047","15.861","","7.374","","14.666","17.215","","3.375","5.527","6.152","4.359","19.792","","17.803","","15.803","48.313","","7.128"
"1978",5,"17.410","","11.368","8.072","5.047","15.861","","7.337","","15.692","18.415","","3.375","5.280","6.534","4.485","19.792","","17.845","","15.803","48.313","","7.128"
"1978",6,"17.534","","12.409","8.106","5.211","16.568","","7.300","","16.682","18.577","","3.375","5.280","6.603","4.610","19.792","","16.919","","15.803","48.313","","7.128"
"1978",7,"17.534","","13.317","8.402","5.459","17.496","","7.263","","16.866","20.539","","3.482","5.280","6.603","4.797","19.792","","15.530","","15.803","48.313","","7.128"
"1978",8,"17.534","","13.317","8.369","5.335","17.496","","7.190","","16.426","21.247","","3.733","5.280","6.603","4.233","20.141","","16.708","","15.803","48.313","","7.128"
"1978",9,"17.534","","13.860","8.271","5.253","17.496","","7.190","","16.572","20.376","","3.805","5.280","7.856","4.265","23.590","","19.781","","15.803","48.313","","7.128"
"1978",10,"17.534","","13.498","8.303","5.211","17.496","","7.190","","16.609","19.994","","3.913","5.362","7.438","3.952","27.739","","19.486","","15.803","48.313","","7.128"
"1978",11,"17.534","","13.723","8.369","5.704","17.496","","7.190","","16.609","23.862","","4.021","5.527","7.577","4.077","26.390","","17.677","","12.198","48.313","","7.128"
"1978",12,"17.534","","14.675","8.402","5.950","17.496","","7.190","","16.609","21.247","","4.056","5.610","7.716","3.889","26.390","","16.877","","10.222","48.313","","7.128"
"1979",1,"17.534","","15.218","8.303","5.869","17.496","","7.190","","17.232","19.776","","4.236","6.063","7.542","4.046","26.839","","17.255","","9.827","48.313","","7.128"
"1979",2,"19.703","","16.306","8.336","5.869","17.496","","7.190","","17.525","17.651","","4.343","6.724","7.716","3.952","28.289","","16.792","","9.827","48.313","","7.128"
"1979",3,"19.826","","17.529","8.369","5.869","19.793","","7.190","","17.232","16.997","","4.343","6.393","7.299","3.952","28.189","","17.045","","9.827","48.313","","7.580"
"1979",4,"19.950","","17.709","8.303","5.745","20.853","","7.891","","17.343","16.780","","4.343","6.642","7.125","4.548","28.439","","19.107","","9.827","48.313","","7.806"
"1979",5,"19.950","","17.800","8.106","5.745","20.853","","8.295","","17.343","19.503","","4.343","7.095","7.681","5.299","28.439","","18.098","","9.827","48.395","","7.806"
"1979",6,"20.074","","18.705","8.106","5.663","20.853","","8.480","","17.343","19.776","","4.810","7.095","7.751","5.770","28.439","","16.161","","9.827","48.395","","7.806"
"1979",7,"20.198","","20.428","8.007","5.745","20.853","","8.480","","17.343","20.811","","5.026","7.095","7.751","6.083","28.439","","16.161","","9.827","51.584","","9.788"
"1979",8,"20.384","","21.016","7.941","5.787","20.853","","8.480","","15.656","23.099","","4.379","7.095","9.488","5.299","32.087","","16.413","","9.827","53.218","","10.767"
"1979",9,"20.446","","21.378","7.743","5.704","20.853","","8.923","","14.446","20.321","","4.452","6.023","11.435","4.986","31.038","","18.896","","9.827","53.218","","10.767"
"1979",10,"20.694","","20.428","7.842","5.787","20.853","","8.959","","14.372","17.597","","4.415","6.517","13.313","4.327","29.738","","19.150","","9.827","53.218","","10.767"
"1979",11,"21.747","","19.340","7.875","5.950","20.853","","8.959","","13.932","18.087","","4.343","6.146","14.111","3.637","27.389","","15.236","","15.210","53.218","","10.968"
"1979",12,"22.490","","19.658","7.941","6.114","22.928","","8.959","","12.136","16.235","","3.877","6.683","13.868","3.575","27.938","","15.487","","21.531","53.218","","11.369"
"1980",1,"22.242","","19.792","8.007","6.566","24.432","","9.328","","13.199","21.901","","4.021","7.341","10.114","3.481","29.288","","15.782","16.832","21.780","46.024","29.633","11.320"
"1980",2,"23.544","","21.061","8.007","7.470","27.391","","9.069","","16.426","28.274","","4.487","10.394","10.114","4.986","33.986","","18.476","17.224","21.780","53.790","36.210","17.193"
"1980",3,"23.853","","21.061","8.039","7.551","27.966","","10.286","","17.012","32.797","","4.487","8.291","9.975","5.613","35.185","","19.696","17.353","21.780","53.790","39.531","17.193"
"1980",4,"23.729","","21.106","8.072","7.551","27.966","","10.582","","14.886","29.310","","4.487","7.713","11.366","6.868","35.185","","21.170","17.941","21.780","53.790","39.531","17.193"
"1980",5,"23.729","","21.106","8.072","7.674","27.966","","10.582","","14.960","23.262","","4.487","7.590","12.339","6.083","35.185","","21.170","18.267","21.780","53.790","39.531","17.193"
"1980",6,"23.916","","21.469","8.072","7.674","27.966","","10.619","","16.756","21.084","","4.774","7.508","12.200","6.742","35.185","","18.729","18.267","21.780","53.790","39.531","17.193"
"1980",7,"24.225","","21.469","8.039","7.715","28.054","","10.619","","17.196","21.356","","4.667","7.508","12.200","6.742","35.185","","18.392","18.267","21.780","53.790","39.531","17.193"
"1980",8,"24.721","","21.559","8.204","7.797","29.468","","10.802","","18.845","22.936","","4.774","7.508","14.320","7.369","32.887","","20.369","18.267","21.780","53.790","39.531","17.945"
"1980",9,"26.332","","22.691","9.127","7.880","29.468","","11.356","","20.312","24.843","","4.631","9.570","15.918","7.306","31.388","","21.843","18.267","21.780","53.790","39.531","19.426"
"1980",10,"29.864","","23.145","11.400","8.495","29.468","","11.356","","21.998","26.585","","4.523","9.075","15.085","6.805","30.888","","21.464","18.854","32.792","53.790","39.531","19.426"
"1980",11,"29.740","","23.145","13.048","10.629","29.468","","11.799","","25.922","29.474","","5.420","9.363","15.641","6.805","31.288","","20.664","16.408","25.432","56.897","39.531","20.205"
"1980",12,"31.661","","24.141","14.135","11.696","30.307","","11.909","","27.571","30.726","","5.277","10.890","14.390","7.620","32.437","","21.464","16.604","37.385","62.865","46.077","21.735"
"1981",1,"31.722","","25.499","14.201","12.476","33.179","","11.945","","27.535","31.435","","6.031","11.756","14.286","9.156","31.537","","21.590","17.321","40.544","62.865","49.398","21.735"
"1981",2,"31.103","","26.269","13.971","12.640","33.179","","12.499","","27.425","30.291","","6.246","11.880","14.910","9.438","33.436","","21.590","17.778","40.544","62.865","49.398","21.735"
"1981",3,"30.917","","26.677","13.938","12.640","33.179","","13.015","","27.388","28.711","","6.246","11.054","14.215","8.529","33.336","","21.843","18.463","40.544","62.865","49.398","21.735"
"1981",4,"31.041","","27.402","13.938","12.681","33.179","","14.010","","29.955","31.979","","6.246","10.106","14.737","8.905","33.336","","21.675","19.410","40.544","62.865","49.398","23.091"
"1981",5,"31.412","","28.943","13.938","12.722","33.179","","14.711","","33.804","35.576","","6.246","9.900","14.459","8.153","33.336","","23.863","19.605","40.544","69.160","49.398","25.776"
"1981",6,"33.891","","31.161","13.938","12.846","33.179","","15.079","","35.747","34.431","","6.641","9.859","14.806","8.999","33.336","","26.178","19.605","40.544","69.160","53.901","25.776"
"1981",7,"35.130","","32.022","13.938","12.969","33.179","","15.338","","34.978","33.995","","7.036","9.859","14.806","9.470","33.336","","23.190","19.605","40.544","69.160","56.167","25.776"
"1981",8,"35.935","","32.882","15.124","13.010","33.930","","15.780","","31.531","36.174","","6.390","9.859","15.050","10.411","32.887","","23.863","19.605","40.544","69.160","56.167","25.776"
"1981",9,"35.687","","32.792","16.837","12.846","34.680","","15.892","","33.547","33.450","","6.928","11.468","16.058","9.626","32.987","","27.525","19.605","40.544","69.160","56.167","25.776"
"1981",10,"34.015","","28.943","16.376","12.271","34.680","","16.075","","33.181","28.657","","5.528","11.344","15.675","9.030","34.236","","27.019","17.745","39.805","69.160","56.167","25.776"
"1981",11,"31.846","","27.628","16.244","12.311","34.680","","16.186","","30.651","27.403","","6.533","10.683","17.101","8.686","37.985","","24.662","15.886","31.902","69.160","56.167","25.776"
"1981",12,"31.041","","26.315","16.244","12.188","34.680","","16.186","","31.862","27.512","","6.785","10.560","16.406","9.156","39.684","","24.789","17.712","29.235","75.373","56.167","28.059"
"1982",1,"30.731","","25.816","16.244","12.024","34.725","","16.112","","32.228","35.739","","7.287","10.065","15.537","8.466","41.284","","25.167","18.627","25.581","75.373","56.167","28.059"
"1982",2,"31.103","","26.044","16.244","11.942","34.725","","16.186","","32.228","34.758","","7.287","10.931","15.363","8.623","44.332","","23.695","19.474","25.581","75.373","56.167","28.059"
"1982",3,"31.103","","26.044","16.244","11.778","34.725","","16.223","","30.762","36.120","","7.287","10.147","15.398","9.188","44.182","","24.326","19.898","25.581","75.373","56.167","28.059"
"1982",4,"32.219","","26.269","16.244","11.778","34.725","","16.259","","29.331","33.995","","7.287","9.775","15.780","8.967","44.182","","25.378","20.061","25.581","75.373","56.167","28.059"
"1982",5,"35.191","","26.451","16.244","11.819","34.725","","16.333","","33.144","31.326","","7.287","9.652","16.718","9.344","44.182","","26.640","20.094","25.581","75.373","52.368","28.059"
"1982",6,"36.492","","26.406","16.244","11.902","34.769","","16.517","","34.464","30.182","","7.789","9.693","16.787","9.878","44.182","","26.346","20.094","25.581","75.373","52.368","28.059"
"1982",7,"36.803","","26.269","19.572","12.394","34.769","","16.628","","33.547","30.454","","6.569","9.693","16.787","10.724","44.182","","26.178","20.094","25.581","75.373","52.368","28.059"
"1982",8,"36.927","","26.496","19.572","12.640","34.769","","16.812","","30.908","31.435","","6.605","9.693","15.780","11.226","38.635","","27.356","20.094","25.581","75.373","52.368","28.059"
"1982",9,"35.440","","25.365","19.572","12.353","34.769","","17.734","","29.662","30.072","","6.462","10.643","16.162","10.944","35.135","","32.238","20.094","25.581","75.373","52.368","28.059"
"1982",10,"33.457","","23.417","19.572","11.983","34.769","","17.955","","30.138","29.147","","6.676","10.353","15.363","9.030","37.635","","31.565","17.843","26.371","75.373","52.368","28.059"
"1982",11,"32.404","","22.828","23.493","12.066","34.769","","18.324","","29.808","30.291","","6.605","10.436","15.571","9.219","37.085","","25.883","14.777","20.150","75.373","52.368","28.059"
"1982",12,"32.032","","22.963","23.493","12.107","34.769","","18.619","","33.108","32.634","","6.748","11.054","14.910","9.501","41.284","","26.851","15.364","23.655","75.373","52.368","28.059"
"1983",1,"32.528","","23.371","23.493","12.311","34.769","","18.509","","36.298","34.539","","6.641","11.054","13.694","10.128","47.181","","29.208","15.984","25.235","75.373","52.368","28.059"
"1983",2,"33.891","","24.413","23.493","12.762","34.769","","18.250","","35.491","34.921","","6.713","11.468","14.667","10.254","45.882","","32.911","16.408","25.235","75.373","52.368","28.411"
"1983",3,"34.324","","25.092","23.493","12.886","34.769","","18.213","","33.181","31.108","","6.713","11.219","14.806","9.564","45.882","","29.966","15.951","25.235","75.373","52.368","28.562"
"1983",4,"34.201","","25.002","23.493","13.338","34.769","","18.213","","30.614","29.037","","6.713","10.353","15.467","9.626","45.882","","29.839","15.918","25.235","75.373","52.368","28.387"
"1983",5,"34.139","","25.002","23.493","13.543","34.769","","18.213","","31.862","29.037","","6.713","10.353","17.030","9.564","45.882","","28.830","17.289","25.235","73.410","52.368","27.985"
"1983",6,"34.263","","25.816","23.493","13.830","34.769","","18.213","","30.871","30.672","","7.036","10.188","17.796","9.878","45.882","","25.715","17.289","25.235","73.410","50.421","27.985"
"1983",7,"34.263","","26.631","23.493","14.528","34.769","","18.581","","26.545","30.618","","7.394","10.188","17.796","10.097","45.882","","27.483","17.289","25.235","73.410","49.398","27.985"
"1983",8,"34.015","","26.631","23.493","14.487","34.769","","18.730","","24.748","30.236","","6.964","10.188","18.630","9.344","51.979","","26.178","17.289","25.235","73.410","49.398","27.985"
"1983",9,"33.643","","26.269","23.493","14.118","34.769","","19.209","","28.268","29.582","","7.036","10.271","19.256","8.623","52.379","","29.755","17.289","25.235","73.410","49.398","27.985"
"1983",10,"33.024","","25.727","23.493","13.420","34.769","","19.357","","26.949","27.893","","7.431","10.147","20.054","8.529","51.529","","26.977","14.809","25.235","73.410","49.398","27.985"
"1983",11,"31.661","","25.365","23.493","13.379","34.769","","19.393","","22.732","27.784","","7.861","10.271","19.881","8.498","53.629","","27.819","11.906","26.570","73.410","49.398","27.985"
"1983",12,"31.288","","25.590","25.668","13.461","34.769","","19.725","","21.815","28.330","","7.287","10.643","19.568","8.967","52.679","","27.608","12.167","25.976","73.410","49.398","27.985"
"1984",1,"31.661","","26.179","25.668","13.584","34.769","","19.725","","21.412","31.162","","7.538","10.808","17.587","8.717","50.579","","27.272","14.059","26.321","73.410","49.398","27.985"
"1984",2,"33.148","","27.220","25.668","13.665","34.769","","19.688","","21.339","36.120","","7.466","10.848","15.294","8.748","50.679","","28.156","14.940","26.321","73.410","49.398","27.985"
"1984",3,"33.457","","27.402","25.668","13.665","34.769","","19.652","","21.192","39.824","","7.466","9.983","15.467","8.561","52.229","","30.134","15.593","26.321","73.410","49.398","27.985"
"1984",4,"33.891","","27.765","25.668","13.665","34.769","","19.504","","27.278","36.882","","7.466","9.652","16.058","8.529","52.229","","30.092","14.940","26.321","73.410","49.398","27.985"
"1984",5,"34.139","","28.035","25.668","13.665","34.769","","19.541","","25.885","31.652","","7.466","9.775","14.876","8.905","52.229","","28.240","14.548","26.321","73.410","49.398","27.985"
"1984",6,"34.139","","28.173","25.668","13.913","34.769","","19.614","","23.868","29.092","","6.892","9.775","14.841","8.842","52.229","","25.883","14.548","26.321","73.410","49.398","27.985"
"1984",7,"34.263","","28.580","26.161","14.077","34.769","","20.020","","24.309","31.053","","6.067","9.775","14.841","8.967","52.229","","27.525","14.548","26.321","73.410","49.398","27.985"
"1984",8,"34.387","","29.711","26.161","14.118","34.769","","20.057","","25.446","35.902","","5.923","9.775","14.737","8.999","47.281","","26.431","14.548","26.321","73.410","49.398","27.985"
"1984",9,"34.821","","30.256","26.161","13.707","34.769","","20.057","","27.168","37.481","","5.995","9.983","16.093","8.999","38.985","","32.028","14.548","26.321","73.410","49.398","27.985"
"1984",10,"33.643","","28.489","26.161","13.502","34.769","","20.057","","25.738","32.033","","6.031","9.941","16.093","8.748","40.784","","30.597","15.332","26.321","73.410","49.398","27.985"
"1984",11,"33.148","","27.039","26.161","13.296","34.769","","19.946","","25.628","32.416","","6.139","9.941","16.266","9.972","42.483","","27.819","14.745","25.235","73.410","49.398","27.985"
"1984",12,"33.024","","27.357","26.161","13.214","34.769","","19.652","","29.001","32.143","","6.390","10.147","15.850","10.128","43.282","","29.251","16.147","20.050","73.410","49.398","27.985"
"1985",1,"32.342","","27.628","26.161","13.338","34.769","25.642","19.910","","32.925","37.101","","7.143","10.560","15.050","10.567","45.181","19.647","28.702","17.387","17.235","73.410","49.398","27.985"
"1985",2,"33.396","","28.217","26.161","13.502","34.769","25.642","19.577","","33.365","36.827","","7.143","11.426","16.580","10.786","45.932","19.647","31.901","17.387","17.235","73.410","49.398","27.985"
"1985",3,"34.139","","28.670","26.161","13.502","34.769","25.642","19.431","","27.021","32.360","","7.143","10.601","16.232","9.846","45.932","19.647","29.040","18.039","17.235","73.410","49.398","27.985"
"1985",4,"34.944","","29.349","26.161","13.502","34.769","25.642","18.730","","24.895","32.742","","7.143","10.311","16.718","10.285","45.932","19.682","28.661","20.812","17.235","73.410","49.398","27.985"
"1985",5,"35.998","","29.848","26.161","13.502","34.769","25.642","17.697","","27.021","32.416","","7.143","9.900","17.865","11.916","45.932","19.860","26.851","22.834","19.260","73.410","49.398","27.985"
"1985",6,"36.742","","29.848","26.623","13.379","34.769","25.642","16.702","","29.992","32.470","","7.431","9.734","17.970","12.010","45.932","19.647","26.136","22.834","22.223","73.410","49.398","27.985"
"1985",7,"37.051","","29.621","27.480","13.296","34.769","25.642","15.523","","31.128","34.376","","7.287","9.734","17.970","13.138","45.832","20.469","24.957","22.834","20.840","73.410","49.398","27.985"
"1985",8,"37.608","","29.168","27.480","13.214","34.769","25.642","17.070","","29.625","36.720","","7.502","9.734","17.970","15.052","47.681","21.042","25.799","22.834","17.681","73.410","49.398","27.985"
"1985",9,"36.803","","29.259","27.480","13.174","34.769","25.642","17.476","","31.238","36.120","","8.831","10.023","18.247","15.522","45.482","21.114","29.503","22.834","19.360","73.410","49.398","27.985"
"1985",10,"35.502","","28.897","27.480","12.927","34.769","25.642","17.218","","32.594","32.687","","8.579","9.941","18.317","14.425","42.382","21.114","29.334","19.768","33.976","73.410","49.398","27.985"
"1985",11,"34.511","","28.535","27.480","13.091","34.769","25.642","16.075","","33.841","32.687","","8.184","10.271","18.386","14.612","43.432","21.114","26.851","15.755","23.408","73.410","49.398","27.985"
"1985",12,"35.440","","29.214","27.480","13.379","34.769","25.642","15.006","","35.931","33.559","","8.149","11.632","18.630","14.174","44.882","21.114","26.640","16.506","26.965","73.410","49.398","27.985"
"1986",1,"36.989","","30.165","27.480","13.665","34.769","25.642","15.301","","34.464","34.649","","8.149","14.561","18.595","15.616","46.731","21.114","26.683","17.648","29.581","73.410","49.398","27.985"
"1986",2,"38.228","","30.482","27.480","13.707","34.769","25.642","15.964","","30.285","32.524","","8.184","13.942","21.723","16.525","47.181","21.114","25.504","17.582","29.581","73.410","49.398","27.031"
"1986",3,"38.228","","30.844","27.480","13.748","34.769","25.642","15.854","","27.828","29.528","","8.184","13.942","21.515","15.711","47.181","21.114","25.546","17.159","29.581","72.103","48.888","25.098"
"1986",4,"38.228","","31.025","27.480","13.665","34.769","25.642","15.706","","30.358","31.652","","8.184","12.003","22.731","14.894","47.181","21.114","27.019","16.996","29.581","72.103","48.057","23.091"
"1986",5,"38.290","","30.890","27.480","13.748","34.769","25.642","15.523","","35.089","32.634","","8.184","11.756","23.079","16.839","47.181","21.114","25.631","17.060","32.445","72.103","46.557","23.091"
"1986",6,"38.413","","30.935","27.480","13.748","34.769","25.642","15.411","","37.508","33.396","","8.579","11.838","22.731","17.467","47.181","21.114","25.757","17.060","27.113","72.103","43.586","23.091"
"1986",7,"38.476","","31.524","29.423","13.789","34.769","25.642","15.411","","37.765","33.941","","9.225","11.838","22.731","18.564","49.680","21.114","26.262","17.060","26.766","72.103","43.586","23.091"
"1986",8,"38.910","","35.146","29.423","14.077","34.769","25.642","15.374","","36.958","34.595","","9.728","11.838","22.731","15.742","48.580","21.114","25.925","17.060","23.655","72.103","43.586","23.091"
"1986",9,"39.467","","36.325","29.423","13.994","34.769","25.642","15.485","","35.894","31.925","","9.620","13.199","22.036","15.052","50.229","21.114","27.778","17.060","23.803","72.103","43.586","23.091"
"1986",10,"37.731","","33.652","29.423","13.707","34.769","25.642","15.301","","34.684","29.147","","10.087","14.643","20.680","14.738","53.428","21.114","25.967","17.778","16.297","72.103","43.586","23.091"
"1986",11,"37.547","","32.203","29.423","13.830","34.769","25.642","14.858","","32.228","32.033","","10.446","14.643","21.932","15.428","54.928","21.184","26.725","16.408","14.222","72.103","43.586","23.091"
"1986",12,"37.237","","32.113","29.423","13.953","34.769","25.642","14.821","","31.458","32.851","","10.482","14.561","22.592","15.208","56.527","21.184","26.767","16.408","13.975","72.103","43.586","23.091"
"1987",1,"37.175","","32.838","29.423","14.077","34.769","25.642","14.785","","31.788","35.140","","10.482","14.354","23.809","14.894","59.775","21.184","26.178","17.256","13.975","72.103","43.268","23.091"
"1987",2,"37.484","","33.607","29.423","14.158","34.769","26.437","14.563","","30.578","31.979","","10.482","14.932","24.747","14.330","61.226","21.543","24.957","18.169","13.975","72.103","43.586","23.091"
"1987",3,"37.731","","34.966","29.423","14.241","34.637","28.284","14.453","","28.231","31.435","","10.482","13.117","24.643","14.048","61.226","21.722","25.294","21.887","13.975","72.103","43.586","23.091"
"1987",4,"38.413","","36.097","29.423","14.487","34.548","28.284","15.265","","29.441","32.634","","10.482","12.663","25.060","13.861","61.226","21.722","26.220","24.759","13.975","72.103","43.586","23.091"
"1987",5,"39.715","","36.959","29.423","15.512","34.504","28.309","16.333","","32.228","34.921","","10.482","13.736","25.546","13.107","61.125","21.686","25.799","25.085","17.877","72.103","43.586","23.091"
"1987",6,"39.715","","37.276","29.423","15.472","33.709","28.361","16.666","","31.604","33.614","","11.307","14.849","25.860","12.386","61.025","21.686","24.831","25.085","15.655","72.103","40.266","23.091"
"1987",7,"39.839","","37.185","29.423","15.225","33.179","28.053","16.259","","29.258","33.722","","11.486","14.849","25.825","12.825","50.830","21.649","24.368","25.085","16.544","72.103","40.585","23.091"
"1987",8,"41.078","","37.367","29.423","15.349","32.649","28.027","16.223","","26.436","32.687","","12.169","15.138","25.860","13.703","46.831","21.649","24.410","25.085","21.531","72.103","40.585","23.091"
"1987",9,"40.830","","36.959","29.423","15.185","32.604","28.027","16.223","","25.628","28.492","","12.025","16.830","25.894","14.487","46.581","21.649","27.314","25.085","20.642","72.103","40.585","23.091"
"1987",10,"40.768","","35.146","29.423","14.857","32.604","28.027","16.186","","25.519","26.859","","11.774","17.655","30.169","14.738","45.332","21.649","27.104","19.637","19.605","72.103","40.585","22.263"
"1987",11,"41.016","","34.739","29.423","15.390","32.604","28.027","15.928","","23.246","27.240","","12.097","17.118","29.614","14.894","46.981","21.649","24.410","17.745","22.570","72.103","40.490","20.681"
"1987",12,"40.706","","34.512","29.423","15.676","32.604","28.002","15.854","","22.366","29.528","","12.564","16.129","28.571","15.585","48.730","21.649","23.990","18.300","28.595","72.103","40.330","20.681"
