"³â","¿ù","½Ò","Çö¹Ì","Âý½Ò","º¸¸®½Ò","Äá","¶ó¸é","»§","±¹»ê¼è°í±â","¼öÀÔ¼è°í±â","µÅÁö°í±â","´ß°í±â","ÇÜ¹×º£ÀÌÄÁ","°¥Ä¡","¸íÅÂ","Á¶±â","°íµî¾î","¿ÀÂ¡¾î","¿ìÀ¯","´Þ°¿","»ç°ú","¹èÃß","Àü±â·á","µµ½Ã°¡½º","µîÀ¯"
"1999",12,"86.865","","72.921","52.718","53.227","57.389","59.688","43.415","55.071","43.008","49.577","","51.117","60.718","56.655","48.698","43.682","44.554","41.834","35.621","92.943","92.622","47.355","54.865"
"2000",1,"86.886","","74.195","52.851","55.598","57.074","59.676","44.365","55.228","43.376","55.638","","52.444","63.701","57.366","46.442","45.318","44.385","40.907","37.840","98.575","92.611","47.602","53.377"
"2000",2,"87.062","","75.150","52.851","56.636","57.302","59.856","44.760","55.833","43.634","55.253","","52.846","63.249","58.904","46.745","46.763","44.385","39.558","41.766","98.575","92.611","49.789","53.433"
"2000",3,"87.150","","75.758","52.851","56.926","57.302","59.856","44.199","55.169","43.203","54.261","","53.099","56.811","57.138","48.162","45.137","44.385","37.789","40.754","147.672","92.611","49.789","53.377"
"2000",4,"87.062","","77.061","52.797","57.215","56.846","59.856","41.867","54.470","41.306","55.363","","54.106","54.496","56.454","47.706","45.091","44.341","37.157","40.876","120.089","92.611","49.632","50.716"
"2000",5,"87.592","","84.359","53.121","57.560","57.131","59.856","42.254","54.258","42.513","55.749","","53.653","54.270","56.511","49.174","44.594","44.297","37.874","41.078","76.205","92.611","49.632","49.244"
"2000",6,"88.211","","91.223","53.499","57.849","57.017","59.916","42.567","54.824","44.453","52.278","","51.839","53.762","56.454","48.718","44.414","44.430","37.116","41.078","60.375","92.611","52.705","53.321"
"2000",7,"88.830","","93.220","54.146","58.543","56.961","59.916","42.949","55.075","45.274","63.737","","50.429","53.649","56.397","47.959","44.007","44.253","38.168","41.078","84.831","92.611","52.705","53.377"
"2000",8,"89.714","","97.739","54.524","58.889","56.903","59.916","43.553","54.887","44.971","58.172","","47.909","53.762","56.397","47.200","45.227","44.297","42.171","41.078","104.260","92.611","52.861","56.603"
"2000",9,"89.802","","98.607","54.902","58.600","57.074","59.916","44.115","55.256","44.367","57.953","","48.916","56.021","59.132","50.185","46.853","44.297","50.639","41.078","151.462","92.611","53.018","59.660"
"2000",10,"89.537","","93.481","55.280","58.600","56.961","60.396","44.290","54.714","42.039","53.269","","45.542","54.666","57.366","54.030","43.013","44.341","50.849","44.558","104.923","92.611","53.851","64.584"
"2000",11,"89.448","","90.701","55.496","58.427","56.903","60.396","45.466","54.628","41.091","50.846","","46.297","58.392","55.656","61.315","46.492","44.297","46.636","38.528","51.940","92.611","56.611","66.112"
"2000",12,"89.448","","90.875","55.496","57.965","56.961","60.396","45.720","54.082","41.220","48.587","","47.456","55.004","55.770","59.393","45.227","44.297","46.678","35.938","38.576","97.446","56.767","65.602"
"2001",1,"89.360","","92.438","55.658","57.560","56.961","60.336","45.852","54.577","41.996","57.842","","49.521","58.336","56.397","64.401","46.582","44.253","49.964","39.379","37.250","97.446","58.955","63.169"
"2001",2,"89.448","","98.433","55.711","57.388","56.846","60.336","44.980","53.929","42.039","60.322","","49.723","58.787","55.942","68.499","46.176","44.253","49.796","40.025","37.250","97.446","60.934","63.112"
"2001",3,"89.360","","103.038","55.820","57.041","56.961","60.336","44.641","52.416","42.298","70.072","","52.242","60.764","55.600","79.731","46.944","44.297","51.650","42.292","66.347","97.446","61.091","63.112"
"2001",4,"89.183","","104.775","55.766","56.868","56.676","60.216","45.049","51.951","43.936","70.898","","54.106","64.492","55.770","81.450","47.531","44.253","52.829","47.998","81.134","97.446","60.830","63.169"
"2001",5,"89.448","","108.337","55.820","56.522","56.961","60.216","45.102","52.118","47.946","59.660","","52.947","70.025","55.828","76.948","47.802","44.253","51.692","49.738","55.543","97.167","62.913","61.245"
"2001",6,"89.360","","111.812","56.360","56.406","60.438","60.576","45.567","51.690","49.800","55.749","","49.572","72.172","56.112","70.623","48.209","44.385","47.900","49.738","109.947","97.167","62.757","61.131"
"2001",7,"89.183","","114.159","56.468","56.752","61.180","60.875","47.566","51.732","50.232","62.359","","46.851","73.357","57.024","69.258","47.802","44.519","47.142","49.738","129.947","97.167","62.653","61.189"
"2001",8,"89.360","","114.419","56.630","56.983","61.408","60.935","51.789","52.250","49.800","63.241","","47.960","68.953","57.138","58.938","46.628","44.385","50.091","49.738","150.610","97.167","62.653","58.301"
"2001",9,"89.007","","106.425","56.630","56.868","61.465","60.696","56.048","55.228","49.930","55.803","","49.421","65.113","57.707","56.003","46.718","44.430","56.115","49.738","115.824","97.167","62.496","57.962"
"2001",10,"88.122","","93.394","56.684","56.348","61.351","60.696","58.532","57.805","47.860","59.605","","51.184","64.492","58.562","54.840","46.628","44.475","55.568","61.759","61.892","97.167","62.392","58.076"
"2001",11,"86.443","","83.751","56.576","55.425","61.521","60.756","62.315","56.772","46.696","62.084","","51.234","66.807","58.277","53.929","47.757","44.430","51.228","45.812","37.438","97.167","62.236","55.245"
"2001",12,"85.471","","80.362","56.576","54.558","61.579","60.756","65.764","57.535","48.938","62.580","","53.653","72.115","58.049","54.738","48.029","44.519","54.177","47.877","41.419","97.167","62.028","51.736"
"2002",1,"85.382","","79.320","56.468","53.635","61.579","62.495","66.884","57.653","49.326","66.435","","54.962","73.696","57.935","59.797","48.932","44.297","53.503","55.404","45.591","97.167","60.518","52.980"
"2002",2,"85.294","","78.364","56.521","53.174","61.521","62.495","66.465","58.642","49.541","63.350","","55.819","73.019","58.391","62.277","50.694","44.253","52.408","66.291","45.591","97.167","54.841","53.037"
"2002",3,"85.294","","77.930","56.413","53.174","61.579","62.495","64.479","57.993","49.498","66.270","","54.811","72.058","57.821","63.136","49.610","44.208","50.343","69.205","39.902","97.167","54.841","52.980"
"2002",4,"85.382","","77.582","56.413","53.288","61.521","62.495","61.526","57.746","50.145","66.161","","55.163","71.494","58.107","63.440","49.926","44.164","49.543","71.917","47.675","97.074","54.736","56.264"
"2002",5,"85.471","","77.496","56.035","52.826","61.579","62.555","61.235","57.731","51.266","64.342","","55.063","72.849","57.651","67.588","54.760","44.164","49.543","73.333","56.395","97.074","54.736","57.453"
"2002",6,"85.471","","77.408","56.738","52.826","61.521","62.555","61.728","57.395","53.121","56.795","","54.559","75.729","57.593","70.876","55.664","44.119","49.585","73.333","70.518","97.074","54.736","57.509"
"2002",7,"85.737","","75.931","56.900","52.769","61.408","62.555","61.647","57.163","54.069","55.198","","54.207","75.617","57.651","64.957","54.490","44.119","46.889","73.333","71.561","94.749","54.685","58.131"
"2002",8,"86.090","","75.063","57.331","52.769","61.579","62.195","61.976","57.566","53.379","51.342","","55.517","75.843","58.107","60.354","53.676","44.119","47.900","73.333","136.297","94.749","54.633","58.076"
"2002",9,"87.062","","74.889","57.331","52.654","61.636","62.195","63.194","58.408","52.043","48.973","","54.761","78.046","58.107","55.396","52.908","44.119","53.840","73.333","192.408","94.749","54.528","58.019"
"2002",10,"88.387","","74.541","57.331","52.826","61.692","62.195","63.745","57.551","49.326","49.689","","51.889","79.118","57.024","51.754","49.971","44.208","48.827","60.059","95.351","94.749","54.581","63.226"
"2002",11,"87.681","","74.195","57.277","52.595","65.170","62.195","65.941","58.916","48.636","53.325","","53.249","85.895","56.796","54.283","51.598","44.253","48.153","47.230","73.929","94.749","54.997","64.868"
"2002",12,"87.592","","73.586","57.601","52.595","66.425","62.195","66.811","60.258","48.851","51.561","","55.012","92.728","57.195","49.174","49.881","44.297","48.406","48.200","105.398","94.749","56.872","63.283"
"2003",1,"87.504","","73.586","57.763","53.058","66.482","62.255","68.075","61.308","49.282","56.519","","55.869","105.095","58.391","54.435","50.965","44.297","49.333","50.507","113.265","94.749","56.403","65.207"
"2003",2,"87.681","","73.412","57.925","53.000","66.482","62.255","68.405","62.589","49.326","51.947","","55.668","107.298","58.163","54.132","51.823","44.385","48.701","53.786","113.265","92.611","57.289","69.056"
"2003",3,"87.769","","73.673","57.980","53.230","66.482","62.255","68.457","63.498","49.240","56.685","","56.373","104.361","58.163","55.446","52.637","44.297","48.954","52.248","165.300","92.611","57.810","70.471"
"2003",4,"87.857","","73.151","57.871","53.462","66.311","62.255","68.453","64.707","50.318","53.491","","56.675","98.488","57.879","59.039","52.591","44.385","49.501","50.710","157.243","92.611","60.205","65.491"
"2003",5,"87.947","","72.891","57.871","53.750","66.254","62.495","69.554","64.147","51.611","52.830","","56.473","95.438","57.707","61.720","53.721","44.385","49.754","50.791","118.004","92.611","60.205","64.868"
"2003",6,"88.122","","73.065","57.871","54.212","66.254","62.435","70.764","64.462","54.889","51.231","","56.020","93.575","57.252","59.494","55.483","44.385","49.417","50.791","72.699","92.611","60.101","64.132"
"2003",7,"87.947","","72.978","58.141","54.905","65.855","62.435","70.718","64.352","55.966","50.570","","54.106","92.954","57.537","57.369","56.432","44.430","48.489","50.791","84.736","92.611","59.579","66.055"
"2003",8,"88.211","","73.759","58.303","55.598","65.798","62.495","71.665","66.288","55.492","55.584","","52.091","89.056","58.277","57.116","54.805","44.430","50.006","50.791","103.976","92.611","58.903","66.169"
"2003",9,"88.387","","74.976","58.411","55.945","66.197","62.495","73.221","67.020","55.018","56.134","","51.184","85.273","59.986","60.758","54.670","44.519","52.955","50.791","121.985","92.611","58.539","66.112"
"2003",10,"88.034","","88.877","58.627","57.215","66.083","62.495","72.965","67.193","52.172","53.655","","49.774","85.104","59.303","63.794","53.270","44.519","50.343","55.728","131.368","92.611","56.872","66.000"
"2003",11,"88.299","","104.514","59.275","62.410","66.425","62.495","73.375","66.748","51.180","52.774","","50.630","87.476","58.676","59.089","54.670","46.913","50.513","55.850","95.824","92.611","56.819","68.433"
"2003",12,"88.387","","110.248","59.220","67.722","66.482","62.495","73.907","67.008","50.878","49.799","","50.429","86.798","58.562","56.054","55.167","47.224","50.891","60.342","63.220","92.611","56.872","70.980"
"2004",1,"88.918","","112.335","59.760","69.743","69.618","62.495","76.362","67.187","53.939","46.935","","52.191","86.346","60.556","62.377","56.568","47.267","51.313","65.603","59.618","92.611","56.924","73.244"
"2004",2,"89.448","","113.811","59.923","71.243","70.473","62.615","75.536","67.367","56.656","49.689","","52.242","85.330","59.303","64.553","56.794","47.357","50.260","66.048","59.618","92.611","59.267","74.602"
"2004",3,"89.537","","114.854","59.923","72.571","70.416","62.615","76.000","68.500","62.434","71.889","","52.695","85.217","59.644","67.740","56.749","47.401","55.905","70.258","73.266","92.611","59.267","74.887"
"2004",4,"89.537","","115.462","59.815","75.920","70.360","62.675","75.894","70.258","62.822","70.237","","52.493","85.273","59.075","69.360","58.285","47.312","58.474","76.733","81.417","89.635","59.267","74.660"
"2004",5,"89.802","","117.198","60.247","79.153","70.302","62.675","75.063","72.599","65.064","71.945","","52.594","84.765","59.303","69.865","62.260","47.401","57.716","78.594","67.296","89.635","59.215","76.301"
"2004",6,"89.979","","119.110","60.139","85.042","70.473","62.675","73.443","75.021","69.850","69.576","","52.242","83.918","59.075","71.433","64.339","47.357","60.412","78.594","63.977","89.635","59.215","76.357"
"2004",7,"90.067","","117.198","59.923","92.490","70.531","62.615","73.092","75.153","70.065","73.377","","51.990","83.918","58.277","78.768","64.203","47.267","62.139","78.594","104.544","89.635","59.215","79.641"
"2004",8,"90.332","","115.114","59.760","95.723","70.416","63.035","73.216","75.153","71.618","83.072","","52.796","84.031","58.904","80.742","66.191","47.445","66.058","78.594","189.187","89.635","59.267","82.358"
"2004",9,"90.509","","109.728","59.760","95.838","70.473","63.095","74.959","75.153","72.307","73.322","","51.687","84.709","60.328","80.185","67.005","55.072","74.779","78.594","146.438","89.635","59.215","83.377"
"2004",10,"90.332","","103.038","59.599","95.377","70.587","63.215","75.234","75.153","69.764","74.093","","50.478","84.990","60.556","76.188","68.134","57.733","76.674","88.833","82.461","89.635","62.392","85.980"
"2004",11,"89.448","","94.436","58.735","91.739","70.360","63.275","74.456","75.153","64.848","76.572","","51.385","85.273","59.644","75.936","70.574","57.643","73.725","77.987","51.657","89.635","62.444","85.244"
"2004",12,"89.183","","91.917","59.059","90.988","70.360","63.334","74.260","76.595","67.866","73.377","","50.882","84.709","58.448","71.382","71.840","57.643","72.714","77.987","39.051","89.635","65.829","80.999"
"2005",1,"88.871","","90.214","59.114","89.851","74.603","63.374","75.213","79.687","69.037","74.425","71.038","53.264","84.428","59.091","68.227","69.902","57.982","75.787","81.877","42.698","89.635","65.888","80.023"
"2005",2,"88.959","","88.762","59.173","89.500","75.814","63.374","74.227","81.412","67.785","79.283","72.970","54.351","83.870","60.213","67.805","71.368","57.982","76.639","96.851","53.637","89.635","63.938","82.289"
"2005",3,"88.785","","87.764","59.114","88.798","75.738","63.438","74.075","79.452","67.438","82.008","74.382","54.869","82.994","59.564","66.297","71.229","57.982","77.632","99.922","59.901","89.635","63.938","86.911"
"2005",4,"88.434","","89.579","59.173","88.887","75.738","63.438","72.936","77.883","67.785","83.186","74.605","54.351","81.479","59.741","63.582","71.927","57.923","77.845","104.049","68.369","89.635","59.223","91.261"
"2005",5,"88.609","","93.663","59.232","88.449","75.511","63.374","73.392","76.628","68.272","83.554","74.679","55.697","79.885","58.737","67.261","71.788","57.923","75.575","105.009","60.166","89.635","61.423","90.083"
"2005",6,"88.697","","93.845","59.232","87.747","75.511","63.438","73.165","74.824","73.903","77.517","74.679","50.780","79.087","58.088","51.819","70.950","57.982","72.168","105.009","53.902","89.635","60.669","89.086"
"2005",7,"88.522","","92.483","59.173","88.098","75.662","63.438","73.619","75.216","75.363","78.106","74.902","49.693","77.333","58.206","49.164","68.995","57.923","68.975","105.009","81.868","89.635","62.241","93.164"
"2005",8,"88.347","","93.300","59.055","87.659","75.964","63.438","74.606","75.922","72.095","75.750","74.902","50.573","76.536","58.147","52.603","69.064","57.982","66.633","105.009","104.715","89.635","62.304","93.708"
"2005",9,"87.473","","93.119","58.996","87.308","75.814","63.374","77.870","81.020","72.929","64.560","74.754","51.556","79.646","60.862","60.867","69.274","57.923","69.188","105.009","155.530","89.635","62.304","96.789"
"2005",10,"86.075","","90.850","58.819","86.870","75.814","63.184","79.843","80.158","68.202","61.395","74.754","49.848","78.289","58.383","60.807","67.319","60.205","66.633","98.962","160.470","89.635","62.304","97.152"
"2005",11,"83.192","","89.034","58.524","85.030","75.889","63.311","81.209","78.589","63.961","58.009","75.051","47.725","76.695","58.737","56.524","68.157","60.146","62.447","72.182","106.215","89.635","65.133","93.798"
"2005",12,"82.492","","86.584","58.465","83.890","75.889","63.311","80.679","80.315","67.576","65.518","74.902","48.451","76.615","58.619","58.997","68.086","60.146","61.950","72.950","111.155","89.635","65.196","93.436"
"2006",1,"81.880","","85.495","58.465","83.451","75.738","63.438","83.487","81.177","68.202","72.143","74.679","50.365","76.934","60.036","61.892","68.436","60.556","62.304","77.461","118.214","90.979","68.528","95.430"
"2006",2,"81.706","","86.221","58.524","83.101","75.738","63.438","83.107","81.726","67.438","70.450","74.754","50.365","76.456","59.387","64.065","69.274","60.615","59.537","78.421","119.625","90.979","68.528","96.880"
"2006",3,"81.182","","85.313","58.465","81.961","75.738","63.438","82.955","79.766","65.839","78.180","74.828","50.728","74.941","58.206","63.461","68.995","60.673","59.395","78.133","140.709","90.979","68.716","95.793"
"2006",4,"80.745","","84.859","58.229","81.173","75.662","63.565","82.575","75.295","65.769","69.273","74.679","51.919","74.542","57.793","65.753","68.575","60.615","60.672","76.981","139.915","90.979","68.654","97.243"
"2006",5,"80.570","","84.769","58.288","80.384","75.662","63.565","82.575","75.373","70.775","66.181","74.605","51.764","74.862","57.380","67.443","69.064","60.673","59.679","77.077","103.922","90.979","68.591","99.689"
"2006",6,"81.094","","84.043","57.934","79.594","75.511","63.628","82.879","75.765","79.117","65.002","74.679","49.538","75.579","57.498","69.313","68.226","60.556","60.744","77.077","77.191","90.979","68.591","99.417"
"2006",7,"81.182","","83.317","58.347","79.332","75.511","63.565","81.513","76.001","78.770","70.376","75.051","51.142","75.101","57.498","70.941","67.319","60.615","61.098","77.077","77.104","90.979","73.243","99.780"
"2006",8,"82.755","","83.407","59.114","78.894","75.360","63.565","81.664","77.021","75.572","74.941","74.754","51.298","75.021","57.438","71.484","66.481","60.556","62.943","77.077","157.294","90.979","73.243","100.233"
"2006",9,"84.153","","82.863","60.294","78.192","75.586","63.501","81.740","78.354","72.999","69.051","74.679","50.780","76.137","58.442","68.468","65.922","60.556","66.207","77.077","200.697","90.979","78.964","99.689"
"2006",10,"84.677","","83.135","60.353","78.017","75.738","63.565","82.196","78.667","69.245","64.560","74.531","50.573","78.289","60.095","65.814","63.757","60.556","65.781","83.412","109.126","90.979","78.964","95.067"
"2006",11,"83.629","","83.589","60.294","77.842","75.889","63.628","81.209","76.707","64.448","67.652","74.308","51.090","78.609","58.029","66.115","61.732","60.673","62.163","81.877","48.961","90.979","74.123","92.258"
"2006",12,"83.279","","82.409","60.294","76.965","75.889","63.628","81.361","77.099","67.368","58.672","74.754","50.055","78.289","57.970","66.477","61.662","60.673","62.660","80.917","56.725","90.979","74.060","92.620"
"2007",1,"83.017","","82.681","60.235","75.562","75.814","63.628","81.817","77.491","67.368","63.899","74.754","50.625","78.688","58.501","67.684","60.545","60.673","60.957","80.917","54.607","91.338","72.111","91.261"
"2007",2,"83.279","","82.046","60.471","74.773","75.889","64.008","83.714","80.706","68.619","67.211","74.754","51.919","79.486","59.800","68.830","60.964","60.673","62.021","89.459","52.137","91.338","72.111","89.901"
"2007",3,"83.804","","80.503","60.530","73.546","76.646","64.072","83.334","79.060","65.629","64.635","74.456","54.093","78.928","58.914","70.037","60.125","60.673","60.885","90.515","50.196","91.338","70.477","91.261"
"2007",4,"83.978","","80.049","60.530","73.196","81.715","64.135","82.803","74.824","64.517","64.119","74.605","54.507","76.137","58.856","65.151","59.287","60.615","61.808","90.515","60.871","91.338","70.477","93.889"
"2007",5,"83.890","","80.231","60.353","72.757","82.018","64.135","80.830","71.687","65.074","63.824","74.085","53.523","75.500","59.091","64.124","59.287","60.556","62.730","90.419","59.106","91.338","73.181","95.430"
"2007",6,"84.153","","80.049","59.999","71.267","81.942","64.198","79.539","71.687","71.330","63.089","74.456","52.954","75.021","58.856","64.004","57.821","60.615","62.447","90.419","69.339","91.338","73.181","95.701"
"2007",7,"84.153","","78.506","60.235","71.092","81.867","64.198","78.401","70.197","71.330","68.610","74.605","51.919","74.065","59.032","63.281","54.469","60.556","60.389","90.419","112.832","91.338","75.192","96.336"
"2007",8,"84.240","","78.779","59.822","70.916","82.093","64.262","78.325","70.745","70.426","68.830","74.531","51.970","73.267","59.917","64.487","52.304","60.673","62.021","90.419","117.066","91.338","75.192","97.061"
"2007",9,"84.153","","77.599","60.648","70.829","82.018","64.262","80.375","72.864","68.967","66.769","74.902","54.507","74.622","65.053","67.141","54.818","60.615","66.278","90.419","178.025","91.338","80.033","97.877"
"2007",10,"84.765","","79.777","60.353","70.741","81.867","64.325","80.071","71.765","66.673","65.076","74.531","54.921","74.542","65.585","66.900","53.491","60.615","66.491","88.308","193.463","91.338","80.033","100.233"
"2007",11,"84.939","","93.482","60.589","72.144","81.867","64.515","79.463","70.432","63.614","66.842","74.902","54.196","73.267","63.932","62.919","53.142","60.556","66.491","73.814","153.412","91.338","82.045","108.752"
"2007",12,"85.289","","104.736","60.766","75.475","81.867","64.515","79.767","72.471","63.752","73.026","75.274","53.420","72.868","66.116","60.687","52.514","60.615","72.168","69.974","118.742","91.338","82.108","113.827"
"2008",1,"85.376","","105.553","60.884","77.666","82.244","64.642","80.754","74.903","65.351","74.131","75.497","56.473","72.470","70.898","62.436","51.676","60.556","74.368","72.278","98.981","91.338","79.091","104.765"
"2008",2,"85.900","","105.462","61.002","78.368","82.321","65.212","81.893","75.452","64.935","75.235","75.422","59.165","72.948","75.148","65.512","53.142","61.024","76.000","76.693","91.836","91.338","79.091","102.680"
"2008",3,"86.425","","105.190","60.884","79.594","92.837","70.472","81.361","73.256","64.448","74.646","75.720","58.441","71.673","72.020","64.065","53.142","61.024","77.774","75.158","80.720","91.338","79.027","110.021"
"2008",4,"86.949","","106.188","61.238","80.646","93.670","73.261","79.843","72.942","72.860","72.953","75.720","57.302","71.912","70.957","70.158","53.631","61.024","76.994","76.789","86.277","91.338","80.725","123.161"
"2008",5,"87.386","","106.460","61.533","82.225","93.821","73.641","79.692","71.451","81.134","70.670","75.645","58.078","72.310","72.433","73.656","54.679","61.024","76.497","78.421","73.751","91.338","80.788","139.746"
"2008",6,"87.648","","107.096","61.474","82.575","93.821","74.085","78.856","73.727","90.728","74.572","75.645","57.094","73.028","73.436","77.818","54.539","61.024","75.290","78.421","65.811","91.338","80.850","156.965"
"2008",7,"88.260","","106.642","62.535","83.013","94.124","74.465","79.085","74.510","89.476","85.762","75.720","52.799","73.347","74.322","74.862","55.656","67.460","75.220","78.421","69.869","91.338","80.913","159.684"
"2008",8,"88.871","","106.460","63.834","83.276","93.896","74.655","80.147","75.452","88.572","93.050","76.909","53.420","74.702","75.562","76.190","57.682","68.162","74.439","78.421","101.364","91.338","80.913","150.078"
"2008",9,"89.920","","106.370","64.010","83.189","93.896","74.655","81.740","79.295","89.198","80.977","77.354","54.403","75.420","78.159","69.313","58.100","80.391","80.329","78.421","98.981","91.338","80.850","140.471"
"2008",10,"91.405","","106.279","64.188","83.013","93.821","75.732","81.209","79.530","79.465","84.732","78.172","52.125","74.862","76.624","70.217","55.517","82.438","79.903","78.517","72.427","91.338","80.913","134.309"
"2008",11,"91.930","","105.280","64.305","82.751","93.745","75.859","81.513","79.295","79.256","90.989","81.218","51.298","75.260","76.742","72.208","54.329","82.438","80.755","66.327","55.490","91.338","84.560","118.268"
"2008",12,"92.192","","104.191","64.188","82.925","94.199","76.176","80.982","79.295","80.508","91.799","81.441","51.504","79.646","77.569","77.517","54.958","82.438","84.445","63.255","53.461","91.338","82.799","102.136"
"2009",1,"92.017","","102.195","63.952","83.189","94.350","76.430","82.879","81.412","81.689","98.866","81.887","55.801","84.030","77.746","84.816","57.332","82.438","87.283","67.574","60.166","91.338","82.611","94.070"
"2009",2,"91.843","","100.107","63.715","83.189","94.124","76.493","82.727","80.942","81.342","97.909","81.516","57.768","86.182","77.864","91.572","57.821","82.438","82.954","70.166","63.605","91.338","82.611","95.883"
"2009",3,"91.493","","99.835","63.479","83.276","94.275","76.556","82.348","80.785","82.871","97.614","83.894","62.530","96.148","78.867","103.457","58.310","82.380","80.542","71.702","76.397","91.338","84.371","96.789"
"2009",4,"91.231","","98.020","63.067","82.663","94.048","76.873","82.575","76.864","92.535","97.320","85.231","65.584","100.533","81.111","108.463","58.938","82.380","80.684","76.597","124.741","91.338","84.371","97.514"
"2009",5,"90.532","","96.386","62.830","82.487","94.426","77.000","84.245","74.118","87.043","99.749","85.974","68.328","104.360","82.173","105.568","62.919","82.321","83.026","78.613","152.707","91.338","84.245","96.607"
"2009",6,"88.871","","96.204","62.772","82.487","94.275","77.444","85.232","73.727","85.235","99.233","86.271","67.241","103.164","81.937","77.577","66.201","82.321","84.516","78.613","90.336","91.338","84.308","100.777"
"2009",7,"88.697","","95.569","62.830","82.487","94.502","77.444","86.902","72.942","88.224","101.148","86.643","64.135","103.084","81.464","70.399","66.481","82.321","82.103","78.613","83.543","91.338","88.457","103.676"
