"년","월","자치구명","총생활인구수","남자0세부터9세생활인구수","남자10세부터14세생활인구수","남자15세부터19세생활인구수","남자20세부터24세생활인구수","남자25세부터29세생활인구수","남자30세부터34세생활인구수","남자35세부터39세생활인구수","남자40세부터44세생활인구수","남자45세부터49세생활인구수","남자50세부터54세생활인구수","남자55세부터59세생활인구수","남자60세부터64세생활인구수","남자65세부터69세생활인구수","남자70세이상생활인구수","여자0세부터9세생활인구수","여자10세부터14세생활인구수","여자15세부터19세생활인구수","여자20세부터24세생활인구수","여자25세부터29세생활인구수","여자30세부터34세생활인구수","여자35세부터39세생활인구수","여자40세부터44세생활인구수","여자45세부터49세생활인구수","여자50세부터54세생활인구수","여자55세부터59세생활인구수","여자60세부터64세생활인구수","여자65세부터69세생활인구수","여자70세이상생활인구수"
"2018","08","종로구",226686542.1283,4127366.494,2372949.9531,4936432.9846,9304737.4158,10361033.235,9642845.4858,10236071.3211,9517040.6121,10930351.9766,9007681.0391,8668513.7814,6865952.244,4905821.2443,11505830.9667,3926203.5071,2313287.9309,5361872.961,10761491.7823,10941600.6169,9318164.2271,9181961.7378,8245181.172,9221424.0726,8144325.3955,8329020.2341,7284760.3154,5429260.5362,15845358.9294
"2018","08","중구",215284056.7714,3446703.5365,1353650.3071,2943171.8919,7206735.9553,9667595.4206,11304692.2705,12515442.6982,10937013.4376,11494558.9081,8763180.9954,8275309.5231,6343862.4607,4447505.8766,8502451.446,3447272.8437,1483834.779,3413676.1057,9320750.472,12218631.5664,11291922.5826,10435191.912,8476065.9654,8663570.9348,7457912.1403,7831709.1242,6836808.4572,4683388.7127,12521446.4181
"2018","08","용산구",219135586.8995,5293742.5552,2657533.0406,4508305.1326,7664286.0452,9546242.6771,10619916.7854,11285813.893,9896745.0262,9889039.5463,7569817.2444,7163470.4956,5871579.7282,4115181.7816,9418415.7169,5566554.8889,2696331.5874,4419775.9135,9155448.2535,11303702.6989,10793746.6111,10378328.2917,8831866.7994,8687516.8161,6749671.7978,7380156.9001,6683502.6849,5132369.3747,15856524.6744
"2018","08","성동구",255318496.714,8728754.3092,3792588.0711,5311664.4073,9573421.3018,11179102.7203,10515886.972,11728260.469,10266215.8355,10714724.4745,8650374.7124,9391369.0001,7362644.2363,5189342.0209,10830946.601,8155532.3771,3682365.4645,5511770.8224,10364830.6093,11075141.8074,11375595.9161,11143138.6427,9230732.9603,9928831.8104,8729099.7533,9828906.9386,8740707.7921,6519037.0149,17797509.7016
"2018","08","광진구",285434263.2091,8934499.0313,4748514.0052,7733056.2977,12791060.1109,13180391.1728,11326113.3703,11326890.6638,9906979.3892,10763709.6129,9360490.5469,9625277.6643,7658198.4445,5428514.8262,11488113.7414,8922200.4238,4885766.8785,7821245.156,14303197.9023,13401186.7986,11942083.2421,11898377.6266,10288958.954,11350654.6897,10471167.4904,11419739.7627,9758940.5559,6743955.0085,17954980.1522
"2018","08","동대문구",271014162.6373,8039322.951,4023123.6354,6322956.0396,12207478.1631,11707675.733,9373786.4811,10366677.2882,9933404.503,10361726.1692,8909641.5819,9857817.6522,8430136.3787,6209951.9233,14489692.4637,7466392.4117,3682054.8673,6773024.0642,13074505.0647,10565095.5004,9463683.4809,10005384.1862,8865841.3997,9874182.0812,9222935.9904,10782290.7946,9836000.2405,7698978.6337,23470402.9456
"2018","08","중랑구",269569284.2289,9819856.6372,4780242.5455,6667254.779,8420503.4934,8583412.0764,8845148.6701,10493749.0054,9292196.2114,10139749.3505,9795745.0307,10502306.717,8729030.1894,6598948.79,12924655.414,9630013.0435,4635422.7528,6271830.8018,8657643.6574,9270191.8523,9544131.5085,10404288.6378,9194734.0236,11063239.0497,11253226.1986,12756761.6948,10784654.6994,8229992.1371,22280355.2587
"2018","08","성북구",316150439.3447,12398851.0909,7004030.1422,9181634.169,12869572.753,11653773.1267,9397945.9499,10693284.7003,10561660.658,12078288.8771,9676359.8392,10241995.4055,8821544.9987,6642678.1026,14863938.6723,11133802.7957,6149916.2264,9387168.7226,15274374.6003,11257813.8691,10330042.5944,11955183.3103,11755180.1538,12994009.7784,11298804.9384,12285782.3603,11359906.2276,8690702.1936,26192193.2341
"2018","08","강북구",226894417.7122,7724266.6433,4246024.0333,5497913.7451,7494759.7129,7043292.8902,6687657.7134,7614738.3759,7671968.5051,8577937.4501,7310367.679,7952736.3447,6835704.4775,5340381.3902,13354841.6403,7031252.3481,3845376.6429,5656329.9542,8570713.1271,7261488.5434,6884248.0329,7823665.119,8294187.0898,9445112.8536,8910067.6433,10318084.7501,9019375.6484,7813458.5833,22668466.817
"2018","08","도봉구",218810970.4955,8028452.0375,4482950.7492,5828305.8361,6782294.6946,6146284.6619,6187840.506,7233313.4639,7171533.2379,8046655.9527,7278460.9856,8122689.8069,7284116.8674,5470971.7998,12433213.9816,7409159.3984,4183269.737,5473317.0173,6986324.1646,6679454.1497,6660899.2728,7746450.1296,7688016.0383,9335603.9829,8860512.1317,10286424.9566,9415768.8796,6938803.2676,20649882.6106
