"년","월","자치구명","총생활인구수","남자0세부터9세생활인구수","남자10세부터14세생활인구수","남자15세부터19세생활인구수","남자20세부터24세생활인구수","남자25세부터29세생활인구수","남자30세부터34세생활인구수","남자35세부터39세생활인구수","남자40세부터44세생활인구수","남자45세부터49세생활인구수","남자50세부터54세생활인구수","남자55세부터59세생활인구수","남자60세부터64세생활인구수","남자65세부터69세생활인구수","남자70세이상생활인구수","여자0세부터9세생활인구수","여자10세부터14세생활인구수","여자15세부터19세생활인구수","여자20세부터24세생활인구수","여자25세부터29세생활인구수","여자30세부터34세생활인구수","여자35세부터39세생활인구수","여자40세부터44세생활인구수","여자45세부터49세생활인구수","여자50세부터54세생활인구수","여자55세부터59세생활인구수","여자60세부터64세생활인구수","여자65세부터69세생활인구수","여자70세이상생활인구수"
"2018","10","종로구",242819749.4633,4797044.8146,2723543.0633,5719054.5096,10142234.0837,10753090.3916,9887775.905,10676867.286,9944323.5476,11541761.3403,9491051.1276,9313717.5714,7317325.1048,5194658.2514,12167473.562,4605541.1607,2707638.655,6474310.0018,12423520.0428,11420380.4221,9725252.5922,9620802.0179,8756081.233,9928307.2224,8653326.5043,8925521.5883,7717026.7457,5761113.5196,16431007.1382
"2018","10","중구",225040156.1194,3836056.7905,1485855.0229,3189015.8404,7739968.8641,9919570.6962,11590288.4437,12940032.4353,11288467.0691,11788928.6021,9088926.1842,8622854.6756,6627736.1351,4655078.1876,8820333.9121,3598106.7373,1560926.5087,3964477.9263,10035970.626,12408316.459,11628402.3782,10908382.7977,8919620.7688,9124902.2546,7821198.4327,8370333.5242,7258388.2529,4938230.4669,12909786.2086
"2018","10","용산구",225559729.3217,5359665.7538,2723152.5919,4611177.5337,7394725.2326,9718320.8741,10848171.0738,11618521.9963,10291251.2204,10232206.8869,7843984.5374,7343478.2185,6042104.7203,4276703.1585,9622211.7474,5789424.1695,2853883.1686,4784189.4194,10000566.5256,11642959.9993,11114999.4548,10651441.8546,9108781.1655,8917995.3431,7029130.2118,7655122.3129,6937943.6598,5243198.777,15904417.7594
"2018","10","성동구",264151338.7298,9065696.1094,3979557.3807,5648221.2389,10773738.6986,11667980.3921,10749457.4538,11936190.3983,10607956.9493,10987550.7404,8877816.8609,9576052.4887,7433025.1923,5260671.3526,10775716.7902,8462034.8592,3843464.3689,6136117.8126,11831060.2123,11525246.8172,11709626.5267,11592387.841,9607926.063,10109315.2587,8865627.3961,9910317.9334,8891525.4055,6591488.553,17735567.6844
"2018","10","광진구",292815353.2142,9286755.7063,4977415.8042,8026993.0351,14067745.7834,13733470.6584,11540445.2492,11437868.0112,10160145.0637,10874464.0419,9337476.1273,9689688.1868,7710204.1387,5429148.9314,11571889.294,9124231.9117,5005578.4349,8272845.267,15976253.7472,13840960.2789,12300405.2774,12090356.7056,10537545.9199,11446829.8821,10608285.6728,11408812.0804,9785987.3718,6939818.8924,17633731.9196
"2018","10","동대문구",285696349.5428,8615005.4666,4311404.6604,7210615.0479,15020298.944,12597605.4133,9683695.9951,10573806.7821,10168868.4549,10579291.024,9103556.1566,9908190.8376,8574339.3488,6291141.6093,14441323.4113,7730689.511,3817078.3959,8110287.6181,17180276.5036,11217086.0646,9729963.4752,10361416.7294,9202107.2301,10076094.1914,9404096.1992,10879155.7746,9899615.1728,7591241.8876,23418097.6389
"2018","10","중랑구",270768533.555,10161140.5538,4944620.5013,6566359.3865,8455338.523,8544128.5033,8865298.0034,10591905.1687,9378180.8072,10164793.9566,9780958.8051,10395120.6649,8716378.2698,6540965.8099,12913694.5214,9641950.8395,4646913.0698,6227584.4817,8415545.4799,9328926.5457,9713749.1909,10639947.1625,9346797.3505,11216957.7296,11335299.1886,12858247.0681,10735791.6345,8207006.0795,22434934.3816
"2018","10","성북구",331067551.1562,12896319.6023,7295756.0979,10408090.7979,15389010.1817,12438845.7997,9437219.5293,10883273.2607,10846092.3284,12354721.5382,9891292.3224,10308079.6697,8842430.0121,6566832.4165,14746106.6702,11655951.4001,6441179.3873,11345363.8974,19395793.501,11816782.7951,10619032.4415,12276957.8356,12049151.8853,13261749.5801,11448420.2433,12363248.5862,11353207.3716,8778382.0332,25958259.9181
"2018","10","강북구",226909476.9806,7909127.8065,4355519.131,5305996.5457,7153701.1601,7048692.9349,6741477.7756,7677550.2948,7723107.1398,8519144.3293,7406091.9034,7975734.9438,6810717.816,5323627.2423,13071828.7722,7238680.3249,3963319.6626,5809525.2051,8851097.7068,7346768.4624,6859119.1195,8000970.2177,8281524.9152,9598843.3679,8959587.1395,10259711.1203,8934207.9769,7672709.0422,22111094.8698
"2018","10","도봉구",219753333.4989,8307875.6997,4636250.5001,5770108.8887,6289684.8839,6124567.3793,6247310.7434,7264116.1387,7190024.483,8100763.2724,7277223.6283,8094406.3329,7232673.7657,5459190.9189,12277071.834,7642255.6629,4318377.8788,5619890.6244,7282694.3203,6776853.7324,6812502.1431,7951111.0401,7732681.9954,9466585.6265,8868602.5707,10232856.274,9395518.0653,6816657.1007,20565478.1243
