"년","월","자치구명","총생활인구수","남자0세부터9세생활인구수","남자10세부터14세생활인구수","남자15세부터19세생활인구수","남자20세부터24세생활인구수","남자25세부터29세생활인구수","남자30세부터34세생활인구수","남자35세부터39세생활인구수","남자40세부터44세생활인구수","남자45세부터49세생활인구수","남자50세부터54세생활인구수","남자55세부터59세생활인구수","남자60세부터64세생활인구수","남자65세부터69세생활인구수","남자70세이상생활인구수","여자0세부터9세생활인구수","여자10세부터14세생활인구수","여자15세부터19세생활인구수","여자20세부터24세생활인구수","여자25세부터29세생활인구수","여자30세부터34세생활인구수","여자35세부터39세생활인구수","여자40세부터44세생활인구수","여자45세부터49세생활인구수","여자50세부터54세생활인구수","여자55세부터59세생활인구수","여자60세부터64세생활인구수","여자65세부터69세생활인구수","여자70세이상생활인구수"
"2018","05","종로구",255755901.4855,5203436.7123,2880645.2088,6193313.2283,10506796.0677,11556723.648,10815604.2504,11423380.9574,10589598.4957,12043108.2363,9899753.2256,9472072.8732,7564086.4886,5309866.6165,12667705.2452,4946396.173,2894891.9621,7151050.3448,12796435.877,12160141.2388,10451581.9839,10179463.8956,9256279.8824,10183380.2297,8914272.4066,9287337.2978,8092483.8734,5915779.7079,17400315.2345
"2018","05","중구",225782536.7583,3904564.2229,1523300.9853,3565735.1627,7765965.1685,10023021.2311,11486509.5281,12778095.4212,11194859.0865,11618008.816,8945240.9037,8619253.4887,6648060.2353,4647878.0122,8836301.6174,3792210.78,1657266.2524,4450720.6911,10080440.4382,12507043.8898,11455916.8493,10680103.0266,8706601.0197,8908213.488,7873499.2908,8483489.5319,7357095.8041,4945878.9837,13327262.7541
"2018","05","용산구",226709207.8476,5385092.395,2744867.6706,4940241.9151,7477586.6169,9774336.1286,10932424.429,11465970.1663,10168614.1672,10241824.2021,7749676.5966,7479185.5682,6120314.7286,4305656.8914,9778221.0377,5611213.6447,2750290.7304,5082530.7218,9881682.3659,11579364.914,11095892.4191,10591758.8945,9054922.6632,8910819.2031,7016708.8131,7674593.3227,7002514.1262,5245976.6397,16646926.8871
"2018","05","성동구",261283399.8104,8608625.2278,3728053.8889,5995660.6977,10549284.1588,11501899.6531,10541367.9749,11725165.4015,10318222.3272,10619565.0432,8862326.1199,9572443.4001,7415479.7373,5204660.3726,11069182.6091,8121834.7657,3653649.3762,6620874.8204,11590576.2331,11366059.2215,11396305.344,11290365.1704,9264571.3702,9871179.8601,8918754.1529,9963770.5637,8909192.3407,6579929.3779,18024400.5487
"2018","05","광진구",293520481.7973,9113899.242,4804369.1076,8535608.1018,14360044.6177,13604415.1565,11557777.745,11465742.4432,10173029.5815,10707806.9778,9489551.9508,9723349.6362,7726130.4615,5619881.19,11527053.522,9083605.7173,4878854.521,8740784.7515,15875432.8039,13825153.0778,12158695.5109,12060006.4071,10331291.2838,11398483.2893,10485202.9231,11421798.7851,9810484.2369,6913009.1344,18129019.6152
"2018","05","동대문구",282419928.073,8121224.2393,4069075.1907,7609465.298,14592931.8468,12478744.7795,9556265.1678,10431558.7013,9856554.7545,10597054.3448,8982001.5681,10022199.5893,8461034.2437,6342831.2285,14492402.2511,7370874.2732,3643530.1041,8747628.5861,16405308.483,11118626.9503,9481647.5502,10181758.3136,8915152.6228,10066199.5659,9279838.501,10686462.5484,9884964.3038,7733490.6957,23291102.2527
"2018","05","중랑구",269607877.7826,9986709.0695,4873734.154,6621460.7675,8463803.448,8500239.5918,8889514.1557,10371098.8399,9307311.3674,10118651.4759,9669958.9086,10428741.5858,8737741.5409,6579744.0373,13070370.3125,9648806.3827,4651101.0076,6051936.1101,8392411.1039,9369811.0617,9601107.2147,10482117.2098,9212890.3781,10999400.2744,11326768.4385,12876131.213,10808436.34,8287165.7816,22280715.8925
"2018","05","성북구",333186189.4343,12664427.7398,7140002.07,11239874.3903,15572941.1386,12339497.4563,9653561.707,10995445.0107,10916569.9134,12270893.6092,9933904.3817,10426230.291,8961994.0322,6628149.2253,14958895.9265,11329953.1155,6266429.6662,12352287.9995,19118541.5035,11671259.1451,10651253.9411,12315062.5676,12101445.2259,13135529.7392,11461282.576,12585138.772,11471806.7539,8837935.6712,26185875.7143
"2018","05","강북구",228040467.2672,7810776.4662,4291673.5778,5196016.0576,7136225.4132,7144148.7612,6868283.1541,7757774.1494,7901673.0689,8454011.113,7343497.5666,7936821.4536,6925346.7878,5335947.9913,13281195.0588,7204421.4383,3940938.8464,5818183.5405,8828151.317,7370332.5032,7033956.9193,8007692.8741,8360879.7511,9550162.9113,8997499.3163,10299308.8147,9134194.8447,7801391.939,22309961.7156
"2018","05","도봉구",220453411.4798,7964946.3276,4463986.5074,5575311.0063,6376931.5737,6196925.975,6301984.5535,7319717.3045,7340112.1107,8036122.6141,7461305.7775,8182648.5891,7385155.1991,5569145.3215,12548592.5549,7494633.0764,4239134.6159,5665437.3462,7298596.7792,6781300.2693,6700461.8781,7890784.3714,7879744.1084,9481548.6389,9027827.6695,10512581.953,9370455.1414,6991631.5828,20396388.5554
"2018","05","노원구",393189943.8025,14860636.0725,9691445.5181,15626226.0432,16132277.443,11939510.4814,10296580.1704,12081619.011,12588606.955,14698177.6442,12741207.6269,13111383.3667,11570726.0676,8384814.3775,16752549.0553,14340295.5459,9253015.3497,14469218.8891,15856874.6797,11371923.4786,11707338.5626,14110180.6794,15258560.8364,18176962.5888,15443862.9301,16716260.4726,14751051.3718,10571212.0842,30687426.37
"2018","05","은평구",332362178.322,13093997.0034,7335311.8389,9366724.5755,8896933.5608,9792976.058,9955793.9036,12293032.8539,11760511.1962,12816207.5082,10455521.5856,11040178.6633,9402939.2976,7334332.2242,17366546.2326,12015848.8875,6585563.2476,9272017.7851,9899757.5998,10922510.819,11396229.4583,13377865.2533,13176653.388,14388030.5794,12499216.0369,14447097.3188,13080059.4637,10367148.5899,30023173.6081
"2018","05","서대문구",283671653.8413,8415491.017,4303966.2299,7421544.4702,13015646.9557,12127691.4582,9305669.2588,10003880.8043,9704536.5658,10678614.4765,8492053.2235,8785160.4265,6982631.6447,5188100.072,12799165.6903,8391157.0374,4463224.2892,10012071.2409,20427785.5232,13784172.2999,10650837.4184,10657212.1559,9951585.3331,10717951.6437,9600033.5224,10421925.1016,9106134.0578,7060164.2459,21203247.7883
"2018","05","마포구",354546784.0706,10068720.5537,4996282.8639,8903382.3096,15300087.5785,16995514.9318,16022030.3976,16710016.7473,14688927.5731,14501943.0341,10272284.6982,10041165.8818,7853753.2187,5548903.5228,12869780.5768,10581849.7816,5390237.6463,10322758.8069,20901663.0554,20766930.6694,17891604.4867,16550791.0895,14172552.5687,13148249.1151,10555469.7049,11261989.9335,9771379.0545,7296769.637,21161744.3388
"2018","05","양천구",294509970.6743,11756902.6902,8098096.714,9519712.4978,8074308.0567,8152273.1753,8740948.835,10542143.3922,10952989.053,12704268.93,10521653.0162,10180481.7777,8495580.306,6742625.5956,11864638.8161,11473126.6542,7742633.5756,8706054.4406,8181654.2262,9350472.0497,10004434.4239,12126751.6796,12764585.1973,14276381.446,12021072.7916,12463814.6129,10939586.1543,8295562.1563,19817218.2806
"2018","05","강서구",405247161.3402,15709819.3552,7060155.562,9543918.79,10659207.8072,14710074.1387,16692010.7034,19184603.0482,16126700.2888,15752193.9568,12565233.9466,13883822.5576,11640060.4002,9100414.695,17291066.9551,16423420.5991,7295059.3696,9619664.0937,12486574.9202,16808218.2683,18037554.8298,18587059.8914,15770385.0762,14995777.8017,13980255.773,16553597.7045,15063204.2749,11598477.9383,28108628.3415
"2018","05","구로구",298944156.8159,10670360.2151,4779846.1405,6782726.1071,8683319.6191,11174300.9992,12496091.417,14413505.8666,13209521.2314,12693992.1682,10345077.7674,10667628.5962,9318612.0773,6916060.9625,13072604.7571,10611042.5944,4595512.8766,6264045.9271,9258169.3662,12090312.6461,12502319.9539,13017121.4062,11744058.7353,11724423.4955,10614955.5528,12336645.3048,11421459.9406,8390780.7023,19149660.1244
"2018","05","금천구",167185589.8143,4659123.3442,2207365.7187,2927765.1969,4824249.511,7975475.4298,8640473.0529,9128824.0176,7829118.7632,7913265.517,6794007.9471,6772322.8563,5194775.6759,3835035.5112,6622263.1564,4681141.5363,2357351.3213,2839484.0946,5149819.1276,7337713.4566,6917625.8204,6824052.6456,5971113.7721,6705157.4793,6300323.5666,7030782.7988,5860513.7871,4425342.622,9461102.0179
"2018","05","영등포구",361541447.4918,10111545.5278,4519808.9413,6808289.2817,10004846.435,15797081.7568,17556977.706,18979468.2865,16624362.1368,17202800.9277,13816099.2938,13172236.1572,10925624.2606,7774500.4125,15741057.3837,10180121.019,4218391.8627,6456929.9554,12571777.626,17813114.1388,17292363.7679,15968743.0353,13571299.3971,13309584.2973,12462266.7294,13786708.7733,12287448.1848,9334753.0485,23253247.2847
"2018","05","동작구",306710799.1066,9385565.1754,4425794.6787,8429216.5742,15513606.5465,16884343.2865,12489362.1188,11693488.7165,10248941.9324,10209335.6969,8367694.486,8914028.8127,8109525.9401,6075437.2586,14452155.5081,9913218.1363,4528003.9576,8005888.411,15927545.2159,14271747.9114,12297171.9682,11720569.8991,10359331.6473,10637560.7461,9904419.2023,11715718.4509,10731811.3762,8715375.4288,22783939.9124
"2018","05","관악구",374158128.2134,9808945.0935,4794037.5669,8895007.3276,18175037.2744,25100529.2659,19494430.2767,16511124.3814,13499728.9747,13016623.8118,10235929.2038,10658619.1627,9232885.3404,7811123.194,16150451.0137,9916794.9254,4770213.089,8477350.5016,19426324.5524,21711526.4651,16381086.8711,14426934.4511,11823408.3811,11988114.0486,11377022.7447,13562994.2915,12250228.4382,10211139.3672,24450518.0651
"2018","05","서초구",453168292.3088,12136495.4235,6852617.6449,10701480.3391,13295959.8302,17834679.9399,19394752.1188,22315685.1647,21434887.7005,22034505.7116,16363005.4832,14561364.6753,12432884.733,9396675.2633,19109277.0538,13125404.3146,7400847.6518,11249741.4474,16614329.0989,21438661.5572,20466315.886,20677788.2492,19017957.2618,19010677.2473,14792061.1817,16072746.0169,15359973.1993,11944810.312,28132707.6858
"2018","05","강남구",599020974.126,13580565.0999,8798089.8515,15900762.0458,16985425.7294,26472452.0041,29582653.481,32659826.8816,29075665.9676,28572268.4811,20846701.0084,17503648.255,14856960.0693,11497132.965,22060839.0884,14022981.1348,8816944.767,14723462.5342,23940072.3166,34311797.4114,31022877.8383,29381205.5666,24990080.0718,24762670.9691,18572259.7207,19221717.3726,18728544.0175,14604594.608,33528774.515
"2018","05","송파구",555747752.2337,21425671.5925,11156010.5006,14069520.2931,15546677.226,19303863.36,21251651.2042,24483500.233,21836958.098,21798395.375,18479126.8848,18823149.9015,16088094.71,12517916.4906,21954897.1314,20782005.3244,11031061.1546,13539157.3846,17379001.5901,22335792.5266,23930370.377,25654504.9016,22087504.27,23166414.8076,21209727.0573,23407274.9803,21861898.3803,15313561.2885,35314045.302
"2018","05","강동구",357512382.426,13790769.0248,7464861.841,10154481.1998,9720692.8559,11085723.9749,11914863.7335,14148260.1937,12967065.0448,14222835.9459,12050504.4312,13369305.4542,11503457.427,9002828.4662,16260274.7487,13124207.0414,6854383.2755,8453856.7715,10105149.9086,11787785.5074,12704667.6512,15191248.1436,13832081.6571,15361284.6562,14145937.0286,16884488.6609,15216502.8201,11167693.3675,25027171.746
