"년","월","자치구명","총생활인구수","남자0세부터9세생활인구수","남자10세부터14세생활인구수","남자15세부터19세생활인구수","남자20세부터24세생활인구수","남자25세부터29세생활인구수","남자30세부터34세생활인구수","남자35세부터39세생활인구수","남자40세부터44세생활인구수","남자45세부터49세생활인구수","남자50세부터54세생활인구수","남자55세부터59세생활인구수","남자60세부터64세생활인구수","남자65세부터69세생활인구수","남자70세이상생활인구수","여자0세부터9세생활인구수","여자10세부터14세생활인구수","여자15세부터19세생활인구수","여자20세부터24세생활인구수","여자25세부터29세생활인구수","여자30세부터34세생활인구수","여자35세부터39세생활인구수","여자40세부터44세생활인구수","여자45세부터49세생활인구수","여자50세부터54세생활인구수","여자55세부터59세생활인구수","여자60세부터64세생활인구수","여자65세부터69세생활인구수","여자70세이상생활인구수"
"2017","03","종로구",254180813.9695,4083292.4393,2386178.625,5802892.2529,10662425.5547,12963818.4929,11305211.3625,11692654.7417,11235844.2811,11982929.521,9681420.0226,9564685.7662,7891311.3958,5500035.319,13397730.2938,4057302.84,2412841.5802,6474686.6103,11810226.5944,12802987.842,10247199.1075,9844282.3716,9042757.577,9788220.2064,8413684.7539,9269539.778,8139502.5231,6120828.9843,17606321.3312
"2017","03","중구",229672377.0005,3344128.1065,1339163.3005,3557747.3971,7590853.3108,10933957.3163,12670631.3234,13536302.9259,12272565.8594,11951512.1139,9219250.9983,8724195.648,6903840.16,4904019.1721,9665293.0114,3018459.6664,1318199.7517,4361555.8684,9437805.15,12914407.5791,11499686.2459,10714704.2576,8777402.7896,8438132.096,7734468.6874,8621988.1348,7424930.5709,5123730.5237,13673444.556
"2017","03","용산구",225825974.5949,5134266.7088,2639917.607,5017123.6676,7630397.8221,9922078.5946,10734419.2325,11246018.6822,9974072.8992,9908882.1278,7725828.4221,7722138.7131,6474587.8441,4519173.7226,11244832.5339,5200032.869,2595990.8954,4950814.1007,9725740.2698,11099676.432,10255356.2426,9821826.9205,8462183.5436,8352209.133,6950620.1698,8042137.2784,7086690.7277,5532590.8656,17856364.1501
"2017","03","성동구",260237095.6389,7695535.0184,3367550.0163,5991973.7465,10707997.57,11784560.5928,10597557.5022,11656948.123,10574688.929,10504561.8408,8834292.4938,9783284.8035,7557384.0191,5511050.7872,11610589.4401,8221164.9491,3689844.9034,6586142.679,10684780.3512,11360667.7837,10826633.1237,11188485.9962,9236593.0573,9442810.9563,8814775.5468,10262330.621,8765223.7484,6820944.0953,18158720.6346
"2017","03","광진구",286713423.2768,8456390.113,4448929.5282,8244909.985,13941797.3345,13410554.0136,11421580.1673,11518536.4646,10044565.6552,10696789.3943,9167350.9421,9789211.373,7878468.6604,5785161.0989,11775419.7702,8746843.8938,4670497.0763,8550823.1815,14115198.0833,13209156.5709,11749382.1115,11489860.5219,10059835.4304,11020523.671,10155149.9266,11514151.744,9817117.5424,7254161.9109,17781054.5126
"2017","03","동대문구",282935705.465,7956972.6318,4017526.9916,7832666.2989,14553334.9261,13187106.1193,9892460.9657,10773562.8423,9935550.5593,10313105.9285,9048445.328,10170923.7444,8905157.555,6650479.0917,15391898.178,7417451.7313,3689885.8741,7979166.0561,13477856.4452,10804342.818,9431739.637,10295928.7164,8826633.3162,9950467.3419,9332303.0301,11274531.8272,10590361.6916,8197658.8944,23038183.9598
"2017","03","중랑구",272172391.8548,10310525.802,5055375.2045,6490597.2771,8262743.283,8858613.9536,9164220.167,10490718.8179,9053030.7395,10006188.0547,9526045.9874,10684219.7422,9139083.4547,6632411.6546,13484028.2638,9463742.2534,4602723.6897,6262800.5798,8790501.5484,9615278.8437,9613743.1365,10296032.4914,9305239.2068,11291639.9596,11270632.6233,13039763.0861,11107676.1531,8360319.0461,21994494.5798
"2017","03","성북구",331120851.712,11979867.5414,6743580.1215,11074659.4253,14905019.8263,13075716.0964,10028983.1522,11295275.9947,11263013.1855,11911523.7847,9738565.9039,10595162.7917,9242994.8766,6932320.8971,15482330.8442,11261794.1579,6216728.8855,11907474.6964,16934892.8332,11805274.6068,10900102.7801,12516660.4552,12174174.5564,12672509.242,11303430.4111,13000693.0282,11918035.7914,9271407.2815,24968655.1423
"2017","03","강북구",231815952.0922,8076766.2882,4446359.2501,5145605.4648,7279971.8932,7360056.4003,7012005.5292,8079506.489,7868645.4744,8329320.477,7243275.0519,8197410.6317,7085425.1757,5614995.2101,13703376.2128,7784430.7391,4265017.6737,6036756.5159,8781875.7451,7369269.4251,7256472.5193,8233781.2909,8234340.1584,9485771.8264,8850871.2756,10835290.4994,9615999.6388,8073724.7828,21549628.5511
"2017","03","도봉구",225576280.2833,8434238.5913,4747023.4934,5676254.1555,6419009.7813,6594605.3664,6442052.0873,7605474.0547,7249140.4131,8085093.9596,7612019.5787,8503871.3593,7770569.8356,5777040.0356,12579691.8049,8001931.8236,4538057.0905,5873070.0883,7360503.3965,6820893.2909,6725862.82,8082694.3938,8137597.5533,9427684.8438,9069281.1671,10939118.6013,9826046.2445,7130186.1628,20147266.6688
