"년","월","자치구명","총생활인구수","남자0세부터9세생활인구수","남자10세부터14세생활인구수","남자15세부터19세생활인구수","남자20세부터24세생활인구수","남자25세부터29세생활인구수","남자30세부터34세생활인구수","남자35세부터39세생활인구수","남자40세부터44세생활인구수","남자45세부터49세생활인구수","남자50세부터54세생활인구수","남자55세부터59세생활인구수","남자60세부터64세생활인구수","남자65세부터69세생활인구수","남자70세이상생활인구수","여자0세부터9세생활인구수","여자10세부터14세생활인구수","여자15세부터19세생활인구수","여자20세부터24세생활인구수","여자25세부터29세생활인구수","여자30세부터34세생활인구수","여자35세부터39세생활인구수","여자40세부터44세생활인구수","여자45세부터49세생활인구수","여자50세부터54세생활인구수","여자55세부터59세생활인구수","여자60세부터64세생활인구수","여자65세부터69세생활인구수","여자70세이상생활인구수"
"2018","12","종로구",234265741.7445,4327158.4152,2462164.9461,5192318.0104,9581997.4344,10778318.7635,9416827.9931,10339362.5684,9455508.5482,11215698.1635,9111468.8254,9289421.3121,7424675.2267,5284143.6126,12113947.4982,4078876.7681,2405798.3769,5916125.4722,11912137.2551,11211604.8169,9149766.6701,9195738.5829,8296664.5645,9631025.448,8330423.3781,8777089.9395,7758223.7704,5665117.9483,15944137.4686
"2018","12","중구",216193232.9436,3436582.1538,1346319.7525,2990460.9672,7387583.7517,9744663.0647,10796090.2333,12351837.0647,10676533.4536,11549833.0921,8875977.8238,8606986.8714,6741535.7189,4649230.5408,8774978.6827,3370368.5702,1453421.82,3512332.3965,9596572.8416,12053503.4389,10877258.3324,10339604.6034,8297430.7883,8813018.2375,7511245.5785,8147593.9643,7139753.9679,4792112.5461,12360402.5458
"2018","12","용산구",223361662.4205,5172610.9415,2618766.8754,4595461.3933,7297088.9465,9742895.4657,10502582.0474,11501663.1236,9957316.4217,10192331.4081,7822016.9734,7513390.2266,6147495.3536,4325285.8305,9833379.8594,5570888.8143,2731765.1283,4573543.7408,9717936.2889,11648726.7784,10705102.199,10546594.6762,8856574.8971,8902384.5873,7021256.643,7745507.3504,7079512.2412,5295386.642,15744197.4741
"2018","12","성동구",264006299.442,9167807.1525,3991273.9678,5535829.244,10159048.3408,11425277.3521,10554811.4601,11978285.3218,10462505.8843,11042543.9536,8949045.1194,9715541.1178,7751857.8745,5545089.9415,11082072.2541,8409743.8088,3804958.2973,5833553.6222,11296111.1485,11376715.3394,11248469.0485,11669922.8106,9444986.149,10135610.1823,8965799.3214,10185735.1513,9265272.519,6836486.2955,18171946.891
"2018","12","광진구",294285883.8051,9358283.5597,5049945.3943,7812294.2393,13388970.7057,13719507.9033,11391187.7204,11543781.1875,10119315.1965,11198636.2318,9664840.289,10151984.3436,8106541.9559,5649806.2613,11872818.1194,9084649.9637,5010008.2178,7913714.702,15084744.0752,13791684.1307,11939837.6711,12111929.5923,10468840.8849,11599726.6502,10824583.9712,11670844.1731,10258454.5308,7283566.4164,18215385.7473
"2018","12","동대문구",283238775.7862,8594743.337,4301312.5655,6632551.8226,13870625.7822,12429743.0451,9319066.6922,10573373.8612,10021472.1989,10712729.7773,9103670.7906,10096300.5532,8850158.6869,6479243.2877,15051930.9618,7855966.9905,3868443.4624,7398848.0984,16071433.0155,10950444.4083,9412442.0582,10405737.2379,8981183.3922,10013849.7264,9421947.8939,10955294.7864,10224621.741,7649157.5219,23992481.9841
"2018","12","중랑구",275280539.4936,10244388.4685,4984298.7842,6415817.0087,8400293.2007,8866134.2969,8909127.0973,10820705.0345,9362441.5091,10496596.8744,9994494.7298,10806496.7108,9201965.5497,6733281.6266,13654741.8518,9683625.9289,4656756.9047,6042355.1856,8305309.2257,9443333.8806,9573443.4099,10821721.7688,9315402.5536,11325922.1358,11441455.9916,13241465.4464,11185368.7038,8415103.4695,22938491.8807
"2018","12","성북구",334010709.8791,13017297.8989,7347228.5433,9538372.6908,14255712.355,12502384.7418,9414316.862,11210937.5939,10974867.0639,12809728.5261,10267065.3254,10757533.0705,9358070.7599,7001240.1118,15521920.7694,11831841.582,6519208.9145,10124099.8985,18100792.5187,11766149.3001,10450264.6305,12496992.4034,12075861.829,13516020.9705,11670609.5766,12805941.0434,11997337.1721,9226634.6626,27452278.9446
"2018","12","강북구",226929584.1762,7681707.5432,4223596.4792,5230644.2386,7103389.432,7203651.9168,6510692.5565,7771527.0532,7771018.9614,8607187.8743,7437854.6863,8171550.7575,7026764.0319,5473989.3115,13383341.9207,7081189.141,3872942.3248,5369590.5547,8543286.3424,7373477.1452,6623799.5782,7876436.7024,8041108.6947,9544532.0198,8956120.1167,10388315.227,9200969.7693,7886975.8433,22573923.9391
"2018","12","도봉구",223642707.8823,8352862.6287,4671942.5047,5701644.3176,6419108.1381,6380746.0886,6241031.1829,7385889.7743,7260644.8078,8371077.6476,7486812.1025,8399866.0653,7663684.4563,5662257.5231,12826472.0487,7539880.5116,4272039.1548,5411438.0459,7083812.6789,6823644.2884,6716424.9797,8076884.95,7690807.8806,9660011.8522,9097371.569,10583767.7896,9833616.2677,7058042.7955,20970925.9177
"2018","12","노원구",396743002.4312,15083523.0857,10008794.0748,14821142.8213,15820902.4509,12123523.088,10032169.5507,12173770.9752,12513896.8932,15271959.4192,12955875.211,13610498.0989,11889379.3936,8711847.1493,17476339.3195,14404434.6568,9452835.183,13112427.58,15379553.7063,11644525.2045,11371403.2348,14146022.3852,15025217.7922,18429048.0705,15638530.3103,17250289.2838,15222519.6965,11126315.4937,32046258.1972
"2018","12","은평구",335143987.6073,13296664.9563,7437794.9828,9405537.6401,9150966.4362,9926791.1729,9848545.8431,12596292.0882,11806183.8941,13052346.3345,10873319.548,11354431.0585,9820971.6723,7252667.1038,17325456.8268,12053987.1875,6607781.8917,9108784.4971,9928214.5542,10974242.3155,11194420.2292,13595613.1534,13076785.4704,14493934.1385,12593069.9556,14590063.4808,13327390.7126,10556321.4168,29895409.3124
"2018","12","서대문구",291037765.731,8796019.7446,4464695.9939,6560065.603,12338272.8052,12712051.5476,9617528.2951,10942805.4288,10429995.7642,11491419.1598,9047696.8797,9339951.3115,7441791.7093,5477304.4359,13144930.4511,8338295.4233,4401066.9248,8182900.3118,19897226.7508,14388193.4642,11187501.2548,11307824.7613,10416451.2291,11240595.0806,9911372.5137,10961479.1689,9535280.4656,7359216.4707,22105832.6441
