"년","월","곡류_수입","맥류및잡곡_수입","콩류_수입","과실_수입","도축육_수입","가금육_수입","신선어류_수입","냉동수산물_수입","낙농품_수입","수산물가공품_수입","원당_수입","유지_수입","과실및채소가공품_수입","인삼및건강보조식품_수입","농림수산품_수출","농림수산품.1_수출","농산물_수출","채소및과실_수출","과실_수출","수산물_수출","신선수산물_수출","신선어류_수출","냉동건조수산물_수출","냉동수산물_수출","국민총소득.gni.","BillionsOfUSD","AnnualPerGrowth","USDPerCapita","국내공급물가지수.SupplyPriceIndex.","국내총생산.GDP.","GDP기준지출지수","GDP디플레이터","rice","쌀","경상수지","M2","WTI","Dubai","Brent","금","총쌀생산량","경작면적당_생산량.kg.ha."
2019,8,98.8,97.18,83.63,106.71,98.53,114.14,92.61,105.7,104.55,116.29,90.66,93.8,86.7,98.93,111.64,111.64,113.1,113.1,113.1,110.39,114.84,114.84,108.85,108.85,1941107.9,1747.1929907463,2.4917,33790,105.64,0.4,2.1,-1.5,47369,115.24,4983.5,2832566.1,55.1,59.62,59.2,1520.3,5016083,6873
2019,9,99.1,97.95,85.2,105.22,101.4,99.78,91.36,112.95,104.55,118.42,89.67,94.51,87.32,98.68,111.45,111.45,110.48,110.48,110.48,111.06,114.74,114.74,109.68,109.68,1941107.9,1747.1929907463,2.4917,33790,105.17,0.4,2.1,-1.5,47001,115.35,8014.3,2853272,54.07,59.88,59.85,1472.38,5016083,6873
2019,10,97.26,99.98,88.15,98.89,103.95,100.94,85.28,112.95,105.07,119.37,89.21,96.4,86.95,98.76,108.47,108.47,107.18,107.18,107.18,108.21,114.73,114.73,106.2,106.2,1941107.9,1747.1929907463,2.4917,33790,104.75,1.3,2.6,-0.7,44666,114.47,8035.8,2874176.1,54.18,59.3,59.55,1512.93,5016083,6873
2019,11,96.88,100.16,86.34,102.21,108.24,104.04,85.89,114.05,105.07,119.99,90.61,99.44,87.03,99.11,107.84,107.84,104.81,104.81,104.81,108.17,114.52,114.52,106.21,106.21,1941107.9,1747.1929907463,2.4917,33790,104.17,1.3,2.6,-0.7,45262,114.44,5876.6,2901465.4,55.17,62.73,61.34,1463.94,5016083,6873
2019,12,96.5,102.01,85.85,99.31,103.81,105.1,88.89,114.05,106.37,119.37,91.7,104.4,86.95,99.13,109.77,109.77,109.48,109.48,109.48,109.14,114.29,114.29,107.45,107.45,1941107.9,1747.1929907463,2.4917,33790,104.52,1.3,2.6,-0.7,45450,113.73,4636.9,2912434.1,61.06,65.38,66.42,1517.27,5016083,6873
2020,1,96.85,103.02,85.69,98.28,101.09,111.43,92.13,114.05,107.5,120.22,93.57,99.9,87.03,99.54,110.98,110.98,109.48,109.48,109.48,110.73,114.56,114.56,109.39,109.39,1948020.7,1701.2531650283,-0.9967,32860,104.8,-1.3,1.5,-0.6,45600,114.49,583.7,2929009.2,51.56,57.58,56.33,1586.71,4713162,6488
2020,2,96.85,101.16,83.27,95.35,98.93,109.17,82.69,114.05,109.54,118.16,94.68,97.01,86.19,99.2,110.37,110.37,109.48,109.48,109.48,109.94,111.74,111.74,109.15,109.15,1948020.7,1701.2531650283,-0.9967,32860,105.14,-1.3,1.5,-0.6,45545,113.03,6407,2954603.8,44.76,48.64,50.02,1585.85,4713162,6488
2020,3,98.27,96.89,82.23,95.92,99.87,95.33,84.15,114.73,109.54,116.36,92.46,94.36,85.48,99.11,110.43,110.43,109.48,109.48,109.48,110.01,111.82,111.82,109.22,109.22,1948020.7,1701.2531650283,-0.9967,32860,104.02,-1.3,1.5,-0.6,45557,111.97,5939.8,2984304.3,20.48,23.26,21.47,1577.18,4713162,6488
2020,4,98.27,94.91,80.16,98.52,96.56,94.67,80.97,113.62,105.97,116.19,92.33,91.19,81.3,101.41,106.43,106.43,109.48,109.48,109.48,104.72,112.15,112.15,102.43,102.43,1948020.7,1701.2531650283,-0.9967,32860,101.7,-3.2,-2.6,1.3,45450,112.62,-3297.5,3015816.4,15.06,20.82,20.66,1713.4,4713162,6488
2020,5,98.27,96.15,80,105.19,97.19,92.7,85.74,114.95,103.18,116.65,97.33,92.21,80.66,101.23,106.02,106.02,109.48,109.48,109.48,104.16,115.07,115.07,100.94,100.94,1948020.7,1701.2531650283,-0.9967,32860,100.51,-3.2,-2.6,1.3,45414,111.12,2241.2,3046050.5,35.49,34.53,36.63,1730.27,4713162,6488
2020,6,98.63,96.58,83.26,105.94,94.99,90.7,96.79,111.71,99.12,116.17,94.64,95.58,81.05,101.38,107.08,107.08,109.48,109.48,109.48,105.58,115.24,115.24,102.69,102.69,1948020.7,1701.2531650283,-0.9967,32860,101.24,-3.2,-2.6,1.3,46435,113.64,7164.6,3077284.1,39.27,40.49,40.89,1780.96,4713162,6488
2020,7,98.63,99.04,86.12,99.76,93.4,85.04,94.13,111.71,101.09,116.95,92.12,99.24,79.87,101.76,108.63,108.63,109.48,109.48,109.48,107.63,115.86,115.86,105.12,105.12,1948020.7,1701.2531650283,-0.9967,32860,101.84,2.2,-1,2,46676,113.28,7025.4,3093300.1,40.27,42.02,42.81,1975.87,4713162,6488
2020,8,98.63,100.08,89.42,99.88,94.23,74.28,89.43,110.41,99.03,115.22,91.4,102.25,78.76,102.14,109.76,109.76,109.48,109.48,109.48,109.12,116.27,116.27,106.89,106.89,1948020.7,1701.2531650283,-0.9967,32860,102.11,2.2,-1,2,47370,114.8,6641.2,3100373.4,42.61,45.42,44.39,1967.81,4713162,6488
2020,9,101.68,108.91,97.3,103.07,100.1,72.71,82.93,110.41,99.56,115.63,92.15,109,79.29,102.74,108.52,108.52,109.48,109.48,109.48,107.48,118.66,118.66,104.17,104.17,1948020.7,1701.2531650283,-0.9967,32860,102.2,2.2,-1,2,48813,116.71,10335.3,3115238.9,39.29,40.99,40.28,1898.08,4713162,6488
2020,10,101.68,116.87,102.69,98.55,103.88,79.75,87.4,103.32,99.56,118.01,93.7,111.38,79.18,103.25,110.15,110.15,109.48,109.48,109.48,109.65,124.93,124.93,105.24,105.24,1948020.7,1701.2531650283,-0.9967,32860,101.24,1.1,-1.1,2.5,51216,123.47,11551.2,3152811.6,35.79,36.92,36.9,1878.81,4713162,6488
2020,11,101.68,117.32,106.74,99.58,105.44,81,89.34,96.42,99.56,120.03,96.31,118.02,78.45,103.81,111.93,111.93,109.48,109.48,109.48,112,127.63,127.63,107.49,107.49,1948020.7,1701.2531650283,-0.9967,32860,101.02,1.1,-1.1,2.5,53688,125.87,9176.7,3183500.9,45.34,46.55,47.17,1776.95,4713162,6488
2020,12,101.01,119.33,108.39,104.18,104.66,81,90.51,96.42,102.57,118.82,97.39,124.71,78.91,104.2,111.75,111.75,109.48,109.48,109.48,111.76,127.8,127.8,107.14,107.14,1948020.7,1701.2531650283,-0.9967,32860,101.78,1.1,-1.1,2.5,54240,126.26,11507.1,3197671.2,48.52,50.23,51.17,1898.36,4713162,6488
