"기간","쌀","돼지고기","쇠고기.국산.","우유","라면","스낵과자","달걀","닭고기","두부","마른멸치","고등어","파","참기름","맛김","콩나물","탄산음료","밀가루","전기료","도시가스","휘발유"
2007.06,81.728,70.832,82.133,58.897,80.249,65.558,65.584,68.338,66.281,75.206,87.331,63.74,72.929,59.478,71.912,58.999,68.414,91.338,73.024,98.18
2007.07,81.728,72.034,79.868,58.897,79.578,65.5,63.983,74.977,66.281,75.991,83.756,65.039,78.534,59.431,71.912,59.11,67.97,91.338,74.954,97.912
2007.08,81.814,69.7,79.244,58.897,80.77,65.444,65.515,75.133,66.534,76.99,82.325,75.913,75.17,59.525,71.098,59.386,68.54,91.338,74.954,96.485
2007.09,81.899,68.428,81.664,58.897,80.77,65.157,70.11,73.415,66.534,73.993,88.682,93.558,74.53,59.525,71.912,59.054,66.2,91.338,79.872,96.664
2007.1,82.662,67.51,81.196,58.897,80.473,64.928,68.996,70.056,66.534,74.422,94.166,120.709,74.21,59.525,72.65,59.441,73.156,91.338,79.872,98.091
2007.11,84.02,62.915,80.571,58.897,80.547,64.986,68.16,72.243,66.534,75.777,86.219,122.008,67.245,59.855,73.02,59.717,77.265,91.338,81.802,101.925
2007.12,84.275,64.116,81.274,58.897,80.547,64.986,76.167,80.366,66.534,75.563,79.385,118.52,76.212,59.855,73.833,59.552,78.972,91.338,81.802,103.887
2008.01,84.614,65.318,83.382,58.897,81.143,65.844,78.116,81.069,68.752,75.849,81.849,109.903,75.972,59.855,73.463,59.552,105.465,91.338,78.565,105.67
2008.02,84.783,65.46,83.538,58.897,81.143,65.672,80.344,82.866,72.111,76.562,82.643,103.406,75.251,59.855,73.02,59.662,109.069,91.338,78.565,105.135
2008.03,84.954,62.349,82.601,58.897,91.649,74.196,81.389,80.913,73.061,77.061,78.988,115.647,79.734,59.855,74.572,60.215,111.282,91.338,78.565,106.294
2008.04,85.633,71.68,81.039,58.897,92.245,74.196,78.534,78.491,74.392,76.705,87.093,79.811,92.542,63.716,75.385,60.988,111.156,91.338,80.308,107.186
2008.05,86.057,79.244,81.196,58.897,92.097,74.196,76.515,76.304,73.885,76.847,93.132,78.512,93.503,65.365,76.124,60.988,114.38,91.338,80.308,113.518
2008.06,86.227,88.292,79.556,58.897,92.693,74.196,75.819,79.116,73.885,76.348,93.371,61.962,91.342,66.213,76.124,61.596,127.785,91.338,80.308,120.117
2008.07,86.312,87.091,80.259,67.984,92.99,74.196,76.167,90.754,73.568,77.489,91.384,62.167,92.063,66.213,78.489,62.811,131.642,91.338,80.308,122.97
2008.08,86.906,86.383,81.43,67.984,92.693,74.196,75.401,98.407,74.075,78.56,93.53,61.892,89.421,66.118,77.307,64.855,117.478,91.338,80.308,114.499
2008.09,87.5,86.383,84.475,82.182,92.543,74.196,83.825,83.099,73.568,77.632,81.769,69.075,90.621,66.118,77.676,65.186,109.322,91.338,80.308,112.269
2008.1,91.064,77.477,84.475,82.182,92.469,74.081,82.572,91.144,73.568,77.276,81.452,61.141,90.621,66.118,77.307,65.186,109.892,91.338,80.308,110.128
2008.11,92.253,74.932,84.631,82.182,92.32,77.399,84.73,98.094,73.568,77.775,81.133,61.962,93.344,67.06,77.307,64.965,109.892,91.338,84.043,95.772
2008.12,91.997,77.052,84.631,82.182,92.99,79.63,88.56,98.017,73.568,78.132,84.948,58.473,102.149,71.345,77.307,65.683,105.845,91.338,82.3,85.517
2009.01,92.168,79.739,85.646,82.182,92.99,80.145,91.971,105.983,73.568,78.702,92.894,67.912,102.95,71.345,77.307,67.286,106.857,91.338,82.3,88.282
2009.02,91.403,77.689,85.255,82.182,92.17,80.145,87.655,103.874,73.568,78.702,106.562,68.527,99.108,71.345,77.75,67.286,108.88,91.338,82.3,96.842
2009.03,90.555,80.304,84.475,82.182,92.915,80.145,85.148,103.249,76.04,79.344,117.369,58.61,102.869,72.005,77.75,69.496,108.88,91.338,84.043,98.447
2009.04,90.385,89.777,84.397,82.182,92.767,80.145,85.009,103.64,76.04,80.7,122.535,57.242,102.869,72.005,77.75,69.882,107.299,91.338,84.043,100.141
2009.05,89.113,85.465,86.582,82.126,92.99,80.145,87.306,107.467,76.04,82.342,119.833,69.075,100.468,72.005,77.307,69.33,108.501,91.338,84.043,100.052
2009.06,85.887,81.859,87.051,82.126,92.99,80.145,87.167,102.937,76.04,82.342,98.298,91.232,101.269,72.099,76.494,69.219,108.564,91.338,84.354,104.868
2009.07,87.075,84.97,88.925,82.126,92.915,80.145,85.079,105.28,76.04,82.342,77.796,88.087,101.749,71.958,77.307,69.275,108.437,91.338,88.525,105.045
2009.08,86.481,88.151,92.594,82.126,92.693,80.145,85.218,100.751,76.04,81.699,70.564,93.695,96.305,72.617,77.307,68.998,108.437,91.338,88.525,107.9
2009.09,84.699,88.646,98.059,82.126,92.841,79.23,90.37,89.348,75.026,83.555,69.691,92.873,93.583,72.57,77.307,68.501,98.827,91.338,88.525,108.256
2009.1,85.802,85.041,103.602,82.126,92.469,80.088,87.655,90.284,75.342,85.195,64.525,101.012,95.184,71.864,76.494,68.501,98.763,91.338,88.525,104.244
2009.11,84.189,78.749,102.744,82.126,92.469,79.401,84.174,100.672,75.722,87.55,70.088,91.027,94.704,71.864,77.307,68.501,97.12,91.338,88.525,106.472
2009.12,83.426,80.304,104.227,82.126,92.693,80.145,85.357,104.265,76.103,87.336,74.061,85.897,96.305,71.864,77.307,68.501,97.246,91.338,88.525,105.759
2010.01,84.022,77.294,101.606,82.087,92.661,80.039,82.941,109.608,75.9,85.732,86.257,91.665,98.366,71.807,77.348,68.307,96.259,91.349,88.529,107.141
2010.02,82.473,76.528,104.217,82.087,91.28,79.881,83.433,111.53,74.267,89.814,93.161,107.607,90.837,72.631,78.539,68.593,82.595,91.349,88.529,106.811
2010.03,82.392,71.243,103.213,82.087,91.924,78.937,80.726,112.339,76.911,91.713,102.668,111.023,100.297,73.829,78.936,68.307,86.011,91.349,88.529,108.793
2010.04,82.31,73.77,102.811,82.087,91.924,76.812,81.136,106.676,77.066,94.182,113.975,109.599,93.443,74.428,78.142,69.738,84.609,91.349,88.529,110.665
2010.05,80.436,73.924,100.703,82.087,92.385,77.206,78.265,96.969,77.144,95.796,104.269,124.545,94.891,74.428,78.539,70.596,82.332,91.349,88.529,110.995
2010.06,80.436,77.371,103.112,82.087,92.293,79.173,74.655,100.205,78.077,97.505,99.065,127.392,98.559,74.428,78.539,72.312,88.463,91.349,88.529,110.114
2010.07,79.865,78.52,101.104,82.168,92.293,76.812,75.065,107.283,78.077,97.03,93.862,111.165,98.752,74.428,79.333,73.171,88.463,91.349,88.529,110.775
2010.08,80.354,81.584,97.691,82.168,92.385,79.803,76.788,100.003,78.855,96.65,95.563,103.479,92.671,75.102,80.922,73.171,88.463,93.19,88.35,110.665
2010.09,80.028,79.822,99.799,79.486,92.109,79.567,91.063,93.43,78.31,97.22,102.668,220.195,102.807,76.15,81.716,73.457,88.463,93.19,93.447,109.453
2010.1,80.028,78.137,98.193,79.242,91.832,78.78,88.273,92.116,78.31,97.884,92.761,238.13,97.69,75.177,81.716,73.457,88.463,93.19,93.447,110.114
2010.11,83.777,76.681,96.687,79.73,92.016,78.858,83.351,92.924,79.088,98.074,100.166,196.567,91.802,76.15,80.922,73.457,88.463,93.19,89.155,110.995
2010.12,81.821,74.383,95.382,79.648,92.293,78.307,88.766,90.397,81.266,97.789,116.677,166.677,98.173,79.819,78.539,73.457,88.463,93.19,89.155,114.629
2011.01,82.881,85.414,95.08,80.542,92.293,79.881,92.457,99.194,94.641,97.979,138.791,195.713,97.304,79.819,88.545,73.671,88.463,93.19,93.268,117.161
2011.02,84.592,100.199,95.08,80.217,92.201,79.409,100.251,109.71,95.108,97.41,130.986,192.013,96.146,80.269,88.942,74.53,88.463,93.19,93.268,118.593
2011.03,86.466,93.458,93.173,80.299,92.293,78.15,99.184,121.136,95.574,98.359,123.982,161.837,99.235,80.269,93.31,75.817,88.463,93.19,93.268,123.548
2011.04,88.667,97.978,86.546,79.73,92.385,77.678,102.958,126.09,97.907,96.84,128.084,112.162,91.802,80.269,93.31,75.603,88.463,93.19,93.268,123.438
2011.05,88.993,100.352,84.036,82.168,92.109,83.187,103.532,110.721,97.052,98.169,128.685,81.701,95.663,83.039,93.31,78.893,95.208,93.19,97.739,122.887
2011.06,90.867,118.967,82.631,82.168,92.385,88.224,103.286,95.048,95.574,99.593,112.974,70.599,95.47,83.039,93.31,79.966,95.032,93.19,97.739,121.125
2011.07,91.519,118.048,83.032,82.168,91.832,88.224,99.184,106.272,95.574,99.214,114.375,75.154,101.841,83.039,93.31,79.966,93.105,93.19,97.739,123.878
2011.08,90.623,105.638,85.341,82.168,92.385,88.224,104.025,106.272,96.041,97.22,110.973,89.388,98.463,84.012,93.31,79.036,93.018,95.032,97.739,125.64
2011.09,91.845,102.497,87.45,82.168,92.293,88.224,105.747,103.036,96.508,98.454,115.376,112.731,83.983,84.012,93.31,79.107,93.018,95.032,97.739,126.631
2011.1,96.327,90.47,86.747,82.168,92.477,88.539,97.872,102.328,97.13,99.119,108.371,89.815,90.644,84.012,94.501,78.678,94.332,95.032,102.657,128.393
2011.11,98.691,87.636,85.442,88.67,92.293,88.696,96.149,101.115,97.13,97.979,108.471,79.424,99.332,84.012,94.501,79.179,96.872,95.032,102.657,127.402
2011.12,99.913,105.255,85.944,88.751,96.898,88.853,92.539,100.609,97.83,98.359,115.476,76.577,99.235,84.012,94.104,81.325,96.872,95.032,102.657,125.42
2012.01,99.603,100.529,85.773,88.719,99.45,88.074,97.462,97.687,97.036,98.558,108.612,79.438,90.035,86.783,94.517,82.283,96.907,95.023,102.648,126.51
2012.02,100.337,84.526,82.219,89.344,99.45,88.869,92.572,100.336,97.036,97.856,106.32,100.006,95.48,86.783,94.517,82.033,96.88,95.023,102.648,128.701
2012.03,99.408,82.932,81.677,89.344,98.869,88.491,87.945,107.343,97.239,94.751,110.803,108.632,95.48,86.783,94.914,81.983,92.046,95.023,102.648,131.454
2012.04,99.522,83.338,83.815,89.32,99.376,88.302,93.844,102.217,97.239,93.622,118.028,92.661,93.028,86.783,94.914,81.961,92.326,95.023,102.648,133.337
2012.05,98.365,82.473,83.534,89.491,99.477,88.641,87.354,97.485,96.912,94.41,120.379,110.482,90.47,92.324,94.914,82.097,92.046,95.023,102.648,132.027
2012.06,98.992,98.361,85.02,89.588,99.855,87.917,88.585,98.627,95.217,94.172,112.854,153.169,95.49,94.51,94.914,82.219,91.643,95.023,102.648,128.701
2012.07,98.528,93.588,85.321,89.417,98.611,88.956,80.275,98.445,95.116,94.77,100.986,145.155,98.25,93.896,93.731,81.782,92.886,95.023,107.674,123.691
2012.08,98.764,90.302,86.837,89.417,98.611,89.145,82.957,100.265,95.116,95.796,93.131,151.973,95.934,93.896,94.914,80.373,92.886,97.076,107.674,127.952
2012.09,98.316,92.47,89.247,89.694,99.855,92.828,92.228,96.716,95.466,95.786,91.27,174.263,94.003,93.896,95.7,84.114,92.58,97.076,107.674,131.52
2012.1,100.394,82.534,88.604,89.694,99.965,92.938,93.146,99.113,95.466,96.441,89.939,155.916,100.027,93.896,96.09,84.479,92.58,97.076,107.674,130.276
2012.11,103.002,73.104,87.771,89.694,99.79,93.276,85.623,99.426,95.8,96.166,93.031,139.618,99.872,93.896,95.732,86.088,92.58,97.076,107.674,126.895
2012.12,103.947,74.529,87.811,89.694,99.68,92.08,87.535,92.469,98.094,95.141,95.883,132.046,98.752,93.896,96.375,86.51,91.739,97.076,107.674,126.257
2013.01,102.529,74.506,87.118,89.694,99.68,93.024,87.535,92.722,100.878,95.919,95.423,132.53,100.181,93.896,96.375,86.424,92.422,99.029,107.674,125.629
2013.02,103.8,70.147,89.106,89.694,99.68,93.024,86.838,97.404,100.878,95.805,102.147,141.554,96.638,93.896,96.042,86.124,96.145,99.029,107.674,127.82
2013.03,103.621,66.999,84.659,89.694,99.984,93.914,83.507,103.38,101.376,97.913,102.087,134.964,94.457,93.896,95.049,87.068,102.442,99.029,112.199,129.703
2013.04,104.958,69.802,84.458,89.694,99.984,93.331,91.555,99.244,101.376,97.941,102.568,138.124,96.6,93.896,93.39,86.947,102.67,99.029,112.199,127.072
2013.05,104.077,73.74,83.424,89.881,100.481,94.063,95.517,98.193,101.912,99.233,102.057,117.357,97.546,93.896,99.044,86.975,102.67,99.029,112.199,123.691
2013.06,104.738,82.879,83.584,89.759,100.325,94.063,90.349,99.992,101.912,101.369,101.017,86.484,99.611,92.339,98.289,87.047,103.047,99.029,112.199,124.319
2013.07,104.118,91.482,83.886,89.759,100.279,94.008,90.456,100.306,101.912,102.489,101.227,91.224,95.432,93.896,99.409,86.739,100.279,99.029,112.199,126.389
2013.08,105.153,89.337,85.552,89.808,99.883,93.945,94.918,102.075,101.508,101.739,94.792,100.533,99.92,93.372,99.409,86.024,99.534,99.029,113.388,126.829
2013.09,105.74,88.969,90.572,99.861,100.638,93.945,99.554,102.864,99.673,101.597,93.311,95.337,93.115,93.372,98.663,85.48,97.511,99.029,113.388,125.761
2013.1,107.142,84.572,89.649,99.91,100.748,92.914,97.888,105.817,101.508,101.796,90.269,75.994,98.424,93.934,99.782,84.565,99.753,99.029,113.388,123.691
2013.11,106.653,78.42,89.026,100.048,100.638,93.67,101.088,104.876,101.508,102.214,89.649,88.007,99.872,93.934,98.663,83.864,99.158,101.708,113.388,122.127
2013.12,106.767,84.871,89.016,100.048,100.61,96.33,102.958,103.026,101.508,102.214,89.459,93.843,99.92,93.462,99.782,85.759,99.683,101.708,113.388,122.447
2014.01,104.2,79.462,90.281,100.048,100.15,95.354,105.887,102.702,101.508,102.214,90.5,76.35,98.424,93.462,96.518,86.052,100.2,101.708,119.728,123.129
2014.02,103.857,79.209,89.829,100.048,100.61,94.669,98.167,97.232,100.217,102.214,95.373,73.375,99.911,96.098,100.148,87.411,99.604,101.708,119.728,122.942
2014.03,102.871,89.283,88.775,100.048,100.242,100.32,98.323,98.294,100.217,101.264,98.985,67.325,99.64,96.098,98.686,90.437,102.74,101.708,119.728,123.317
2014.04,103.98,93.083,89.548,100.048,100.831,101.65,105.001,104.462,101.003,102.461,100.226,57.974,99.158,96.098,99.06,92.104,103.047,101.708,119.728,122.997
2014.05,101.796,94.216,90.793,100.048,100.831,99.777,105.78,99.598,101.003,101.549,104.799,61.347,99.158,96.839,99.06,92.898,103.047,101.708,119.728,122.447
2014.06,103.751,101.685,92.259,100.048,98.409,100.863,104.451,95.564,101.003,102.195,105.299,66.998,100.924,97.303,99.06,92.898,103.047,101.708,119.728,122.182
2014.07,104.061,103.547,93.916,99.91,100.831,101.713,102.13,93.562,101.003,102.793,107.101,66.642,98.028,97.303,100.148,92.898,101.628,101.708,118.539,122.381
2014.08,103.393,99.586,95.191,99.812,100.831,100.714,106.937,100.013,101.003,102.337,102.257,79.951,100.924,89.928,100.497,93.241,101.628,101.708,119.192,121.379
2014.09,100.614,100.084,96.928,99.812,100.831,101.469,106.051,91.843,101.71,102.565,100.286,85.402,101.098,96.517,100.497,93.863,99.009,101.708,119.192,119.562
2014.1,102.35,92.278,95.432,99.812,100.048,101.469,104.722,99.062,101.003,101.179,104.589,66.244,101.243,95.469,100.497,93.863,101.102,101.708,119.192,117.426
2014.11,104.159,91.42,97.108,99.812,100.61,100.902,108.151,101.357,101.003,101.872,105.9,65.02,102.121,98.703,100.497,94.664,101.4,101.708,119.192,114.045
2014.12,101.372,96.721,95.803,99.812,100.15,100.902,107.487,100.447,101.003,102.404,109.332,92.818,102.141,101.182,100.497,94.836,101.102,101.708,119.192,110.29
2015.01,101.68,94.69,96.56,99.83,100.37,101.19,103.21,105.18,101.72,103.08,109.94,73.87,102.63,99.62,100.33,95.82,100.43,101.62,112.45,99.71
2015.02,100.43,93.64,97.34,99.97,100.37,101.19,102.93,106.03,101.72,103.11,107.05,86.89,99.25,99.62,100.33,98.03,96.62,101.62,112.45,95.39
2015.03,98.35,90.97,96.64,99.96,100.37,101.19,101.37,103.67,99.03,103.1,109.43,86.09,101.06,99.62,99.54,100.58,101.12,101.62,102.79,99.96
2015.04,99.86,93.73,95.09,99.97,98.92,100.1,104.31,105.7,99.03,103.07,106.86,78.63,97.19,99.62,99.54,98.83,101.13,101.62,102.79,99.58
2015.05,99.27,101.87,93.8,99.98,99.91,100.08,104.08,105.67,99.03,101.94,103.97,102.88,98.59,101.22,98.75,101.12,101.12,101.62,94.29,102.28
2015.06,98.28,110.6,94.87,99.98,100.64,100.13,104.47,98.13,99.18,102.76,106.54,122.51,102.2,100.11,100.33,97.21,102.35,101.62,94.29,104.41
2015.07,100.41,106.04,97.69,100.15,99.11,101.72,99.31,98.94,100.42,99.97,103.75,112.05,101.89,99.93,100.33,100.25,100.34,95.14,94.29,103.9
2015.08,100.78,105.53,101.72,99.98,100.18,99.33,96.99,100.75,100.42,98.1,89.09,124.28,101.93,99.93,99.93,100.25,99.13,95.14,94.29,102.53
2015.09,100.65,106.06,104.98,99.98,100.11,99.54,98.87,95.32,100.42,96.06,88.58,107.7,96.01,99.93,99.54,100.86,98.41,95.14,98.09,100.4
2015.1,101.32,99.94,105.92,100.07,100.11,98.22,97.15,94.15,99.67,96.95,91.63,100.1,95.6,99.93,99.93,102.35,99.92,101.62,98.09,99.14
2015.11,100.41,96.54,107.49,100.06,99.46,99.63,94.27,93.87,99.46,95.11,93.36,89.85,100.48,99.93,100.72,102.35,100.39,101.62,98.09,97.33
2015.12,98.58,100.39,107.89,100.07,100.46,97.72,93.05,92.6,99.92,96.76,89.81,115.15,103.17,100.56,100.72,102.35,99.07,101.62,98.09,95.39
2016.01,95.09,97.81,108.98,100.06,99.57,97.06,93.1,95.11,100.64,95.12,91.14,117.41,103.58,97.18,101.5,102.35,97.94,101.62,90.27,92.38
2016.02,97.2,97.3,112.35,100.06,100.83,97.44,90.96,94.68,101.61,95.03,95.1,156.86,101.59,101.03,101.9,102.07,99.6,101.62,90.27,90.19
2016.03,98.97,94.12,110.21,100.05,100.83,98.18,85.15,93.53,101.68,99.05,97.67,123.91,103.3,101.21,100.89,103.13,101.26,101.62,82.4,89.31
2016.04,96.91,96.21,110.53,99.98,100.83,97.34,81.91,90.91,101.68,99.85,95.8,111.07,100.64,100.58,102.19,99.98,97.18,101.62,82.4,89.94
2016.05,94.07,98.4,110.88,99.99,100.8,97.31,81.24,90.57,102.23,99.78,98.6,123.66,100.7,105.29,105.83,97.48,94.99,101.62,78.93,92.13
2016.06,93.1,107.85,110.95,100.27,101.07,94.42,85.09,92.99,102.23,99.16,95.06,103.29,101.43,102.03,105.83,100.88,97.71,101.62,78.93,96.2
2016.07,91.29,105.17,112.85,99.55,98.89,94.77,84.54,93.97,102.23,100.16,94.72,86.87,98.49,104.24,107.99,98.43,97,82.59,78.93,96.45
2016.08,92.8,101.29,114.65,99.49,100.34,96.97,85.32,96.2,102.03,98.74,89.36,89.89,101.07,104.24,106.55,97.94,100.81,82.59,78.93,95.64
2016.09,90.15,108.49,117.5,99.49,100.2,100.55,89.68,101.17,102.23,100.44,89.65,130,102.14,104.24,106.55,95.8,94.16,82.59,78.93,95.39
2016.1,89.98,105.88,116.89,99.16,99.57,105.1,89.37,102.37,98.67,98.05,86.74,128.41,107.03,110.46,107.97,102.28,97.17,101.62,78.93,95.45
2016.11,89.14,104.39,115.73,98.56,99.8,107.89,92.59,96.99,100.31,101.16,85.51,141.05,107.33,110.46,104.07,103.26,96.32,101.62,83.24,95.82
2016.12,88.12,102.4,114.39,98.51,99.82,105.23,104.09,97.82,97.16,98.87,85.56,149.85,101.37,110.46,104.07,103.06,95.6,89.83,83.24,97.27
2017.01,85.71,100.93,114.61,98.53,104.7,107.16,162.44,93.39,98.07,103.08,86.23,144.68,103.16,109.48,104.07,105.55,95.53,89.83,83.24,100.65
2017.02,86.13,100.62,114.99,98.58,105.43,107.72,150,100.6,98.07,100.41,91.59,140.8,103.8,111.22,105.53,106.25,92.42,89.83,83.24,101.03
2017.03,84.41,99.96,113.84,98.45,105.59,106.77,135.14,107.95,98.97,103.1,99.41,158.8,104.92,111.37,107.72,105.73,90.79,89.83,85.57,100.21
2017.04,81.5,102.13,113.79,98.45,106.16,106.94,142.69,103.78,97.59,101.54,102.34,108.15,99.99,107.9,110.3,106.08,89.77,89.83,85.57,98.52
2017.05,82.82,110.55,113.23,98.45,105.9,102.92,156.49,107.55,98.6,101.13,106.8,102.94,90.64,110.58,112.22,102.52,97.09,89.83,87.1,98.39
2017.06,82.63,115.02,112.31,98.45,106.53,107.72,159.31,108.71,98.45,101.34,99.54,88.76,95.12,114.1,112.22,105.02,97.09,89.83,87.1,97.51
2017.07,85.18,117.34,114.78,98.49,106.37,107.88,151.54,100.76,97.45,102.92,94.9,94.75,100.7,114.1,112.22,105.25,96.29,89.83,87.52,96.45
2017.08,85.31,115.05,113.75,98.13,104.21,104.61,142.21,101.84,97.96,106.37,91.26,132.91,98.34,116.41,112.22,104.68,96.86,89.83,87.52,97.64
2017.09,89.71,115.4,115.89,98.86,105.57,105.87,110.84,98.08,98.63,105.39,90.31,124.53,99.53,116.41,112.22,105.57,94.84,89.83,87.52,99.21
2017.1,94.31,109.99,117.59,98.86,105.75,107.41,104.93,96.23,96.12,105.33,89.67,103.8,97.18,116.41,112.22,106.33,95.77,89.83,87.52,100.77
2017.11,94.62,103.25,114.91,99.38,106.06,106.68,104.98,101.31,97.09,103.41,92.29,84.77,91.56,116.41,107.34,100.32,96.54,89.83,80.06,101.47
2017.12,94.39,105.53,114.28,99.52,105.07,105.38,100.33,101.1,97.09,105.13,94.34,102.73,92.52,116.41,107.34,104.1,96.58,89.83,80.06,102.46
2018.01,94.93,103.24,116.8,99.52,106.5,106.91,97.42,97.03,96.96,104.86,94.33,110.14,94.57,113.97,108.07,104.03,94.1,89.83,80.06,102.9
2018.02,97.84,103.49,115.16,99.2,106.32,106.88,90.92,98.7,96.96,101.11,92.1,139.3,87.67,113.97,109.94,105.35,90.75,89.83,80.06,103.6
2018.03,99.64,101.12,116.46,99.07,106.26,104.72,87.29,99.87,96.18,98.49,94.37,92.39,95.86,117.2,109.94,107.28,95.53,89.83,80.06,103.03
2018.04,101.99,102.34,115.81,99.31,104.77,104.18,81.34,100.86,96.96,98.78,97.34,56.18,99.73,113.54,109.94,108.98,95.79,89.83,80.06,102.78
2018.05,103.06,102.33,115.62,99.31,106.5,107.08,84.45,97.39,96.96,105.85,99.48,75.21,101.36,108.32,109.94,101.97,94.82,89.83,80.06,104.28
2018.06,102.61,108.05,114.13,99.51,104.42,107.08,77.06,96.26,95.21,106.79,101.62,85.03,101.36,104.2,109.94,106.7,95.07,89.83,80.06,106.22
2018.07,104.08,114.97,114.5,99.59,105.92,107.83,77.93,97.61,94.62,107.14,96.63,89.48,96.11,103.17,109.94,104.52,97.28,74.06,83.15,106.16
2018.08,104.83,110.76,115.95,99.59,105.77,106.64,84.88,103.45,96.96,103.79,89.61,146.27,99.32,115.99,109.94,102.79,96.14,74.06,83.15,106.72
2018.09,106.98,111.02,116.07,103.15,104.26,105.72,89.66,104.8,96.8,106.18,87.11,195.84,98.71,115.99,110.99,108.51,89.39,89.83,83.15,107.67
2018.1,113.72,105.51,117.67,103.82,105.01,108.26,86.8,101.37,94.73,106.21,85.57,168.53,104.56,115.99,111.34,105.23,95.58,89.83,83.15,110.29
2018.11,115.18,96.58,116.96,103.82,105.58,108.6,85.07,100.46,97.08,105.49,85.31,128.56,103.63,115.94,111.34,102.96,97.49,89.83,83.15,105.6
2018.12,116.26,96.08,117.25,103.8,106.14,109.5,84.81,101.96,96.49,106.78,85.14,118.79,104.91,113.97,110.99,106.71,96.78,89.83,83.15,97.64
2019.01,116.02,93.71,117.61,103.82,104.53,109.89,83.48,109.47,95.47,107.43,83.63,99.46,102.36,111.78,111.34,107.57,93.61,89.83,83.15,92.19
2019.02,115.8,93.2,118.41,104.73,104.86,112.5,79.52,113.03,96.55,108.41,84.58,87.49,104.28,115.67,111.69,106.58,95.77,89.83,83.15,90.75
2019.03,115.4,92.84,118.78,105.22,104.81,111.68,77.67,107.84,97.86,108.55,84.48,64.15,103.73,118.72,111.34,103.7,98.04,89.83,83.15,91.31
2019.04,115.32,100.54,120.42,105.75,103.74,111.85,83.48,106.57,98.02,108.93,89.2,58.98,104.08,114.25,111.69,107.94,98.57,89.83,83.15,94.57
2019.05,116.11,99.54,119.66,105.92,106.25,111.54,87.73,103.94,98.64,109.36,90.64,75.31,107.46,113.22,111.34,108.43,98.26,89.83,83.15,100.02
2019.06,115.74,100.7,118.55,106.06,106.75,112.64,88.22,101.16,98.18,110.86,90.3,103.48,107.46,111.37,111.34,107.81,99.82,89.83,83.15,101.03
2019.07,115.51,100.32,119.83,106.2,106.7,109.33,88.89,95.46,97.86,111.35,89.21,108.96,103.7,113.29,111.34,105.97,99.6,75.29,86.27,99.34
2019.08,115.24,100.14,122.05,106.2,107.07,111.07,88.1,98.65,99.2,111.38,85.1,120.02,104.04,113.29,109.42,104.95,99.6,75.29,86.27,99.46
2019.09,115.35,106.39,122.97,105.7,105.66,111.54,91.59,99.44,98.54,109.19,89.88,120.55,105.16,114.9,107.67,105.61,97.65,89.83,86.27,101.96
2019.1,114.47,106.89,125.81,105.69,105.56,105.18,97.51,102.34,99.2,109.4,91.03,104.5,104.64,111.76,109.14,109.02,99.6,89.83,86.27,102.53
2019.11,114.44,97.57,124.21,106.18,104.96,112.33,99.47,99.39,98.74,110.08,92.72,104.5,108.91,107.65,109.42,106.16,99.26,89.83,86.27,101.53
2019.12,113.73,102.15,123.79,106.19,105.1,111.03,99.96,99.41,98.71,110.83,93.3,93.76,112.89,103.83,109.42,108.31,99.21,89.83,86.27,101.96
2020.01,114.49,97.44,126.55,106.15,103.74,112.94,99.23,99.03,99.68,111.82,92.34,92.38,105.58,110.85,108.63,106.41,93.04,89.83,86.27,103.03
2020.02,113.03,95.3,128.24,106.2,103.75,110.86,96.21,100.09,100.59,110.59,94.33,77.23,110.74,103.83,110.49,107.3,99.6,89.83,86.27,101.96
2020.03,111.97,102.45,127.06,106.2,105.7,111.54,101.08,101.08,100.63,110.5,97.3,67.29,111.63,113.99,112.61,109.89,97.92,89.83,86.27,98.64
2020.04,112.62,107.29,129,106.2,106.36,112.16,101.86,97.45,100.79,110.07,102.26,65.75,115.79,115.48,111.02,113.04,97.3,89.83,86.27,90.63
2020.05,111.12,118.51,130.11,106.29,106.59,113.52,98.21,97.68,100.63,110.38,104.42,83.87,113.96,112.31,107.77,113.3,98.37,89.83,86.27,84.3
2020.06,113.64,122.22,134.26,106.29,106.2,112.28,97.97,96.81,100.62,110.23,106.2,105.56,114.33,115.67,111.62,112.73,98.26,89.83,86.27,88.06
2020.07,113.28,121.47,133.03,105.9,105.93,109.27,94.69,96.99,101.57,110.44,101.76,111.46,114.86,112.36,106.62,113.21,99.12,75.29,77.23,90.94
2020.08,114.8,121.54,133.41,106.17,104.97,110.62,96.11,97.83,101.03,110.62,97.74,171.94,107.98,106.84,106.62,115.84,99.37,75.29,77.23,91.19
2020.09,116.71,117.12,136.49,106.17,105.21,112.85,100.54,102.68,100.16,110.39,98.09,182.52,109.58,106.84,106.09,112.12,95.77,89.83,77.23,90.82
2020.1,123.47,120.79,136.98,106.24,103.87,113.86,101.44,98.79,101.25,110.78,97.78,194.37,115.05,109.97,105.82,115.64,97.62,89.83,77.23,89.5
2020.11,125.87,114.98,135.81,106.24,102.43,113.7,98.59,97.94,101.79,110.78,99.55,204.85,117.33,107.84,105.29,111.56,97.53,89.83,77.23,88.18
2020.12,126.26,116.82,136.94,106.24,103.68,115.35,98.27,98.32,102.65,110.71,99.2,144.36,117.33,114.29,105.29,115.64,96.63,89.83,77.23,90.19
