"일간","시가총액_단위_억"
"2012.04.26","11311310"
"2012.04.27","11376500"
"2012.04.30","11416670"
"2012.05.02","11512910"
"2012.05.03","11487990"
"2012.05.04","11448030"
"2012.05.07","11258720"
"2012.05.08","11317490"
"2012.05.09","11225280"
"2012.05.10","11195640"
"2012.05.11","11038530"
"2012.05.14","11023330"
"2012.05.15","10929890"
"2012.05.16","10592070"
"2012.05.17","10621320"
"2012.05.18","10261480"
"2012.05.21","10359100"
"2012.05.22","10532810"
"2012.05.23","10417670"
"2012.05.24","10447040"
"2012.05.25","10502710"
"2012.05.29","10650150"
"2012.05.30","10621170"
"2012.05.31","10613200"
"2012.06.01","10563680"
"2012.06.04","10265930"
"2012.06.05","10368390"
"2012.06.07","10640840"
"2012.06.08","10567000"
"2012.06.11","10752080"
"2012.06.12","10682640"
"2012.06.13","10708410"
"2012.06.14","10777910"
"2012.06.15","10700120"
"2012.06.18","10889740"
"2012.06.19","10893250"
"2012.06.20","10964590"
"2012.06.21","10878040"
"2012.06.22","10636110"
"2012.06.25","10507850"
"2012.06.26","10466650"
"2012.06.27","10467910"
"2012.06.28","10477960"
"2012.06.29","10682890"
"2012.07.02","10666610"
"2012.07.03","10757340"
"2012.07.04","10795560"
"2012.07.05","10801260"
"2012.07.06","10702610"
"2012.07.09","10571730"
"2012.07.10","10534080"
"2012.07.11","10516900"
"2012.07.12","10286690"
"2012.07.13","10447440"
"2012.07.16","10477250"
"2012.07.17","10501990"
"2012.07.18","10348680"
"2012.07.19","10509490"
"2012.07.20","10509700"
"2012.07.23","10319540"
"2012.07.24","10348110"
"2012.07.25","10205020"
"2012.07.26","10281070"
"2012.07.27","10549780"
"2012.07.30","10638610"
"2012.07.31","10863950"
"2012.08.01","10847910"
"2012.08.02","10784980"
"2012.08.03","10664060"
"2012.08.06","10878830"
"2012.08.07","10883940"
"2012.08.08","10979770"
"2012.08.09","11191100"
"2012.08.10","11223810"
"2012.08.13","11142550"
"2012.08.14","11282710"
"2012.08.16","11287530"
"2012.08.17","11217290"
"2012.08.20","11213250"
"2012.08.21","11200760"
"2012.08.22","11156240"
"2012.08.23","11198300"
"2012.08.24","11068410"
"2012.08.27","11045420"
"2012.08.28","11038800"
"2012.08.29","11110610"
"2012.08.30","10983050"
"2012.08.31","10980730"
"2012.09.03","11023010"
"2012.09.04","10992980"
"2012.09.05","10805070"
"2012.09.06","10846870"
"2012.09.07","11127610"
"2012.09.10","11101890"
"2012.09.11","11073820"
"2012.09.12","11241030"
"2012.09.13","11244900"
"2012.09.14","11569660"
"2012.09.17","11538940"
"2012.09.18","11551060"
"2012.09.19","11564710"
"2012.09.20","11462510"
"2012.09.21","11532670"
"2012.09.24","11542920"
"2012.09.25","11474130"
"2012.09.26","11411970"
"2012.09.27","11459890"
"2012.09.28","11506260"
"2012.10.02","11506530"
"2012.10.04","11486380"
"2012.10.05","11500750"
"2012.10.08","11425620"
"2012.10.09","11408390"
"2012.10.10","11232030"
"2012.10.11","11143740"
"2012.10.12","11145410"
"2012.10.15","11102370"
"2012.10.16","11196460"
"2012.10.17","11276210"
"2012.10.18","11299590"
"2012.10.19","11211290"
"2012.10.22","11200390"
"2012.10.23","11118550"
"2012.10.24","11042380"
"2012.10.25","11107120"
"2012.10.26","10917620"
"2012.10.29","10917520"
"2012.10.30","10965940"
"2012.10.31","11035770"
"2012.11.01","10957290"
"2012.11.02","11073390"
"2012.11.05","11010720"
"2012.11.06","11125940"
"2012.11.07","11180440"
"2012.11.08","11049880"
"2012.11.09","11002250"
"2012.11.12","10981880"
"2012.11.13","10919470"
"2012.11.14","10947400"
"2012.11.15","10811060"
"2012.11.16","10755070"
"2012.11.19","10853240"
"2012.11.20","10925420"
"2012.11.21","10892640"
"2012.11.22","10982330"
"2012.11.23","11051990"
"2012.11.26","11034150"
"2012.11.27","11129840"
"2012.11.28","11058480"
"2012.11.29","11187400"
"2012.11.30","11172900"
"2012.12.03","11217250"
"2012.12.04","11190330"
"2012.12.05","11260890"
"2012.12.06","11274570"
"2012.12.07","11318050"
"2012.12.10","11320700"
"2012.12.11","11361010"
"2012.12.12","11420010"
"2012.12.13","11576940"
"2012.12.14","11534670"
"2012.12.17","11459670"
"2012.12.18","11518870"
"2012.12.20","11553840"
"2012.12.21","11445440"
"2012.12.24","11455320"
"2012.12.26","11457460"
"2012.12.27","11484950"
"2012.12.28","11541470"
"2012.12.31","3599090"
"2013.01.02","11737090"
"2013.01.03","11669450"
"2013.01.04","11624980"
"2013.01.07","11627580"
"2013.01.08","11554730"
"2013.01.09","11517820"
"2013.01.10","11610430"
"2013.01.11","11551520"
"2013.01.14","11607780"
"2013.01.15","11468480"
"2013.01.16","11434190"
"2013.01.17","11416240"
"2013.01.18","11494740"
"2013.01.21","11490090"
"2013.01.22","11548060"
"2013.01.23","11455730"
"2013.01.24","11363340"
"2013.01.25","11259640"
"2013.01.28","11215690"
"2013.01.29","11310710"
"2013.01.30","11363530"
"2013.01.31","11351910"
"2013.02.01","11327570"
"2013.02.04","11305010"
"2013.02.05","11220060"
"2013.02.06","11208740"
"2013.02.07","11181610"
"2013.02.08","11296880"
"2013.02.12","11269620"
"2013.02.13","11442850"
"2013.02.14","11465560"
"2013.02.15","11478570"
"2013.02.18","11479190"
"2013.02.19","11501490"
"2013.02.20","11726280"
"2013.02.21","11669240"
"2013.02.22","11692180"
"2013.02.25","11635240"
"2013.02.26","11579380"
"2013.02.27","11601690"
"2013.02.28","11731930"
"2013.03.04","11658060"
"2013.03.05","11678590"
"2013.03.06","11702950"
"2013.03.07","11605200"
"2013.03.08","11613870"
"2013.03.11","11600130"
"2013.03.12","11542510"
"2013.03.13","11582130"
"2013.03.14","11594950"
"2013.03.15","11506190"
"2013.03.18","11398640"
"2013.03.19","11461880"
"2013.03.20","11351210"
"2013.03.21","11302460"
"2013.03.22","11291420"
"2013.03.25","11459370"
"2013.03.26","11494420"
"2013.03.27","11549070"
"2013.03.28","11549670"
"2013.03.29","11616640"
"2013.04.01","11563660"
"2013.04.02","11509190"
"2013.04.03","11491890"
"2013.04.04","11356780"
"2013.04.05","11172500"
"2013.04.08","11126420"
"2013.04.09","11142180"
"2013.04.10","11227910"
"2013.04.11","11311700"
"2013.04.12","11165430"
"2013.04.15","11142190"
"2013.04.16","11151470"
"2013.04.17","11162090"
"2013.04.18","11025870"
"2013.04.19","11064590"
"2013.04.22","11176610"
"2013.04.23","11135890"
"2013.04.24","11231450"
"2013.04.25","11325270"
"2013.04.26","11256750"
"2013.04.29","11234420"
"2013.04.30","11376040"
"2013.05.02","11339050"
"2013.05.03","11389860"
"2013.05.06","11369830"
"2013.05.07","11322770"
"2013.05.08","11336710"
"2013.05.09","11473490"
"2013.05.10","11275520"
"2013.05.13","11301390"
"2013.05.14","11423280"
"2013.05.15","11439270"
"2013.05.16","11536110"
"2013.05.20","11528040"
"2013.05.21","11527670"
"2013.05.22","11595710"
"2013.05.23","11451950"
"2013.05.24","11475320"
"2013.05.27","11514120"
"2013.05.28","11550130"
"2013.05.29","11635720"
"2013.05.30","11637630"
"2013.05.31","11642180"
"2013.06.03","11569850"
"2013.06.04","11564040"
"2013.06.05","11393950"
"2013.06.07","11175710"
"2013.06.10","11228360"
"2013.06.11","11154470"
"2013.06.12","11096740"
"2013.06.13","10940430"
"2013.06.14","10976710"
"2013.06.17","10940840"
"2013.06.18","11043040"
"2013.06.19","10972850"
"2013.06.20","10750970"
"2013.06.21","10592430"
"2013.06.24","10457680"
"2013.06.25","10348430"
"2013.06.26","10370130"
"2013.06.27","10675310"
"2013.06.28","10842160"
"2013.07.01","10797550"
"2013.07.02","10788000"
"2013.07.03","10612200"
"2013.07.04","10693300"
"2013.07.05","10656120"
"2013.07.08","10559560"
"2013.07.09","10638000"
"2013.07.10","10602720"
"2013.07.11","10916910"
"2013.07.12","10875160"
"2013.07.15","10906880"
"2013.07.16","10858120"
"2013.07.17","10979440"
"2013.07.18","10922300"
"2013.07.19","10894400"
"2013.07.22","10944110"
"2013.07.23","11082630"
"2013.07.24","11109650"
"2013.07.25","11117810"
"2013.07.26","11121860"
"2013.07.29","11058250"
"2013.07.30","11159620"
"2013.07.31","11145710"
"2013.08.01","11183450"
"2013.08.02","11203020"
"2013.08.05","11163290"
"2013.08.06","11107680"
"2013.08.07","10941870"
"2013.08.08","10975990"
"2013.08.09","10959590"
"2013.08.12","10981240"
"2013.08.13","11151620"
"2013.08.14","11220090"
"2013.08.16","11162270"
"2013.08.19","11187850"
"2013.08.20","11017480"
"2013.08.21","10897920"
"2013.08.22","10792840"
"2013.08.23","10913770"
"2013.08.26","11017050"
"2013.08.27","11005720"
"2013.08.28","10996180"
"2013.08.29","11166400"
"2013.08.30","11281860"
"2013.09.02","11268970"
"2013.09.03","11316010"
"2013.09.04","11313730"
"2013.09.05","11421010"
"2013.09.06","11443670"
"2013.09.09","11552110"
"2013.09.10","11662080"
"2013.09.11","11720670"
"2013.09.12","11722340"
"2013.09.13","11664190"
"2013.09.16","11782980"
"2013.09.17","11731290"
"2013.09.23","11752060"
"2013.09.24","11735410"
"2013.09.25","11688360"
"2013.09.26","11741090"
"2013.09.27","11766510"
"2013.09.30","11679830"
"2013.10.01","11690270"
"2013.10.02","11700200"
"2013.10.04","11688130"
"2013.10.07","11674800"
"2013.10.08","11726090"
"2013.10.10","11721440"
"2013.10.11","11855510"
"2013.10.14","11828660"
"2013.10.15","11953600"
"2013.10.16","11913210"
"2013.10.17","11950130"
"2013.10.18","12016490"
"2013.10.21","12021590"
"2013.10.22","12040110"
"2013.10.23","11923770"
"2013.10.24","11984930"
"2013.10.25","11912860"
"2013.10.28","11998800"
"2013.10.29","12021920"
"2013.10.30","12107460"
"2013.10.31","11937810"
"2013.11.01","11995050"
"2013.11.04","11914560"
"2013.11.05","11849490"
"2013.11.06","11852530"
"2013.11.07","11796560"
"2013.11.08","11685300"
"2013.11.11","11643050"
"2013.11.12","11756620"
"2013.11.13","11563890"
"2013.11.14","11591720"
"2013.11.15","11814290"
"2013.11.18","11852440"
"2013.11.19","11974070"
"2013.11.20","11883650"
"2013.11.21","11747530"
"2013.11.22","11814400"
"2013.11.25","11874330"
"2013.11.26","11906250"
"2013.11.27","11943320"
"2013.11.28","12045950"
"2013.11.29","12041770"
"2013.12.02","11962400"
"2013.12.03","11840270"
"2013.12.04","11710890"
"2013.12.05","11699050"
"2013.12.06","11666810"
"2013.12.09","11782110"
"2013.12.10","11745760"
"2013.12.11","11663620"
"2013.12.12","11614080"
"2013.12.13","11582260"
"2013.12.16","11574840"
"2013.12.17","11601680"
"2013.12.18","11652580"
"2013.12.19","11662230"
"2013.12.20","11711220"
"2013.12.23","11789670"
"2013.12.24","11811640"
"2013.12.26","11796130"
"2013.12.27","11813510"
"2013.12.30","11859730"
"2013.12.31","3599090"
"2014.01.02","11598930"
"2014.01.03","11471850"
"2014.01.06","11518210"
"2014.01.07","11551480"
"2014.01.08","11553360"
"2014.01.09","11479280"
"2014.01.10","11432040"
"2014.01.13","11488970"
"2014.01.14","11474010"
"2014.01.15","11507060"
"2014.01.16","11528660"
"2014.01.17","11455720"
"2014.01.20","11507130"
"2014.01.21","11569700"
"2014.01.22","11608590"
"2014.01.23","11477640"
"2014.01.24","11450700"
"2014.01.27","11269100"
"2014.01.28","11311430"
"2014.01.29","11455210"
"2014.02.03","11333500"
"2014.02.04","11136610"
"2014.02.05","11165740"
"2014.02.06","11263610"
"2014.02.07","11349920"
"2014.02.10","11352460"
"2014.02.11","11405860"
"2014.02.12","11434190"
"2014.02.13","11381060"
"2014.02.14","11470410"
"2014.02.17","11505430"
"2014.02.18","11510920"
"2014.02.19","11491930"
"2014.02.20","11419660"
"2014.02.21","11591410"
"2014.02.24","11539680"
"2014.02.25","11629590"
"2014.02.26","11667310"
"2014.02.27","11718480"
"2014.02.28","11734500"
"2014.03.03","11644470"
"2014.03.04","11581120"
"2014.03.05","11687170"
"2014.03.06","11715150"
"2014.03.07","11710610"
"2014.03.10","11594720"
"2014.03.11","11648150"
"2014.03.12","11464610"
"2014.03.13","11473670"
"2014.03.14","11383000"
"2014.03.17","11422640"
"2014.03.18","11494150"
"2014.03.19","11476320"
"2014.03.20","11368240"
"2014.03.21","11496590"
"2014.03.24","11558250"
"2014.03.25","11526830"
"2014.03.26","11668580"
"2014.03.27","11773970"
"2014.03.28","11796890"
"2014.03.31","11824880"
"2014.04.01","11857850"
"2014.04.02","11887990"
"2014.04.03","11875800"
"2014.04.04","11843770"
"2014.04.07","11852040"
"2014.04.08","11871750"
"2014.04.09","11901730"
"2014.04.10","11960400"
"2014.04.11","11896910"
"2014.04.14","11892760"
"2014.04.15","11867220"
"2014.04.16","11868270"
"2014.04.17","11864790"
"2014.04.18","11934890"
"2014.04.21","11904690"
"2014.04.22","11933710"
"2014.04.23","11911060"
"2014.04.24","11904740"
"2014.04.25","11748790"
"2014.04.28","11732360"
"2014.04.29","11701740"
"2014.04.30","11680230"
"2014.05.02","11669060"
"2014.05.07","11552150"
"2014.05.08","11621060"
"2014.05.09","11658680"
"2014.05.12","11717790"
"2014.05.13","11827310"
"2014.05.14","11991860"
"2014.05.15","11987050"
"2014.05.16","12006580"
"2014.05.19","12039260"
"2014.05.20","12019750"
"2014.05.21","12001170"
"2014.05.22","12052290"
"2014.05.23","12054260"
"2014.05.26","12008350"
"2014.05.27","11934730"
"2014.05.28","12049460"
"2014.05.29","12032230"
"2014.05.30","11926170"
"2014.06.02","11969650"
"2014.06.03","12005380"
"2014.06.05","11930910"
"2014.06.09","11888270"
"2014.06.10","12018750"
"2014.06.11","12030720"
"2014.06.12","12008750"
"2014.06.13","11878820"
"2014.06.16","11895320"
"2014.06.17","11945980"
"2014.06.18","11875140"
"2014.06.19","11888050"
"2014.06.20","11752320"
"2014.06.23","11798640"
"2014.06.24","11914750"
"2014.06.25","11852700"
"2014.06.26","11931630"
"2014.06.27","11892120"
"2014.06.30","11972170"
"2014.07.01","11951100"
"2014.07.02","12049690"
"2014.07.03","12020260"
"2014.07.04","12011750"
"2014.07.07","11974310"
"2014.07.08","11982520"
"2014.07.09","11943720"
"2014.07.10","11961590"
"2014.07.11","11882430"
"2014.07.14","11916850"
"2014.07.15","12039330"
"2014.07.16","12044050"
"2014.07.17","12093220"
"2014.07.18","12083500"
"2014.07.21","12076960"
"2014.07.22","12136640"
"2014.07.23","12130890"
"2014.07.24","12122610"
"2014.07.25","12169070"
"2014.07.28","12255500"
"2014.07.29","12342180"
"2014.07.30","12473430"
"2014.07.31","12424160"
"2014.08.01","12396380"
"2014.08.04","12443120"
"2014.08.05","12354630"
"2014.08.06","12344360"
"2014.08.07","12306730"
"2014.08.08","12162700"
"2014.08.11","12215900"
"2014.08.12","12223910"
"2014.08.13","12351380"
"2014.08.14","12354810"
"2014.08.18","12292940"
"2014.08.19","12398310"
"2014.08.20","12407400"
"2014.08.21","12237310"
"2014.08.22","12315310"
"2014.08.25","12328390"
"2014.08.26","12370970"
"2014.08.27","12413120"
"2014.08.28","12424490"
"2014.08.29","12388860"
"2014.09.01","12381770"
"2014.09.02","12281260"
"2014.09.03","12274900"
"2014.09.04","12306710"
"2014.09.05","12264350"
"2014.09.11","12181060"
"2014.09.12","12223990"
"2014.09.15","12185210"
"2014.09.16","12228490"
"2014.09.17","12348090"
"2014.09.18","12247410"
"2014.09.19","12269300"
"2014.09.22","12175800"
"2014.09.23","12114150"
"2014.09.24","12146870"
"2014.09.25","12136210"
"2014.09.26","12122990"
"2014.09.29","12100030"
"2014.09.30","12056670"
"2014.10.01","11888920"
"2014.10.02","11790880"
"2014.10.06","11749350"
"2014.10.07","11777910"
"2014.10.08","11720920"
"2014.10.10","11572910"
"2014.10.13","11494730"
"2014.10.14","11512480"
"2014.10.15","11496370"
"2014.10.16","11449800"
"2014.10.17","11341850"
"2014.10.20","11524880"
"2014.10.21","11436680"
"2014.10.22","11561930"
"2014.10.23","11536120"
"2014.10.24","11506260"
"2014.10.27","11547380"
"2014.10.28","11507330"
"2014.10.29","11726870"
"2014.10.30","11719180"
"2014.10.31","11761420"
"2014.11.03","11695560"
"2014.11.04","11587860"
"2014.11.05","11559790"
"2014.11.06","11592510"
"2014.11.07","11607960"
"2014.11.10","11722060"
"2014.11.11","11753360"
"2014.11.12","11774510"
"2014.11.13","11732240"
"2014.11.14","11895690"
"2014.11.17","11885660"
"2014.11.18","12035010"
"2014.11.19","12041230"
"2014.11.20","11994740"
"2014.11.21","12035320"
"2014.11.24","12123620"
"2014.11.25","12120300"
"2014.11.26","12131720"
"2014.11.27","12166470"
"2014.11.28","12162920"
"2014.12.01","12067020"
"2014.12.02","12065400"
"2014.12.03","12095210"
"2014.12.04","12192080"
"2014.12.05","12193010"
"2014.12.08","12147110"
"2014.12.09","12102570"
"2014.12.10","11946480"
"2014.12.11","11767940"
"2014.12.12","11797680"
"2014.12.15","11793290"
"2014.12.16","11694180"
"2014.12.17","11663940"
"2014.12.18","11800600"
"2014.12.19","12006550"
"2014.12.22","12092330"
"2014.12.23","12067220"
"2014.12.24","12116720"
"2014.12.26","12124970"
"2014.12.29","11995310"
"2014.12.30","11922520"
"2014.12.31","3599090"
"2015.01.02","11980100"
"2015.01.05","11915260"
"2015.01.06","11711670"
"2015.01.07","11719910"
"2015.01.08","11851700"
"2015.01.09","11973220"
"2015.01.12","11951960"
"2015.01.13","11931070"
"2015.01.14","11909790"
"2015.01.15","11910870"
"2015.01.16","11747830"
"2015.01.19","11838970"
"2015.01.20","11936900"
"2015.01.21","11966890"
"2015.01.22","11961560"
"2015.01.23","12054860"
"2015.01.26","12045180"
"2015.01.27","12145270"
"2015.01.28","12202100"
"2015.01.29","12144630"
"2015.01.30","12134920"
"2015.02.02","12155640"
"2015.02.03","12146800"
"2015.02.04","12218010"
"2015.02.05","12153490"
"2015.02.06","12171090"
"2015.02.09","12121340"
"2015.02.10","12053570"
"2015.02.11","12105900"
"2015.02.12","12082760"
"2015.02.13","12182920"
"2015.02.16","12186700"
"2015.02.17","12204640"
"2015.02.23","12245750"
"2015.02.24","12294710"
"2015.02.25","12388390"
"2015.02.26","12402280"
"2015.02.27","12352430"
"2015.03.02","12421580"
"2015.03.03","12456630"
"2015.03.04","12440540"
"2015.03.05","12436830"
"2015.03.06","12530630"
"2015.03.09","12403280"
"2015.03.10","12353140"
"2015.03.11","12335970"
"2015.03.12","12276990"
"2015.03.13","12371400"
"2015.03.16","12378020"
"2015.03.17","12639270"
"2015.03.18","12631910"
"2015.03.19","12691300"
"2015.03.20","12682200"
"2015.03.23","12679830"
"2015.03.24","12709130"
"2015.03.25","12726640"
"2015.03.26","12600420"
"2015.03.27","12587800"
"2015.03.30","12648510"
"2015.03.31","12723170"
"2015.04.01","12651340"
"2015.04.02","12654510"
"2015.04.03","12755700"
"2015.04.06","12769620"
"2015.04.07","12780760"
"2015.04.08","12861650"
"2015.04.09","12855000"
"2015.04.10","13036440"
"2015.04.13","13106800"
"2015.04.14","13184490"
"2015.04.15","13229550"
"2015.04.16","13353640"
"2015.04.17","13383230"
"2015.04.20","13401000"
"2015.04.21","13386140"
"2015.04.22","13380860"
"2015.04.23","13564870"
"2015.04.24","13468080"
"2015.04.27","13453980"
"2015.04.28","13390240"
"2015.04.29","13361204"
"2015.04.30","13272850"
"2015.05.04","13309720"
"2015.05.06","13132220"
"2015.05.07","13041890"
"2015.05.08","13001800"
"2015.05.11","13072460"
"2015.05.12","13052560"
"2015.05.13","13159000"
"2015.05.14","13203680"
"2015.05.15","13118610"
"2015.05.18","13163830"
"2015.05.19","13206590"
"2015.05.20","13327540"
"2015.05.21","13225910"
"2015.05.22","13367590"
"2015.05.26","13359220"
"2015.05.27","13133080"
"2015.05.28","13155240"
"2015.05.29","13186070"
"2015.06.01","13101100"
"2015.06.02","12942890"
"2015.06.03","12850270"
"2015.06.04","12918010"
"2015.06.05","12886760"
"2015.06.08","12859360"
"2015.06.09","12843810"
"2015.06.10","12765500"
"2015.06.11","12796190"
"2015.06.12","12772880"
"2015.06.15","12711220"
"2015.06.16","12629800"
"2015.06.17","12674600"
"2015.06.18","12716920"
"2015.06.19","12745780"
"2015.06.22","12797700"
"2015.06.23","12961860"
"2015.06.24","12994590"
"2015.06.25","12985020"
"2015.06.26","13018220"
"2015.06.29","12844890"
"2015.06.30","12931300"
"2015.07.01","13073860"
"2015.07.02","13131810"
"2015.07.03","13107710"
"2015.07.06","12792740"
"2015.07.07","12706190"
"2015.07.08","12565670"
"2015.07.09","12635960"
"2015.07.10","12660040"
"2015.07.13","12847310"
"2015.07.14","12829910"
"2015.07.15","12915392"
"2015.07.16","13008833"
"2015.07.17","12953340"
"2015.07.20","12931940"
"2015.07.21","12998960"
"2015.07.22","12886070"
"2015.07.23","12890260"
"2015.07.24","12773800"
"2015.07.27","12736660"
"2015.07.28","12732890"
"2015.07.29","12729610"
"2015.07.30","12621180"
"2015.07.31","12688630"
"2015.08.03","12557110"
"2015.08.04","12676640"
"2015.08.05","12685820"
"2015.08.06","12575630"
"2015.08.07","12560060"
"2015.08.10","12523130"
"2015.08.11","12420350"
"2015.08.12","12352870"
"2015.08.13","12396750"
"2015.08.17","12285560"
"2015.08.18","12215600"
"2015.08.19","12116580"
"2015.08.20","11963220"
"2015.08.21","11726600"
"2015.08.24","11431770"
"2015.08.25","11539570"
"2015.08.26","11823800"
"2015.08.27","11913190"
"2015.08.28","12096540"
"2015.08.31","12126810"
"2015.09.01","11961370"
"2015.09.02","11969690"
"2015.09.03","11986060"
"2015.09.04","11807050"
"2015.09.07","11795160"
"2015.09.08","11769130"
"2015.09.09","12109170"
"2015.09.10","12273420"
"2015.09.11","12151720"
"2015.09.14","12095810"
"2015.09.15","12142900"
"2015.09.16","12381630"
"2015.09.17","12387180"
"2015.09.18","12505610"
"2015.09.21","12309860"
"2015.09.22","12421973"
"2015.09.23","12188916"
"2015.09.24","12202947"
"2015.09.25","12173690"
"2015.09.30","12305790"
"2015.10.01","12406700"
"2015.10.02","12362410"
"2015.10.05","12412370"
"2015.10.06","12491785"
"2015.10.07","12599862"
"2015.10.08","12681100"
"2015.10.12","12692270"
"2015.10.13","12677590"
"2015.10.14","12624980"
"2015.10.15","12773570"
"2015.10.16","12751405"
"2015.10.19","12751740"
"2015.10.20","12807460"
"2015.10.21","12876775"
"2015.10.22","12754624"
"2015.10.23","12862861"
"2015.10.26","12911077"
"2015.10.27","12888641"
"2015.10.28","12880060"
"2015.10.29","12841950"
"2015.10.30","12849280"
"2015.11.02","12889090"
"2015.11.03","12964860"
"2015.11.04","12990940"
"2015.11.05","12969410"
"2015.11.06","12931980"
"2015.11.09","12835390"
"2015.11.10","12650460"
"2015.11.11","12662410"
"2015.11.12","12638760"
"2015.11.13","12513650"
"2015.11.16","12327300"
"2015.11.17","12459630"
"2015.11.18","12459260"
"2015.11.19","12633020"
"2015.11.20","12631830"
"2015.11.23","12714880"
"2015.11.24","12794760"
"2015.11.25","12748410"
"2015.11.26","12882150"
"2015.11.27","12869950"
"2015.11.30","12636560"
"2015.12.01","12845400"
"2015.12.02","12750610"
"2015.12.03","12652640"
"2015.12.04","12531931"
"2015.12.07","12458825"
"2015.12.08","12347410"
"2015.12.09","12342350"
"2015.12.10","12363600"
"2015.12.11","12341440"
"2015.12.14","12210520"
"2015.12.15","12243530"
"2015.12.16","12474700"
"2015.12.17","12530430"
"2015.12.18","12511290"
"2015.12.21","12548072"
"2015.12.22","12618947"
"2015.12.23","12661006"
"2015.12.24","12608550"
"2015.12.28","12454880"
"2015.12.29","12456740"
"2015.12.30","12428480"
"2015.12.31","3599090"
"2016.01.04","12153840"
"2016.01.05","12226220"
"2016.01.06","12192970"
"2016.01.07","12055460"
"2016.01.08","12137390"
"2016.01.11","11999400"
"2016.01.12","11966040"
"2016.01.13","12125740"
"2016.01.14","12020510"
"2016.01.15","11886690"
"2016.01.18","11883420"
"2016.01.19","11968460"
"2016.01.20","11688470"
"2016.01.21","11656540"
"2016.01.22","11901780"
"2016.01.25","11991850"
"2016.01.26","11854480"
"2016.01.27","12021000"
"2016.01.28","12074590"
"2016.01.29","12074580"
"2016.02.01","12155610"
"2016.02.02","12035720"
"2016.02.03","12103940"
"2016.02.04","12103710"
"2016.02.05","12121760"
"2016.02.11","11766230"
"2016.02.12","11603510"
"2016.02.15","11774640"
"2016.02.16","11935230"
"2016.02.17","11915530"
"2016.02.18","12069900"
"2016.02.19","12115290"
"2016.02.22","12117160"
"2016.02.23","12104140"
"2016.02.24","12090590"
"2016.02.25","12131110"
"2016.02.26","12151170"
"2016.02.29","12132450"
"2016.03.02","12327060"
"2016.03.03","12400080"
"2016.03.04","12382050"
"2016.03.07","12396160"
"2016.03.08","12320170"
"2016.03.09","12355450"
"2016.03.10","12464880"
"2016.03.11","12480560"
"2016.03.14","12487930"
"2016.03.15","12471360"
"2016.03.16","12506420"
"2016.03.17","12587660"
"2016.03.18","12614770"
"2016.03.21","12605440"
"2016.03.22","12651310"
"2016.03.23","12640020"
"2016.03.24","12584720"
"2016.03.25","12567840"
"2016.03.28","12562390"
"2016.03.29","12642040"
"2016.03.30","12692440"
"2016.03.31","12650020"
"2016.04.01","12506370"
"2016.04.04","12542540"
"2016.04.05","12432450"
"2016.04.06","12487890"
"2016.04.07","12500000"
"2016.04.08","12490670"
"2016.04.11","12482560"
"2016.04.12","12553290"
"2016.04.14","12765760"
"2016.04.15","12762130"
"2016.04.18","12734350"
"2016.04.19","12741550"
"2016.04.20","12707810"
"2016.04.21","12809030"
"2016.04.22","12768360"
"2016.04.25","12763530"
"2016.04.26","12788830"
"2016.04.27","12760570"
"2016.04.28","12663230"
"2016.04.29","12619530"
"2016.05.02","12486560"
"2016.05.03","12539120"
"2016.05.04","12483540"
"2016.05.09","12434950"
"2016.05.10","12524790"
"2016.05.11","12516350"
"2016.05.12","12495470"
"2016.05.13","12425180"
"2016.05.16","12440960"
"2016.05.17","12438400"
"2016.05.18","12365790"
"2016.05.19","12301620"
"2016.05.20","12306920"
"2016.05.23","12356450"
"2016.05.24","12249790"
"2016.05.25","12403060"
"2016.05.26","12380820"
"2016.05.27","12462190"
"2016.05.30","12446530"
"2016.05.31","12553560"
"2016.06.01","12559990"
"2016.06.02","12579120"
"2016.06.03","12582200"
"2016.06.07","12744460"
"2016.06.08","12839480"
"2016.06.09","12821260"
"2016.06.10","12780760"
"2016.06.13","12533170"
"2016.06.14","12494820"
"2016.06.15","12476640"
"2016.06.16","12372460"
"2016.06.17","12383270"
"2016.06.20","12555590"
"2016.06.21","12569200"
"2016.06.22","12632090"
"2016.06.23","12590870"
"2016.06.24","12212810"
"2016.06.27","12222710"
"2016.06.28","12278100"
"2016.06.29","12403350"
"2016.06.30","12501980"
"2016.07.01","12612370"
"2016.07.04","12666290"
"2016.07.05","12632700"
"2016.07.06","12393760"
"2016.07.07","12527480"
"2016.07.08","12458310"
"2016.07.11","12627920"
"2016.07.12","12639910"
"2016.07.13","12738830"
"2016.07.14","12762840"
"2016.07.15","12853470"
"2016.07.18","12878180"
"2016.07.19","12850440"
"2016.07.20","12844100"
"2016.07.21","12822990"
"2016.07.22","12807880"
"2016.07.25","12819050"
"2016.07.26","12917380"
"2016.07.27","12899210"
"2016.07.28","12877210"
"2016.07.29","12831580"
"2016.08.01","12918140"
"2016.08.02","12849540"
"2016.08.03","12696440"
"2016.08.04","12735230"
"2016.08.05","12858880"
"2016.08.08","12939460"
"2016.08.09","13017780"
"2016.08.10","13021300"
"2016.08.11","13046380"
"2016.08.12","13059750"
"2016.08.16","13044940"
"2016.08.17","13019630"
"2016.08.18","13101970"
"2016.08.19","13113500"
"2016.08.22","13026370"
"2016.08.23","13077300"
"2016.08.24","13033420"
"2016.08.25","13024390"
"2016.08.26","12986740"
"2016.08.29","12958470"
