"일간","시가총액_단위_억"
"2016.08.30","13006190"
"2016.08.31","12969420"
"2016.09.01","12949380"
"2016.09.02","12988050"
"2016.09.05","13123210"
"2016.09.06","13172080"
"2016.09.07","13135910"
"2016.09.08","13153720"
"2016.09.09","12980730"
"2016.09.12","12673360"
"2016.09.13","12738990"
"2016.09.19","12847070"
"2016.09.20","12916190"
"2016.09.21","12981210"
"2016.09.22","13074370"
"2016.09.23","13087980"
"2016.09.26","13040560"
"2016.09.27","13136910"
"2016.09.28","13074680"
"2016.09.29","13180000"
"2016.09.30","13018030"
"2016.10.04","13096470"
"2016.10.05","13086410"
"2016.10.06","13173060"
"2016.10.07","13099450"
"2016.10.10","13090060"
"2016.10.11","12918270"
"2016.10.12","12931600"
"2016.10.13","12818400"
"2016.10.14","12862790"
"2016.10.17","12895310"
"2016.10.18","12976520"
"2016.10.19","12987950"
"2016.10.20","12990240"
"2016.10.21","12941450"
"2016.10.24","13036350"
"2016.10.25","12969300"
"2016.10.26","12822320"
"2016.10.27","12889710"
"2016.10.28","12865510"
"2016.10.31","12797540"
"2016.11.01","12789780"
"2016.11.02","12609960"
"2016.11.03","12634550"
"2016.11.04","12626070"
"2016.11.07","12723730"
"2016.11.08","12760140"
"2016.11.09","12474810"
"2016.11.10","12847240"
"2016.11.11","12725310"
"2016.11.14","12656740"
"2016.11.15","12612060"
"2016.11.16","12692250"
"2016.11.17","12701110"
"2016.11.18","12699900"
"2016.11.21","12646200"
"2016.11.22","12760430"
"2016.11.23","12773930"
"2016.11.24","12672100"
"2016.11.25","12689480"
"2016.11.28","12730020"
"2016.11.29","12728520"
"2016.11.30","12773050"
"2016.12.01","12771440"
"2016.12.02","12690740"
"2016.12.05","12648820"
"2016.12.06","12823060"
"2016.12.07","12836230"
"2016.12.08","13078830"
"2016.12.09","13042170"
"2016.12.12","13050310"
"2016.12.13","13107510"
"2016.12.14","13136410"
"2016.12.15","13132870"
"2016.12.16","13177170"
"2016.12.19","13155840"
"2016.12.20","13179820"
"2016.12.21","13154750"
"2016.12.22","13138500"
"2016.12.23","13136490"
"2016.12.26","13150230"
"2016.12.27","13185860"
"2016.12.28","13068480"
"2016.12.29","13084400"
"2016.12.30","3599090"
"2017.01.02","13080420"
"2017.01.03","13192180"
"2017.01.04","13202930"
"2017.01.05","13175770"
"2017.01.06","13223740"
"2017.01.09","13229450"
"2017.01.10","13207840"
"2017.01.11","13405320"
"2017.01.12","13478790"
"2017.01.13","13403530"
"2017.01.16","13319400"
"2017.01.17","13369130"
"2017.01.18","13380840"
"2017.01.19","13399000"
"2017.01.20","13354970"
"2017.01.23","13366760"
"2017.01.24","13366010"
"2017.01.25","13384220"
"2017.01.26","13496720"
"2017.01.31","13384090"
"2017.02.01","13463500"
"2017.02.02","13407770"
"2017.02.03","13419660"
"2017.02.06","13450540"
"2017.02.07","13431050"
"2017.02.08","13364450"
"2017.02.09","13370080"
"2017.02.10","13425350"
"2017.02.13","13445390"
"2017.02.14","13417970"
"2017.02.15","13472250"
"2017.02.16","13462240"
"2017.02.17","13450890"
"2017.02.20","13481540"
"2017.02.21","13599380"
"2017.02.22","13623730"
"2017.02.23","13628460"
"2017.02.24","13533640"
"2017.02.27","13478490"
"2017.02.28","13518950"
"2017.03.02","13601360"
"2017.03.03","13443190"
"2017.03.06","13463550"
"2017.03.07","13547470"
"2017.03.08","13555190"
"2017.03.09","13523840"
"2017.03.10","13564930"
"2017.03.13","13697790"
"2017.03.14","13807240"
"2017.03.15","13806640"
"2017.03.16","13916890"
"2017.03.17","14015430"
"2017.03.20","13961190"
"2017.03.21","14105000"
"2017.03.22","14042650"
"2017.03.23","14064100"
"2017.03.24","14037330"
"2017.03.27","13953480"
"2017.03.28","14010360"
"2017.03.29","14039130"
"2017.03.30","14038350"
"2017.03.31","14009610"
"2017.04.03","14058830"
"2017.04.04","14020460"
"2017.04.05","14021680"
"2017.04.06","13966290"
"2017.04.07","13955570"
"2017.04.10","13840380"
"2017.04.11","13782550"
"2017.04.12","13815350"
"2017.04.13","13852790"
"2017.04.14","13852790"
"2017.04.17","13920640"
"2017.04.18","13936140"
"2017.04.19","13869260"
"2017.04.20","13936440"
"2017.04.21","14018520"
"2017.04.24","14073330"
"2017.04.25","14228320"
"2017.04.26","14301070"
"2017.04.27","14326790"
"2017.04.28","14308730"
"2017.05.02","14411510"
"2017.05.04","14545780"
"2017.05.08","14873200"
"2017.05.10","14762210"
"2017.05.11","14951310"
"2017.05.12","15030650"
"2017.05.15","15063180"
"2017.05.16","15098510"
"2017.05.17","15089790"
"2017.05.18","15048330"
"2017.05.19","15052980"
"2017.05.22","15157970"
"2017.05.23","14979230"
"2017.05.24","15013680"
"2017.05.25","15166720"
"2017.05.26","15248250"
"2017.05.29","15230180"
"2017.05.30","15167040"
"2017.05.31","15192240"
"2017.06.01","15175310"
"2017.06.02","15354330"
"2017.06.05","15337780"
"2017.06.07","15283130"
"2017.06.08","15308820"
"2017.06.09","15429970"
"2017.06.12","15276050"
"2017.06.13","15382630"
"2017.06.14","15373880"
"2017.06.15","15303330"
"2017.06.16","15306720"
"2017.06.19","15366930"
"2017.06.20","15362410"
"2017.06.21","15284740"
"2017.06.22","15366510"
"2017.06.23","15419190"
"2017.06.26","15483840"
"2017.06.27","15506000"
"2017.06.28","15436780"
"2017.06.29","15522870"
"2017.06.30","15492610"
"2017.07.03","15512360"
"2017.07.04","15418000"
"2017.07.05","15468650"
"2017.07.06","15468950"
"2017.07.07","15405380"
"2017.07.10","15491970"
"2017.07.11","15582530"
"2017.07.12","15559800"
"2017.07.13","15680270"
"2017.07.14","15712300"
"2017.07.17","15784990"
"2017.07.18","15786310"
"2017.07.19","15811500"
"2017.07.20","15898610"
"2017.07.21","15928770"
"2017.07.24","15933460"
"2017.07.25","15854930"
"2017.07.26","15818500"
"2017.07.27","15874880"
"2017.07.28","15594990"
"2017.07.31","15606550"
"2017.08.01","15733270"
"2017.08.02","15744780"
"2017.08.03","15473130"
"2017.08.04","15529780"
"2017.08.07","15551760"
"2017.08.08","15530610"
"2017.08.09","15355930"
"2017.08.10","15297640"
"2017.08.11","15036260"
"2017.08.14","15155750"
"2017.08.16","15256700"
"2017.08.17","15346530"
"2017.08.18","15327780"
"2017.08.21","15303860"
"2017.08.22","15369950"
"2017.08.23","15382270"
"2017.08.24","15439130"
"2017.08.25","15447540"
"2017.08.28","15388750"
"2017.08.29","15358580"
"2017.08.30","15409640"
"2017.08.31","15356290"
"2017.09.01","15325920"
"2017.09.04","15143960"
"2017.09.05","15122780"
"2017.09.06","15083570"
"2017.09.07","15256800"
"2017.09.08","15246380"
"2017.09.11","15353840"
"2017.09.12","15394740"
"2017.09.13","15360600"
"2017.09.14","15467810"
"2017.09.15","15523430"
"2017.09.18","15736920"
"2017.09.19","15728760"
"2017.09.20","15706210"
"2017.09.21","15670700"
"2017.09.22","15553360"
"2017.09.25","15506280"
"2017.09.26","15457850"
"2017.09.27","15443050"
"2017.09.28","15444740"
"2017.09.29","15582440"
"2017.10.10","15837650"
"2017.10.11","16008750"
"2017.10.12","16109140"
"2017.10.13","16102090"
"2017.10.16","16138280"
"2017.10.17","16169370"
"2017.10.18","16161020"
"2017.10.19","16084660"
"2017.10.20","16196030"
"2017.10.23","16200870"
"2017.10.24","16207550"
"2017.10.25","16215640"
"2017.10.26","16132410"
"2017.10.27","16244020"
"2017.10.30","16265380"
"2017.10.31","16422850"
"2017.11.01","16649010"
"2017.11.02","16583880"
"2017.11.03","16630240"
"2017.11.06","16572180"
"2017.11.07","16543390"
"2017.11.08","16588560"
"2017.11.09","16576460"
"2017.11.10","16525770"
"2017.11.13","16446480"
"2017.11.14","16406710"
"2017.11.15","16349630"
"2017.11.16","16454910"
"2017.11.17","16445300"
"2017.11.20","16404260"
"2017.11.21","16425230"
"2017.11.22","16499780"
"2017.11.23","16477210"
"2017.11.24","16524080"
"2017.11.27","16273000"
"2017.11.28","16317750"
"2017.11.29","16308440"
"2017.11.30","16071690"
"2017.12.01","16065630"
"2017.12.04","16229660"
"2017.12.05","16278390"
"2017.12.06","16051640"
"2017.12.07","15988850"
"2017.12.08","16027670"
"2017.12.11","16079430"
"2017.12.12","16014450"
"2017.12.13","16133240"
"2017.12.14","16068040"
"2017.12.15","16140800"
"2017.12.18","16142480"
"2017.12.19","16124120"
"2017.12.20","16077330"
"2017.12.21","15796900"
"2017.12.22","15874590"
"2017.12.26","15783860"
"2017.12.27","15848160"
"2017.12.28","16058210"
"2017.12.29","3599090"
"2018.01.02","16135080"
"2018.01.03","16176340"
"2018.01.04","16049160"
"2018.01.05","16249700"
"2018.01.08","16347770"
"2018.01.09","16320670"
"2018.01.10","16240570"
"2018.01.11","16166650"
"2018.01.12","16217170"
"2018.01.15","16265740"
"2018.01.16","16391880"
"2018.01.17","16347710"
"2018.01.18","16357240"
"2018.01.19","16377860"
"2018.01.22","16262870"
"2018.01.23","16486670"
"2018.01.24","16493150"
"2018.01.25","16652840"
"2018.01.26","16733590"
"2018.01.29","16888140"
"2018.01.30","16686740"
"2018.01.31","16685790"
"2018.02.01","16701430"
"2018.02.02","16413860"
"2018.02.05","16201590"
"2018.02.06","15952750"
"2018.02.07","15580730"
"2018.02.08","15637540"
"2018.02.09","15673080"
"2018.02.12","15818110"
"2018.02.13","15899890"
"2018.02.14","16079990"
"2018.02.19","16216170"
"2018.02.20","16035590"
"2018.02.21","16127510"
"2018.02.22","16021490"
"2018.02.23","16260530"
"2018.02.26","16302100"
"2018.02.27","16294060"
"2018.02.28","16115550"
"2018.03.02","15939480"
"2018.03.05","15759130"
"2018.03.06","16003290"
"2018.03.07","15949380"
"2018.03.08","16149330"
"2018.03.09","16334380"
"2018.03.12","16497890"
"2018.03.13","16577120"
"2018.03.14","16526290"
"2018.03.15","16561760"
"2018.03.16","16568580"
"2018.03.19","16442370"
"2018.03.20","16504200"
"2018.03.21","16503380"
"2018.03.22","16585230"
"2018.03.23","16060360"
"2018.03.26","16205070"
"2018.03.27","16317430"
"2018.03.28","16100670"
"2018.03.29","16210530"
"2018.03.30","16276470"
"2018.04.02","16263930"
"2018.04.03","16253100"
"2018.04.04","16026180"
"2018.04.05","16229840"
"2018.04.06","16174250"
"2018.04.09","16269970"
"2018.04.10","16310610"
"2018.04.11","16266890"
"2018.04.12","16261030"
"2018.04.13","16366090"
"2018.04.16","16386250"
"2018.04.17","16366240"
"2018.04.18","16552990"
"2018.04.19","16601960"
"2018.04.20","16531750"
"2018.04.23","16517210"
"2018.04.24","16447430"
"2018.04.25","16347410"
"2018.04.26","16530740"
"2018.04.27","16643730"
"2018.04.30","16801040"
"2018.05.02","16734570"
"2018.05.03","16615560"
"2018.05.04","16451960"
"2018.05.08","16383400"
"2018.05.09","16333040"
"2018.05.10","16464130"
"2018.05.11","16555120"
"2018.05.14","16541070"
"2018.05.15","16415970"
"2018.05.16","16427660"
"2018.05.17","16345480"
"2018.05.18","16435410"
"2018.05.21","16467980"
"2018.05.23","16516040"
"2018.05.24","16472510"
"2018.05.25","16450670"
"2018.05.28","16565840"
"2018.05.29","16419630"
"2018.05.30","16090520"
"2018.05.31","16193870"
"2018.06.01","16303370"
"2018.06.04","16364420"
"2018.06.05","16404710"
"2018.06.07","16509870"
"2018.06.08","16382260"
"2018.06.11","16494250"
"2018.06.12","16489390"
"2018.06.14","16191210"
"2018.06.15","16053790"
"2018.06.18","15868010"
"2018.06.19","15629230"
"2018.06.20","15785200"
"2018.06.21","15613940"
"2018.06.22","15743200"
"2018.06.25","15749550"
"2018.06.26","15707720"
"2018.06.27","15654680"
"2018.06.28","15465390"
"2018.06.29","15547170"
"2018.07.02","15188120"
"2018.07.03","15191690"
"2018.07.04","15143930"
"2018.07.05","15096390"
"2018.07.06","15190660"
"2018.07.09","15275550"
"2018.07.10","15338210"
"2018.07.11","15246750"
"2018.07.12","15270750"
"2018.07.13","15438920"
"2018.07.16","15381240"
"2018.07.17","15354420"
"2018.07.18","15311120"
"2018.07.19","15260480"
"2018.07.20","15316510"
"2018.07.23","15177770"
"2018.07.24","15250940"
"2018.07.25","15201520"
"2018.07.26","15309140"
"2018.07.27","15353820"
"2018.07.30","15349640"
"2018.07.31","15360340"
"2018.08.01","15444600"
"2018.08.02","15199020"
"2018.08.03","15315450"
"2018.08.06","15296120"
"2018.08.07","15387430"
"2018.08.08","15401100"
"2018.08.09","15411800"
"2018.08.10","15266830"
"2018.08.13","15039390"
"2018.08.14","15108150"
"2018.08.16","14979240"
"2018.08.17","15022740"
"2018.08.20","15029230"
"2018.08.21","15181990"
"2018.08.22","15212840"
"2018.08.23","15274870"
"2018.08.24","15342690"
"2018.08.27","15383480"
"2018.08.28","15409900"
"2018.08.29","15450710"
"2018.08.30","15443270"
"2018.08.31","15548730"
"2018.09.03","15437790"
"2018.09.04","15496150"
"2018.09.05","15333130"
"2018.09.06","15299060"
"2018.09.07","15250660"
"2018.09.10","15299620"
"2018.09.11","15258660"
"2018.09.12","15252370"
"2018.09.13","15269970"
"2018.09.14","15494850"
"2018.09.17","15389740"
"2018.09.18","15441130"
"2018.09.19","15442710"
"2018.09.20","15548050"
"2018.09.21","15654110"
"2018.09.27","15760720"
"2018.09.28","15676000"
"2018.10.01","15650880"
"2018.10.02","15456870"
"2018.10.04","15220780"
"2018.10.05","15166880"
"2018.10.08","15077280"
"2018.10.10","14912990"
"2018.10.11","14258630"
"2018.10.12","14479550"
"2018.10.15","14363930"
"2018.10.16","14367400"
"2018.10.17","14516050"
"2018.10.18","14389380"
"2018.10.19","14440340"
"2018.10.22","14473390"
"2018.10.23","14106710"
"2018.10.24","14044990"
"2018.10.25","13812190"
"2018.10.26","13577490"
"2018.10.29","13375480"
"2018.10.30","13507280"
"2018.10.31","13614780"
"2018.11.01","13577210"
"2018.11.02","14053340"
"2018.11.05","13926070"
"2018.11.06","14007930"
"2018.11.07","13941120"
"2018.11.08","14032640"
"2018.11.09","13994950"
"2018.11.12","13960150"
"2018.11.13","13898210"
"2018.11.14","13875310"
"2018.11.15","14006440"
"2018.11.16","14032140"
"2018.11.19","14075810"
"2018.11.20","13943210"
"2018.11.21","13899080"
"2018.11.22","13858040"
"2018.11.23","13774770"
"2018.11.26","13941390"
"2018.11.27","14052630"
"2018.11.28","14109350"
"2018.11.29","14149530"
"2018.11.30","14034820"
"2018.12.03","14275280"
"2018.12.04","14146370"
"2018.12.05","14055050"
"2018.12.06","13835050"
"2018.12.07","13890340"
"2018.12.10","13739370"
"2018.12.11","13733420"
"2018.12.12","13715590"
"2018.12.13","13797590"
"2018.12.14","13622310"
"2018.12.17","13633310"
"2018.12.18","13581100"
"2018.12.19","13689280"
"2018.12.20","13561690"
"2018.12.21","13573520"
"2018.12.24","13529000"
"2018.12.26","13367570"
"2018.12.27","13355550"
"2018.12.28","13439720"
"2018.12.31","3599090"
"2019.01.02","13236450"
"2019.01.03","13127590"
"2019.01.04","13237190"
"2019.01.07","13423810"
"2019.01.08","13339960"
"2019.01.09","13608520"
"2019.01.10","13598570"
"2019.01.11","13683110"
"2019.01.14","13605650"
"2019.01.15","13824500"
"2019.01.16","13886950"
"2019.01.17","13899760"
"2019.01.18","14012340"
"2019.01.21","14017800"
"2019.01.22","13973180"
"2019.01.23","14039370"
"2019.01.24","14157380"
"2019.01.25","14378430"
"2019.01.28","14374910"
"2019.01.29","14413450"
"2019.01.30","14560600"
"2019.01.31","14555050"
"2019.02.01","14546990"
"2019.02.07","14543230"
"2019.02.08","14363880"
"2019.02.11","14388160"
"2019.02.12","14461670"
"2019.02.13","14535010"
"2019.02.14","14693570"
"2019.02.15","14492960"
"2019.02.18","14589370"
"2019.02.19","14552300"
"2019.02.20","14719360"
"2019.02.21","14714040"
"2019.02.22","14725810"
"2019.02.25","14739110"
"2019.02.26","14699330"
"2019.02.27","14751760"
"2019.02.28","14487670"
"2019.03.04","14456420"
"2019.03.05","14377850"
"2019.03.06","14354240"
"2019.03.07","14294960"
"2019.03.08","14105680"
"2019.03.11","14105610"
"2019.03.12","14246790"
"2019.03.13","14190830"
"2019.03.14","14237870"
"2019.03.15","14370380"
"2019.03.18","14394270"
"2019.03.19","14385060"
"2019.03.20","14382530"
"2019.03.21","14450550"
"2019.03.22","14468420"
"2019.03.25","14184380"
"2019.03.26","14211230"
"2019.03.27","14191310"
"2019.03.28","14094540"
"2019.03.29","14172460"
"2019.04.01","14354810"
"2019.04.02","14416350"
"2019.04.03","14589450"
"2019.04.04","14612660"
"2019.04.05","14632380"
"2019.04.08","14641860"
"2019.04.09","14664720"
"2019.04.10","14730980"
"2019.04.11","14731030"
"2019.04.12","14793010"
"2019.04.15","14857580"
"2019.04.16","14896610"
"2019.04.17","14884310"
"2019.04.18","14671850"
"2019.04.19","14684210"
"2019.04.22","14688030"
"2019.04.23","14710930"
"2019.04.24","14592650"
"2019.04.25","14522800"
"2019.04.26","14453040"
"2019.04.29","14695790"
"2019.04.30","14615270"
"2019.05.02","14674630"
"2019.05.03","14566630"
"2019.05.07","14436810"
"2019.05.08","14374280"
"2019.05.09","13935960"
"2019.05.10","13978990"
"2019.05.13","13786950"
"2019.05.14","13799060"
"2019.05.15","13867080"
"2019.05.16","13697320"
"2019.05.17","13616320"
"2019.05.20","13617820"
"2019.05.21","13661120"
"2019.05.22","13685930"
"2019.05.23","13659400"
"2019.05.24","13560990"
"2019.05.27","13556150"
"2019.05.28","13584370"
"2019.05.29","13453760"
"2019.05.30","13563870"
"2019.05.31","13586930"
"2019.06.03","13768650"
"2019.06.04","13761010"
"2019.06.05","13778850"
"2019.06.07","13800640"
"2019.06.10","13980850"
"2019.06.11","14061040"
"2019.06.12","14040840"
"2019.06.13","14000590"
"2019.06.14","13950260"
"2019.06.17","13915690"
"2019.06.18","13973580"
"2019.06.19","14146800"
"2019.06.20","14194510"
"2019.06.21","14156030"
"2019.06.24","14162210"
"2019.06.25","14130990"
"2019.06.26","14135920"
"2019.06.27","14216560"
"2019.06.28","14195200"
"2019.07.01","14191330"
"2019.07.02","14139060"
"2019.07.03","13967370"
"2019.07.04","14052370"
"2019.07.05","14059840"
"2019.07.08","13753910"
"2019.07.09","13678890"
"2019.07.10","13728190"
"2019.07.11","13875300"
"2019.07.12","13912970"
"2019.07.15","13886700"
"2019.07.16","13944620"
"2019.07.17","13818560"
"2019.07.18","13775910"
"2019.07.19","13963450"
"2019.07.22","13956860"
"2019.07.23","14011790"
"2019.07.24","13879370"
"2019.07.25","13835010"
"2019.07.26","13780620"
"2019.07.29","13537300"
"2019.07.30","13596870"
"2019.07.31","13497510"
"2019.08.01","13446050"
"2019.08.02","13317260"
"2019.08.05","12982240"
"2019.08.06","12787080"
"2019.08.07","12736950"
"2019.08.08","12808540"
"2019.08.09","12923140"
"2019.08.12","12955030"
"2019.08.13","12844570"
"2019.08.14","12930010"
"2019.08.16","12860420"
"2019.08.19","12941400"
"2019.08.20","13080760"
"2019.08.21","13109060"
"2019.08.22","13019090"
"2019.08.23","12998910"
"2019.08.26","12789100"
"2019.08.27","12847390"
"2019.08.28","12955720"
"2019.08.29","12903730"
"2019.08.30","13135980"
"2019.09.02","13141340"
"2019.09.03","13116800"
"2019.09.04","13267850"
"2019.09.05","13384770"
"2019.09.06","13415650"
"2019.09.09","13488000"
"2019.09.10","13569560"
"2019.09.11","13681610"
"2019.09.16","13765600"
"2019.09.17","13766890"
"2019.09.18","13826980"
"2019.09.19","13909370"
"2019.09.20","13984750"
"2019.09.23","13984580"
"2019.09.24","14044480"
"2019.09.25","13860720"
"2019.09.26","13873350"
"2019.09.27","13707040"
"2019.09.30","13793840"
"2019.10.01","13854530"
"2019.10.02","13585870"
"2019.10.04","13513900"
"2019.10.07","13519800"
"2019.10.08","13684080"
"2019.10.10","13567030"
"2019.10.11","13677270"
"2019.10.14","13829610"
"2019.10.15","13834180"
"2019.10.16","13934130"
"2019.10.17","13900720"
"2019.10.18","13787520"
"2019.10.21","13816690"
"2019.10.22","13980140"
"2019.10.23","13925170"
"2019.10.24","13960590"
"2019.10.25","13977920"
"2019.10.28","14014860"
"2019.10.29","14006360"
"2019.10.30","13950520"
"2019.10.31","13971350"
"2019.11.01","14088240"
"2019.11.04","14291910"
"2019.11.05","14379520"
"2019.11.06","14390140"
"2019.11.07","14390090"
"2019.11.08","14337040"
"2019.11.11","14250380"
"2019.11.12","14362960"
"2019.11.13","14254600"
"2019.11.14","14359600"
"2019.11.15","14514700"
"2019.11.18","14503490"
"2019.11.19","14461400"
"2019.11.20","14273600"
"2019.11.21","14076000"
"2019.11.22","14115080"
"2019.11.25","14260070"
"2019.11.26","14249560"
"2019.11.27","14291340"
"2019.11.28","14226610"
"2019.11.29","14019380"
"2019.12.02","14049380"
"2019.12.03","13996150"
"2019.12.04","13896180"
"2019.12.05","13844020"
"2019.12.06","13987770"
"2019.12.09","14031840"
"2019.12.10","14093660"
"2019.12.11","14144350"
"2019.12.12","14363020"
"2019.12.13","14587760"
"2019.12.16","14575290"
"2019.12.17","14766940"
"2019.12.18","14764030"
"2019.12.19","14768100"
"2019.12.20","14812670"
"2019.12.23","14809820"
"2019.12.24","14721100"
"2019.12.26","14779490"
"2019.12.27","14802880"
"2019.12.30","14759090"
"2019.12.31","3599090"
"2020.01.02","14614240"
"2020.01.03","14622990"
"2020.01.06","14483850"
"2020.01.07","14622980"
"2020.01.08","14466310"
"2020.01.09","14708050"
"2020.01.10","14840630"
"2020.01.13","14999670"
"2020.01.14","15065340"
"2020.01.15","15010470"
"2020.01.16","15131500"
"2020.01.17","15152990"
"2020.01.20","15243840"
"2020.01.21","15084080"
"2020.01.22","15267990"
"2020.01.23","15126290"
"2020.01.28","14660830"
"2020.01.29","14721710"
"2020.01.30","14465050"
"2020.01.31","14270470"
"2020.02.03","14271330"
"2020.02.04","14542350"
"2020.02.05","14602440"
"2020.02.06","15014600"
"2020.02.07","14910130"
"2020.02.10","14838460"
"2020.02.11","14983380"
"2020.02.12","15083460"
"2020.02.13","15052950"
"2020.02.14","15112540"
"2020.02.17","15101090"
"2020.02.18","14874360"
"2020.02.19","14884550"
"2020.02.20","14785740"
"2020.02.21","14566920"
"2020.02.24","14005160"
"2020.02.25","14172750"
"2020.02.26","13985690"
"2020.02.27","13837760"
"2020.02.28","13377170"
"2020.03.02","13481090"
"2020.03.03","13561760"
"2020.03.04","13869380"
"2020.03.05","14046840"
"2020.03.06","13739180"
"2020.03.09","13164270"
"2020.03.10","13214800"
"2020.03.11","12848950"
"2020.03.12","12353510"
"2020.03.13","11936860"
"2020.03.16","11552160"
"2020.03.17","11262030"
"2020.03.18","10717880"
"2020.03.19","9821690"
"2020.03.20","10548930"
"2020.03.23","9984500"
"2020.03.24","10836950"
"2020.03.25","11477120"
"2020.03.26","11357410"
"2020.03.27","11565810"
"2020.03.30","11556300"
"2020.03.31","11797280"
"2020.04.01","11339440"
"2020.04.02","11599870"
"2020.04.03","11607430"
"2020.04.06","12050000"
"2020.04.07","12265180"
"2020.04.08","12158580"
"2020.04.09","12353270"
"2020.04.10","12514460"
"2020.04.13","12282260"
"2020.04.14","12489400"
"2020.04.16","12488810"
"2020.04.17","12879120"
"2020.04.20","12769320"
"2020.04.21","12636940"
"2020.04.22","12747860"
"2020.04.23","12870240"
"2020.04.24","12711590"
"2020.04.27","12933180"
"2020.04.28","13005040"
"2020.04.29","13091790"
"2020.05.04","12742130"
"2020.05.06","12965560"
"2020.05.07","12960950"
"2020.05.08","13074040"
"2020.05.11","13007690"
"2020.05.12","12915680"
"2020.05.13","13034640"
"2020.05.14","12928840"
"2020.05.15","12946190"
"2020.05.18","13019260"
"2020.05.19","13318350"
"2020.05.20","13376990"
"2020.05.21","13435610"
"2020.05.22","13243020"
"2020.05.25","13408260"
"2020.05.26","13637350"
"2020.05.27","13646780"
"2020.05.28","13632930"
"2020.05.29","13634500"
"2020.06.01","13874780"
"2020.06.02","14020570"
"2020.06.03","14428710"
"2020.06.04","14462600"
"2020.06.05","14667690"
"2020.06.08","14687150"
"2020.06.09","14720510"
"2020.06.10","14767120"
"2020.06.11","14643920"
"2020.06.12","14340870"
"2020.06.15","13661750"
"2020.06.16","14377010"
"2020.06.17","14400250"
"2020.06.18","14355180"
"2020.06.19","14410800"
"2020.06.22","14307190"
"2020.06.23","14334350"
"2020.06.24","14539510"
"2020.06.25","14208660"
"2020.06.26","14361680"
"2020.06.29","14084630"
"2020.06.30","14188600"
"2020.07.01","14172800"
"2020.07.02","14456640"
"2020.07.03","14568120"
"2020.07.06","14809480"
"2020.07.07","14651790"
"2020.07.08","14609940"
"2020.07.09","14672080"
"2020.07.10","14557810"
"2020.07.13","14795930"
"2020.07.14","14778560"
"2020.07.15","14902400"
"2020.07.16","14783070"
"2020.07.17","14901800"
"2020.07.20","14883580"
"2020.07.21","15095150"
"2020.07.22","15097170"
"2020.07.23","15014250"
"2020.07.24","14909860"
"2020.07.27","15027100"
"2020.07.28","15300860"
"2020.07.29","15361960"
"2020.07.30","15392870"
"2020.07.31","15267980"
"2020.08.03","15280250"
"2020.08.04","15482690"
"2020.08.05","15697780"
"2020.08.06","15906720"
"2020.08.07","15980220"
"2020.08.10","16216750"
"2020.08.11","16432440"
"2020.08.12","16523040"
"2020.08.13","16562930"
"2020.08.14","16368570"
"2020.08.18","15967250"
"2020.08.19","16049830"
"2020.08.20","15462350"
"2020.08.21","15667800"
"2020.08.24","15834360"
"2020.08.25","16081200"
"2020.08.26","16101200"
"2020.08.27","15932460"
"2020.08.28","15995500"
"2020.08.31","15810990"
"2020.09.01","15962970"
"2020.09.02","16059400"
"2020.09.03","16277020"
"2020.09.04","16090980"
"2020.09.07","16205310"
"2020.09.08","16332230"
"2020.09.09","16154700"
"2020.09.10","16302100"
"2020.09.11","16305320"
"2020.09.14","16521670"
"2020.09.15","16626440"
"2020.09.16","16572630"
"2020.09.17","16369160"
"2020.09.18","16408980"
"2020.09.21","16257690"
"2020.09.22","15877330"
"2020.09.23","15879240"
"2020.09.24","15473210"
"2020.09.25","15519150"
"2020.09.28","15711280"
"2020.09.29","15844650"
"2020.10.05","16046270"
"2020.10.06","16099440"
"2020.10.07","16242920"
"2020.10.08","16281330"
"2020.10.12","16363020"
"2020.10.13","16367050"
"2020.10.14","16219360"
"2020.10.15","16174780"
"2020.10.16","16040410"
"2020.10.19","16072990"
"2020.10.20","16162300"
"2020.10.21","16244890"
"2020.10.22","16143110"
"2020.10.23","16181080"
"2020.10.26","16071850"
"2020.10.27","15983880"
"2020.10.28","16074710"
"2020.10.29","15940580"
"2020.10.30","15530040"
"2020.11.02","15757930"
"2020.11.03","16054750"
"2020.11.04","16148360"
"2020.11.05","16533920"
"2020.11.06","16554950"
"2020.11.09","16769440"
"2020.11.10","16810310"
"2020.11.11","17039460"
"2020.11.12","16983290"
"2020.11.13","17104390"
"2020.11.16","17442820"
"2020.11.17","17421860"
"2020.11.18","17464160"
"2020.11.19","17475980"
"2020.11.20","17520650"
"2020.11.23","17869920"
"2020.11.24","17978250"
"2020.11.25","17860750"
"2020.11.26","18031030"
"2020.11.27","18081710"
"2020.11.30","17796350"
"2020.12.01","18094940"
"2020.12.02","18383640"
"2020.12.03","18526280"
"2020.12.04","18774440"
"2020.12.07","18882210"
"2020.12.08","18575990"
"2020.12.09","18945560"
"2020.12.10","18893740"
"2020.12.11","19062990"
"2020.12.14","19016270"
"2020.12.15","18976770"
"2020.12.16","19078110"
"2020.12.17","19064190"
"2020.12.18","19073500"
"2020.12.21","19117370"
"2020.12.22","18818100"
"2020.12.23","19014610"
"2020.12.24","19368260"
"2020.12.28","19383740"
"2020.12.29","19441110"
"2020.12.30","19805430"
"2020.12.31","3599090"
"2021.01.04","20288460"
"2021.01.05","20597430"
"2021.01.06","20441020"
"2021.01.07","20865780"
"2021.01.08","21705370"
