통계표,"6.1.1 주식시장(일별)"
항목명1,"  시가총액(주식시장, 잠정치)"
단위,"억원 "
변환,"원자료"
2016/05/24,"12,249,790"
2016/05/25,"12,403,060"
2016/05/26,"12,380,820"
2016/05/27,"12,462,190"
2016/05/30,"12,446,530"
2016/05/31,"12,553,560"
2016/06/01,"12,559,990"
2016/06/02,"12,579,120"
2016/06/03,"12,582,200"
2016/06/07,"12,744,460"
2016/06/08,"12,839,480"
2016/06/09,"12,821,260"
2016/06/10,"12,780,760"
2016/06/13,"12,533,170"
2016/06/14,"12,494,820"
2016/06/15,"12,476,640"
2016/06/16,"12,372,460"
2016/06/17,"12,383,270"
2016/06/20,"12,555,590"
2016/06/21,"12,569,200"
2016/06/22,"12,632,090"
2016/06/23,"12,590,870"
2016/06/24,"12,212,810"
2016/06/27,"12,222,710"
2016/06/28,"12,278,100"
2016/06/29,"12,403,350"
2016/06/30,"12,501,980"
2016/07/01,"12,612,370"
2016/07/04,"12,666,290"
2016/07/05,"12,632,700"
2016/07/06,"12,393,760"
2016/07/07,"12,527,480"
2016/07/08,"12,458,310"
2016/07/11,"12,627,920"
2016/07/12,"12,639,910"
2016/07/13,"12,738,830"
2016/07/14,"12,762,840"
2016/07/15,"12,853,470"
2016/07/18,"12,878,180"
2016/07/19,"12,850,440"
2016/07/20,"12,844,100"
2016/07/21,"12,822,990"
2016/07/22,"12,807,880"
2016/07/25,"12,819,050"
2016/07/26,"12,917,380"
2016/07/27,"12,899,210"
2016/07/28,"12,877,210"
2016/07/29,"12,831,580"
2016/08/01,"12,918,140"
2016/08/02,"12,849,540"
2016/08/03,"12,696,440"
2016/08/04,"12,735,230"
2016/08/05,"12,858,880"
2016/08/08,"12,939,460"
2016/08/09,"13,017,780"
2016/08/10,"13,021,300"
2016/08/11,"13,046,380"
2016/08/12,"13,059,750"
2016/08/16,"13,044,940"
2016/08/17,"13,019,630"
2016/08/18,"13,101,970"
2016/08/19,"13,113,500"
2016/08/22,"13,026,370"
2016/08/23,"13,077,300"
2016/08/24,"13,033,420"
2016/08/25,"13,024,390"
2016/08/26,"12,986,740"
2016/08/29,"12,958,470"
2016/08/30,"13,006,190"
2016/08/31,"12,969,420"
2016/09/01,"12,949,380"
2016/09/02,"12,988,050"
2016/09/05,"13,123,210"
2016/09/06,"13,172,080"
2016/09/07,"13,135,910"
2016/09/08,"13,153,720"
2016/09/09,"12,980,730"
2016/09/12,"12,673,360"
2016/09/13,"12,738,990"
2016/09/19,"12,847,070"
2016/09/20,"12,916,190"
2016/09/21,"12,981,210"
2016/09/22,"13,074,370"
2016/09/23,"13,087,980"
2016/09/26,"13,040,560"
2016/09/27,"13,136,910"
2016/09/28,"13,074,680"
2016/09/29,"13,180,000"
2016/09/30,"13,018,030"
2016/10/04,"13,096,470"
2016/10/05,"13,086,410"
2016/10/06,"13,173,060"
2016/10/07,"13,099,450"
2016/10/10,"13,090,060"
2016/10/11,"12,918,270"
2016/10/12,"12,931,600"
2016/10/13,"12,818,400"
2016/10/14,"12,862,790"
2016/10/17,"12,895,310"
2016/10/18,"12,976,520"
2016/10/19,"12,987,950"
2016/10/20,"12,990,240"
2016/10/21,"12,941,450"
2016/10/24,"13,036,350"
2016/10/25,"12,969,300"
2016/10/26,"12,822,320"
2016/10/27,"12,889,710"
2016/10/28,"12,865,510"
2016/10/31,"12,797,540"
2016/11/01,"12,789,780"
2016/11/02,"12,609,960"
2016/11/03,"12,634,550"
2016/11/04,"12,626,070"
2016/11/07,"12,723,730"
2016/11/08,"12,760,140"
2016/11/09,"12,474,810"
2016/11/10,"12,847,240"
2016/11/11,"12,725,310"
2016/11/14,"12,656,740"
2016/11/15,"12,612,060"
2016/11/16,"12,692,250"
2016/11/17,"12,701,110"
2016/11/18,"12,699,900"
2016/11/21,"12,646,200"
2016/11/22,"12,760,430"
2016/11/23,"12,773,930"
2016/11/24,"12,672,100"
2016/11/25,"12,689,480"
2016/11/28,"12,730,020"
2016/11/29,"12,728,520"
2016/11/30,"12,773,050"
2016/12/01,"12,771,440"
2016/12/02,"12,690,740"
2016/12/05,"12,648,820"
2016/12/06,"12,823,060"
2016/12/07,"12,836,230"
2016/12/08,"13,078,830"
2016/12/09,"13,042,170"
2016/12/12,"13,050,310"
2016/12/13,"13,107,510"
2016/12/14,"13,136,410"
2016/12/15,"13,132,870"
2016/12/16,"13,177,170"
2016/12/19,"13,155,840"
2016/12/20,"13,179,820"
2016/12/21,"13,154,750"
2016/12/22,"13,138,500"
2016/12/23,"13,136,490"
2016/12/26,"13,150,230"
2016/12/27,"13,185,860"
2016/12/28,"13,068,480"
2016/12/29,"13,084,400"
2016/12/30,""
2017/01/02,"13,080,420"
2017/01/03,"13,192,180"
2017/01/04,"13,202,930"
2017/01/05,"13,175,770"
2017/01/06,"13,223,740"
2017/01/09,"13,229,450"
2017/01/10,"13,207,840"
2017/01/11,"13,405,320"
2017/01/12,"13,478,790"
2017/01/13,"13,403,530"
2017/01/16,"13,319,400"
2017/01/17,"13,369,130"
2017/01/18,"13,380,840"
2017/01/19,"13,399,000"
2017/01/20,"13,354,970"
2017/01/23,"13,366,760"
2017/01/24,"13,366,010"
2017/01/25,"13,384,220"
2017/01/26,"13,496,720"
2017/01/31,"13,384,090"
2017/02/01,"13,463,500"
2017/02/02,"13,407,770"
2017/02/03,"13,419,660"
2017/02/06,"13,450,540"
2017/02/07,"13,431,050"
2017/02/08,"13,364,450"
2017/02/09,"13,370,080"
2017/02/10,"13,425,350"
2017/02/13,"13,445,390"
2017/02/14,"13,417,970"
2017/02/15,"13,472,250"
2017/02/16,"13,462,240"
2017/02/17,"13,450,890"
2017/02/20,"13,481,540"
2017/02/21,"13,599,380"
2017/02/22,"13,623,730"
2017/02/23,"13,628,460"
2017/02/24,"13,533,640"
2017/02/27,"13,478,490"
2017/02/28,"13,518,950"
2017/03/02,"13,601,360"
2017/03/03,"13,443,190"
2017/03/06,"13,463,550"
2017/03/07,"13,547,470"
2017/03/08,"13,555,190"
2017/03/09,"13,523,840"
2017/03/10,"13,564,930"
2017/03/13,"13,697,790"
2017/03/14,"13,807,240"
2017/03/15,"13,806,640"
2017/03/16,"13,916,890"
2017/03/17,"14,015,430"
2017/03/20,"13,961,190"
2017/03/21,"14,105,000"
2017/03/22,"14,042,650"
2017/03/23,"14,064,100"
2017/03/24,"14,037,330"
2017/03/27,"13,953,480"
2017/03/28,"14,010,360"
2017/03/29,"14,039,130"
2017/03/30,"14,038,350"
2017/03/31,"14,009,610"
2017/04/03,"14,058,830"
2017/04/04,"14,020,460"
2017/04/05,"14,021,680"
2017/04/06,"13,966,290"
2017/04/07,"13,955,570"
2017/04/10,"13,840,380"
2017/04/11,"13,782,550"
2017/04/12,"13,815,350"
2017/04/13,"13,852,790"
2017/04/14,"13,852,790"
2017/04/17,"13,920,640"
2017/04/18,"13,936,140"
2017/04/19,"13,869,260"
2017/04/20,"13,936,440"
2017/04/21,"14,018,520"
2017/04/24,"14,073,330"
2017/04/25,"14,228,320"
2017/04/26,"14,301,070"
2017/04/27,"14,326,790"
2017/04/28,"14,308,730"
2017/05/02,"14,411,510"
2017/05/04,"14,545,780"
2017/05/08,"14,873,200"
2017/05/10,"14,762,210"
2017/05/11,"14,951,310"
2017/05/12,"15,030,650"
2017/05/15,"15,063,180"
2017/05/16,"15,098,510"
2017/05/17,"15,089,790"
2017/05/18,"15,048,330"
2017/05/19,"15,052,980"
2017/05/22,"15,157,970"
2017/05/23,"14,979,230"
2017/05/24,"15,013,680"
2017/05/25,"15,166,720"
2017/05/26,"15,248,250"
2017/05/29,"15,230,180"
2017/05/30,"15,167,040"
2017/05/31,"15,192,240"
2017/06/01,"15,175,310"
2017/06/02,"15,354,330"
2017/06/05,"15,337,780"
2017/06/07,"15,283,130"
2017/06/08,"15,308,820"
2017/06/09,"15,429,970"
2017/06/12,"15,276,050"
2017/06/13,"15,382,630"
2017/06/14,"15,373,880"
2017/06/15,"15,303,330"
2017/06/16,"15,306,720"
2017/06/19,"15,366,930"
2017/06/20,"15,362,410"
2017/06/21,"15,284,740"
2017/06/22,"15,366,510"
2017/06/23,"15,419,190"
2017/06/26,"15,483,840"
2017/06/27,"15,506,000"
2017/06/28,"15,436,780"
2017/06/29,"15,522,870"
2017/06/30,"15,492,610"
2017/07/03,"15,512,360"
2017/07/04,"15,418,000"
2017/07/05,"15,468,650"
2017/07/06,"15,468,950"
2017/07/07,"15,405,380"
2017/07/10,"15,491,970"
2017/07/11,"15,582,530"
2017/07/12,"15,559,800"
2017/07/13,"15,680,270"
2017/07/14,"15,712,300"
2017/07/17,"15,784,990"
2017/07/18,"15,786,310"
2017/07/19,"15,811,500"
2017/07/20,"15,898,610"
2017/07/21,"15,928,770"
2017/07/24,"15,933,460"
2017/07/25,"15,854,930"
2017/07/26,"15,818,500"
2017/07/27,"15,874,880"
2017/07/28,"15,594,990"
2017/07/31,"15,606,550"
2017/08/01,"15,733,270"
2017/08/02,"15,744,780"
2017/08/03,"15,473,130"
2017/08/04,"15,529,780"
2017/08/07,"15,551,760"
2017/08/08,"15,530,610"
2017/08/09,"15,355,930"
2017/08/10,"15,297,640"
2017/08/11,"15,036,260"
2017/08/14,"15,155,750"
2017/08/16,"15,256,700"
2017/08/17,"15,346,530"
2017/08/18,"15,327,780"
2017/08/21,"15,303,860"
2017/08/22,"15,369,950"
2017/08/23,"15,382,270"
2017/08/24,"15,439,130"
2017/08/25,"15,447,540"
2017/08/28,"15,388,750"
2017/08/29,"15,358,580"
2017/08/30,"15,409,640"
2017/08/31,"15,356,290"
2017/09/01,"15,325,920"
2017/09/04,"15,143,960"
2017/09/05,"15,122,780"
2017/09/06,"15,083,570"
2017/09/07,"15,256,800"
2017/09/08,"15,246,380"
2017/09/11,"15,353,840"
2017/09/12,"15,394,740"
2017/09/13,"15,360,600"
2017/09/14,"15,467,810"
2017/09/15,"15,523,430"
2017/09/18,"15,736,920"
2017/09/19,"15,728,760"
2017/09/20,"15,706,210"
2017/09/21,"15,670,700"
2017/09/22,"15,553,360"
2017/09/25,"15,506,280"
2017/09/26,"15,457,850"
2017/09/27,"15,443,050"
2017/09/28,"15,444,740"
2017/09/29,"15,582,440"
2017/10/10,"15,837,650"
2017/10/11,"16,008,750"
2017/10/12,"16,109,140"
2017/10/13,"16,102,090"
2017/10/16,"16,138,280"
2017/10/17,"16,169,370"
2017/10/18,"16,161,020"
2017/10/19,"16,084,660"
2017/10/20,"16,196,030"
2017/10/23,"16,200,870"
2017/10/24,"16,207,550"
2017/10/25,"16,215,640"
2017/10/26,"16,132,410"
2017/10/27,"16,244,020"
2017/10/30,"16,265,380"
2017/10/31,"16,422,850"
2017/11/01,"16,649,010"
2017/11/02,"16,583,880"
2017/11/03,"16,630,240"
2017/11/06,"16,572,180"
2017/11/07,"16,543,390"
2017/11/08,"16,588,560"
2017/11/09,"16,576,460"
2017/11/10,"16,525,770"
2017/11/13,"16,446,480"
2017/11/14,"16,406,710"
2017/11/15,"16,349,630"
2017/11/16,"16,454,910"
2017/11/17,"16,445,300"
2017/11/20,"16,404,260"
2017/11/21,"16,425,230"
2017/11/22,"16,499,780"
2017/11/23,"16,477,210"
2017/11/24,"16,524,080"
2017/11/27,"16,273,000"
2017/11/28,"16,317,750"
2017/11/29,"16,308,440"
2017/11/30,"16,071,690"
2017/12/01,"16,065,630"
2017/12/04,"16,229,660"
2017/12/05,"16,278,390"
2017/12/06,"16,051,640"
2017/12/07,"15,988,850"
2017/12/08,"16,027,670"
2017/12/11,"16,079,430"
2017/12/12,"16,014,450"
2017/12/13,"16,133,240"
2017/12/14,"16,068,040"
2017/12/15,"16,140,800"
2017/12/18,"16,142,480"
2017/12/19,"16,124,120"
2017/12/20,"16,077,330"
2017/12/21,"15,796,900"
2017/12/22,"15,874,590"
2017/12/26,"15,783,860"
2017/12/27,"15,848,160"
2017/12/28,"16,058,210"
2017/12/29,""
2018/01/02,"16,135,080"
2018/01/03,"16,176,340"
2018/01/04,"16,049,160"
2018/01/05,"16,249,700"
2018/01/08,"16,347,770"
2018/01/09,"16,320,670"
2018/01/10,"16,240,570"
2018/01/11,"16,166,650"
2018/01/12,"16,217,170"
2018/01/15,"16,265,740"
2018/01/16,"16,391,880"
2018/01/17,"16,347,710"
2018/01/18,"16,357,240"
2018/01/19,"16,377,860"
2018/01/22,"16,262,870"
2018/01/23,"16,486,670"
2018/01/24,"16,493,150"
2018/01/25,"16,652,840"
2018/01/26,"16,733,590"
2018/01/29,"16,888,140"
2018/01/30,"16,686,740"
2018/01/31,"16,685,790"
2018/02/01,"16,701,430"
2018/02/02,"16,413,860"
2018/02/05,"16,201,590"
2018/02/06,"15,952,750"
2018/02/07,"15,580,730"
2018/02/08,"15,637,540"
2018/02/09,"15,673,080"
2018/02/12,"15,818,110"
2018/02/13,"15,899,890"
2018/02/14,"16,079,990"
2018/02/19,"16,216,170"
2018/02/20,"16,035,590"
2018/02/21,"16,127,510"
2018/02/22,"16,021,490"
2018/02/23,"16,260,530"
2018/02/26,"16,302,100"
2018/02/27,"16,294,060"
2018/02/28,"16,115,550"
2018/03/02,"15,939,480"
2018/03/05,"15,759,130"
2018/03/06,"16,003,290"
2018/03/07,"15,949,380"
2018/03/08,"16,149,330"
2018/03/09,"16,334,380"
2018/03/12,"16,497,890"
2018/03/13,"16,577,120"
2018/03/14,"16,526,290"
2018/03/15,"16,561,760"
2018/03/16,"16,568,580"
2018/03/19,"16,442,370"
2018/03/20,"16,504,200"
2018/03/21,"16,503,380"
2018/03/22,"16,585,230"
2018/03/23,"16,060,360"
2018/03/26,"16,205,070"
2018/03/27,"16,317,430"
2018/03/28,"16,100,670"
2018/03/29,"16,210,530"
2018/03/30,"16,276,470"
2018/04/02,"16,263,930"
2018/04/03,"16,253,100"
2018/04/04,"16,026,180"
2018/04/05,"16,229,840"
2018/04/06,"16,174,250"
2018/04/09,"16,269,970"
2018/04/10,"16,310,610"
2018/04/11,"16,266,890"
2018/04/12,"16,261,030"
2018/04/13,"16,366,090"
2018/04/16,"16,386,250"
2018/04/17,"16,366,240"
2018/04/18,"16,552,990"
2018/04/19,"16,601,960"
2018/04/20,"16,531,750"
2018/04/23,"16,517,210"
2018/04/24,"16,447,430"
2018/04/25,"16,347,410"
2018/04/26,"16,530,740"
2018/04/27,"16,643,730"
2018/04/30,"16,801,040"
2018/05/02,"16,734,570"
2018/05/03,"16,615,560"
2018/05/04,"16,451,960"
2018/05/08,"16,383,400"
2018/05/09,"16,333,040"
2018/05/10,"16,464,130"
2018/05/11,"16,555,120"
2018/05/14,"16,541,070"
2018/05/15,"16,415,970"
2018/05/16,"16,427,660"
2018/05/17,"16,345,480"
2018/05/18,"16,435,410"
2018/05/21,"16,467,980"
2018/05/23,"16,516,040"
2018/05/24,"16,472,510"
2018/05/25,"16,450,670"
2018/05/28,"16,565,840"
2018/05/29,"16,419,630"
2018/05/30,"16,090,520"
2018/05/31,"16,193,870"
2018/06/01,"16,303,370"
2018/06/04,"16,364,420"
2018/06/05,"16,404,710"
2018/06/07,"16,509,870"
2018/06/08,"16,382,260"
2018/06/11,"16,494,250"
2018/06/12,"16,489,390"
2018/06/14,"16,191,210"
2018/06/15,"16,053,790"
2018/06/18,"15,868,010"
2018/06/19,"15,629,230"
2018/06/20,"15,785,200"
2018/06/21,"15,613,940"
2018/06/22,"15,743,200"
2018/06/25,"15,749,550"
2018/06/26,"15,707,720"
2018/06/27,"15,654,680"
2018/06/28,"15,465,390"
2018/06/29,"15,547,170"
2018/07/02,"15,188,120"
2018/07/03,"15,191,690"
2018/07/04,"15,143,930"
2018/07/05,"15,096,390"
2018/07/06,"15,190,660"
2018/07/09,"15,275,550"
2018/07/10,"15,338,210"
2018/07/11,"15,246,750"
2018/07/12,"15,270,750"
2018/07/13,"15,438,920"
2018/07/16,"15,381,240"
2018/07/17,"15,354,420"
2018/07/18,"15,311,120"
2018/07/19,"15,260,480"
2018/07/20,"15,316,510"
2018/07/23,"15,177,770"
2018/07/24,"15,250,940"
2018/07/25,"15,201,520"
2018/07/26,"15,309,140"
2018/07/27,"15,353,820"
2018/07/30,"15,349,640"
2018/07/31,"15,360,340"
2018/08/01,"15,444,600"
2018/08/02,"15,199,020"
2018/08/03,"15,315,450"
2018/08/06,"15,296,120"
2018/08/07,"15,387,430"
2018/08/08,"15,401,100"
2018/08/09,"15,411,800"
2018/08/10,"15,266,830"
2018/08/13,"15,039,390"
2018/08/14,"15,108,150"
2018/08/16,"14,979,240"
2018/08/17,"15,022,740"
2018/08/20,"15,029,230"
2018/08/21,"15,181,990"
2018/08/22,"15,212,840"
2018/08/23,"15,274,870"
2018/08/24,"15,342,690"
2018/08/27,"15,383,480"
2018/08/28,"15,409,900"
2018/08/29,"15,450,710"
2018/08/30,"15,443,270"
2018/08/31,"15,548,730"
2018/09/03,"15,437,790"
2018/09/04,"15,496,150"
2018/09/05,"15,333,130"
2018/09/06,"15,299,060"
2018/09/07,"15,250,660"
2018/09/10,"15,299,620"
2018/09/11,"15,258,660"
2018/09/12,"15,252,370"
2018/09/13,"15,269,970"
2018/09/14,"15,494,850"
2018/09/17,"15,389,740"
2018/09/18,"15,441,130"
2018/09/19,"15,442,710"
2018/09/20,"15,548,050"
2018/09/21,"15,654,110"
2018/09/27,"15,760,720"
2018/09/28,"15,676,000"
2018/10/01,"15,650,880"
2018/10/02,"15,456,870"
2018/10/04,"15,220,780"
2018/10/05,"15,166,880"
2018/10/08,"15,077,280"
2018/10/10,"14,912,990"
2018/10/11,"14,258,630"
2018/10/12,"14,479,550"
2018/10/15,"14,363,930"
2018/10/16,"14,367,400"
2018/10/17,"14,516,050"
2018/10/18,"14,389,380"
2018/10/19,"14,440,340"
2018/10/22,"14,473,390"
2018/10/23,"14,106,710"
2018/10/24,"14,044,990"
2018/10/25,"13,812,190"
2018/10/26,"13,577,490"
2018/10/29,"13,375,480"
2018/10/30,"13,507,280"
2018/10/31,"13,614,780"
2018/11/01,"13,577,210"
2018/11/02,"14,053,340"
2018/11/05,"13,926,070"
2018/11/06,"14,007,930"
2018/11/07,"13,941,120"
2018/11/08,"14,032,640"
2018/11/09,"13,994,950"
2018/11/12,"13,960,150"
2018/11/13,"13,898,210"
2018/11/14,"13,875,310"
2018/11/15,"14,006,440"
2018/11/16,"14,032,140"
2018/11/19,"14,075,810"
2018/11/20,"13,943,210"
2018/11/21,"13,899,080"
2018/11/22,"13,858,040"
2018/11/23,"13,774,770"
2018/11/26,"13,941,390"
2018/11/27,"14,052,630"
2018/11/28,"14,109,350"
2018/11/29,"14,149,530"
2018/11/30,"14,034,820"
2018/12/03,"14,275,280"
2018/12/04,"14,146,370"
2018/12/05,"14,055,050"
2018/12/06,"13,835,050"
2018/12/07,"13,890,340"
2018/12/10,"13,739,370"
2018/12/11,"13,733,420"
2018/12/12,"13,715,590"
2018/12/13,"13,797,590"
2018/12/14,"13,622,310"
2018/12/17,"13,633,310"
2018/12/18,"13,581,100"
2018/12/19,"13,689,280"
2018/12/20,"13,561,690"
2018/12/21,"13,573,520"
2018/12/24,"13,529,000"
2018/12/26,"13,367,570"
2018/12/27,"13,355,550"
2018/12/28,"13,439,720"
2018/12/31,""
2019/01/02,"13,236,450"
2019/01/03,"13,127,590"
2019/01/04,"13,237,190"
2019/01/07,"13,423,810"
2019/01/08,"13,339,960"
2019/01/09,"13,608,520"
2019/01/10,"13,598,570"
2019/01/11,"13,683,110"
2019/01/14,"13,605,650"
2019/01/15,"13,824,500"
2019/01/16,"13,886,950"
2019/01/17,"13,899,760"
2019/01/18,"14,012,340"
2019/01/21,"14,017,800"
2019/01/22,"13,973,180"
2019/01/23,"14,039,370"
2019/01/24,"14,157,380"
2019/01/25,"14,378,430"
2019/01/28,"14,374,910"
2019/01/29,"14,413,450"
2019/01/30,"14,560,600"
2019/01/31,"14,555,050"
2019/02/01,"14,546,990"
2019/02/07,"14,543,230"
2019/02/08,"14,363,880"
2019/02/11,"14,388,160"
2019/02/12,"14,461,670"
2019/02/13,"14,535,010"
2019/02/14,"14,693,570"
2019/02/15,"14,492,960"
2019/02/18,"14,589,370"
2019/02/19,"14,552,300"
2019/02/20,"14,719,360"
2019/02/21,"14,714,040"
2019/02/22,"14,725,810"
2019/02/25,"14,739,110"
2019/02/26,"14,699,330"
2019/02/27,"14,751,760"
2019/02/28,"14,487,670"
2019/03/04,"14,456,420"
2019/03/05,"14,377,850"
2019/03/06,"14,354,240"
2019/03/07,"14,294,960"
2019/03/08,"14,105,680"
2019/03/11,"14,105,610"
2019/03/12,"14,246,790"
2019/03/13,"14,190,830"
2019/03/14,"14,237,870"
2019/03/15,"14,370,380"
2019/03/18,"14,394,270"
2019/03/19,"14,385,060"
2019/03/20,"14,382,530"
2019/03/21,"14,450,550"
2019/03/22,"14,468,420"
2019/03/25,"14,184,380"
2019/03/26,"14,211,230"
2019/03/27,"14,191,310"
2019/03/28,"14,094,540"
2019/03/29,"14,172,460"
2019/04/01,"14,354,810"
2019/04/02,"14,416,350"
2019/04/03,"14,589,450"
2019/04/04,"14,612,660"
2019/04/05,"14,632,380"
2019/04/08,"14,641,860"
2019/04/09,"14,664,720"
2019/04/10,"14,730,980"
2019/04/11,"14,731,030"
2019/04/12,"14,793,010"
2019/04/15,"14,857,580"
2019/04/16,"14,896,610"
2019/04/17,"14,884,310"
2019/04/18,"14,671,850"
2019/04/19,"14,684,210"
2019/04/22,"14,688,030"
2019/04/23,"14,710,930"
2019/04/24,"14,592,650"
2019/04/25,"14,522,800"
2019/04/26,"14,453,040"
2019/04/29,"14,695,790"
2019/04/30,"14,615,270"
2019/05/02,"14,674,630"
2019/05/03,"14,566,630"
2019/05/07,"14,436,810"
2019/05/08,"14,374,280"
2019/05/09,"13,935,960"
2019/05/10,"13,978,990"
2019/05/13,"13,786,950"
2019/05/14,"13,799,060"
2019/05/15,"13,867,080"
2019/05/16,"13,697,320"
2019/05/17,"13,616,320"
2019/05/20,"13,617,820"
2019/05/21,"13,661,120"
2019/05/22,"13,685,930"
2019/05/23,"13,659,400"
2019/05/24,"13,560,990"
2019/05/27,"13,556,150"
2019/05/28,"13,584,370"
2019/05/29,"13,453,760"
2019/05/30,"13,563,870"
2019/05/31,"13,586,930"
2019/06/03,"13,768,650"
2019/06/04,"13,761,010"
2019/06/05,"13,778,850"
2019/06/07,"13,800,640"
2019/06/10,"13,980,850"
2019/06/11,"14,061,040"
2019/06/12,"14,040,840"
2019/06/13,"14,000,590"
2019/06/14,"13,950,260"
2019/06/17,"13,915,690"
2019/06/18,"13,973,580"
2019/06/19,"14,146,800"
2019/06/20,"14,194,510"
2019/06/21,"14,156,030"
2019/06/24,"14,162,210"
2019/06/25,"14,130,990"
2019/06/26,"14,135,920"
2019/06/27,"14,216,560"
2019/06/28,"14,195,200"
2019/07/01,"14,191,330"
2019/07/02,"14,139,060"
2019/07/03,"13,967,370"
2019/07/04,"14,052,370"
2019/07/05,"14,059,840"
2019/07/08,"13,753,910"
2019/07/09,"13,678,890"
2019/07/10,"13,728,190"
2019/07/11,"13,875,300"
2019/07/12,"13,912,970"
2019/07/15,"13,886,700"
2019/07/16,"13,944,620"
2019/07/17,"13,818,560"
2019/07/18,"13,775,910"
2019/07/19,"13,963,450"
2019/07/22,"13,956,860"
2019/07/23,"14,011,790"
2019/07/24,"13,879,370"
2019/07/25,"13,835,010"
2019/07/26,"13,780,620"
2019/07/29,"13,537,300"
2019/07/30,"13,596,870"
2019/07/31,"13,497,510"
2019/08/01,"13,446,050"
2019/08/02,"13,317,260"
2019/08/05,"12,982,240"
2019/08/06,"12,787,080"
2019/08/07,"12,736,950"
2019/08/08,"12,808,540"
2019/08/09,"12,923,140"
2019/08/12,"12,955,030"
2019/08/13,"12,844,570"
2019/08/14,"12,930,010"
2019/08/16,"12,860,420"
2019/08/19,"12,941,400"
2019/08/20,"13,080,760"
2019/08/21,"13,109,060"
2019/08/22,"13,019,090"
2019/08/23,"12,998,910"
2019/08/26,"12,789,100"
2019/08/27,"12,847,390"
2019/08/28,"12,955,720"
2019/08/29,"12,903,730"
2019/08/30,"13,135,980"
2019/09/02,"13,141,340"
2019/09/03,"13,116,800"
2019/09/04,"13,267,850"
2019/09/05,"13,384,770"
2019/09/06,"13,415,650"
2019/09/09,"13,488,000"
2019/09/10,"13,569,560"
2019/09/11,"13,681,610"
2019/09/16,"13,765,600"
2019/09/17,"13,766,890"
2019/09/18,"13,826,980"
2019/09/19,"13,909,370"
2019/09/20,"13,984,750"
2019/09/23,"13,984,580"
2019/09/24,"14,044,480"
2019/09/25,"13,860,720"
2019/09/26,"13,873,350"
2019/09/27,"13,707,040"
2019/09/30,"13,793,840"
2019/10/01,"13,854,530"
2019/10/02,"13,585,870"
2019/10/04,"13,513,900"
2019/10/07,"13,519,800"
2019/10/08,"13,684,080"
2019/10/10,"13,567,030"
2019/10/11,"13,677,270"
2019/10/14,"13,829,610"
2019/10/15,"13,834,180"
2019/10/16,"13,934,130"
2019/10/17,"13,900,720"
2019/10/18,"13,787,520"
2019/10/21,"13,816,690"
2019/10/22,"13,980,140"
2019/10/23,"13,925,170"
2019/10/24,"13,960,590"
2019/10/25,"13,977,920"
2019/10/28,"14,014,860"
2019/10/29,"14,006,360"
2019/10/30,"13,950,520"
2019/10/31,"13,971,350"
2019/11/01,"14,088,240"
2019/11/04,"14,291,910"
2019/11/05,"14,379,520"
2019/11/06,"14,390,140"
2019/11/07,"14,390,090"
2019/11/08,"14,337,040"
2019/11/11,"14,250,380"
2019/11/12,"14,362,960"
2019/11/13,"14,254,600"
2019/11/14,"14,359,600"
2019/11/15,"14,514,700"
2019/11/18,"14,503,490"
2019/11/19,"14,461,400"
2019/11/20,"14,273,600"
2019/11/21,"14,076,000"
2019/11/22,"14,115,080"
2019/11/25,"14,260,070"
2019/11/26,"14,249,560"
2019/11/27,"14,291,340"
2019/11/28,"14,226,610"
2019/11/29,"14,019,380"
2019/12/02,"14,049,380"
2019/12/03,"13,996,150"
2019/12/04,"13,896,180"
2019/12/05,"13,844,020"
2019/12/06,"13,987,770"
2019/12/09,"14,031,840"
2019/12/10,"14,093,660"
2019/12/11,"14,144,350"
2019/12/12,"14,363,020"
2019/12/13,"14,587,760"
2019/12/16,"14,575,290"
2019/12/17,"14,766,940"
2019/12/18,"14,764,030"
2019/12/19,"14,768,100"
2019/12/20,"14,812,670"
2019/12/23,"14,809,820"
2019/12/24,"14,721,100"
2019/12/26,"14,779,490"
2019/12/27,"14,802,880"
2019/12/30,"14,759,090"
2019/12/31,""
2020/01/02,"14,614,240"
2020/01/03,"14,622,990"
2020/01/06,"14,483,850"
2020/01/07,"14,622,980"
2020/01/08,"14,466,310"
2020/01/09,"14,708,050"
2020/01/10,"14,840,630"
2020/01/13,"14,999,670"
2020/01/14,"15,065,340"
2020/01/15,"15,010,470"
2020/01/16,"15,131,500"
2020/01/17,"15,152,990"
2020/01/20,"15,243,840"
2020/01/21,"15,084,080"
2020/01/22,"15,267,990"
2020/01/23,"15,126,290"
2020/01/28,"14,660,830"
2020/01/29,"14,721,710"
2020/01/30,"14,465,050"
2020/01/31,"14,270,470"
2020/02/03,"14,271,330"
2020/02/04,"14,542,350"
2020/02/05,"14,602,440"
2020/02/06,"15,014,600"
2020/02/07,"14,910,130"
2020/02/10,"14,838,460"
2020/02/11,"14,983,380"
2020/02/12,"15,083,460"
2020/02/13,"15,052,950"
2020/02/14,"15,112,540"
2020/02/17,"15,101,090"
2020/02/18,"14,874,360"
2020/02/19,"14,884,550"
2020/02/20,"14,785,740"
2020/02/21,"14,566,920"
2020/02/24,"14,005,160"
2020/02/25,"14,172,750"
2020/02/26,"13,985,690"
2020/02/27,"13,837,760"
2020/02/28,"13,377,170"
2020/03/02,"13,481,090"
