통계표,"6.1.1 주식시장(일별)"
항목명1,"  시가총액(주식시장, 잠정치)"
단위,"억원 "
변환,"원자료"
2012/08/17,"11,217,290"
2012/08/20,"11,213,250"
2012/08/21,"11,200,760"
2012/08/22,"11,156,240"
2012/08/23,"11,198,300"
2012/08/24,"11,068,410"
2012/08/27,"11,045,420"
2012/08/28,"11,038,800"
2012/08/29,"11,110,610"
2012/08/30,"10,983,050"
2012/08/31,"10,980,730"
2012/09/03,"11,023,010"
2012/09/04,"10,992,980"
2012/09/05,"10,805,070"
2012/09/06,"10,846,870"
2012/09/07,"11,127,610"
2012/09/10,"11,101,890"
2012/09/11,"11,073,820"
2012/09/12,"11,241,030"
2012/09/13,"11,244,900"
2012/09/14,"11,569,660"
2012/09/17,"11,538,940"
2012/09/18,"11,551,060"
2012/09/19,"11,564,710"
2012/09/20,"11,462,510"
2012/09/21,"11,532,670"
2012/09/24,"11,542,920"
2012/09/25,"11,474,130"
2012/09/26,"11,411,970"
2012/09/27,"11,459,890"
2012/09/28,"11,506,260"
2012/10/02,"11,506,530"
2012/10/04,"11,486,380"
2012/10/05,"11,500,750"
2012/10/08,"11,425,620"
2012/10/09,"11,408,390"
2012/10/10,"11,232,030"
2012/10/11,"11,143,740"
2012/10/12,"11,145,410"
2012/10/15,"11,102,370"
2012/10/16,"11,196,460"
2012/10/17,"11,276,210"
2012/10/18,"11,299,590"
2012/10/19,"11,211,290"
2012/10/22,"11,200,390"
2012/10/23,"11,118,550"
2012/10/24,"11,042,380"
2012/10/25,"11,107,120"
2012/10/26,"10,917,620"
2012/10/29,"10,917,520"
2012/10/30,"10,965,940"
2012/10/31,"11,035,770"
2012/11/01,"10,957,290"
2012/11/02,"11,073,390"
2012/11/05,"11,010,720"
2012/11/06,"11,125,940"
2012/11/07,"11,180,440"
2012/11/08,"11,049,880"
2012/11/09,"11,002,250"
2012/11/12,"10,981,880"
2012/11/13,"10,919,470"
2012/11/14,"10,947,400"
2012/11/15,"10,811,060"
2012/11/16,"10,755,070"
2012/11/19,"10,853,240"
2012/11/20,"10,925,420"
2012/11/21,"10,892,640"
2012/11/22,"10,982,330"
2012/11/23,"11,051,990"
2012/11/26,"11,034,150"
2012/11/27,"11,129,840"
2012/11/28,"11,058,480"
2012/11/29,"11,187,400"
2012/11/30,"11,172,900"
2012/12/03,"11,217,250"
2012/12/04,"11,190,330"
2012/12/05,"11,260,890"
2012/12/06,"11,274,570"
2012/12/07,"11,318,050"
2012/12/10,"11,320,700"
2012/12/11,"11,361,010"
2012/12/12,"11,420,010"
2012/12/13,"11,576,940"
2012/12/14,"11,534,670"
2012/12/17,"11,459,670"
2012/12/18,"11,518,870"
2012/12/20,"11,553,840"
2012/12/21,"11,445,440"
2012/12/24,"11,455,320"
2012/12/26,"11,457,460"
2012/12/27,"11,484,950"
2012/12/28,"11,541,470"
2012/12/31,""
2013/01/02,"11,737,090"
2013/01/03,"11,669,450"
2013/01/04,"11,624,980"
2013/01/07,"11,627,580"
2013/01/08,"11,554,730"
2013/01/09,"11,517,820"
2013/01/10,"11,610,430"
2013/01/11,"11,551,520"
2013/01/14,"11,607,780"
2013/01/15,"11,468,480"
2013/01/16,"11,434,190"
2013/01/17,"11,416,240"
2013/01/18,"11,494,740"
2013/01/21,"11,490,090"
2013/01/22,"11,548,060"
2013/01/23,"11,455,730"
2013/01/24,"11,363,340"
2013/01/25,"11,259,640"
2013/01/28,"11,215,690"
2013/01/29,"11,310,710"
2013/01/30,"11,363,530"
2013/01/31,"11,351,910"
2013/02/01,"11,327,570"
2013/02/04,"11,305,010"
2013/02/05,"11,220,060"
2013/02/06,"11,208,740"
2013/02/07,"11,181,610"
2013/02/08,"11,296,880"
2013/02/12,"11,269,620"
2013/02/13,"11,442,850"
2013/02/14,"11,465,560"
2013/02/15,"11,478,570"
2013/02/18,"11,479,190"
2013/02/19,"11,501,490"
2013/02/20,"11,726,280"
2013/02/21,"11,669,240"
2013/02/22,"11,692,180"
2013/02/25,"11,635,240"
2013/02/26,"11,579,380"
2013/02/27,"11,601,690"
2013/02/28,"11,731,930"
2013/03/04,"11,658,060"
2013/03/05,"11,678,590"
2013/03/06,"11,702,950"
2013/03/07,"11,605,200"
2013/03/08,"11,613,870"
2013/03/11,"11,600,130"
2013/03/12,"11,542,510"
2013/03/13,"11,582,130"
2013/03/14,"11,594,950"
2013/03/15,"11,506,190"
2013/03/18,"11,398,640"
2013/03/19,"11,461,880"
2013/03/20,"11,351,210"
2013/03/21,"11,302,460"
2013/03/22,"11,291,420"
2013/03/25,"11,459,370"
2013/03/26,"11,494,420"
2013/03/27,"11,549,070"
2013/03/28,"11,549,670"
2013/03/29,"11,616,640"
2013/04/01,"11,563,660"
2013/04/02,"11,509,190"
2013/04/03,"11,491,890"
2013/04/04,"11,356,780"
2013/04/05,"11,172,500"
2013/04/08,"11,126,420"
2013/04/09,"11,142,180"
2013/04/10,"11,227,910"
2013/04/11,"11,311,700"
2013/04/12,"11,165,430"
2013/04/15,"11,142,190"
2013/04/16,"11,151,470"
2013/04/17,"11,162,090"
2013/04/18,"11,025,870"
2013/04/19,"11,064,590"
2013/04/22,"11,176,610"
2013/04/23,"11,135,890"
2013/04/24,"11,231,450"
2013/04/25,"11,325,270"
2013/04/26,"11,256,750"
2013/04/29,"11,234,420"
2013/04/30,"11,376,040"
2013/05/02,"11,339,050"
2013/05/03,"11,389,860"
2013/05/06,"11,369,830"
2013/05/07,"11,322,770"
2013/05/08,"11,336,710"
2013/05/09,"11,473,490"
2013/05/10,"11,275,520"
2013/05/13,"11,301,390"
2013/05/14,"11,423,280"
2013/05/15,"11,439,270"
2013/05/16,"11,536,110"
2013/05/20,"11,528,040"
2013/05/21,"11,527,670"
2013/05/22,"11,595,710"
2013/05/23,"11,451,950"
2013/05/24,"11,475,320"
2013/05/27,"11,514,120"
2013/05/28,"11,550,130"
2013/05/29,"11,635,720"
2013/05/30,"11,637,630"
2013/05/31,"11,642,180"
2013/06/03,"11,569,850"
2013/06/04,"11,564,040"
2013/06/05,"11,393,950"
2013/06/07,"11,175,710"
2013/06/10,"11,228,360"
2013/06/11,"11,154,470"
2013/06/12,"11,096,740"
2013/06/13,"10,940,430"
2013/06/14,"10,976,710"
2013/06/17,"10,940,840"
2013/06/18,"11,043,040"
2013/06/19,"10,972,850"
2013/06/20,"10,750,970"
2013/06/21,"10,592,430"
2013/06/24,"10,457,680"
2013/06/25,"10,348,430"
2013/06/26,"10,370,130"
2013/06/27,"10,675,310"
2013/06/28,"10,842,160"
2013/07/01,"10,797,550"
2013/07/02,"10,788,000"
2013/07/03,"10,612,200"
2013/07/04,"10,693,300"
2013/07/05,"10,656,120"
2013/07/08,"10,559,560"
2013/07/09,"10,638,000"
2013/07/10,"10,602,720"
2013/07/11,"10,916,910"
2013/07/12,"10,875,160"
2013/07/15,"10,906,880"
2013/07/16,"10,858,120"
2013/07/17,"10,979,440"
2013/07/18,"10,922,300"
2013/07/19,"10,894,400"
2013/07/22,"10,944,110"
2013/07/23,"11,082,630"
2013/07/24,"11,109,650"
2013/07/25,"11,117,810"
2013/07/26,"11,121,860"
2013/07/29,"11,058,250"
2013/07/30,"11,159,620"
2013/07/31,"11,145,710"
2013/08/01,"11,183,450"
2013/08/02,"11,203,020"
2013/08/05,"11,163,290"
2013/08/06,"11,107,680"
2013/08/07,"10,941,870"
2013/08/08,"10,975,990"
2013/08/09,"10,959,590"
2013/08/12,"10,981,240"
2013/08/13,"11,151,620"
2013/08/14,"11,220,090"
2013/08/16,"11,162,270"
2013/08/19,"11,187,850"
2013/08/20,"11,017,480"
2013/08/21,"10,897,920"
2013/08/22,"10,792,840"
2013/08/23,"10,913,770"
2013/08/26,"11,017,050"
2013/08/27,"11,005,720"
2013/08/28,"10,996,180"
2013/08/29,"11,166,400"
2013/08/30,"11,281,860"
2013/09/02,"11,268,970"
2013/09/03,"11,316,010"
2013/09/04,"11,313,730"
2013/09/05,"11,421,010"
2013/09/06,"11,443,670"
2013/09/09,"11,552,110"
2013/09/10,"11,662,080"
2013/09/11,"11,720,670"
2013/09/12,"11,722,340"
2013/09/13,"11,664,190"
2013/09/16,"11,782,980"
2013/09/17,"11,731,290"
2013/09/23,"11,752,060"
2013/09/24,"11,735,410"
2013/09/25,"11,688,360"
2013/09/26,"11,741,090"
2013/09/27,"11,766,510"
2013/09/30,"11,679,830"
2013/10/01,"11,690,270"
2013/10/02,"11,700,200"
2013/10/04,"11,688,130"
2013/10/07,"11,674,800"
2013/10/08,"11,726,090"
2013/10/10,"11,721,440"
2013/10/11,"11,855,510"
2013/10/14,"11,828,660"
2013/10/15,"11,953,600"
2013/10/16,"11,913,210"
2013/10/17,"11,950,130"
2013/10/18,"12,016,490"
2013/10/21,"12,021,590"
2013/10/22,"12,040,110"
2013/10/23,"11,923,770"
2013/10/24,"11,984,930"
2013/10/25,"11,912,860"
2013/10/28,"11,998,800"
2013/10/29,"12,021,920"
2013/10/30,"12,107,460"
2013/10/31,"11,937,810"
2013/11/01,"11,995,050"
2013/11/04,"11,914,560"
2013/11/05,"11,849,490"
2013/11/06,"11,852,530"
2013/11/07,"11,796,560"
2013/11/08,"11,685,300"
2013/11/11,"11,643,050"
2013/11/12,"11,756,620"
2013/11/13,"11,563,890"
2013/11/14,"11,591,720"
2013/11/15,"11,814,290"
2013/11/18,"11,852,440"
2013/11/19,"11,974,070"
2013/11/20,"11,883,650"
2013/11/21,"11,747,530"
2013/11/22,"11,814,400"
2013/11/25,"11,874,330"
2013/11/26,"11,906,250"
2013/11/27,"11,943,320"
2013/11/28,"12,045,950"
2013/11/29,"12,041,770"
2013/12/02,"11,962,400"
2013/12/03,"11,840,270"
2013/12/04,"11,710,890"
2013/12/05,"11,699,050"
2013/12/06,"11,666,810"
2013/12/09,"11,782,110"
2013/12/10,"11,745,760"
2013/12/11,"11,663,620"
2013/12/12,"11,614,080"
2013/12/13,"11,582,260"
2013/12/16,"11,574,840"
2013/12/17,"11,601,680"
2013/12/18,"11,652,580"
2013/12/19,"11,662,230"
2013/12/20,"11,711,220"
2013/12/23,"11,789,670"
2013/12/24,"11,811,640"
2013/12/26,"11,796,130"
2013/12/27,"11,813,510"
2013/12/30,"11,859,730"
2013/12/31,""
2014/01/02,"11,598,930"
2014/01/03,"11,471,850"
2014/01/06,"11,518,210"
2014/01/07,"11,551,480"
2014/01/08,"11,553,360"
2014/01/09,"11,479,280"
2014/01/10,"11,432,040"
2014/01/13,"11,488,970"
2014/01/14,"11,474,010"
2014/01/15,"11,507,060"
2014/01/16,"11,528,660"
2014/01/17,"11,455,720"
2014/01/20,"11,507,130"
2014/01/21,"11,569,700"
2014/01/22,"11,608,590"
2014/01/23,"11,477,640"
2014/01/24,"11,450,700"
2014/01/27,"11,269,100"
2014/01/28,"11,311,430"
2014/01/29,"11,455,210"
2014/02/03,"11,333,500"
2014/02/04,"11,136,610"
2014/02/05,"11,165,740"
2014/02/06,"11,263,610"
2014/02/07,"11,349,920"
2014/02/10,"11,352,460"
2014/02/11,"11,405,860"
2014/02/12,"11,434,190"
2014/02/13,"11,381,060"
2014/02/14,"11,470,410"
2014/02/17,"11,505,430"
2014/02/18,"11,510,920"
2014/02/19,"11,491,930"
2014/02/20,"11,419,660"
2014/02/21,"11,591,410"
2014/02/24,"11,539,680"
2014/02/25,"11,629,590"
2014/02/26,"11,667,310"
2014/02/27,"11,718,480"
2014/02/28,"11,734,500"
2014/03/03,"11,644,470"
2014/03/04,"11,581,120"
2014/03/05,"11,687,170"
2014/03/06,"11,715,150"
2014/03/07,"11,710,610"
2014/03/10,"11,594,720"
2014/03/11,"11,648,150"
2014/03/12,"11,464,610"
2014/03/13,"11,473,670"
2014/03/14,"11,383,000"
2014/03/17,"11,422,640"
2014/03/18,"11,494,150"
2014/03/19,"11,476,320"
2014/03/20,"11,368,240"
2014/03/21,"11,496,590"
2014/03/24,"11,558,250"
2014/03/25,"11,526,830"
2014/03/26,"11,668,580"
2014/03/27,"11,773,970"
2014/03/28,"11,796,890"
2014/03/31,"11,824,880"
2014/04/01,"11,857,850"
2014/04/02,"11,887,990"
2014/04/03,"11,875,800"
2014/04/04,"11,843,770"
2014/04/07,"11,852,040"
2014/04/08,"11,871,750"
2014/04/09,"11,901,730"
2014/04/10,"11,960,400"
2014/04/11,"11,896,910"
2014/04/14,"11,892,760"
2014/04/15,"11,867,220"
2014/04/16,"11,868,270"
2014/04/17,"11,864,790"
2014/04/18,"11,934,890"
2014/04/21,"11,904,690"
2014/04/22,"11,933,710"
2014/04/23,"11,911,060"
2014/04/24,"11,904,740"
2014/04/25,"11,748,790"
2014/04/28,"11,732,360"
2014/04/29,"11,701,740"
2014/04/30,"11,680,230"
2014/05/02,"11,669,060"
2014/05/07,"11,552,150"
2014/05/08,"11,621,060"
2014/05/09,"11,658,680"
2014/05/12,"11,717,790"
2014/05/13,"11,827,310"
2014/05/14,"11,991,860"
2014/05/15,"11,987,050"
2014/05/16,"12,006,580"
2014/05/19,"12,039,260"
2014/05/20,"12,019,750"
2014/05/21,"12,001,170"
2014/05/22,"12,052,290"
2014/05/23,"12,054,260"
2014/05/26,"12,008,350"
2014/05/27,"11,934,730"
2014/05/28,"12,049,460"
2014/05/29,"12,032,230"
2014/05/30,"11,926,170"
2014/06/02,"11,969,650"
2014/06/03,"12,005,380"
2014/06/05,"11,930,910"
2014/06/09,"11,888,270"
2014/06/10,"12,018,750"
2014/06/11,"12,030,720"
2014/06/12,"12,008,750"
2014/06/13,"11,878,820"
2014/06/16,"11,895,320"
2014/06/17,"11,945,980"
2014/06/18,"11,875,140"
2014/06/19,"11,888,050"
2014/06/20,"11,752,320"
2014/06/23,"11,798,640"
2014/06/24,"11,914,750"
2014/06/25,"11,852,700"
2014/06/26,"11,931,630"
2014/06/27,"11,892,120"
2014/06/30,"11,972,170"
2014/07/01,"11,951,100"
2014/07/02,"12,049,690"
2014/07/03,"12,020,260"
2014/07/04,"12,011,750"
2014/07/07,"11,974,310"
2014/07/08,"11,982,520"
2014/07/09,"11,943,720"
2014/07/10,"11,961,590"
2014/07/11,"11,882,430"
2014/07/14,"11,916,850"
2014/07/15,"12,039,330"
2014/07/16,"12,044,050"
2014/07/17,"12,093,220"
2014/07/18,"12,083,500"
2014/07/21,"12,076,960"
2014/07/22,"12,136,640"
2014/07/23,"12,130,890"
2014/07/24,"12,122,610"
2014/07/25,"12,169,070"
2014/07/28,"12,255,500"
2014/07/29,"12,342,180"
2014/07/30,"12,473,430"
2014/07/31,"12,424,160"
2014/08/01,"12,396,380"
2014/08/04,"12,443,120"
2014/08/05,"12,354,630"
2014/08/06,"12,344,360"
2014/08/07,"12,306,730"
2014/08/08,"12,162,700"
2014/08/11,"12,215,900"
2014/08/12,"12,223,910"
2014/08/13,"12,351,380"
2014/08/14,"12,354,810"
2014/08/18,"12,292,940"
2014/08/19,"12,398,310"
2014/08/20,"12,407,400"
2014/08/21,"12,237,310"
2014/08/22,"12,315,310"
2014/08/25,"12,328,390"
2014/08/26,"12,370,970"
2014/08/27,"12,413,120"
2014/08/28,"12,424,490"
2014/08/29,"12,388,860"
2014/09/01,"12,381,770"
2014/09/02,"12,281,260"
2014/09/03,"12,274,900"
2014/09/04,"12,306,710"
2014/09/05,"12,264,350"
2014/09/11,"12,181,060"
2014/09/12,"12,223,990"
2014/09/15,"12,185,210"
2014/09/16,"12,228,490"
2014/09/17,"12,348,090"
2014/09/18,"12,247,410"
2014/09/19,"12,269,300"
2014/09/22,"12,175,800"
2014/09/23,"12,114,150"
2014/09/24,"12,146,870"
2014/09/25,"12,136,210"
2014/09/26,"12,122,990"
2014/09/29,"12,100,030"
2014/09/30,"12,056,670"
2014/10/01,"11,888,920"
2014/10/02,"11,790,880"
2014/10/06,"11,749,350"
2014/10/07,"11,777,910"
2014/10/08,"11,720,920"
2014/10/10,"11,572,910"
2014/10/13,"11,494,730"
2014/10/14,"11,512,480"
2014/10/15,"11,496,370"
2014/10/16,"11,449,800"
2014/10/17,"11,341,850"
2014/10/20,"11,524,880"
2014/10/21,"11,436,680"
2014/10/22,"11,561,930"
2014/10/23,"11,536,120"
2014/10/24,"11,506,260"
2014/10/27,"11,547,380"
2014/10/28,"11,507,330"
2014/10/29,"11,726,870"
2014/10/30,"11,719,180"
2014/10/31,"11,761,420"
2014/11/03,"11,695,560"
2014/11/04,"11,587,860"
2014/11/05,"11,559,790"
2014/11/06,"11,592,510"
2014/11/07,"11,607,960"
2014/11/10,"11,722,060"
2014/11/11,"11,753,360"
2014/11/12,"11,774,510"
2014/11/13,"11,732,240"
2014/11/14,"11,895,690"
2014/11/17,"11,885,660"
2014/11/18,"12,035,010"
2014/11/19,"12,041,230"
2014/11/20,"11,994,740"
2014/11/21,"12,035,320"
2014/11/24,"12,123,620"
2014/11/25,"12,120,300"
2014/11/26,"12,131,720"
2014/11/27,"12,166,470"
2014/11/28,"12,162,920"
2014/12/01,"12,067,020"
2014/12/02,"12,065,400"
2014/12/03,"12,095,210"
2014/12/04,"12,192,080"
2014/12/05,"12,193,010"
2014/12/08,"12,147,110"
2014/12/09,"12,102,570"
2014/12/10,"11,946,480"
2014/12/11,"11,767,940"
2014/12/12,"11,797,680"
2014/12/15,"11,793,290"
2014/12/16,"11,694,180"
2014/12/17,"11,663,940"
2014/12/18,"11,800,600"
2014/12/19,"12,006,550"
2014/12/22,"12,092,330"
2014/12/23,"12,067,220"
2014/12/24,"12,116,720"
2014/12/26,"12,124,970"
2014/12/29,"11,995,310"
2014/12/30,"11,922,520"
2014/12/31,""
2015/01/02,"11,980,100"
2015/01/05,"11,915,260"
2015/01/06,"11,711,670"
2015/01/07,"11,719,910"
2015/01/08,"11,851,700"
2015/01/09,"11,973,220"
2015/01/12,"11,951,960"
2015/01/13,"11,931,070"
2015/01/14,"11,909,790"
2015/01/15,"11,910,870"
2015/01/16,"11,747,830"
2015/01/19,"11,838,970"
2015/01/20,"11,936,900"
2015/01/21,"11,966,890"
2015/01/22,"11,961,560"
2015/01/23,"12,054,860"
2015/01/26,"12,045,180"
2015/01/27,"12,145,270"
2015/01/28,"12,202,100"
2015/01/29,"12,144,630"
2015/01/30,"12,134,920"
2015/02/02,"12,155,640"
2015/02/03,"12,146,800"
2015/02/04,"12,218,010"
2015/02/05,"12,153,490"
2015/02/06,"12,171,090"
2015/02/09,"12,121,340"
2015/02/10,"12,053,570"
2015/02/11,"12,105,900"
2015/02/12,"12,082,760"
2015/02/13,"12,182,920"
2015/02/16,"12,186,700"
2015/02/17,"12,204,640"
2015/02/23,"12,245,750"
2015/02/24,"12,294,710"
2015/02/25,"12,388,390"
2015/02/26,"12,402,280"
2015/02/27,"12,352,430"
2015/03/02,"12,421,580"
2015/03/03,"12,456,630"
2015/03/04,"12,440,540"
2015/03/05,"12,436,830"
2015/03/06,"12,530,630"
2015/03/09,"12,403,280"
2015/03/10,"12,353,140"
2015/03/11,"12,335,970"
2015/03/12,"12,276,990"
2015/03/13,"12,371,400"
2015/03/16,"12,378,020"
2015/03/17,"12,639,270"
2015/03/18,"12,631,910"
2015/03/19,"12,691,300"
2015/03/20,"12,682,200"
2015/03/23,"12,679,830"
2015/03/24,"12,709,130"
2015/03/25,"12,726,640"
2015/03/26,"12,600,420"
2015/03/27,"12,587,800"
2015/03/30,"12,648,510"
2015/03/31,"12,723,170"
2015/04/01,"12,651,340"
2015/04/02,"12,654,510"
2015/04/03,"12,755,700"
2015/04/06,"12,769,620"
2015/04/07,"12,780,760"
2015/04/08,"12,861,650"
2015/04/09,"12,855,000"
2015/04/10,"13,036,440"
2015/04/13,"13,106,800"
2015/04/14,"13,184,490"
2015/04/15,"13,229,550"
2015/04/16,"13,353,640"
2015/04/17,"13,383,230"
2015/04/20,"13,401,000"
2015/04/21,"13,386,140"
2015/04/22,"13,380,860"
2015/04/23,"13,564,870"
2015/04/24,"13,468,080"
2015/04/27,"13,453,980"
2015/04/28,"13,390,240"
2015/04/29,"13,361,204"
2015/04/30,"13,272,850"
2015/05/04,"13,309,720"
2015/05/06,"13,132,220"
2015/05/07,"13,041,890"
2015/05/08,"13,001,800"
2015/05/11,"13,072,460"
2015/05/12,"13,052,560"
2015/05/13,"13,159,000"
2015/05/14,"13,203,680"
2015/05/15,"13,118,610"
2015/05/18,"13,163,830"
2015/05/19,"13,206,590"
2015/05/20,"13,327,540"
2015/05/21,"13,225,910"
2015/05/22,"13,367,590"
2015/05/26,"13,359,220"
2015/05/27,"13,133,080"
2015/05/28,"13,155,240"
2015/05/29,"13,186,070"
2015/06/01,"13,101,100"
2015/06/02,"12,942,890"
2015/06/03,"12,850,270"
2015/06/04,"12,918,010"
2015/06/05,"12,886,760"
2015/06/08,"12,859,360"
2015/06/09,"12,843,810"
2015/06/10,"12,765,500"
2015/06/11,"12,796,190"
2015/06/12,"12,772,880"
2015/06/15,"12,711,220"
2015/06/16,"12,629,800"
2015/06/17,"12,674,600"
2015/06/18,"12,716,920"
2015/06/19,"12,745,780"
2015/06/22,"12,797,700"
2015/06/23,"12,961,860"
2015/06/24,"12,994,590"
2015/06/25,"12,985,020"
2015/06/26,"13,018,220"
2015/06/29,"12,844,890"
2015/06/30,"12,931,300"
2015/07/01,"13,073,860"
2015/07/02,"13,131,810"
2015/07/03,"13,107,710"
2015/07/06,"12,792,740"
2015/07/07,"12,706,190"
2015/07/08,"12,565,670"
2015/07/09,"12,635,960"
2015/07/10,"12,660,040"
2015/07/13,"12,847,310"
2015/07/14,"12,829,910"
2015/07/15,"12,915,392"
2015/07/16,"13,008,833"
2015/07/17,"12,953,340"
2015/07/20,"12,931,940"
2015/07/21,"12,998,960"
2015/07/22,"12,886,070"
2015/07/23,"12,890,260"
2015/07/24,"12,773,800"
2015/07/27,"12,736,660"
2015/07/28,"12,732,890"
2015/07/29,"12,729,610"
2015/07/30,"12,621,180"
2015/07/31,"12,688,630"
2015/08/03,"12,557,110"
2015/08/04,"12,676,640"
2015/08/05,"12,685,820"
2015/08/06,"12,575,630"
2015/08/07,"12,560,060"
2015/08/10,"12,523,130"
2015/08/11,"12,420,350"
2015/08/12,"12,352,870"
2015/08/13,"12,396,750"
2015/08/17,"12,285,560"
2015/08/18,"12,215,600"
2015/08/19,"12,116,580"
2015/08/20,"11,963,220"
2015/08/21,"11,726,600"
2015/08/24,"11,431,770"
2015/08/25,"11,539,570"
2015/08/26,"11,823,800"
2015/08/27,"11,913,190"
2015/08/28,"12,096,540"
2015/08/31,"12,126,810"
2015/09/01,"11,961,370"
2015/09/02,"11,969,690"
2015/09/03,"11,986,060"
2015/09/04,"11,807,050"
2015/09/07,"11,795,160"
2015/09/08,"11,769,130"
2015/09/09,"12,109,170"
2015/09/10,"12,273,420"
2015/09/11,"12,151,720"
2015/09/14,"12,095,810"
2015/09/15,"12,142,900"
2015/09/16,"12,381,630"
2015/09/17,"12,387,180"
2015/09/18,"12,505,610"
2015/09/21,"12,309,860"
2015/09/22,"12,421,973"
2015/09/23,"12,188,916"
2015/09/24,"12,202,947"
2015/09/25,"12,173,690"
2015/09/30,"12,305,790"
2015/10/01,"12,406,700"
2015/10/02,"12,362,410"
2015/10/05,"12,412,370"
2015/10/06,"12,491,785"
2015/10/07,"12,599,862"
2015/10/08,"12,681,100"
2015/10/12,"12,692,270"
2015/10/13,"12,677,590"
2015/10/14,"12,624,980"
2015/10/15,"12,773,570"
2015/10/16,"12,751,405"
2015/10/19,"12,751,740"
2015/10/20,"12,807,460"
2015/10/21,"12,876,775"
2015/10/22,"12,754,624"
2015/10/23,"12,862,861"
2015/10/26,"12,911,077"
2015/10/27,"12,888,641"
2015/10/28,"12,880,060"
2015/10/29,"12,841,950"
2015/10/30,"12,849,280"
2015/11/02,"12,889,090"
2015/11/03,"12,964,860"
2015/11/04,"12,990,940"
2015/11/05,"12,969,410"
2015/11/06,"12,931,980"
2015/11/09,"12,835,390"
2015/11/10,"12,650,460"
2015/11/11,"12,662,410"
2015/11/12,"12,638,760"
2015/11/13,"12,513,650"
2015/11/16,"12,327,300"
2015/11/17,"12,459,630"
2015/11/18,"12,459,260"
2015/11/19,"12,633,020"
2015/11/20,"12,631,830"
2015/11/23,"12,714,880"
2015/11/24,"12,794,760"
2015/11/25,"12,748,410"
2015/11/26,"12,882,150"
2015/11/27,"12,869,950"
2015/11/30,"12,636,560"
2015/12/01,"12,845,400"
2015/12/02,"12,750,610"
2015/12/03,"12,652,640"
2015/12/04,"12,531,931"
2015/12/07,"12,458,825"
2015/12/08,"12,347,410"
2015/12/09,"12,342,350"
2015/12/10,"12,363,600"
2015/12/11,"12,341,440"
2015/12/14,"12,210,520"
2015/12/15,"12,243,530"
2015/12/16,"12,474,700"
2015/12/17,"12,530,430"
2015/12/18,"12,511,290"
2015/12/21,"12,548,072"
2015/12/22,"12,618,947"
2015/12/23,"12,661,006"
2015/12/24,"12,608,550"
2015/12/28,"12,454,880"
2015/12/29,"12,456,740"
2015/12/30,"12,428,480"
2015/12/31,""
2016/01/04,"12,153,840"
2016/01/05,"12,226,220"
2016/01/06,"12,192,970"
2016/01/07,"12,055,460"
2016/01/08,"12,137,390"
2016/01/11,"11,999,400"
2016/01/12,"11,966,040"
2016/01/13,"12,125,740"
2016/01/14,"12,020,510"
2016/01/15,"11,886,690"
2016/01/18,"11,883,420"
2016/01/19,"11,968,460"
2016/01/20,"11,688,470"
2016/01/21,"11,656,540"
2016/01/22,"11,901,780"
2016/01/25,"11,991,850"
2016/01/26,"11,854,480"
2016/01/27,"12,021,000"
2016/01/28,"12,074,590"
2016/01/29,"12,074,580"
2016/02/01,"12,155,610"
2016/02/02,"12,035,720"
2016/02/03,"12,103,940"
2016/02/04,"12,103,710"
2016/02/05,"12,121,760"
2016/02/11,"11,766,230"
2016/02/12,"11,603,510"
2016/02/15,"11,774,640"
2016/02/16,"11,935,230"
2016/02/17,"11,915,530"
2016/02/18,"12,069,900"
2016/02/19,"12,115,290"
2016/02/22,"12,117,160"
2016/02/23,"12,104,140"
2016/02/24,"12,090,590"
2016/02/25,"12,131,110"
2016/02/26,"12,151,170"
2016/02/29,"12,132,450"
2016/03/02,"12,327,060"
2016/03/03,"12,400,080"
2016/03/04,"12,382,050"
2016/03/07,"12,396,160"
2016/03/08,"12,320,170"
2016/03/09,"12,355,450"
2016/03/10,"12,464,880"
2016/03/11,"12,480,560"
2016/03/14,"12,487,930"
2016/03/15,"12,471,360"
2016/03/16,"12,506,420"
2016/03/17,"12,587,660"
2016/03/18,"12,614,770"
2016/03/21,"12,605,440"
2016/03/22,"12,651,310"
2016/03/23,"12,640,020"
2016/03/24,"12,584,720"
2016/03/25,"12,567,840"
2016/03/28,"12,562,390"
2016/03/29,"12,642,040"
2016/03/30,"12,692,440"
2016/03/31,"12,650,020"
2016/04/01,"12,506,370"
2016/04/04,"12,542,540"
2016/04/05,"12,432,450"
2016/04/06,"12,487,890"
2016/04/07,"12,500,000"
2016/04/08,"12,490,670"
2016/04/11,"12,482,560"
2016/04/12,"12,553,290"
2016/04/14,"12,765,760"
2016/04/15,"12,762,130"
2016/04/18,"12,734,350"
2016/04/19,"12,741,550"
2016/04/20,"12,707,810"
2016/04/21,"12,809,030"
2016/04/22,"12,768,360"
2016/04/25,"12,763,530"
2016/04/26,"12,788,830"
2016/04/27,"12,760,570"
2016/04/28,"12,663,230"
2016/04/29,"12,619,530"
2016/05/02,"12,486,560"
2016/05/03,"12,539,120"
2016/05/04,"12,483,540"
2016/05/09,"12,434,950"
2016/05/10,"12,524,790"
2016/05/11,"12,516,350"
2016/05/12,"12,495,470"
2016/05/13,"12,425,180"
2016/05/16,"12,440,960"
2016/05/17,"12,438,400"
2016/05/18,"12,365,790"
2016/05/19,"12,301,620"
2016/05/20,"12,306,920"
2016/05/23,"12,356,450"
