"기간","자치구","총전입","여성전입","남성전입","총전출","여성전출","남성전출"
2018.12,"서초구",6059,2922,3137,7123,3413,3710
2018.12,"성동구",3640,1768,1872,4271,2165,2106
2018.12,"성북구",4381,2141,2240,5046,2458,2588
2018.12,"송파구",8490,4153,4337,8469,4188,4281
2018.12,"양천구",4580,2235,2345,5362,2688,2674
2018.12,"영등포구",4659,2420,2239,4931,2462,2469
2018.12,"용산구",2661,1298,1363,2995,1490,1505
2018.12,"은평구",5494,2607,2887,5736,2830,2906
2018.12,"종로구",1804,901,903,1905,946,959
2018.12,"중구",1676,844,832,1689,835,854
2018.12,"중랑구",4325,2153,2172,4679,2348,2331
2019.01,"강남구",8607,4219,4388,8909,4333,4576
2019.01,"강동구",4591,2248,2343,5327,2675,2652
2019.01,"강북구",3072,1528,1544,3412,1654,1758
2019.01,"강서구",6819,3264,3555,6956,3449,3507
2019.01,"관악구",8787,4295,4492,8712,4367,4345
2019.01,"광진구",4652,2191,2461,4855,2278,2577
2019.01,"구로구",4017,1943,2074,4525,2249,2276
2019.01,"금천구",3080,1566,1514,2868,1478,1390
2019.01,"노원구",5082,2477,2605,6108,3079,3029
2019.01,"도봉구",2789,1357,1432,3344,1673,1671
2019.01,"동대문구",4464,2207,2257,5089,2586,2503
2019.01,"동작구",7076,3401,3675,5891,2865,3026
2019.01,"마포구",5346,2452,2894,5197,2518,2679
2019.01,"서대문구",4805,2340,2465,4256,2054,2202
2019.01,"서초구",6246,3017,3229,6673,3243,3430
2019.01,"성동구",3653,1748,1905,4229,2066,2163
2019.01,"성북구",4564,2144,2420,5155,2480,2675
2019.01,"송파구",14767,7104,7663,10698,5274,5424
2019.01,"양천구",4491,2170,2321,5133,2548,2585
2019.01,"영등포구",5106,2529,2577,4937,2514,2423
2019.01,"용산구",3160,1542,1618,3006,1523,1483
2019.01,"은평구",6182,2953,3229,5839,2837,3002
2019.01,"종로구",1839,914,925,2068,1031,1037
2019.01,"중구",1659,851,808,1534,782,752
2019.01,"중랑구",4083,2069,2014,4310,2217,2093
2019.02,"강남구",10279,5059,5220,10203,4964,5239
2019.02,"강동구",5161,2565,2596,5912,2996,2916
2019.02,"강북구",2960,1397,1563,3396,1667,1729
2019.02,"강서구",6964,3367,3597,7369,3675,3694
2019.02,"관악구",9438,4758,4680,9018,4577,4441
2019.02,"광진구",5356,2536,2820,5452,2646,2806
2019.02,"구로구",4542,2247,2295,5002,2525,2477
2019.02,"금천구",2936,1547,1389,2952,1549,1403
2019.02,"노원구",5937,2998,2939,6901,3451,3450
2019.02,"도봉구",2903,1424,1479,3347,1670,1677
2019.02,"동대문구",5805,3001,2804,5785,2953,2832
2019.02,"동작구",7450,3648,3802,6248,3107,3141
2019.02,"마포구",5839,2624,3215,5834,2810,3024
2019.02,"서대문구",6004,2819,3185,5110,2527,2583
2019.02,"서초구",7166,3441,3725,7309,3524,3785
2019.02,"성동구",4323,2148,2175,5042,2556,2486
2019.02,"성북구",6543,3093,3450,6062,2979,3083
2019.02,"송파구",17175,8271,8904,12817,6262,6555
2019.02,"양천구",5397,2678,2719,5954,2994,2960
2019.02,"영등포구",5737,2845,2892,5482,2728,2754
2019.02,"용산구",3356,1621,1735,3272,1597,1675
2019.02,"은평구",6623,3162,3461,6110,2937,3173
2019.02,"종로구",2555,1278,1277,2524,1307,1217
2019.02,"중구",1951,966,985,1839,940,899
2019.02,"중랑구",4001,1977,2024,4427,2256,2171
2019.03,"강남구",8100,4006,4094,8656,4249,4407
2019.03,"강동구",4863,2414,2449,5838,3023,2815
2019.03,"강북구",3291,1555,1736,4168,2060,2108
2019.03,"강서구",6798,3361,3437,7212,3618,3594
2019.03,"관악구",9033,4652,4381,8873,4584,4289
2019.03,"광진구",4649,2252,2397,5241,2568,2673
2019.03,"구로구",5880,2960,2920,4911,2505,2406
2019.03,"금천구",2916,1534,1382,3092,1631,1461
2019.03,"노원구",5518,2797,2721,6156,3075,3081
2019.03,"도봉구",3142,1561,1581,3687,1810,1877
2019.03,"동대문구",5206,2646,2560,5924,3097,2827
2019.03,"동작구",5848,2879,2969,5682,2888,2794
2019.03,"마포구",5246,2502,2744,5584,2707,2877
2019.03,"서대문구",4395,2156,2239,4358,2159,2199
2019.03,"서초구",5574,2674,2900,6464,3158,3306
2019.03,"성동구",3803,1880,1923,4531,2301,2230
2019.03,"성북구",8564,4187,4377,6076,3014,3062
2019.03,"송파구",14828,7252,7576,11947,5887,6060
2019.03,"양천구",4346,2158,2188,4923,2519,2404
2019.03,"영등포구",5586,2789,2797,5332,2782,2550
2019.03,"용산구",3009,1486,1523,3155,1558,1597
2019.03,"은평구",6620,3208,3412,6443,3169,3274
2019.03,"종로구",2335,1121,1214,2414,1233,1181
2019.03,"중구",1672,853,819,1729,905,824
2019.03,"중랑구",4370,2245,2125,4846,2539,2307
2019.04,"강남구",7601,3635,3966,7455,3629,3826
2019.04,"강동구",4730,2354,2376,5338,2656,2682
2019.04,"강북구",3175,1581,1594,3908,1971,1937
2019.04,"강서구",6876,3397,3479,7123,3553,3570
2019.04,"관악구",7374,3722,3652,7783,4005,3778
2019.04,"광진구",4226,2006,2220,4814,2388,2426
2019.04,"구로구",5305,2627,2678,4593,2339,2254
2019.04,"금천구",3006,1598,1408,2839,1541,1298
2019.04,"노원구",4114,2014,2100,5375,2723,2652
2019.04,"도봉구",3055,1508,1547,3530,1749,1781
2019.04,"동대문구",3955,2017,1938,4412,2318,2094
2019.04,"동작구",5040,2530,2510,4883,2448,2435
2019.04,"마포구",4603,2165,2438,4982,2410,2572
2019.04,"서대문구",3566,1779,1787,3765,1878,1887
2019.04,"서초구",4826,2331,2495,5384,2592,2792
2019.04,"성동구",3293,1667,1626,3981,2057,1924
2019.04,"성북구",6595,3240,3355,5126,2576,2550
2019.04,"송파구",11731,5755,5976,10682,5273,5409
2019.04,"양천구",3960,1958,2002,4499,2241,2258
2019.04,"영등포구",5007,2523,2484,5018,2503,2515
2019.04,"용산구",2713,1375,1338,2973,1502,1471
2019.04,"은평구",6020,2965,3055,6041,3062,2979
2019.04,"종로구",1666,845,821,1939,983,956
2019.04,"중구",1486,734,752,1524,772,752
2019.04,"중랑구",4206,2140,2066,4900,2489,2411
2019.05,"강남구",7166,3453,3713,7062,3473,3589
2019.05,"강동구",4598,2276,2322,4975,2529,2446
2019.05,"강북구",3145,1550,1595,3647,1804,1843
2019.05,"강서구",6768,3298,3470,7044,3534,3510
2019.05,"관악구",7360,3755,3605,7341,3779,3562
2019.05,"광진구",4453,2146,2307,4694,2277,2417
2019.05,"구로구",4191,2067,2124,4486,2210,2276
2019.05,"금천구",2821,1479,1342,2872,1535,1337
2019.05,"노원구",4107,2020,2087,4871,2436,2435
2019.05,"도봉구",3147,1566,1581,3361,1657,1704
2019.05,"동대문구",4031,2076,1955,4076,2117,1959
2019.05,"동작구",4803,2332,2471,4921,2462,2459
2019.05,"마포구",4349,2077,2272,4545,2191,2354
2019.05,"서대문구",3645,1795,1850,3948,1968,1980
2019.05,"서초구",4472,2123,2349,5145,2472,2673
2019.05,"성동구",3263,1616,1647,3715,1873,1842
2019.05,"성북구",4956,2396,2560,4647,2301,2346
2019.05,"송파구",9734,4706,5028,9935,4915,5020
2019.05,"양천구",3743,1885,1858,4412,2225,2187
2019.05,"영등포구",4629,2381,2248,4570,2384,2186
2019.05,"용산구",2951,1439,1512,3014,1496,1518
2019.05,"은평구",5393,2565,2828,5718,2838,2880
2019.05,"종로구",1727,909,818,1979,1046,933
2019.05,"중구",1409,726,683,1548,764,784
2019.05,"중랑구",4020,2089,1931,4683,2360,2323
2019.06,"강남구",6277,3042,3235,6205,3053,3152
2019.06,"강동구",3768,1860,1908,4005,2009,1996
2019.06,"강북구",2655,1310,1345,3062,1521,1541
2019.06,"강서구",5396,2606,2790,6021,2967,3054
2019.06,"관악구",6021,3145,2876,6311,3279,3032
2019.06,"광진구",3606,1798,1808,3920,1908,2012
2019.06,"구로구",3600,1792,1808,3634,1861,1773
2019.06,"금천구",2386,1267,1119,2451,1276,1175
2019.06,"노원구",3251,1590,1661,4043,2076,1967
2019.06,"도봉구",2508,1279,1229,2875,1482,1393
2019.06,"동대문구",3843,1943,1900,3682,1887,1795
2019.06,"동작구",3788,1842,1946,4016,1997,2019
2019.06,"마포구",3368,1590,1778,3713,1791,1922
2019.06,"서대문구",2955,1440,1515,3076,1499,1577
2019.06,"서초구",3904,1887,2017,4378,2140,2238
2019.06,"성동구",2612,1275,1337,3181,1589,1592
2019.06,"성북구",4069,1958,2111,3768,1885,1883
2019.06,"송파구",7074,3453,3621,7872,3906,3966
2019.06,"양천구",3076,1552,1524,3564,1822,1742
2019.06,"영등포구",3853,1958,1895,4040,2135,1905
2019.06,"용산구",2701,1341,1360,2517,1274,1243
2019.06,"은평구",4348,2064,2284,4642,2255,2387
2019.06,"종로구",1442,727,715,1640,776,864
2019.06,"중구",1685,836,849,1366,689,677
2019.06,"중랑구",3642,1817,1825,3951,2052,1899
2019.07,"강남구",7528,3647,3881,7532,3703,3829
2019.07,"강동구",7078,3537,3541,5981,2971,3010
2019.07,"강북구",2690,1340,1350,3227,1577,1650
2019.07,"강서구",6340,3100,3240,7001,3424,3577
2019.07,"관악구",8247,4311,3936,8164,4220,3944
2019.07,"광진구",3821,1876,1945,4565,2248,2317
2019.07,"구로구",4467,2247,2220,4229,2182,2047
2019.07,"금천구",2523,1328,1195,2805,1468,1337
2019.07,"노원구",4203,2060,2143,5398,2699,2699
2019.07,"도봉구",2913,1413,1500,3307,1614,1693
2019.07,"동대문구",4259,2218,2041,4266,2255,2011
2019.07,"동작구",4308,2152,2156,4832,2385,2447
2019.07,"마포구",4171,1934,2237,4885,2326,2559
2019.07,"서대문구",3144,1497,1647,3558,1751,1807
2019.07,"서초구",5222,2480,2742,5311,2617,2694
2019.07,"성동구",2973,1468,1505,3695,1827,1868
2019.07,"성북구",5426,2648,2778,4707,2310,2397
2019.07,"송파구",8122,3956,4166,9067,4488,4579
2019.07,"양천구",3978,1940,2038,4354,2236,2118
2019.07,"영등포구",4454,2256,2198,4661,2410,2251
2019.07,"용산구",2870,1412,1458,2863,1368,1495
2019.07,"은평구",5001,2435,2566,5660,2783,2877
2019.07,"종로구",1718,890,828,1880,957,923
2019.07,"중구",1856,943,913,1616,825,791
2019.07,"중랑구",3976,2010,1966,4801,2468,2333
2019.08,"강남구",8009,3928,4081,7418,3602,3816
2019.08,"강동구",5721,2828,2893,5198,2615,2583
2019.08,"강북구",2817,1418,1399,3238,1597,1641
2019.08,"강서구",6372,3054,3318,7223,3594,3629
2019.08,"관악구",7956,4126,3830,7797,4023,3774
2019.08,"광진구",4193,2026,2167,4460,2183,2277
2019.08,"구로구",4746,2355,2391,4230,2118,2112
2019.08,"금천구",2286,1231,1055,2579,1388,1191
2019.08,"노원구",4505,2279,2226,5745,2918,2827
2019.08,"도봉구",2826,1336,1490,3282,1605,1677
2019.08,"동대문구",4082,2140,1942,3974,2068,1906
2019.08,"동작구",4531,2253,2278,5070,2513,2557
2019.08,"마포구",4409,2036,2373,5016,2386,2630
2019.08,"서대문구",3354,1636,1718,3672,1788,1884
2019.08,"서초구",5340,2556,2784,5481,2617,2864
2019.08,"성동구",3195,1629,1566,3856,1958,1898
2019.08,"성북구",4986,2443,2543,4647,2317,2330
2019.08,"송파구",7449,3631,3818,8477,4181,4296
2019.08,"양천구",4223,2071,2152,4575,2275,2300
2019.08,"영등포구",4164,2093,2071,4590,2381,2209
2019.08,"용산구",2745,1380,1365,2787,1393,1394
2019.08,"은평구",5243,2454,2789,6490,3162,3328
2019.08,"종로구",1851,888,963,1924,942,982
2019.08,"중구",1773,887,886,1786,904,882
2019.08,"중랑구",3816,1913,1903,4487,2266,2221
2019.09,"강남구",7537,3652,3885,6795,3337,3458
2019.09,"강동구",4708,2335,2373,4508,2322,2186
2019.09,"강북구",2590,1271,1319,2964,1487,1477
2019.09,"강서구",6146,2980,3166,6798,3380,3418
2019.09,"관악구",6936,3633,3303,7263,3792,3471
2019.09,"광진구",3750,1822,1928,4154,2086,2068
2019.09,"구로구",4226,2114,2112,3949,1969,1980
2019.09,"금천구",2317,1233,1084,2524,1394,1130
2019.09,"노원구",4371,2107,2264,5012,2530,2482
2019.09,"도봉구",2690,1340,1350,3192,1575,1617
2019.09,"동대문구",3539,1830,1709,3614,1855,1759
2019.09,"동작구",4239,2100,2139,4626,2297,2329
2019.09,"마포구",5068,2438,2630,4720,2293,2427
2019.09,"서대문구",3079,1493,1586,3495,1745,1750
2019.09,"서초구",4566,2202,2364,4962,2427,2535
2019.09,"성동구",2918,1474,1444,3539,1794,1745
2019.09,"성북구",4321,2117,2204,4227,2122,2105
2019.09,"송파구",7014,3357,3657,7434,3676,3758
2019.09,"양천구",3716,1815,1901,4255,2116,2139
2019.09,"영등포구",4219,2124,2095,4486,2326,2160
2019.09,"용산구",2532,1289,1243,2821,1409,1412
2019.09,"은평구",6534,3077,3457,6730,3199,3531
2019.09,"종로구",1754,828,926,1755,898,857
2019.09,"중구",1481,748,733,1502,776,726
2019.09,"중랑구",3718,1925,1793,4110,2046,2064
2019.1,"강남구",8613,4291,4322,7979,4010,3969
2019.1,"강동구",12285,6119,6166,7893,3942,3951
2019.1,"강북구",4360,2138,2222,4201,2052,2149
2019.1,"강서구",7177,3472,3705,7979,3934,4045
2019.1,"관악구",7381,3772,3609,8294,4193,4101
2019.1,"광진구",4510,2183,2327,5050,2512,2538
2019.1,"구로구",4863,2386,2477,4785,2376,2409
2019.1,"금천구",2479,1295,1184,2854,1466,1388
2019.1,"노원구",4988,2434,2554,6402,3138,3264
2019.1,"도봉구",3164,1556,1608,3879,1881,1998
2019.1,"동대문구",3857,2004,1853,4275,2245,2030
2019.1,"동작구",4707,2367,2340,5272,2574,2698
2019.1,"마포구",5454,2614,2840,5287,2555,2732
2019.1,"서대문구",3385,1625,1760,3797,1853,1944
2019.1,"서초구",5312,2580,2732,5623,2721,2902
2019.1,"성동구",3370,1661,1709,4370,2183,2187
2019.1,"성북구",7238,3548,3690,5848,2897,2951
2019.1,"송파구",8041,3932,4109,9346,4632,4714
2019.1,"양천구",4508,2216,2292,5252,2573,2679
2019.1,"영등포구",4706,2392,2314,5186,2674,2512
2019.1,"용산구",2890,1470,1420,3157,1564,1593
2019.1,"은평구",6822,3319,3503,7237,3537,3700
2019.1,"종로구",1736,862,874,1941,967,974
2019.1,"중구",1599,817,782,1742,922,820
2019.1,"중랑구",4622,2338,2284,5478,2778,2700
2019.11,"강남구",7095,3460,3635,6855,3406,3449
2019.11,"강동구",8762,4374,4388,6254,3111,3143
2019.11,"강북구",3896,1924,1972,3733,1862,1871
2019.11,"강서구",5991,2905,3086,6853,3404,3449
2019.11,"관악구",7114,3654,3460,7585,3895,3690
2019.11,"광진구",4136,1955,2181,4677,2309,2368
2019.11,"구로구",4499,2248,2251,4387,2201,2186
2019.11,"금천구",2569,1339,1230,2717,1390,1327
2019.11,"노원구",5098,2546,2552,5501,2744,2757
2019.11,"도봉구",3118,1543,1575,3736,1829,1907
2019.11,"동대문구",3998,2022,1976,3974,2032,1942
2019.11,"동작구",4206,2073,2133,4913,2402,2511
2019.11,"마포구",4803,2234,2569,4677,2222,2455
2019.11,"서대문구",3291,1600,1691,3608,1774,1834
2019.11,"서초구",4779,2256,2523,4992,2402,2590
2019.11,"성동구",3029,1538,1491,3785,1933,1852
2019.11,"성북구",5330,2602,2728,5227,2613,2614
2019.11,"송파구",7790,3801,3989,8487,4140,4347
2019.11,"양천구",3884,1912,1972,4326,2129,2197
2019.11,"영등포구",4328,2209,2119,4679,2371,2308
2019.11,"용산구",2757,1367,1390,2844,1435,1409
2019.11,"은평구",5358,2616,2742,5889,2829,3060
2019.11,"종로구",1695,871,824,1773,878,895
2019.11,"중구",1427,718,709,1519,792,727
2019.11,"중랑구",4059,2012,2047,4729,2351,2378
2019.12,"강남구",8745,4193,4552,8647,4114,4533
2019.12,"강동구",8836,4367,4469,6063,3091,2972
2019.12,"강북구",3395,1645,1750,3666,1795,1871
2019.12,"강서구",6871,3358,3513,7478,3709,3769
2019.12,"관악구",7936,4093,3843,8647,4299,4348
2019.12,"광진구",4839,2253,2586,5206,2452,2754
2019.12,"구로구",4455,2239,2216,4935,2423,2512
2019.12,"금천구",3097,1608,1489,3175,1644,1531
2019.12,"노원구",6009,2981,3028,6583,3318,3265
2019.12,"도봉구",3190,1593,1597,3685,1823,1862
2019.12,"동대문구",4621,2320,2301,4589,2345,2244
2019.12,"동작구",5172,2489,2683,5693,2872,2821
2019.12,"마포구",5110,2386,2724,5133,2472,2661
2019.12,"서대문구",4106,1960,2146,4034,1927,2107
2019.12,"서초구",5928,2828,3100,5912,2856,3056
2019.12,"성동구",3490,1699,1791,4178,2086,2092
2019.12,"성북구",5249,2511,2738,5679,2768,2911
2019.12,"송파구",9548,4611,4937,9539,4669,4870
2019.12,"양천구",4934,2388,2546,5486,2718,2768
2019.12,"영등포구",5085,2506,2579,5272,2636,2636
2019.12,"용산구",3415,1665,1750,3264,1610,1654
2019.12,"은평구",5255,2516,2739,5922,2899,3023
2019.12,"종로구",1953,979,974,2108,1034,1074
2019.12,"중구",1625,796,829,1679,880,799
2019.12,"중랑구",4933,2439,2494,5210,2566,2644
2020.01,"강남구",9024,4358,4666,8306,4007,4299
2020.01,"강동구",10768,5312,5456,6110,3108,3002
2020.01,"강북구",3072,1517,1555,3259,1652,1607
2020.01,"강서구",6494,3065,3429,6789,3346,3443
2020.01,"관악구",8347,4284,4063,8521,4306,4215
2020.01,"광진구",4603,2154,2449,4675,2251,2424
2020.01,"구로구",4687,2367,2320,4683,2343,2340
2020.01,"금천구",3004,1511,1493,2761,1430,1331
2020.01,"노원구",6302,3068,3234,6552,3233,3319
2020.01,"도봉구",2827,1393,1434,3388,1716,1672
2020.01,"동대문구",4536,2232,2304,4642,2349,2293
2020.01,"동작구",5133,2474,2659,5535,2723,2812
2020.01,"마포구",5279,2419,2860,5350,2507,2843
2020.01,"서대문구",5283,2570,2713,4322,2102,2220
2020.01,"서초구",6076,2925,3151,5930,2898,3032
2020.01,"성동구",3714,1825,1889,4255,2116,2139
2020.01,"성북구",5477,2580,2897,5634,2740,2894
2020.01,"송파구",9544,4558,4986,9285,4532,4753
2020.01,"양천구",4989,2455,2534,5274,2639,2635
2020.01,"영등포구",5234,2584,2650,5069,2542,2527
2020.01,"용산구",3733,1819,1914,3041,1485,1556
2020.01,"은평구",5019,2373,2646,5565,2695,2870
2020.01,"종로구",1961,985,976,2026,1025,1001
2020.01,"중구",1715,849,866,1681,803,878
2020.01,"중랑구",4284,2165,2119,4506,2306,2200
2020.02,"강남구",11266,5518,5748,10796,5226,5570
2020.02,"강동구",14024,6863,7161,7998,3964,4034
2020.02,"강북구",3760,1835,1925,4114,1987,2127
2020.02,"강서구",8129,3858,4271,9370,4599,4771
2020.02,"관악구",10209,5137,5072,10482,5217,5265
2020.02,"광진구",5811,2755,3056,6040,2904,3136
2020.02,"구로구",5579,2765,2814,6139,3006,3133
2020.02,"금천구",3186,1640,1546,3399,1770,1629
2020.02,"노원구",8328,4041,4287,9110,4481,4629
2020.02,"도봉구",3657,1826,1831,4282,2166,2116
2020.02,"동대문구",6260,3019,3241,6258,3126,3132
2020.02,"동작구",7313,3455,3858,7762,3805,3957
2020.02,"마포구",7622,3565,4057,7291,3472,3819
2020.02,"서대문구",6869,3171,3698,5869,2837,3032
2020.02,"서초구",7906,3776,4130,7649,3717,3932
2020.02,"성동구",5003,2490,2513,5650,2837,2813
2020.02,"성북구",7704,3603,4101,7672,3748,3924
2020.02,"송파구",11556,5506,6050,12223,5927,6296
2020.02,"양천구",6959,3414,3545,7488,3682,3806
2020.02,"영등포구",9224,4530,4694,7118,3604,3514
2020.02,"용산구",3985,1892,2093,3679,1816,1863
2020.02,"은평구",6260,2891,3369,6663,3240,3423
2020.02,"종로구",2765,1382,1383,2649,1322,1327
2020.02,"중구",2302,1132,1170,2237,1112,1125
2020.02,"중랑구",4910,2381,2529,5344,2671,2673
2020.03,"강남구",8222,3921,4301,9848,4731,5117
2020.03,"강동구",15041,7326,7715,9332,4603,4729
2020.03,"강북구",4282,2139,2143,4505,2208,2297
2020.03,"강서구",8871,4343,4528,10055,4910,5145
2020.03,"관악구",10613,5416,5197,10835,5492,5343
2020.03,"광진구",5830,2776,3054,6461,3203,3258
2020.03,"구로구",5646,2806,2840,6069,3101,2968
2020.03,"금천구",3405,1818,1587,3632,1905,1727
2020.03,"노원구",7261,3456,3805,8053,3998,4055
2020.03,"도봉구",3836,1862,1974,4613,2266,2347
2020.03,"동대문구",6636,3305,3331,6523,3209,3314
2020.03,"동작구",7148,3473,3675,7367,3642,3725
2020.03,"마포구",7359,3450,3909,7162,3421,3741
2020.03,"서대문구",7049,3376,3673,5740,2745,2995
2020.03,"서초구",6043,2855,3188,6832,3264,3568
2020.03,"성동구",4941,2376,2565,5750,2782,2968
2020.03,"성북구",7076,3301,3775,7050,3419,3631
2020.03,"송파구",10280,4920,5360,12099,5983,6116
2020.03,"양천구",5242,2622,2620,6224,3056,3168
2020.03,"영등포구",8958,4438,4520,7191,3591,3600
2020.03,"용산구",3798,1795,2003,3879,1891,1988
2020.03,"은평구",6494,3018,3476,7426,3582,3844
2020.03,"종로구",2581,1302,1279,2634,1304,1330
2020.03,"중구",2226,1073,1153,2307,1193,1114
2020.03,"중랑구",5564,2690,2874,6219,3072,3147
2020.04,"강남구",6544,3123,3421,8110,3858,4252
2020.04,"강동구",9132,4517,4615,6773,3407,3366
2020.04,"강북구",3734,1854,1880,3957,1957,2000
2020.04,"강서구",7176,3476,3700,8294,4055,4239
2020.04,"관악구",8115,4019,4096,8485,4290,4195
2020.04,"광진구",4729,2179,2550,5123,2526,2597
2020.04,"구로구",4548,2289,2259,5164,2616,2548
2020.04,"금천구",2829,1489,1340,3008,1574,1434
2020.04,"노원구",5344,2637,2707,6052,3000,3052
2020.04,"도봉구",3551,1764,1787,4062,2050,2012
2020.04,"동대문구",4492,2252,2240,4861,2522,2339
2020.04,"동작구",5465,2658,2807,5511,2726,2785
2020.04,"마포구",5323,2471,2852,5500,2582,2918
2020.04,"서대문구",4520,2150,2370,4343,2125,2218
2020.04,"서초구",4623,2218,2405,5540,2596,2944
2020.04,"성동구",3702,1811,1891,4534,2288,2246
2020.04,"성북구",5124,2428,2696,5423,2597,2826
2020.04,"송파구",7797,3713,4084,9171,4512,4659
2020.04,"양천구",6593,3215,3378,5824,2900,2924
2020.04,"영등포구",6160,3109,3051,5895,2989,2906
2020.04,"용산구",3008,1484,1524,3218,1555,1663
2020.04,"은평구",6412,3075,3337,6410,3121,3289
2020.04,"종로구",1912,978,934,2161,1099,1062
2020.04,"중구",1659,827,832,1699,887,812
2020.04,"중랑구",4716,2365,2351,5207,2622,2585
2020.05,"강남구",6448,3059,3389,7823,3872,3951
2020.05,"강동구",6698,3276,3422,5453,2729,2724
2020.05,"강북구",3379,1697,1682,3734,1902,1832
2020.05,"강서구",6553,3150,3403,7359,3598,3761
2020.05,"관악구",8311,4259,4052,7831,4028,3803
2020.05,"광진구",4275,2088,2187,4512,2260,2252
2020.05,"구로구",4661,2291,2370,4932,2440,2492
2020.05,"금천구",2838,1486,1352,2810,1521,1289
2020.05,"노원구",4693,2311,2382,5350,2602,2748
2020.05,"도봉구",3301,1595,1706,3802,1941,1861
2020.05,"동대문구",3948,1986,1962,3918,2016,1902
2020.05,"동작구",4993,2446,2547,4825,2372,2453
2020.05,"마포구",5227,2389,2838,4857,2283,2574
2020.05,"서대문구",3589,1750,1839,3528,1757,1771
2020.05,"서초구",4982,2366,2616,5428,2574,2854
2020.05,"성동구",3528,1721,1807,4010,2005,2005
2020.05,"성북구",4800,2228,2572,4812,2337,2475
2020.05,"송파구",7144,3464,3680,8059,3991,4068
2020.05,"양천구",6456,3216,3240,5394,2679,2715
2020.05,"영등포구",5144,2582,2562,4886,2529,2357
2020.05,"용산구",2911,1387,1524,2896,1464,1432
2020.05,"은평구",6015,2862,3153,5946,2837,3109
2020.05,"종로구",1642,834,808,1957,988,969
2020.05,"중구",1623,813,810,1625,837,788
2020.05,"중랑구",4575,2246,2329,4696,2364,2332
2020.06,"강남구",6576,3135,3441,7341,3573,3768
2020.06,"강동구",6103,2998,3105,5335,2693,2642
2020.06,"강북구",3625,1749,1876,4043,1992,2051
2020.06,"강서구",6925,3280,3645,7599,3700,3899
2020.06,"관악구",8525,4366,4159,8171,4117,4054
2020.06,"광진구",4511,2126,2385,4721,2284,2437
2020.06,"구로구",5260,2638,2622,5257,2661,2596
2020.06,"금천구",2955,1484,1471,3112,1600,1512
2020.06,"노원구",4936,2394,2542,5665,2788,2877
2020.06,"도봉구",3227,1550,1677,3754,1857,1897
2020.06,"동대문구",4192,2120,2072,4359,2247,2112
2020.06,"동작구",5071,2456,2615,5136,2553,2583
2020.06,"마포구",4687,2118,2569,5127,2424,2703
2020.06,"서대문구",3723,1763,1960,3852,1875,1977
2020.06,"서초구",5645,2673,2972,6141,2927,3214
2020.06,"성동구",3581,1729,1852,4078,2066,2012
2020.06,"성북구",4822,2253,2569,5115,2405,2710
2020.06,"송파구",7430,3564,3866,8170,3960,4210
2020.06,"양천구",5049,2510,2539,5286,2678,2608
2020.06,"영등포구",5938,2983,2955,5166,2595,2571
2020.06,"용산구",3046,1452,1594,3029,1466,1563
2020.06,"은평구",8577,4132,4445,7039,3516,3523
2020.06,"종로구",1790,904,886,2035,1024,1011
2020.06,"중구",1628,776,852,1676,827,849
2020.06,"중랑구",4470,2164,2306,5017,2482,2535
2020.07,"강남구",6870,3357,3513,7504,3526,3978
2020.07,"강동구",5434,2685,2749,5334,2733,2601
2020.07,"강북구",3139,1535,1604,3713,1839,1874
2020.07,"강서구",6642,3208,3434,7383,3600,3783
2020.07,"관악구",7340,3802,3538,7362,3779,3583
2020.07,"광진구",3983,1990,1993,4345,2114,2231
2020.07,"구로구",4802,2395,2407,4748,2362,2386
2020.07,"금천구",2455,1276,1179,2771,1473,1298
2020.07,"노원구",4545,2176,2369,5420,2661,2759
2020.07,"도봉구",3098,1561,1537,3756,1898,1858
2020.07,"동대문구",3776,1936,1840,4199,2164,2035
2020.07,"동작구",4578,2263,2315,4890,2406,2484
2020.07,"마포구",4651,2136,2515,4996,2352,2644
2020.07,"서대문구",3481,1659,1822,3913,1874,2039
2020.07,"서초구",5375,2617,2758,6128,2948,3180
2020.07,"성동구",3332,1645,1687,3897,1902,1995
2020.07,"성북구",4496,2144,2352,5101,2510,2591
2020.07,"송파구",8416,4107,4309,8448,4158,4290
2020.07,"양천구",4683,2275,2408,5077,2574,2503
2020.07,"영등포구",5326,2606,2720,4652,2376,2276
2020.07,"용산구",2876,1373,1503,2889,1460,1429
2020.07,"은평구",8103,3843,4260,6405,3075,3330
2020.07,"종로구",1725,881,844,1893,940,953
2020.07,"중구",1479,771,708,1609,816,793
2020.07,"중랑구",5020,2481,2539,5111,2579,2532
2020.08,"강남구",7493,3642,3851,8003,3875,4128
2020.08,"강동구",5811,2861,2950,5895,2957,2938
2020.08,"강북구",3049,1537,1512,3638,1823,1815
2020.08,"강서구",6996,3428,3568,8495,4174,4321
2020.08,"관악구",7679,3863,3816,8151,4161,3990
2020.08,"광진구",4218,2053,2165,4842,2334,2508
2020.08,"구로구",5619,2805,2814,5464,2726,2738
2020.08,"금천구",3167,1589,1578,3135,1666,1469
2020.08,"노원구",4922,2384,2538,6158,3043,3115
2020.08,"도봉구",3037,1482,1555,3808,1832,1976
2020.08,"동대문구",4291,2205,2086,4810,2405,2405
2020.08,"동작구",4832,2434,2398,5649,2725,2924
2020.08,"마포구",4981,2300,2681,5452,2577,2875
2020.08,"서대문구",4792,2279,2513,4425,2148,2277
